Stimulus,TGSC ID,CID,Concentration %,Solvent
97-67-6,1030861,222656,100.0,
97-78-9,1301631,7348,100.0,
97-85-8,1007601,7351,100.0,
97-87-0,1028651,7353,2.0,
97-89-2,1019711,60985,100.0,
97-95-0,1043501,7358,100.0,
97-96-1,1022381,7359,10.0,dipropylene glycol
97-99-4,1034891,7360,100.0,
97158-38-8,1378691,3662099,100.0,
97358-54-8,1112931,6366609,100.0,
97375-48-9,1021831,3086443,100.0,
97384-48-0,1039541,5463804,10.0,dipropylene glycol
97752-28-8,1452531,6437774,10.0,dipropylene glycol
97844-16-1,1597581,85517881,,
97866-86-9,1597571,91747973,,
97890-13-6,1592251,113425,100.0,
98-00-0,1013391,7361,100.0,
98-01-1,1008441,7362,1.0,dipropylene glycol
98-02-2,1008451,7363,0.1,dipropylene glycol
98-03-3,1181011,7364,,
98-29-3,1207241,7381,10.0,dipropylene glycol
98-52-2,1013261,7391,100.0,
98-53-3,1017671,7392,1.0,dipropylene glycol
98-54-4,1013761,7393,1.0,propylene glycol
98-55-5,1011251,17100,100.0,
98-79-3,1142131,7405,,
98-85-1,1010151,7409,100.0,
98-86-2,1000131,7410,1.0,dipropylene glycol
98-89-5,1036731,7413,,
98314-98-8,1048191,5367848,1.0,ethyl alcohol
98841-69-1,1058091,53437836,100.0,
99-48-9,1005281,7438,100.0,
99-49-0,1399011,7439,100.0,
99-50-3,1183421,72,100.0,
99-72-9,1028341,60990,10.0,dipropylene glycol
99-75-2,1259321,7455,100.0,
99-76-3,1032731,7456,,
99-82-1,1023491,7459,,
99-83-2,1009891,7460,10.0,dipropylene glycol
99-85-4,1017031,7461,10.0,dipropylene glycol
99-86-5,1016031,7462,10.0,dipropylene glycol
99-87-6,1032711,7463,1.0,dipropylene glycol
99-89-8,1045571,7465,1.0,dipropylene glycol
99-91-2,1012611,7467,100.0,
99-93-4,1013111,7469,10.0,dipropylene glycol
99-96-7,1040201,135,100.0,
99016-42-9,1000691,5489902,100.0,
99583-29-6,1583501,15801179,1.0,propylene glycol
996-31-6,1353271,23671663,100.0,
996-97-4,1025631,70456,1.0,dipropylene glycol
999-10-0,1551451,357772,100.0,
999-40-6,1033141,5352162,100.0,
99910-84-6,1597141,71587376,,
99948-88-6,1013541,6437785,100.0,
NF002,1010951,6428088,100.0,
NF0036,1618491,529623,0.1,dipropylene glycol
NF0037,1618521,525372,,
NF0042,1027641,20523393,100.0,
NF012,1058041,11253924,100.0,
NF0128,1697151,11658402,0.1,dipropylene glycol
NF0131,1697191,11138191,1.0,dipropylene glycol
NF0133,1697221,11008539,1.0,dipropylene glycol
NF0134,1697231,11137735,1.0,dipropylene glycol
NF0136,1697281,6429214,100.0,
NF0138,1697331,11736563,,
NF0139,1697341,11435769,,
NF0140,1697351,11357212,,
NF0143,1697391,16081708,10.0,dipropylene glycol
NF0144,1697401,16081706,10.0,dipropylene glycol
NF0145,1697411,16081707,100.0,
NF0149,1697461,13483073,1.0,dipropylene glycol
NF0161,1418181,20473563,10.0,dipropylene glycol
NF0210,1029721,548235,0.1,propylene glycol
NF0233,1558101,6951558,0.1,dipropylene glycol
NF0234,1558111,6951559,0.1,dipropylene glycol
NF0241,1554421,6997335,0.1,dipropylene glycol
NF0242,1072631,537619,,
NF0295,1553871,11264039,100.0,
NF0296,1553861,92256353,100.0,
NF0297,1553901,56959606,100.0,
NF0298,1553911,71553170,100.0,
NF0299,1555121,10176245,100.0,
NF0300,1555131,10197810,100.0,
NF0311,1558321,6951703,100.0,
NF0353,1016741,519857,,
NF0543,1011301,78058497,10.0,dipropylene glycol
NF0548,1000601,68161955,100.0,
NF0549,1009961,22150016,10.0,dipropylene glycol
NF0550,1010061,21319797,100.0,
NF0551,1011931,129646085,,
NF0552,1013521,14759600,,
NF0553,1013621,22758948,0.1,propylene glycol
NF0554,1013651,22761468,,
NF0555,1016621,54437003,,
NF0556,1016921,54023491,,
NF0558,1018111,20307640,,
NF0560,1018901,22150014,,
NF0561,1019501,20473593,,
NF0562,1019701,57417966,,
NF0563,1019721,14662926,,
NF0564,1020101,20307658,,
NF0565,1020131,20473595,,
NF0566,1020501,20348182,,
NF0567,1024041,5352449,,
NF0570,1029921,59309454,0.1,propylene glycol
NF0576,1031401,20519099,,
NF0577,1031741,22150008,0.1,dipropylene glycol
NF0578,1031881,15701356,,
NF0587,1046101,68161383,100.0,
NF0591,1055401,20307660,,
NF0599,1058851,68161670,100.0,
NF0601,1061561,56960321,100.0,
NF0602,1062651,66974036,100.0,
NF0610,1065931,67159296,100.0,
NF0611,1065981,67159371,100.0,
NF0622,1071491,67426523,100.0,
NF0625,1072751,54393620,100.0,
NF0626,1072861,57078752,1.0,dipropylene glycol
NF0631,1075621,21554593,0.1,propylene glycol
NF0632,1078831,20561537,100.0,
NF0633,1078901,20561535,100.0,
NF0635,1096101,23346565,1.0,dipropylene glycol
NF0636,1102041,10931514,100.0,
NF0637,1102051,53721729,100.0,
NF0639,1537391,22770570,,
NF0640,1553721,10104051,,
NF0641,1553731,10035488,,
NF0642,1553851,38988368,,
NF0643,1554301,13463447,,
NF0644,1554341,12477208,,
NF0645,1554441,6997350,,
NF0646,1554451,6997352,,
NF0647,1554891,12619486,,
NF0648,1556521,10900221,,
NF0649,1556531,11074993,,
NF0650,1557451,10944610,,
NF0651,1557441,11746809,,
NF0652,1557471,11832049,,
NF0653,1557461,10967107,,
NF0654,1557611,53960409,,
NF0655,1557601,57254550,,
NF0802,1020461,11564539,,
NF0803,1027261,46195361,1.0,dipropylene glycol
NF0804,1028151,46195364,0.1,propylene glycol
NF0824,1554361,88571201,,
NF0825,1554371,12524062,,
