Stimulus,TGSC ID,CID,Concentration %,Solvent
3268-49-3,1032991,18635,0.1,propylene glycol
32736-90-6,1629861,36224,0.1,propylene glycol
32736-91-7,1301651,36225,0.1,dipropylene glycol
32737-14-7,1008221,122941,0.1,dipropylene glycol
32741-11-0,1040591,122943,1.0,dipropylene glycol
32749-94-3,1162121,61917,1.0,dipropylene glycol
32764-98-0,1459461,122954,100.0,
328-39-2,1107821,857,,
328-50-7,1048551,51,,
32803-39-7,1026491,6438313,1.0,dipropylene glycol
3289-28-9,1036791,18686,100.0,
3293-47-8,1037161,579336,100.0,
32951-19-2,1584041,519416,,
32974-92-8,1001401,61918,1.0,propylene glycol
3301-90-4,1029191,102968,10.0,dipropylene glycol
3301-94-8,1035911,18698,100.0,
33046-81-0,1515111,5363231,100.0,
33204-48-7,1554321,6971248,10.0,propylene glycol
33204-74-9,1511401,100031,100.0,
33284-96-7,1589321,6951713,0.1,propylene glycol
333384-99-9,1593921,71587703,,
33368-80-8,1583081,5352690,,
33368-82-0,1582931,5352855,,
3338-55-4,1010541,5320250,100.0,
334-48-5,1007741,2969,1.0,propylene glycol
334-49-6,1042171,5282724,100.0,
33441-50-8,1129871,14181802,,
33467-73-1,1001451,5365587,10.0,dipropylene glycol
33467-74-2,1026871,5365049,10.0,dipropylene glycol
33467-76-4,1025711,5318017,1.0,dipropylene glycol
33467-79-7,1025571,5367391,1.0,dipropylene glycol
33580-05-1,1552061,5367475,100.0,
3360-41-6,1049091,76889,100.0,
33662-58-7,1003911,118521,10.0,dipropylene glycol
33673-62-0,1052861,97707,10.0,dipropylene glycol
33673-65-3,1586941,118530,100.0,
33704-61-9,1024091,92292,10.0,dipropylene glycol
338-69-2,1038581,71080,,
33855-57-1,1037441,6435861,100.0,
3386-97-8,1586801,76922,,
3387-41-5,1056021,18818,10.0,dipropylene glycol
33880-83-0,1053861,9859094,100.0,
33885-51-7,1019071,118111,100.0,
3390-12-3,1522941,102993,100.0,
3391-83-1,1015331,18826,10.0,dipropylene glycol
3391-86-4,1024051,18827,10.0,dipropylene glycol
3391-87-5,1450831,443159,10.0,dipropylene glycol
3391-90-0,1096951,638012,,
33922-73-5,1038831,525330,0.1,propylene glycol
33922-80-4,1594661,5370448,,
33941-99-0,1531961,118119,100.0,
33959-27-2,1129941,13353282,0.1,propylene glycol
34003-72-0,1583401,520667,0.1,propylene glycol
34047-39-7,1036021,61922,0.1,dipropylene glycol
3407-42-9,1006491,103005,100.0,
341017-24-1,1555581,54442944,,
3413-15-8,1555731,11116832,,
34131-98-1,1025111,118134,100.0,
34135-85-8,1009841,61926,0.1,propylene glycol
3420-59-5,1119201,18898,1.0,dipropylene glycol
34210-19-0,1022681,6435838,1.0,dipropylene glycol
34212-48-1,1119081,1550260,100.0,
34212-53-8,1119491,1715134,100.0,
342405-34-9,1600801,6932095,,
34291-99-1,1045511,118146,1.0,dipropylene glycol
34300-94-2,1545891,520682,0.1,propylene glycol
34318-21-3,1552071,5370052,,
34322-06-0,1505581,118641,0.01,dipropylene glycol
34322-09-3,1040541,118148,0.1,dipropylene glycol
34349-25-2,1095511,6951714,0.1,propylene glycol
34365-79-2,1505261,118658,1.0,dipropylene glycol
34413-35-9,1035871,36822,0.1,dipropylene glycol
34413-88-2,1596041,10012081,100.0,
34451-19-9,1028881,6999977,100.0,
34495-71-1,1022991,5352770,100.0,
3452-97-9,1011471,18938,5.0,dipropylene glycol
34545-88-5,1037601,61935,10.0,dipropylene glycol
3460-44-4,1032181,570574,5.0,
34619-12-0,1029841,61936,0.1,propylene glycol
34686-67-4,1000341,6438069,100.0,
34686-71-0,1023991,6438070,100.0,
34687-46-2,1000361,5367850,10.0,dipropylene glycol
34713-70-7,1558271,5478986,100.0,
34764-02-8,1018251,101363,10.0,dipropylene glycol
3487-99-8,1048861,6436780,100.0,
3488-00-4,1026961,6437300,100.0,
3489-28-9,1036611,248488,0.1,propylene glycol
34902-57-3,1016021,12410118,100.0,
3491-63-2,1049211,3083805,100.0,
3494-76-6,1021241,107113,100.0,
34995-77-2,1384891,6432254,100.0,
350-03-8,1012241,9589,1.0,dipropylene glycol
35044-59-8,1028771,118201,10.0,dipropylene glycol
35044-68-9,1445672,32052,1.0,dipropylene glycol
3508-98-3,1059321,97799,10.0,dipropylene glycol
35087-49-1,1429911,9837013,10.0,dipropylene glycol
3511-32-8,1583391,12711594,,
35117-86-3,1095501,6951711,0.1,propylene glycol
35154-45-1,1016991,5367681,10.0,dipropylene glycol
35178-55-3,1049431,61942,10.0,dipropylene glycol
35194-30-0,1127251,118782,100.0,
352-93-2,1042391,9609,0.01,propylene glycol
35206-51-0,1046911,6440993,100.0,
35234-21-0,1503051,529300,100.0,
35234-22-1,1582731,526152,10.0,propylene glycol
35234-25-4,1587291,118225,,
35243-43-7,1022141,520722,0.1,propylene glycol
35250-53-4,1035631,61945,0.1,propylene glycol
35250-78-3,1072851,11424363,1.0,dipropylene glycol
35274-05-6,1298381,37098,100.0,
35379-09-0,1576871,21940939,,
3539-43-3,1298401,19059,100.0,
35448-31-8,1546661,118823,0.1,propylene glycol
35472-56-1,1022841,101365,100.0,
3549-23-3,1028501,605629,100.0,
3558-60-9,1026251,19089,10.0,dipropylene glycol
35628-00-3,1132181,92301,100.0,
3564-98-5,1399451,21310069,100.0,
3569-36-6,1074681,642534,100.0,
3572-06-3,1037262,19137,100.0,
357650-26-1,1508371,11030204,1.0,dipropylene glycol
3581-87-1,1521051,77129,0.1,propylene glycol
3581-91-7,1028001,62510,0.1,dipropylene glycol
3583-00-4,1027571,96021,100.0,
35852-42-7,1624531,88168807,10.0,dipropylene glycol
35852-46-1,1026901,5352976,1.0,
35854-86-5,1004751,5362792,10.0,dipropylene glycol
3586-14-9,1058581,19165,10.0,dipropylene glycol
35926-04-6,1026661,118262,100.0,
35931-93-2,1374961,11789380,100.0,
359794-78-8,1552611,5352874,0.1,dipropylene glycol
3600-24-6,1042421,77151,0.1,propylene glycol
36004-04-3,1033841,5369489,100.0,
3608-11-5,1007101,44079,10.0,dipropylene glycol
3613-30-7S,1008171,6999891,100.0,
3615-41-6,1037731,19233,100.0,
36219-73-5,1586671,118928,100.0,
3623-51-6,1105021,19243,10.0,dipropylene glycol
3623-52-7,1104591,19244,10.0,propylene glycol
362467-67-2,1508311,11064349,1.0,dipropylene glycol
36267-71-7,1035901,61951,0.1,dipropylene glycol
36267-74-0,1075521,21554588,0.1,propylene glycol
36267-77-3,1075561,21554596,0.1,propylene glycol
36306-87-3,1033131,118292,100.0,
3637-14-7,1597271,280190,,
36431-72-8,1027841,61953,1.0,dipropylene glycol
36438-54-7,1038081,61954,0.1,dipropylene glycol
36564-42-8,1552081,6432221,100.0,
3658-77-3,1000931,19309,0.1,propylene glycol
3658-80-8,1008101,19310,0.1,propylene glycol
3658-93-3,1026421,77224,100.0,
3661-77-6,1017281,77226,1.0,dipropylene glycol
36653-82-4,1026181,2682,100.0,
36701-01-6,1023411,61955,100.0,
36707-28-5,1435851,94935,,
36731-41-6,1464811,16220105,0.1,dipropylene glycol
36781-67-6,1597631,5366844,100.0,
36789-59-0,1037301,21149427,100.0,
36806-46-9,1037321,169818,1.0,propylene glycol
3681-71-8,1001471,5363388,10.0,dipropylene glycol
3681-82-1,1130931,5352557,10.0,dipropylene glycol
3687-48-7,1027441,6992244,10.0,dipropylene glycol
36871-78-0,1590281,53426546,0.1,propylene glycol
36880-33-8,1043931,169830,0.1,propylene glycol
3691-12-1,1054351,107152,100.0,
36977-92-1,1003111,6986,10.0,dipropylene glycol
3698-95-1,1576881,77289,0.1,propylene glycol
37064-20-3,1049791,162239,100.0,
3715-31-9,1593671,2724058,100.0,
37160-77-3,1582401,6428543,1.0,dipropylene glycol
37172-02-4,1052371,162248,100.0,
37172-05-7,1007201,161936,100.0,
37172-53-5,1027931,162249,100.0,
3720-16-9,1025611,3782139,10.0,dipropylene glycol
3724-61-6,1043261,245572,100.0,
3724-65-0,1039881,19499,0.1,propylene glycol
37311-01-6,1100061,61429,100.0,
3734-33-6,1222691,19518,100.0,
3738-00-9,1005291,107166,10.0,dipropylene glycol
3744-02-3,1047161,19543,0.1,propylene glycol
37514-30-0,1024491,161949,100.0,
37519-97-4,1595601,5280341,100.0,
37526-88-8,1011841,250096,100.0,
3760-11-0,1047931,97730,100.0,
37609-25-9,1016851,5362736,10.0,dipropylene glycol
37617-03-1,1051511,61968,100.0,
37645-61-7,1551191,3015925,0.1,dipropylene glycol
376595-42-5,1583441,15540144,0.1,dipropylene glycol
37674-63-8,1036341,61969,1.0,ethyl alcohol
37677-14-8,1020631,93199,10.0,dipropylene glycol
3777-69-3,1028621,19602,10.0,dipropylene glycol
3777-71-7,1036071,19603,10.0,dipropylene glycol
37778-99-7,1117561,447661,100.0,
3779-61-1,1423741,5281553,100.0,
3782-00-1,1036761,2734646,1.0,dipropylene glycol
37837-44-8,1025831,162275,10.0,dipropylene glycol
37887-04-0,1036531,641834,0.1,propylene glycol
3790-78-1,1102331,5320128,100.0,
3792-53-8,1416651,443167,100.0,
3796-70-1,1014691,1549778,100.0,
37973-51-6,1049231,2753159,100.0,
38019-89-5,1002661,5366408,100.0,
38142-45-9,1451281,11019061,,
38205-55-9,1468161,162292,0.01,propylene glycol
38205-60-6,1019801,520888,0.1,dipropylene glycol
38205-61-7,1426751,162293,0.01,propylene glycol
38205-64-0,1035431,61976,0.1,dipropylene glycol
38216-93-2,1079261,11805563,100.0,
38223-29-9,1045731,3094320,100.0,
38284-11-6,1583991,3853254,100.0,
38284-27-4,1552091,181575,1.0,dipropylene glycol
38285-49-3,1028961,161960,100.0,
38303-23-0,1547511,162297,100.0,
38363-23-4,1021401,6441593,100.0,
3842-03-3,1042291,19695,100.0,
38427-78-0,1552101,7567181,100.0,
38427-80-4,1556201,73045098,100.0,
38433-74-8,1443901,3015979,0.1,dipropylene glycol
38446-21-8,1022591,61980,100.0,
38462-22-5,1005051,61982,1.0,dipropylene glycol
38462-23-6,1020441,6441026,10.0,dipropylene glycol
3848-24-6,1014711,19707,1.0,dipropylene glycol
3856-25-5,1053841,19725,100.0,
38618-23-4,1590641,14064911,100.0,
38713-41-6,1035741,62897,0.1,dipropylene glycol
3876-52-6,1593621,5362565,,
38768-63-7,1040281,601946,10.0,dipropylene glycol
3877-15-4,1524971,19754,0.1,propylene glycol
3879-26-3,1057181,1713001,100.0,
38837-70-6,1127131,124670530,,
38917-61-2,1583611,530404,0.1,propylene glycol
38966-29-9,1607131,135565141,100.0,
38966-30-2,1607121,135565649,100.0,
39026-94-3,1584221,529496,100.0,
39028-58-5,1552701,6431476,,
39029-41-9,1054151,92313,100.0,
39067-39-5,1023791,161993,1.0,dipropylene glycol
39067-80-6,1005721,6365572,1.0,dipropylene glycol
3913-71-1,1537701,19801,10.0,dipropylene glycol
3913-80-2,1036631,5463875,10.0,dipropylene glycol
3913-81-3,1007761,5283345,1.0,dipropylene glycol
3913-85-7,1010661,94282,,
3915-83-1,1033201,6429039,1.0,
39156-54-2,1597461,14297379,0.1,dipropylene glycol
39203-20-8,1697101,12361768,1.0,dipropylene glycol
39212-23-2,1029501,62900,10.0,dipropylene glycol
39251-86-0,1005671,61984,10.0,dipropylene glycol
39251-88-2,1036651,62901,10.0,dipropylene glycol
39252-02-3,1040151,557222,100.0,
39252-03-4,1027391,61985,100.0,
39252-05-6,1597521,71587144,100.0,
39255-32-8,1006801,62902,10.0,dipropylene glycol
3938-95-2,1043881,19838,10.0,dipropylene glycol
39409-82-0,1609371,3014667,100.0,
3943-74-6,1047511,19844,100.0,
3943-89-3,1244061,77547,100.0,
39464-69-2,1308201,93217,100.0,
39481-28-2,1040141,557223,100.0,
39537-23-0,1127141,123935,,
39638-67-0,1552111,11084123,1.0,
39647-11-5,1374401,1738122,100.0,
39711-79-0,1036281,62907,10.0,dipropylene glycol
39721-65-8,1553841,12858404,,
39736-25-9,1026081,101315,100.0,
39741-41-8,1035331,61988,0.1,propylene glycol
39770-05-3,1042161,162392,10.0,dipropylene glycol
39872-57-6,1023021,6438067,10.0,dipropylene glycol
39900-18-0,1376161,6450281,1.0,dipropylene glycol
39900-38-4,1021571,162002,100.0,
3991-61-5,1058591,77610,,
39924-27-1,1433291,15824502,100.0,
39924-52-2,1468261,62388,100.0,
400052-49-5,1576731,12009861,1.0,dipropylene glycol
40010-99-9,1000401,10856172,100.0,
40018-26-6SS,1107381,6994326,0.1,ethyl alcohol
40188-41-8,1059281,170284,10.0,dipropylene glycol
40203-73-4,1021891,162409,1.0,dipropylene glycol
4023-65-8,1001681,444212,100.0,
40267-72-9,1024961,38415,100.0,
4032-80-8,1494961,77652,,
40323-88-4,1583851,520990,0.1,propylene glycol
40348-72-9,1037531,62908,100.0,
40379-24-6,1381151,162413,100.0,
404-86-4,1027601,1548943,100.0,
4049-38-1,1128501,11095,,
40527-42-2,1029051,95136,100.0,
40596-76-7,1452001,162418,100.0,
406488-30-0,1116801,57495095,100.0,
40654-82-8,1032931,62911,10.0,dipropylene glycol
40716-66-3,1053991,5284507,100.0,
4075-81-4,1098181,19999,100.0,
4077-47-8,1008111,61325,1.0,dipropylene glycol
40785-62-4,1048531,5937114,10.0,dipropylene glycol
40789-98-8S,1031351,7364130,0.1,propylene glycol
40790-04-3,1035891,61989,0.1,propylene glycol
40853-53-0,1003641,6434275,100.0,
40853-56-3,1004101,6434276,100.0,
40878-72-6Z,1037021,62912,0.1,propylene glycol
40878-73-7,1587121,78122509,,
409-02-9,1337381,9862,1.0,propylene glycol
40910-49-4,1023811,162027,100.0,
40917-00-8,1623811,7156991,100.0,
40918-97-6,1012411,1550890,1.0,
40923-64-6,1025981,61990,100.0,
40942-73-2,1048571,162030,100.0,
41035-07-8,1555221,5325911,1.0,dipropylene glycol
4104-45-4,1046951,77743,0.01,propylene glycol
41114-00-5,1434491,38762,100.0,
4112-89-4,1010001,61331,10.0,dipropylene glycol
41199-19-3,1039181,162452,10.0,dipropylene glycol
41239-48-9,1019011,62913,0.1,propylene glycol
4124-63-4,1500061,77775,0.1,propylene glycol
41247-05-6,1242081,229,100.0,
41270-80-8,1548221,162458,100.0,
4128-17-0,1290091,638500,100.0,
41414-75-9,1465581,6445771,100.0,
41453-56-9,1037641,5365027,100.0,
41496-43-9,1033451,95594,10.0,dipropylene glycol
41519-18-0,1005821,5463682,10.0,dipropylene glycol
41519-23-7,1005361,5352539,1.0,dipropylene glycol
41547-22-2,1038051,6435869,1.0,dipropylene glycol
41610-76-8,1378921,162476,100.0,
41653-97-8,1593971,5282718,10.0,dipropylene glycol
41654-15-3,1590601,6914062,100.0,
41654-19-7,1603811,521064,10.0,dipropylene glycol
4166-20-5S,1106051,6997367,1.0,propylene glycol
41669-30-1,1300851,162048,100.0,
41678-36-8,1424051,162479,100.0,
41724-19-0,1057891,162481,100.0,
4173-41-5,1600401,6427789,1.0,dipropylene glycol
4175-66-0,1426801,77837,0.05,propylene glycol
4177-16-6,1051741,77840,,
4180-23-8,1001151,637563,10.0,dipropylene glycol
41803-21-8,1130191,58165301,0.1,propylene glycol
41816-03-9,1028291,94522,10.0,dipropylene glycol
41820-22-8,1003001,61995,0.1,propylene glycol
41847-88-5,1049171,162493,1.0,dipropylene glycol
41890-92-0,1017331,162053,100.0,
41892-32-4,1075921,536502,0.1,propylene glycol
41892-36-8,1076001,317052,,
4192-77-2,1551521,637758,100.0,
41981-71-9,1583751,518856,0.01,propylene glycol
42075-42-3,1586561,537722,,
42075-45-6,1131201,65285,0.1,propylene glycol
42078-65-9,1033721,61997,100.0,
4208-49-5,1004881,61337,100.0,
4208-57-5,1583221,228588,10.0,dipropylene glycol
42134-50-9SR,1583421,6429294,10.0,dipropylene glycol
4221-98-1,1374381,442482,100.0,
4221-99-2,1141151,444683,1.0,dipropylene glycol
42288-75-5,1017501,96325,100.0,
4230-97-1,1002871,20219,100.0,
42348-12-9,1036261,528698,0.1,dipropylene glycol
42370-07-0,1030711,162512,100.0,
42436-07-7,1028481,5367698,100.0,
42474-44-2,1494741,93236,0.1,propylene glycol
4253-89-8,1097251,77932,0.1,propylene glycol
42604-12-6,1023231,162061,100.0,
4265-16-1,1011591,61341,100.0,
4265-25-2,1178911,20263,0.1,propylene glycol
4265-97-8,1009401,61342,100.0,
4276-68-0,1583761,55295881,0.01,propylene glycol
42822-86-6,1594771,556998,10.0,dipropylene glycol
42824-62-4,1023251,170687,100.0,
42919-64-2,1036111,62000,0.1,propylene glycol
42968-14-9,1032881,5370646,100.0,
42998-51-6,1222491,562228,100.0,
43039-98-1,1037071,65288,0.1,dipropylene glycol
43052-87-5,1418831,62002,1.0,dipropylene glycol
431-03-8,1014611,650,1.0,propylene glycol
4312-99-6,1027981,61346,0.1,triacetin
4313-02-4,1436821,11788274,0.01,propylene glycol
4313-03-5,1025561,5283321,1.0,dipropylene glycol
43160-78-7,1552121,6428959,,
432-25-7,1037211,9895,10.0,dipropylene glycol
43219-68-7,1036221,65289,100.0,
4342-60-3,1079241,20350,100.0,
4346-18-3,1460621,20354,,
4351-10-4,1437971,20357,10.0,dipropylene glycol
4351-54-6,1005411,20358,100.0,
4353-01-9E,1097801,6017272,100.0,
4359-47-1,1007611,107271,10.0,dipropylene glycol
4359-54-0,1485471,96461,,
4359-57-3,1026001,78067,10.0,dipropylene glycol
4360-47-8,1417701,74667,10.0,dipropylene glycol
4361-23-3,1050771,107272,100.0,
4362-22-5,1049241,97785,100.0,
4364-06-1,1017111,20378,10.0,dipropylene glycol
437770-28-0,1590431,14614417,100.0,
4385-48-2,1078821,4685450,1.0,dipropylene glycol
4395-92-0,1007511,61359,10.0,dipropylene glycol
4396-62-7,1546391,15553243,0.1,propylene glycol
4404-45-9,1586781,78120,,
4407-36-7,1040881,5315892,100.0,
4410-99-5,1049141,78126,0.1,propylene glycol
4411-89-6,1035581,20446,100.0,
4426-79-3S,1013881,737359,0.01,propylene glycol
443-79-8,1030301,791,100.0,
4430-31-3,1003821,20487,1.0,dipropylene glycol
4430-36-8,1551541,78160,0.01,propylene glycol
4430-39-1,1586751,165224,,
4430-42-6,1551551,206037,0.01,propylene glycol
4433-36-7,1385091,102604,100.0,
4437-20-1,1021291,20499,0.01,propylene glycol
4437-22-3,1019051,263034,0.1,propylene glycol
4437-51-8,1026461,62539,1.0,dipropylene glycol
4440-65-7,1051871,23234,1.0,dipropylene glycol
4442-79-9,1016011,20508,100.0,
444880-09-5,1690651,18539814,1.0,dipropylene glycol
4455-13-4,1027861,78199,0.1,dipropylene glycol
4466-24-4,1040531,20534,100.0,
4493-42-9,1046701,6436336,100.0,
4500-58-7,1023201,3734338,0.1,propylene glycol
4501-58-0,1003711,1252759,10.0,dipropylene glycol
45019-28-1,1036891,62003,1.0,propylene glycol
4502-00-5,1204771,4137900,100.0,
4532-64-3,1036421,548353,0.1,propylene glycol
4536-23-6,1035421,20653,10.0,dipropylene glycol
4573-50-6,1389401,107561,1.0,dipropylene glycol
458-36-6,1203511,9984,50.0,dipropylene glycol
4586-22-5,1014771,521185,100.0,
459-80-3,1001951,9989,10.0,propylene glycol
4602-84-0,1005091,3327,100.0,
4606-15-9,1034181,221641,1.0,
462-18-0,1019111,10015,100.0,
4621-04-9,1001961,20739,10.0,dipropylene glycol
4625-90-5,1456111,6452049,100.0,
463-40-1,1045911,5280934,100.0,
4630-07-3RSR,1006341,11160025,10.0,dipropylene glycol
4630-82-4,1028511,20748,10.0,dipropylene glycol
464-15-3,1014241,92108,,
464-43-7,1106071,64685,10.0,dipropylene glycol
464-45-9,1011571,10049,10.0,dipropylene glycol
464-48-2,1056911,10050,10.0,dipropylene glycol
464-49-3,1030211,159055,10.0,dipropylene glycol
4643-25-8,1025721,20756,0.1,propylene glycol
4643-27-0,1008051,5365891,1.0,dipropylene glycol
465-24-7,1030651,6432447,100.0,
465-28-1,1014541,101679,,
465-31-6,1014261,101680,100.0,
4673-31-8,1049841,78405,0.1,propylene glycol
4674-50-4,1005641,1268142,100.0,
4675-87-0,1046591,20799,10.0,dipropylene glycol
469-61-4,1032351,10099,100.0,
4691-65-0,1037351,20819,100.0,
4695-62-9,1017711,1201521,100.0,
470-67-7,1029041,10106,10.0,dipropylene glycol
470-82-6,1056361,2758,10.0,dipropylene glycol
4707-47-5,1023371,78435,10.0,dipropylene glycol
471-15-8,1384741,91456,,
471-34-1,1098041,10112,100.0,
471-84-1,1023701,28930,100.0,
472-66-2,1036391,61124,10.0,dipropylene glycol
472-97-9,1014751,61125,100.0,
4728-82-9,1002541,22034852,100.0,
473-03-0,1429691,6433191,100.0,
473-13-2,1511191,10123,,
473-15-4,1054041,91457,100.0,
473-62-1,1437811,6452089,100.0,
473-67-6,1036981,61126,100.0,
4732-13-2,1014641,527268,100.0,
473438-39-0,1596661,527442,0.1,propylene glycol
4747-07-3,1017011,78484,10.0,dipropylene glycol
4748-78-1,1038111,20861,10.0,dipropylene glycol
475-20-7,1020031,10137,100.0,
4755-83-3,1117931,107333,100.0,
477-43-0,1045491,73174,,
477218-42-1,1656631,12022011,10.0,dipropylene glycol
478695-70-4,1033091,57759198,100.0,
4795-57-7,1100941,165268,,
479547-57-4,1590441,53422863,100.0,
4798-44-1,1026621,20928,10.0,dipropylene glycol
4798-44-1S,1554811,6999854,100.0,
481-34-5,1384351,5315592,100.0,
4819-67-4,1021931,20959,1.0,dipropylene glycol
4826-62-4,1431841,20967,1.0,dipropylene glycol
4829-04-3,1543941,20970,0.1,dipropylene glycol
483-76-1,1054621,10223,100.0,
483-77-2,1384491,10224,100.0,
484-12-8,1046251,10228,100.0,
484-31-1,1019661,10231,,
4861-58-9,1048891,20995,1.0,propylene glycol
4861-85-2,1004471,62553,1.0,
4864-61-3,1016471,521238,100.0,
487-11-6,1021681,10248,100.0,
488-10-8,1016891,1549018,10.0,dipropylene glycol
4883-60-7,1036311,551084,10.0,dipropylene glycol
4884-24-6,1535171,21003,100.0,
489-40-7,1025401,16213731,100.0,
489-86-1SRS,1015101,227829,100.0,
490-03-9,1021121,79023,10.0,dipropylene glycol
4900-30-5,1051951,78612,,
4906-24-5,1036691,521246,5.0,propylene glycol
491-02-1,1374441,1254,10.0,dipropylene glycol
491-04-3,1031191,10282,10.0,dipropylene glycol
491-09-8,1031141,61128,10.0,dipropylene glycol
491-35-0,1047341,10285,100.0,
4927-36-0,1049201,78639,10.0,dipropylene glycol
4927-39-3,1019151,78640,100.0,
4938-52-7,1044351,21057,1.0,dipropylene glycol
494-08-6,1407591,6452133,100.0,
494-90-6,1019781,62345,1.0,dipropylene glycol
4940-11-8,1004171,21059,5.0,benzyl alcohol
4941-78-0,1537511,6436339,100.0,
4948-28-1,1006371,6428289,100.0,
495-40-9,1014061,10315,100.0,
495-60-3,1037961,92776,10.0,dipropylene glycol
495-61-4,1054141,68128,100.0,
495-62-5,1012441,62346,100.0,
495-76-1,1003881,10322,100.0,
4951-48-8,1046301,221455,100.0,
49576-57-0,1037571,5362580,10.0,dipropylene glycol
4959-35-7,1551571,8029780,,
496-77-5,1027781,219794,1.0,dipropylene glycol
496-78-6,1418131,10335,10.0,dipropylene glycol
497-03-0,1551461,5321950,0.1,dipropylene glycol
497-19-8,1099821,10340,100.0,
497-23-4,1158161,10341,,
49773-24-2,1043801,3016499,0.1,propylene glycol
498-00-0,1037781,62348,100.0,
498-02-2,1057511,2214,100.0,
498-15-7,1382041,105050,,
498-16-8,1449861,5464156,10.0,dipropylene glycol
4984-01-4,1424801,21085,100.0,
499-12-7,1108671,309,100.0,
499-44-5,1044801,3611,100.0,
499-54-7,1027581,62349,1.0,propylene glycol
499-70-7,1031181,6432474,100.0,
499-71-8,1014661,521267,100.0,
499-74-1,1014601,10363,100.0,
499-75-2,1027311,10364,100.0,
4996-48-9,1035831,74008,100.0,
50-21-5,1007391,612,100.0,
50-70-4,1034721,5780,100.0,
50-81-7,1006281,54670067,100.0,
500-02-7,1303991,92780,100.0,
5009-32-5,1551581,21108,1.0,dipropylene glycol
501-19-9,1015141,596375,100.0,
501-52-0,1020511,107,1.0,dipropylene glycol
501-92-8,1015241,68148,0.1,dipropylene glycol
501-94-0,1203831,10393,100.0,
501-98-4,1203781,637542,100.0,
502-26-1,1419351,10396,,
502-47-6,1020681,10402,1.0,dipropylene glycol
502-61-4,1044061,5281516,1.0,ethyl alcohol
502-65-8,1030761,446925,100.0,
502-69-2,1309781,10408,100.0,
502-72-7,1025311,10409,10.0,dipropylene glycol
502-99-8,1423541,5320249,100.0,
503-74-2,1056411,10430,1.0,propylene glycol
503-93-5,1416661,136330,100.0,
50306-14-4,1595541,6428570,0.1,propylene glycol
50306-18-8,1028101,6430307,0.1,propylene glycol
50343-36-7,1597341,349945,,
50363-43-4,1544031,39655,0.01,propylene glycol
50373-36-9,1375461,170833,1.0,
505-10-2,1009051,10448,0.1,propylene glycol
505-20-4,1618511,136335,0.01,propylene glycol
505-23-7,1147821,10451,0.01,propylene glycol
505-29-3,1107551,10452,0.1,propylene glycol
505-32-8,1045431,10453,100.0,
505-57-7,1044551,10460,100.0,
505-79-3,1035801,62351,0.01,propylene glycol
505-90-8,1546481,5312351,100.0,
5058-19-5,1546141,78750,0.1,dipropylene glycol
506-14-9,1010401,5282940,,
50607-64-2,1015311,162595,10.0,dipropylene glycol
50623-57-9,1013691,39742,100.0,
50626-02-3,1036371,62007,100.0,
507-09-5,1107971,10484,0.01,propylene glycol
507-70-0,1039711,6552009,10.0,dipropylene glycol
50746-09-3,1593941,6420388,0.1,propylene glycol
50746-10-6,1545901,526487,0.1,dipropylene glycol
5077-67-8,1027461,521300,10.0,dipropylene glycol
50816-18-7,1018381,39801,100.0,
50862-12-9,1438301,546235,100.0,
50888-63-6,1040521,528127,0.1,propylene glycol
5090-41-5,1582131,17029,100.0,
5090-63-1,1590311,71586808,100.0,
50980-84-2,1049721,170948,100.0,
51-67-2,1051461,5610,100.0,
511-02-4,1052881,11323257,1.0,dipropylene glycol
511-59-1,1103631,10534,,
51100-54-0,1106541,170977,1.0,dipropylene glycol
51115-63-0,1473301,162626,100.0,
51115-64-1,1046641,162627,100.0,
51115-67-4,1131231,65300,25.0,dipropylene glycol
51115-70-9,1597401,3016598,,
51115-77-6,1600561,20565975,,
51154-96-2,1031001,642793,1.0,propylene glycol
51193-77-2,1552131,6429262,1.0,dipropylene glycol
512-13-0,1054341,439711,1.0,
512-61-8,1459201,94164,100.0,
513-44-0,1056601,10558,0.1,propylene glycol
513-49-5,1056641,24874,,
513-53-1,1056591,10560,,
513-85-9,1161171,262,0.1,dipropylene glycol
513-86-0,1007331,179,1.0,dipropylene glycol
5132-75-2,1033371,521326,100.0,
51325-37-2,1582051,5283352,10.0,dipropylene glycol
51352-68-2,1577031,10725569,10.0,dipropylene glycol
5137-52-0,1030731,98492,10.0,dipropylene glycol
51371-47-2,1025081,101716,100.0,
514-10-3,1097371,10569,100.0,
51411-24-6,1040231,439223,100.0,
5146-66-7,1002581,21768,10.0,dipropylene glycol
515-00-4,1008881,10582,100.0,
515-03-7RRS,1018631,163263,100.0,
515-13-9,1432321,6431151,100.0,
515-17-3,1104381,521334,100.0,
515-69-5,1042821,1549992,100.0,
51532-26-4,1024921,6365696,100.0,
51534-36-2,1582121,116625,100.0,
51534-66-8S,1037551,6951721,0.1,dipropylene glycol
51566-62-2,1008931,3033030,10.0,dipropylene glycol
51580-86-0,1349501,23667638,100.0,
51595-91-6,1051941,103499,100.0,
516-06-3,1036191,1182,100.0,
51608-18-5,1459181,6437002,100.0,
51647-38-2,1583881,529379,0.01,propylene glycol
51652-47-2,1043391,5365622,100.0,
5166-53-0,1036081,21244,100.0,
51685-40-6,1572751,6999980,,
5173-69-3,1557971,15559490,0.01,dipropylene glycol
5173-70-6,1557961,111044,0.01,dipropylene glycol
