TGSC ID,TGSC OPL ID,Name,CAS Number,Other CAS Number,Deleted CAS Number,Concentration %,Concentration Min %,Concentration Max %,CID,Formula,Beilstein Number,CoE Number,Nikkaji Web,MDL,EC Number,ECHA Substance,FDA UNII,FDA Internal Number,FEMA Number,Molecular Weight,XlogP3-AA
1684871,,,881993-56-2,,,,,,,,,,,,,,,,,,
1684971,206886-68-2,,206886-68-2,,,,,,,C20 H36 N2 Na O7,,,,,,,,,,439.50508928,
1684981,95873-69-1,,95873-69-1,,,,,,,C12 H9 Na O6,,,,,306-060-7,100.096.372,HGU5120054,,,272.18869928,
1684991,113482-94-3,,113482-94-3,,,,,,9796792,C19 H20 O4,,,J675.984J,,,,973IBV8W7I,,,312.3652,2.9
1685001,149579-07-7,,149579-07-7,,,,,,9906039,C20 H22 O5,,,J675.983A,,,,44D8X9U00T,,,342.39134,2.2
1685011,134343-96-7,,134343-96-7,,,,,,,C6 H6 O6 Zn,,,,,,,,,,239.48902,
1685031,24615-84-7,,24615-84-7,,121938-31-6,,,,90558,C6 H8 O4,,,J52.386K,MFCD00040709,246-359-9,100.042.130,KM1E1216WR,,,144.12656,0.2
1685071,2842-44-6,,2842-44-6,,,,,,,C10 H15 N O,,,J306.771H,,220-638-5,100.018.762,982J448EHD,,,165.23575,2.1
1685081,68441-83-8,,68441-83-8,,,,,,,C9 H10 O2,,,,,,,,,,150.1771,
1685101,52628-03-2,,52628-03-2,,1163718-67-9,,,,,C6 H13 O7 P,,,,,258-053-2,100.052.758,P8914Q0ZMM,,,228.137772,
1685111,463-57-0,,463-57-0,,,,,,,C H4 O2,1730798,,J196.183G,,207-339-5,100.006.673,6Z20YM9257,,,48.04128,-1.0
1685141,,,167747-79-7,,,,,,,,,,,,,,,,,,
1685151,,,308072-58-4,,,,,,,,,,,,,,,,,,
1685161,220778-06-3,,220778-06-3,,,,,,,C25 H42 O3,,,J1.993.551E,,,,0VQ276Y3EF,,,390.60734,
1685171,163702-07-6,,163702-07-6,,,,,,164514,C5 H3 F9 O,,,J862.409G,MFCD00674093,,,H637A50B7U,,,250.0637388,3.3
1685181,163702-08-7,,163702-08-7,,,,,,,C5 H3 F9 O,,,,,,,HI89P35AAX,,,250.0637388,3.5
1685221,,,31885-97-9,,,,,,,(C2 H4 O)mult-C8 H18 O,,,,,,,,,,,
1685361,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1685371,9004-74-4,,9004-74-4,,102868-77-9,,,,,(C2 H4 O)mult-C H4 O,,,,,,,,,,,
1685381,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1685391,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1685401,9004-74-4,,9004-74-4,,102868-77-9,,,,,(C2 H4 O)mult-C H4 O,,,,,,,,,,,
1685411,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1685421,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1685431,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1685441,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1685451,9004-74-4,,9004-74-4,,102868-77-9,,,,,(C2 H4 O)mult-C H4 O,,,,,,,,,,,
1685461,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1685471,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685481,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685491,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685501,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685511,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685521,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685531,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685541,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685551,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685561,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685571,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685581,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685591,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685601,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685611,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685621,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685631,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685641,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685651,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685661,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685671,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685681,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685691,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685701,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685711,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685721,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685731,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685741,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685751,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685761,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685771,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685781,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685791,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685801,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685811,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685821,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685831,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685841,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685851,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685861,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685871,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685881,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685891,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685901,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685911,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685921,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685931,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685941,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685951,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685961,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685971,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685981,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1685991,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1686001,9003-11-6,,9003-11-6,,106717-66-2,,,,,(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1686011,,,50657-38-0,,,,,,,,,,,,,,,,,,
1686021,,,242812-79-9,,,,,,,,,,,,,,,,,,
1686031,,,242812-86-8,,,,,,,,,,,,,,,,,,
1686041,,,246867-10-7,,,,,,,,,,,,,,,,,,
1686051,,,69071-70-1,,,,,,,,,,,,,,,,,,
1686061,,,103819-44-9,,,,,,,,,,,,,,YLY4A64409,,,,
1686071,,,1136947-78-8,,,,,,,,,,,,,,,,,,
1686091,,,197980-52-2,,,,,,,,,,,,,,,,,,
1686101,,,435327-16-8,,,,,,,,,,,,,,,,,,
1686111,,,190793-18-1,,,,,,,,,,,,,,,,,,
1686121,,,246864-39-1,,,,,,,,,,,,,,,,,,
1686131,,,521913-22-4,,,,,,,,,,,,,,,,,,
1686141,,,183681-06-3,,,,,,,,,,,,,,,,,,
1686151,,,132207-31-9,,,,,,,,,,,,,,WTP86Y84TV,,,,
1686161,,,132207-31-9,,,,,,,,,,,,,,,,,,
1686171,,,133448-16-5,,,,,,,,,,,,,,,,,,
1686181,,,217958-64-0,,,,,,,,,,,,,,,,,,
1686191,,,164458-73-5,,,,,,,,,,,,,,,,,,
1686201,,,222400-37-5,,,,,,,,,,,,,,,,,,
1686211,,,1112315-26-0,,,,,,,,,,,,,,,,,,
1686221,,,200443-93-2,,,,,,,,,,,,,,,,,,
1686231,,,103819-46-1,,,,,,,,,,,,,,,,,,
1686241,,,103819-46-1,,,,,,,,,,,,,,,,,,
1686251,,,61790-81-6,,12676-90-3,,,,,,,,,,,,,,,,
1686261,,,68938-54-5,,,,,,,,,,,,,,,,,,
1686271,,,9003-93-4,,,,,,,,,,,,,,YCN6TWM5CV,,,,
1686281,,,9003-93-4,,,,,,,,,,,,,,,,,,
1686291,,,9003-93-4,,,,,,,,,,,,,,,,,,
1686301,,,9003-93-4,,,,,,,,,,,,,,,,,,
1686311,9004-99-3,,9004-99-3,,11107-94-1,,,,24762,(C2-H4-O)mult-.C18-H36-O2,,,J110.879D,,,,0324G66D0E,,,,7.8
1686321,9004-99-3,,9004-99-3,,11107-94-1,,,,24762,(C2-H4-O)mult-.C18-H36-O2,,,J110.879D,,,,0324G66D0E,,,,7.8
1686331,9004-99-3,,9004-99-3,,11107-94-1,,,,24762,(C2-H4-O)mult-.C18-H36-O2,,,J110.879D,,,,0324G66D0E,,,,7.8
1686341,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1686351,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1686361,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1686371,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1686381,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1686391,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1686401,25322-68-3,,25322-68-3,,101677-86-5,,,,,(C2 H4 O)mult-H2 O,,,,,500-038-2,100.105.546,,,,,
1686411,,,61791-12-6,,107853-28-1,,,,,unspecified,,,,,500-151-7,,,,,,
1686421,,,9005-07-6,,57425-46-4,,,,,(C2 H4 O)mult-C36 H66 O3,,,,,618-407-2,,,,,,
1686431,,,9005-07-6,,57425-46-4,,,,,(C2 H4 O)mult-C36 H66 O3,,,,,618-407-2,,,,,,
1686441,68958-64-5,,68958-64-5,,228412-89-3,,,,,(C2 H4 O)mult-(C2 H4 O)mult-(C2 H4 O)mult-C57 H104,,,,,,,,,,,-0.9
1686451,68958-64-5,,68958-64-5,,228412-89-3,,,,,(C2 H4 O)mult-(C2 H4 O)mult-(C2 H4 O)mult-C57 H104,,,,,,,,,,,-0.9
1686461,68958-64-5,,68958-64-5,,228412-89-3,,,,,(C2 H4 O)mult-(C2 H4 O)mult-(C2 H4 O)mult-C57 H104,,,,,,,,,,,-0.9
1686471,,,41080-66-4,,,,,,,,,,,,,,,,,,
1686481,,,41080-66-4,,,,,,,,,,,,,,,,,,
1686491,,,61788-85-0,,113148-98-4,,,,,,,,,,500-147-5,,,,,,
1686501,,,68648-27-1,,,,,,,,,,,,,,,,,,
1686511,,,68648-27-1,,,,,,,,,,,,,,,,,,
1686521,,,68648-27-1,,,,,,,,,,,,,,,,,,
1686531,,,56002-14-3,,149565-69-5,,,,,(C2 H4 O)mult-C18 H36 O2,,,,,,,,,,,
1686541,,,56002-14-3,,149565-69-5,,,,,(C2 H4 O)mult-C18 H36 O2,,,,,,,,,,,
1686551,,,56002-14-3,,149565-69-5,,,,,(C2 H4 O)mult-C18 H36 O2,,,,,,,,,,,
1686561,,,56002-14-3,,149565-69-5,,,,,(C2 H4 O)mult-C18 H36 O2,,,,,,,,,,,
1686571,,,56002-14-3,,149565-69-5,,,,,(C2 H4 O)mult-C18 H36 O2,,,,,,,,,,,
1686581,,,56002-14-3,,149565-69-5,,,,,(C2 H4 O)mult-C18 H36 O2,,,,,,,,,,,
1686591,,,61790-81-6,,12676-90-3,,,,,,,,,,,,,,,,
1686601,9004-81-3,,9004-81-3,,102685-35-8,,,,,(C2 H4 O)mult-C12 H24 O2,,,J47.552A,,,,GL702C7T0M,,,,4.6
1686611,26635-93-8,,26635-93-8,,106656-87-5,,,,,(C2 H4 O)mult-(C2 H4 O)mult-C22 H45 N O2,,,,,500-048-7,100.105.555,,,,,6.5
1686621,26635-93-8,,26635-93-8,,106656-87-5,,,,,(C2 H4 O)mult-(C2 H4 O)mult-C22 H45 N O2,,,,,500-048-7,100.105.555,,,,,6.5
1686631,26635-93-8,,26635-93-8,,106656-87-5,,,,,(C2 H4 O)mult-(C2 H4 O)mult-C22 H45 N O2,,,,,500-048-7,100.105.555,,,,,6.5
1686641,26635-93-8,,26635-93-8,,106656-87-5,,,,,(C2 H4 O)mult-(C2 H4 O)mult-C22 H45 N O2,,,,,500-048-7,100.105.555,,,,,6.5
1686651,,,103819-46-1,,,,,,,,,,,,,,,,,,
1686661,,,103819-46-1,,,,,,,,,,,,,,,,,,
1686671,,,103819-46-1,,,,,,,,,,,,,,,,,,
1686681,,,103819-46-1,,,,,,,,,,,,,,,,,,
1686691,,,180254-52-8,,,,,,,,,,,,,,,,,,
1686701,,,180254-52-8,,,,,,,,,,,,,,,,,,
1686711,,,61791-08-0,,,,,,,C2 H7 N O.C2 H4 O.Unspecified,,,,,500-211-2,,,,,,
1686721,,,61791-08-0,,,,,,,C2 H7 N O.C2 H4 O.Unspecified,,,,,500-211-2,,,,,,
1686731,26635-75-6,,26635-75-6,,12626-27-6,,,,,(C2 H4 O)mult-C14 H29 N O2,,,J1.827.184B,,,,,,,,3.9
1686741,26635-75-6,,26635-75-6,,12626-27-6,,,,,(C2 H4 O)mult-C14 H29 N O2,,,J1.827.184B,,,,,,,,3.9
1686751,9038-43-1,,9038-43-1,,31784-67-5,,,,,C18 H38 O.(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1686761,9038-43-1,,9038-43-1,,31784-67-5,,,,,C18 H38 O.(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1686771,9038-43-1,,9038-43-1,,31784-67-5,,,,,C18 H38 O.(C3 H6 O.C2 H4 O)x-,,,,,,,,,,,
1686781,9035-85-2,,9035-85-2,,136513-36-5,,,,,(C3 H6 O)mult-C16 H34 O,,,J2.527.111D,,500-026-7,100.105.535,,,,,7.5
1686791,,,25791-96-2,,100215-34-7,,,,,(C3 H6 O)mult-(C3 H6 O)mult-(C3 H6 O)mult-C3 H8 O3,,,,,500-044-5,,,,,,
1686801,,,25791-96-2,,100215-34-7,,,,,(C3 H6 O)mult-(C3 H6 O)mult-(C3 H6 O)mult-C3 H8 O3,,,,,500-044-5,,,,,,
1686811,,,25791-96-2,,100215-34-7,,,,,(C3 H6 O)mult-(C3 H6 O)mult-(C3 H6 O)mult-C3 H8 O3,,,,,500-044-5,,,,,,
1686821,,,25791-96-2,,100215-34-7,,,,,(C3 H6 O)mult-(C3 H6 O)mult-(C3 H6 O)mult-C3 H8 O3,,,,,500-044-5,,,,,,
1686831,,,25791-96-2,,100215-34-7,,,,,(C3 H6 O)mult-(C3 H6 O)mult-(C3 H6 O)mult-C3 H8 O3,,,,,500-044-5,,,,,,
1686841,,,25791-96-2,,100215-34-7,,,,,(C3 H6 O)mult-(C3 H6 O)mult-(C3 H6 O)mult-C3 H8 O3,,,,,500-044-5,,,,,,
1686851,,,25791-96-2,,100215-34-7,,,,,(C3 H6 O)mult-(C3 H6 O)mult-(C3 H6 O)mult-C3 H8 O3,,,,,500-044-5,,,,,,
1686861,25322-69-4,,25322-69-4,,100357-60-6,,,,,(C3 H8 O2)mult-H2 O,,,,,500-039-8,100.105.547,,,,,-0.7
1686871,25322-69-4,,25322-69-4,,100357-60-6,,,,,(C3 H8 O2)mult-H2 O,,,J101.144H,,500-039-8,100.105.547,,,,,-0.7
1686881,25322-69-4,,25322-69-4,,100357-60-6,,,,,(C3 H8 O2)mult-H2 O,,,J101.144H,,500-039-8,100.105.547,,,,,-0.7
1686891,25322-69-4,,25322-69-4,,100357-60-6,,,,,(C3 H8 O2)mult-H2 O,,,J101.144H,,500-039-8,100.105.547,,,,,-0.7
1686901,25322-69-4,,25322-69-4,,100357-60-6,,,,,(C3 H8 O2)mult-H2 O,,,J101.144H,,500-039-8,100.105.547,,,,,-0.7
1686911,25322-69-4,,25322-69-4,,100357-60-6,,,,,(C3 H8 O2)mult-H2 O,,,J101.144H,,500-039-8,100.105.547,,,,,-0.7
1686921,25322-69-4,,25322-69-4,,100357-60-6,,,,,(C3 H8 O2)mult-H2 O,,,J101.144H,,500-039-8,100.105.547,,,,,-0.7
1686931,,,221354-75-2,,,,,,,,,,,,,,,,,,
1686941,25190-52-7,,25190-52-7,,9009-48-7,,,,,(C3 H6 O)mult-C18 H36 O2,,,J110.887E,,,,PPN4O3JW0B,,,,8.2
1686951,69377-81-7,,69377-81-7,,,,,,50465,C7 H5 Cl2 F N2 O3,7136185,,J372.922B,MFCD01311822,,,8O40SHO197,,,255.0308532,1.8
1686961,220899-03-6,,220899-03-6,,1135443-60-5,,,,,C19 H21 Br O5,,,J2.312.799G,MFCD08273825,,,S04CWW41HM,,,409.27637,4.6
1686971,131860-33-8,,131860-33-8,,215934-32-0,,,,3034285,C22 H17 N3 O5,,,J588.357A,MFCD08277047,,,NYH7Y08IPM,,,403.39449,3.7
1686981,143807-66-3,,143807-66-3,,,,,,10157484,C24 H30 N2 O3,10113703,,J1.295.632K,MFCD28015761,,,2ODM465D5M,,,394.5147,5.0
1686991,138261-41-3,,138261-41-3,,122531-53-0,,,,86418,C9 H10 Cl N5 O2,5444268,,,MFCD00468059,,,3BN7M937V8,,,255.6641,0.8
1687001,475-25-2,,475-25-2,,53986-81-5,,,,10138,C16 H12 O6,093039,,J12.119C,MFCD00036187,207-492-8,100.006.813,88Q1SYD10B,,,300.26684,-0.2
1687011,6407-78-9,,6407-78-9,,485828-68-0,,,,,C18 H18 N4 O,,,J34.032D,,229-043-5,100.026.403,,,,306.36866,4.0
1687021,112894-37-8,,112894-37-8,,,,,,,C8 H12 O6,,,J2.628.773A,,,,801M14RK9K,,,204.17884,-0.9
1687031,88306-70-1,,88306-70-1,,,,,,,C22 H40 O6,,,J420.351H,,,,L0VNO92L8V,,,400.556,5.9
1687041,,,223705-35-9,,,,,,,,,,,,,,,,,,
1687051,27501-55-9,,27501-55-9,,,,,,,C22 H45 N O7 S,,,,,248-501-5,100.044.077,,,,467.66705,
1687061,35249-89-9,,35249-89-9,,859980-43-1,,,,,C2 H7 N O3,,,,,,,8G1X5P7GIL,,,93.08239,
1687071,515-98-0,,515-98-0,,2501-35-1,,,,62358,C3 H9 N O3,,,,MFCD00036411,208-214-8,100.007.469,67M901L9NQ,,,107.10933,
1687081,221391-03-3,,221391-03-3,,,,,,,C16 H33 N O7 S,,,,,,,5WYV27MYAX,,,383.50541,
1687091,,,223705-48-4,,,,,,,,,,,,,,,,,,
1687101,,,100085-59-4,,,,,,,,,,,,309-201-0,,,,,,
1687111,129499-78-1,,129499-78-1,,,,,,54693473,C12 H18 O11,,,J346.163G,MFCD00925623,425-980-0,100.102.444,2V52R0NHXW,,,338.26666,-3.1
1687121,,,227200-22-8,,,,,,,,,,,,,,,,,,
1687131,81489-64-7,,81489-64-7,,,,,,,C12 H11 N O7,,,,,,,6A4QE4GR0Z,,,281.22107,-1.1
1687141,207972-39-2,,207972-39-2,,,,,,,C27 H32 O8,,,,,,,6P1YVC1J3O,,,484.54564,5.8
1687151,,,170754-20-8,,,,,,,,,,,,,,88LS3AD7UK,,,,
1687161,,,181496-25-3,,,,,,,,,,,,,,,,,,
1687171,96682-10-9,,96682-10-9,,,,,,,C21 H16 O4,,,,,416-680-0,100.101.557,AIK54GD6I2,,,332.35532,5.4
1687211,1150-90-9,,1150-90-9,,,,,,101988,C18 H22 O,,,J131.272C,MFCD00198961,,,4QD0FTG3VT,,,254.37254,5.1
1687221,,,1247085-15-9,,,,,,,,,,,,,,,,,,
1687231,365411-50-3,,365411-50-3,,,,,,,C16 H26 O2,,,,,446-220-4,100.104.052,3A152H3F7R,,,250.38162,3.1
1687241,484-33-3,,484-33-3,,,,,,,C18 H14 O4,,,,MFCD00017412,414-540-3,100.101.363,8Y19QCY6I4,,,294.30638,3.5
1687251,38963-94-9,,38963-94-9,,,,,,,C16 H22 O7,,,J748.292B,,,,W3LCK69N6O,,,326.34574,
1687271,,,108419-32-5,,,,,,,,,,,MFCD00678444,,,,,,,
1687281,,,108419-35-8,,,,,,,,,,,,,,,,,,
1687291,125643-61-0,,125643-61-0,,,,,,,C24 H40 O3,,,,,406-040-9,100.100.757,,,,376.5804,7.6
1687301,127459-79-4,,127459-79-4,,,,,,,C18 H26 O,,,J1.742.350I,,,,,,,258.40442,5.4
1687311,,,166432-53-7,,,,,,,C14 H22 O,,,,,,,,,,206.32854,
1687321,,,165261-13-2,,,,,,,C7 H13 N O S,,,,,,,,,,159.25181,
1687331,16493-96-2,,16493-96-2,,,,,,,C8 H14 O2,,,J1.595.365I,,,,,,,142.19798,2.3
1687341,17387-01-8,,17387-01-8,,,,,,,C10 H11 Na O2,,,,,,,5MPS47D679,,,186.18583928,
1687351,19096-86-7,,19096-86-7,,33012-77-0,,,,5789691,C10 H19 N O,,,J1.012.246E,,,,,,,169.26763,3.0
1687361,,,1228376-60-0,,,,,,,,,,,,,,,,,,
1687381,,,929625-08-1,,,,,,,,,,J3.363.192H,,,,,,,,
1687381,,,1001252-30-7,,,,,,,,,,,,,,,,,,
1687401,195251-91-3,,195251-91-3,,,,,,,C13 H16 O3,,,J2.480.554I,,,,JI094VG3JB,,,220.26812,3.2
1687411,207228-93-1,,207228-93-1,,,,,,,C12 H14 O3,,,J2.497.032I,,,,,,,206.24118,2.9
1687421,208041-98-9,,208041-98-9,,,,,,,C10 H19 N,,,J2.663.359A,,,,,,,153.26843,3.9
1687431,,,215305-10-5,,,,,,,C20 H36 O3,,,,,,,,,,324.50452,
1687441,216970-21-7,,216970-21-7,,,,,,,C14 H24 O,,,,,,,,,,208.34448,
1687451,23059-38-3,,23059-38-3,,,,,,,C10 H18 O2,,,J2.501.811G,,,,,,,170.25186,2.8
1687461,25628-84-6,,25628-84-6,,,,,,,C11 H13 N O3,,,J60.371F,,247-136-9,100.042.837,,,,207.22921,2.1
1687471,26516-27-8,,26516-27-8,,123434-11-7,,,,,C8 H14 O3,,,J1.365.447F,,,,5V9ZD1U3Q9,,,158.19718,1.8
1687501,2438-80-4,"(3S,4R,5S,6S)-6-methyloxane-2,3,4,5-tetrol",2438-80-4,,,,,,17106,C6 H12 O5,1905878,,J192.648I,MFCD00135607,219-452-7,100.017.684,28RYY2IV3F,,,164.15764,-2.1
1687511,,brassica campestris/aleurites fordii oil copolymer,185323-46-0,,,,,,,,,,,,,,,,,,
1687531,,,92183-41-0,,,,,,,C8 H16 N.Cl.Unspecified)x-,,,,,,,,,,,
1687541,132467-76-6,"[2-hydroxy-3-[3-hydroxy-4-(3-hydroxypropylamino)-2,2-dimethyl-4-oxobutoxy]propyl]-dimethyl-octadecylazanium;chloride",132467-76-6,,,,,,,C32 H67 Cl N2 O5,,,,,,,41Z6CLD12N,,,595.34799,
1687621,54-28-4,"(2R)-2,7,8-trimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydrochromen-6-ol",54-28-4,,,,,,92729,C28 H48 O2,93072,,J213.540J,MFCD00066529,200-201-5,100.000.183,8EF1Z1238F,,,416.68896,10.3
1687911,89527-28-6,14-methylpentadecyl dodecanoate,89527-28-6,,,,,,,C28 H56 O2,,,,,,,I9W09KD51Z,,,424.75272,12.7
1687921,72576-79-5,16-methylheptadecyl dodecanoate,72576-79-5,,,,,,,C30 H60 O2,,,,,,,UR38BE73XS,,,452.8066,13.8
1687931,,,220895-68-1,,,,,,,,,,,,,,,,,,
1687941,161865-39-0,acetic acid;N-[4-(hydrazinylmethylideneamino)butyl]dodecanamide,161865-39-0,,,,,,,C19 H40 N4 O3,,,,,,,,,,372.5534,
