CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3
111-12-6,Methyl 2-octynoate,Green,Violet,Cucumber
1072-83-9,Methyl 2-pyrrolyl ketone,Fruity,Coconut,Oily
52557-97-8,"Methyl 3,3-dimethylbicyclo[2.2.1]heptane-2-carboxylate",Herbal,Pine,Citrus
2270-60-2,"Methyl 3,7-dimethyl-6-octenoate",Floral,Rose,Geranium
72175-33-8,Methyl 3-bicyclo[2.2.1]hept-5-en-2-yl-3-methyloxirane-2-carboxylate,Floral,Fruity,Jasmin
2396-78-3,Methyl 3-hexenoate,Earthy,Sweet,Fruity
21188-58-9,Methyl 3-hydroxyhexanoate,Fruity,Sweet,Pineapple
13532-18-8,Methyl 3-methylthiopropionate,Fruity,Pineapple,Grapefruit
13481-87-3,Methyl 3-nonenoate,Fruity,Watermelon,Pear
39924-52-2,Methyl 3-oxo-2-(pent-2-enyl)cyclopentaneacetate,Floral,Jasmin,Soft
68966-86-9,Methyl 4(or 1)-isopropyl-1(or 4)-methylbicyclo[2.2.2]oct-5-ene-2-carboxylate,Woody,Spicy,Peppery
5760-50-9,Methyl 9-undecenoate,Balsamic,Earthy,Rubbery
79-20-9,Methyl acetate,Fruity,Sweet,Honey
105-45-3,Methyl acetoacetate,Fruity,Citrus,Green
67905-40-2,Methyl alpha-ionone glycidate,Woody,Floral,Violet
121-98-2,Methyl anisate,Spicy,Balsamic,Anisic
134-20-3,Methyl anthranilate,Floral,Neroli,Fruity
4707-47-5,Methyl atrarate,Woody,Mossy,Earthy
93-58-3,Methyl benzoate,Floral,Ylang,Jasmin
93-08-3,Methyl beta-naphthyl ketone,Floral,Neroli,Honey
37161-74-3,Methyl beta-phenylglycidate,Fruity,Fresh,Strawberry
623-42-7,Methyl butyrate,Fruity,Apple,Banana
103-26-4,Methyl cinnamate,Spicy,Balsamic,Cinnamon
13894-62-7,Methyl cis-3-hexenoate,Fruity,Floral,Oily
41654-15-3,Methyl cis-5-octenoate,Fruity,Sweet,Woody
30640-46-1,Methyl cyclohexadiene (mixture of isomers),Citrus,Lemon,Lime
14352-61-5,Methyl cyclohexylacetate,Fruity,Sweet,Mango
40203-73-4,Methyl cyclopentylideneacetate,Floral,Fruity,Tuberose
110-42-9,Methyl decanoate,Fruity,Oily,Floral
811412-48-3,Methyl decenone,Herbal,Green,Watery
24851-98-7,Methyl dihydrojasmonate,Floral,Fresh,Jasmin
8050-15-5,Methyl ester of rosin (partially hydrogenated),Woody,Cedarwood,Balsamic
106-73-0,Methyl heptanoate,Fruity,Sweet,Berry
112-39-0,Methyl hexadecanoate,Balsamic,Waxy,Floral
106-70-7,Methyl hexanoate,Fruity,Pineapple,Apricot
37172-53-5,Methyl hexyl oxo cyclopentanone carboxylate,Floral,Jasmin,Green
1335-46-2,Methyl ionone (mixture of isomers),Floral,Violet,Woody
68937-31-5,Methyl ionone tails,Floral,Woody,Violet
547-63-7,Methyl isobutyrate,Fruity,Ethereal,Pineapple
556-24-1,Methyl isovalerate,Fruity,Apple,Pineapple
1211-29-6,Methyl jasmonate,Floral,Fresh,Magnolia
111-82-0,Methyl laurate,Aldehydic,Waxy,Coconut
67633-95-8,Methyl lavender ketone,Herbal,Lavender,Green
301-00-8,Methyl linoleate (48%) methyl linolenate (52%) mixture,Floral,Fruity,Sweet
74-93-1,Methyl mercaptan,Food Like,Vegetable,Cabbage
124-10-7,Methyl myristate,Floral,Oily,Violet
2719-08-6,Methyl N-acetylanthranilate,Fruity,Soft,Strawberry
93-60-7,Methyl nicotinate,Spicy,Herbal,Tobacco
85-91-6,Methyl N-methylanthranilate,Floral,Warm,Neroli
111-11-5,Methyl octanoate,Fruity,Orange,Waxy
606-45-1,Methyl o-methoxybenzoate,Floral,Herbal,Hyacinth
3558-60-9,Methyl phenethyl ether,Floral,Rose,Jasmin
101-41-7,Methyl phenylacetate,Honey,Sweet,Floral
99-75-2,Methyl p-methylbenzoate,Floral,Sweet,Anisic
554-12-1,Methyl propionate,Fruity,Fermented,Fresh
3549-23-3,Methyl p-tert-butylphenylacetate,Fruity,Honey,Oily
119-36-8,Methyl salicylate,Herbal,Medicinal,Ylang
2432-51-1,Methyl thiobutyrate,Fruity,Tropical-Fruit,Green
2396-85-2,Methyl trans-2-octenoate,Green,Fruity,Pear
111-81-9,Methyl undec-10-enoate,Citrus,Oily,Waxy
624-24-8,Methyl valerate,Fruity,Green,Apple
5533-03-9,Methyl vanillyl ether,Gourmand,Sweet,Medicinal
81752-87-6,"Methyl-2,2-dimethyl-6-methylene-1-cyclohexanecarboxylate",Floral,Rose,Fruity
68845-02-3,"Methyl-2-[[(2,4-dimethyl-3-cyclohexen-1-yl)methylene]amino]benzoate",Green,Floral,Citrus
127-42-4,Methyl-alpha-ionone,Woody,Floral,Violet
127-43-5,Methyl-beta-ionone,Floral,Violet,Fruity
61699-38-5,Methylcyclooctyl carbonate,Herbal,Fresh,Floral
80-71-7,Methylcyclopentenolone,Gourmand,Sweet,Caramel
1335-09-7,Methylheptenol,Green,Floral,Citrus
409-02-9,Methylheptenone (isomer unspecified),Gourmand,Nutty,Roasted
92457-18-6,Michelia alba extract,Floral,Fruity,Dried-Fruit
8006-76-6,Michelia alba flower oil,Floral,Fruity,Dried-Fruit
8006-76-6,Michelia alba leaf extract,Floral,Fruity,Dried-Fruit
8006-76-6,Michelia alba leaf oil,Floral,Fruity,Dried-Fruit
8006-76-6,"Michelia alba oil, rectified",Floral,Fruity,Dried-Fruit
8031-03-6,Mimosa absolute,Floral,Powdery,Green
8031-03-6,Mimosa concrete,Floral,Powdery,Green
13341-72-5,Mintlactone,Gourmand,Vanilla,Sweet
8052-35-5,"Molasses, blackstrap",Gourmand,Rum,Grape
84649-97-8,Mushroom absolute,Earthy,Mushroom,Musty
84649-97-8,Mushroom resinoid,Earthy,Mushroom,Musty
81-14-1,Musk ketone,Musk like,Sweet,Powdery
72403-67-9,Myraldyl acetate,Floral,Sweet,Fruity
123-35-3,Myrcene,Citrus,Herbal,Dry
543-39-5,Myrcenol,Citrus,Fresh,Floral
1118-39-4,Myrcenyl acetate,Citrus,Fresh,Lavender
124-25-4,Myristaldehyde,Aldehydic,Waxy,Balsamic
629-63-0,Myristo nitrile,Aldehydic,Floral,Green
8016-37-3,Myrrh,Amber,Balsamic,Sweet
8016-37-3,Myrrh absolute,Amber,Balsamic,Sweet
8016-37-3,Myrrh CO2 extract,Amber,Balsamic,Sweet
8016-37-3,Myrrh extract,Amber,Balsamic,Sweet
9000-45-7,Myrrh gum,Amber,Mushroom,Warm
8016-37-3,Myrrh oil,Amber,Balsamic,Sweet
8016-37-3,Myrrh oil rectified,Amber,Balsamic,Sweet
8016-37-3,Myrrh resinoid,Amber,Balsamic,Sweet
515-00-4,Myrtenol,Herbal,Pine,Minty
1079-01-2,Myrtenyl acetate,Herbal,Floral,Violet
8008-46-6,Myrtle oil,Herbal,Fresh,Green
8008-46-6,Myrtle oil (low methyleugenol),Herbal,Fresh,Green
8008-46-6,Myrtle oil terpeneless,Herbal,Fresh,Green
8008-46-6,"Myrtle oil, rectified",Herbal,Fresh,Green
84434-18-4,"N,2-Dimethyl-N-phenylbutyramide",Citrus,Grapefruit,Rhubarb
996-97-4,"N,N-Diethyloctamide",Spicy,Fresh,Tobacco
68489-14-5,N-[(Ethoxycarbonyl)methyl)-p-menthane-3-carboxamide,Herbal,Minty,Cooling
3738-00-9,"Naphtho[2,1-b]furan, dodecahydro-3a,6,6,9a-tetramethyl-",Amber,Woody,Dry
6790-58-5,"Naphtho[2,1-b]furan, dodecahydro-3a,6,6,9a-tetramethyl-, (3aR,5aS,9aS,9bR)-",Amber,Woody,Herbal
8023-75-4,Narcissus absolute,Floral,Green,Neroli
8023-75-4,Narcissus jonquilla absolute,Floral,Green,Narcissus
68917-12-4,Narcissus poeticus absolute,Floral,Green,Neroli
15706-73-7,n-Butyl 2-methylbutyrate,Fruity,Green,Cocoa
106-26-3,Neral,Citrus,Fresh,Lemon
106-25-2,Nerol,Floral,Rose,Citrus
1786-08-9,Nerol oxide,Green,Floral,Neroli
142-50-7,Nerolidol (cis),Floral,Rose,Woody
7212-44-4,Nerolidol (isomer unspecified),Floral,Rose,Woody
2306-78-7,Nerolidyl acetate (isomer unspecified),Floral,Sweet,Citrus
56001-43-5,"Nerolidyl acetate (S,Z)",Floral,Sweet,Citrus
141-12-8,Neryl acetate,Floral,Citrus,Rose
999-40-6,Neryl butyrate,Floral,Rose,Fruity
2142-94-1,Neryl formate,Fruity,Green,Floral
2345-24-6,Neryl isobutyrate,Fruity,Sweet,Berry
3915-83-1,Neryl isovalerate,Floral,Rose,Herbal
105-91-9,Neryl propionate,Fruity,Sweet,Floral
39711-79-0,N-Ethyl-2-isopropyl-5-methylcyclohexane carboxamide,Minty,Herbal,Fresh
179911-08-1,N-Ethyl-N-(3-methylphenyl)propionamide,Woody,Vetiver,Fresh
1438-94-4,N-Furfurylpyrrole,Green,Plastic,Waxy
19089-92-0,n-Hexyl 2-butenoate,Fruity,Caramel,Green
8014-68-4,Niaouli oil,Aromatic,Eucalyptus,Fresh
73507-35-4,Nigella Damascena absolute,Floral,Honey,Spicy
73507-35-4,Nigella Damascena CO2 Extract,Floral,Honey,Spicy
18836-52-7,N-Isobutyldeca-trans-2-trans-4-dienamide,Spicy,Herbal,Green
557-48-2,Nona-2-trans-6-cis-dienal,Green,Cucumber,Fatty
124-19-6,Nonanal,Aldehydic,Sweet,Orange
18824-63-0,Nonanal dimethyl acetal,Fruity,Pear,Green
54815-13-3,"Nonane, 1,1-diethoxy-",Aldehydic,Floral,Rose
39864-15-8,Nonanediyl diacetate,Floral,Jasmin,Earthy
112-05-0,Nonanoic acid,Floral,Neroli,Green
2444-46-4,Nonanoyl 4-hydroxy-3-methoxybenzylamide,Spicy,Pungent,Chilli-Pepper
29127-83-1,Nonen acid nitrile,Green,Orris,Fatty
68526-90-9,"Nonene, hydroformylation products, high-boiling",Floral,Woody,Violet
143-13-5,Nonyl acetate,Citrus,Aldehydic,Orange
143-08-8,Nonyl alcohol,Floral,Fresh,Rose
4674-50-4,Nootkatone,Citrus,Grapefruit,Woody
128-50-7,Nopol,Herbal,Pine,Camphoraceous
128-51-8,Nopyl acetate,Woody,Floral,Fruity
8008-45-5,Nutmeg,Spicy,Warm,Balsamic
8008-45-5,Nutmeg absolute,Spicy,Warm,Balsamic
8008-45-5,Nutmeg CO2 extract,Spicy,Warm,Balsamic
8008-45-5,Nutmeg distillate,Spicy,Warm,Balsamic
8008-45-5,Nutmeg extract,Spicy,Warm,Balsamic
8008-45-5,Nutmeg oil,Spicy,Warm,Balsamic
8008-45-5,Nutmeg oil (low safrol),Spicy,Warm,Balsamic
8008-45-5,"Nutmeg oil terpeneless, JAVA",Spicy,Warm,Balsamic
8008-45-5,"Nutmeg oil, rectified",Spicy,Warm,Balsamic
8008-45-5,Nutmeg oleoresin,Spicy,Warm,Balsamic
97676-29-4,Oak chips (white) extract,Woody,Mossy,Dry
97676-30-7,Oak chips CO2 extract,Woody,Mossy,Dry
97676-30-7,Oak chips extract,Woody,Dry,Mossy
9000-50-4,Oakmoss absolute,Woody,Mossy,Earthy
9000-50-4,Oakmoss absolute (low atranol & chloratranol),Woody,Mossy,Earthy
68917-10-2,Oakmoss extract,Woody,Mossy,Earthy
5986-38-9,Ocimenol,Fruity,Citrus,Sweet
72214-23-4,Ocimenyl acetate,Herbal,Fresh,Citrus
95-48-7,o-Cresol,Animal like,Musty,Medicinal
33704-60-8,"Octahydro-1,1,2,3,3-pentamethyl-1H-indene",Musk like,Warm,Floral
71832-76-3,"Octahydro-2,5,5-trimethyl-2-naphthol",Animal like,Musk Like,Amber
30772-79-3,"Octahydro-4,7-methano-1H-indenecarbaldehyde",Green,Melon,Aldehydic
30772-69-1,"Octahydro-4,7-methano-1H-indenemethyl acetate",Woody,Fruity,Floral
23333-91-7,"Octahydro-4,8a-dimethyl-4a(2H)-naphthol",Fruity,Earthy,Soft
68738-96-5,"Octahydro-5,5-dimethylnaphthalene-2-carbaldehyde",Floral,Ozonic,Melon
59056-64-3,"Octahydro-7,7,8,8-tetramethyl-2,3b-methano-3bH-",Amber,Sage,Warm
"","cyclopenta[1,3]cyclopropa[1,2]benzene-4-methanol",,,
59056-62-1,"Octahydro-7,7,8,8-tetramethyl-2,3b-methano-3bH-",Woody,Amber,Sandalwood
"","cyclopenta[1,3]cyclopropa[1,2]benzene-4-methyl acetate",,,
41724-19-0,"Octahydro-7-methyl-1,4-methanonaphtalen-6(2H)-one",Herbal,Aromatic,Woody
68738-94-3,"Octahydro-8,8-dimethylnaphthalene-2-carbaldehyde",Ozonic,Herbal,Clean
4430-31-3,Octahydrocoumarin,Balsamic,Vanilla,Hay
124-13-0,Octanal,Aldehydic,Orange,Green
54889-48-4,Octanal diethyl acetal,Green,Citrus,Oily
10022-28-3,Octanal dimethyl acetal,Green,Floral,Citrus
929253-05-4,"Octanal, 6-methoxy-2,6-dimethyl-",Ozonic,Herbal,Citrus
69102-96-1,"Octanal, 7-hydroxy-3,7-dimethyl-, distn. residues, nonvolatile",Floral,Muguet,Citrus
124-12-9,Octanenitrile,Green,Aldehydic,Oily
112-14-1,Octyl acetate,Fruity,Green,Herbal
110-39-4,Octyl butyrate,Fruity,Green,Waxy
22874-79-9,Octyl crotonate,Fruity,Fungal,Floral
112-32-3,Octyl formate,Fruity,Rose,Orange
109-15-9,Octyl isobutyrate,Fruity,Earthy,Fatty
7786-58-5,Octyl isovalerate,Floral,Rose,Honey
68916-40-5,"Oils, geranium, acetylated",Floral,Citrus,Fruity
1450625-49-6,"Oils, Patchouli, patchoulol synthase-modified Saccharomyces cerevisiae-fermented,",Woody,Earthy,Patchouli
"",from carbohydrates,,,
8016-36-2,Olibanum absolute,Woody,Peppery,Dry
8016-36-2,Olibanum carterii absolute,Woody,Peppery,Dry
8016-36-2,Olibanum carterii CO2 extract,Woody,Peppery,Dry
8016-36-2,Olibanum carterii extract,Woody,Peppery,Dry
8016-36-2,Olibanum carterii oil,Woody,Peppery,Dry
8016-36-2,Olibanum carterii oil,Woody,Peppery,Dry
8016-36-2,"Olibanum carterii oil,  rectified",Woody,Peppery,Dry
8016-36-2,Olibanum carterii pyrogenated oil,Woody,Peppery,Dry
8016-36-2,Olibanum carterii resinoid,Woody,Peppery,Dry
8016-36-2,Olibanum extract,Woody,Peppery,Dry
8016-36-2,Olibanum oil,Woody,Peppery,Dry
8016-36-2,"Olibanum oil, rectified",Woody,Peppery,Dry
8016-36-2,Olibanum resinoid,Woody,Peppery,Dry
8016-36-2,"Olibanum serrata oil, Indian",Woody,Peppery,Dry
7779-50-2,omega-6-Hexadecenlactone,Musk like,Powdery,Sweet
106-02-5,omega-Pentadecalactone,Musk like,Powdery,Balsamic
135-02-4,o-Methoxybenzaldehyde,Fruity,Sweet,Almond
1504-74-1,o-Methoxycinnamaldehyde,Spicy,Cinnamon,Woody
86-26-0,o-Phenyl anisole,Floral,Fruity,Rose
8021-36-1,Opoponax absolute,Amber,Sweet,Mushroom
8021-36-1,Opoponax CO2 extract,Amber,Sweet,Mushroom
8021-36-1,Opoponax extract,Amber,Sweet,Mushroom
8021-36-1,Opoponax oil,Amber,Sweet,Mushroom
8021-36-1,Opoponax resinoid,Balsamic,Vanilla,Sweet
644-35-9,o-Propylphenol,Smoky,Medicinal,Burnt
8030-28-2,Orange blossoms absolute,Floral,Neroli,Sweet
68514-75-0,Orange essence oil,Citrus,Orange,Sweet
8016-38-4,"Orange flower absolute, bitter (Neroli and Neroli Bigarade)",Floral,Neroli,Sweet
8016-38-4,"Orange flower oil, bitter (Neroli and  Neroli bigarade)",Floral,Neroli,Sweet
8030-28-2,Orange flower water absolute,Floral,Neroli,Sweet
8016-38-4,"Orange flower, bitter, absolute",Floral,Neroli,Sweet
8016-38-4,"Orange flower, bitter, CO2 extract",Floral,Neroli,Sweet
8016-38-4,"Orange flower, bitter, concrete",Floral,Neroli,Sweet
8016-38-4,"Orange flower, bitter, extract",Floral,Neroli,Sweet
8030-28-2,Orange flowers,Floral,Neroli,Sweet
8030-28-2,Orange leaf absolute,Floral,Neroli,Sweet
68916-04-1,"Orange oil, bitter",Citrus,Orange,Fruity
68916-04-1,"Orange oil, bitter",Citrus,Orange,Fruity
68916-04-1,"Orange oil, bitter washed, rectified",Citrus,Orange,Fresh
8016-38-4,"Orange oil, peel, bitter",Citrus,Orange,Fruity
8008-57-9,"Orange oil, sweet",Citrus,Orange,Fruity
68606-94-0,"Orange oil, sweet terpeneless",Citrus,Orange,Fruity
68917-07-7,"Orange oil, sweet, psoralen-free",Citrus,Orange,Fruity
8008-57-9,"Orange oil, sweet, rectified",Citrus,Orange,Fruity
68647-72-3,"Orange oil, sweet, terpenes",Citrus,Fruity,Orange
68606-94-0,"Orange peel oil, sweet terpeneless",Citrus,Orange,Lemon
8008-57-9,"Orange peel, sweet oil",Citrus,Orange,Fruity
8028-48-6,"Orange peel, sweet, extract",Citrus,Fresh,Sharp
8008-57-9,Orange sweet oil folded,Citrus,Orange,Fruity
8008-57-9,"Orange sweet, Valencia oil",Citrus,Orange,Fruity
91079-33-3,"Orange, sour, ext., sapond.",Citrus,Orange,Floral
8008-57-9,"Orange, sweet, oil",Citrus,Fresh,Sharp
8008-57-9,"Orange, sweet, oil fixed",Citrus,Orange,Fruity
8008-57-9,"Orange, sweet, resinoid",Citrus,Orange,Fruity
8007-11-2,Origanum oil,Herbal,Fresh,Green
8007-11-2,Origanum oil (extractive),Herbal,Fresh,Green
68917-05-5,Osmanthus absolute,Fruity,Peach,Floral
68917-05-5,Osmanthus concrete,Fruity,Peach,Floral
68917-05-5,Osmanthus tincture,Fruity,Peach,Floral
137-06-4,o-Toluenethiol,Sulfurous,Onion,Savoury
533-18-6,o-Tolyl acetate,Floral,Sweet,Fruity
19819-98-8,o-Tolylethanol,Floral,Rose,Cyclamen
28645-51-4,Oxacycloheptadec-10-ene-2-one,Musk like,Sweet,Berry
111879-80-2,"Oxacyclohexadec-12-en-2-one, (12E)-",Musk like,Warm,Powdery
111879-79-9,"Oxacyclohexadec-12-en-2-one, (12Z)-",Musk like,Warm,Powdery
99219-32-6,"Oxacyclohexadec-13-en-2-one, (13E)-",Musk like,Warm,Powdery
111879-81-3,"Oxacyclohexadec-13-en-2-one, (13Z)-",Musk like,Warm,Powdery
38223-29-9,"Oxacyclohexadecane-2,13-dione",Musk like,Sweet,Powdery
34902-57-3,Oxacyclohexadecen-2-one,Musk like,Warm,Powdery
329925-33-9,"Oxacyclopentadec-10-en-2-one, 13-methyl-",Musk like,Fruity,Amber
6324-78-3,"p-(2,2-Dimethoxyethoxy)toluene",Floral,Green,Fresh
42866-91-1,"p-(2,2-Dimethoxyethyl)toluene",Green,Floral,Aldehydic
1195-32-0,"p,alpha-Dimethylstyrene",Smoky,Spicy,Clove
8014-19-5,Palmarosa oil,Floral,Herbal,Green
1197-01-9,"p-alpha,alpha-Trimethylbenzyl alcohol",Fruity,Cherry,Sweet
104-21-2,p-Anisyl acetate,Floral,Anisic,Fruity
84625-29-6,Paprika oleoresin,Spicy,Warm,Dry
123-63-7,Paraldehyde,Fruity,Sweet,Aromatic
8000-68-8,Parsley herb oil,Herbal,Parsley,Green
8025-95-4,Parsley oleoresin,Spicy,Green,Peppery
8000-68-8,Parsley seed oil,Herbal,Parsley,Green
854535-37-8,Passionflower extract,Fruity,Tropical-Fruit,Grapefruit
8014-09-3,Patchouli,Woody,Earthy,Patchouli
8014-09-3,Patchouli,Woody,Earthy,Patchouli
8014-09-3,Patchouli absolute,Woody,Earthy,Patchouli
5986-55-0,Patchouli alcohol,Woody,Patchouli,Earthy
8014-09-3,Patchouli CO2 extract,Woody,Earthy,Patchouli
8014-09-3,Patchouli extract,Woody,Earthy,Patchouli
8014-09-3,Patchouli oil,Woody,Earthy,Patchouli
8014-09-3,Patchouli oil,Woody,Earthy,Patchouli
8014-09-3,Patchouli oil (low Fe),Woody,Earthy,Patchouli
8014-09-3,"Patchouli oil, rectified",Woody,Earthy,Patchouli
73049-67-9,"Patchouli oil, terpene-free",Woody,Earthy,Patchouli
106-44-5,p-Cresol,Floral,Jasmin,Ylang
614-34-6,p-Cresyl benzoate,Smoky,Woody,Ylang
607-88-5,p-Cresyl salicylate,Balsamic,Floral,Green
99-87-6,p-Cymene,Citrus,Lemon,Green
150-78-7,p-Dimethoxybenzene,Powdery,Anisic,Balsamic
1429493-82-2,Peach extract,Fruity,Peach,Juicy
90082-43-2,Pear distillate,Fruity,Pear,Apple
94333-77-4,"Pelargonium graveolens, ext., sapond.",Floral,Geranium,Rose
8013-99-8,"Pennyroyal oil, Europe",Minty,Fresh,Herbal
68917-60-2,"Pennyroyal oil, terpenes",Minty,Herbal,Green
55590-83-5,"Pentanoic acid, 2-methylbutyl ester",Fruity,Valerian,Floral
26516-27-8,"Pentanoic acid, 3-methyl-2-oxo-, ethyl ester",Food Like,Nutty,Woody
628-63-7,Pentyl acetate,Fruity,Pear,Banana
2049-96-9,Pentyl benzoate,Floral,Soft,Rose
25415-62-7,Pentyl isovalerate,Fruity,Apple,Pear
5137-52-0,Pentyl phenylacetate,Balsamic,Sweet,Honey
624-54-4,Pentyl propionate,Fruity,Sweet,Pineapple
68917-24-8,"Pepper oil black, terpene-free",Spicy,Peppery,Warm
8006-82-4,"Pepper, black, absolute",Spicy,Peppery,Warm
8006-82-4,"Pepper, black, CO2 extract",Spicy,Peppery,Warm
8006-82-4,"Pepper, black, oil",Spicy,Peppery,Warm
8006-82-4,"Pepper, black, oil, rectified",Spicy,Peppery,Warm
8002-56-0,"Pepper, black, oleoresin",Spicy,Warm,Peppery
72869-79-5,"Pepper, black, terpenes",Spicy,Peppery,Warm
8006-82-4,"Pepper, white, CO2 extract",Spicy,Peppery,Warm
8006-82-4,"Pepper, white, oil",Spicy,Peppery,Warm
68606-97-3,"Peppermint oil, terpeneless",Minty,Peppermint,Fresh
8006-90-4,Peppermint absolute,Minty,Herbal,Camphoraceous
8006-90-4,Peppermint CO2 extract,Minty,Herbal,Camphoraceous
8006-90-4,Peppermint leaves,Minty,Herbal,Camphoraceous
8006-90-4,Peppermint oil,Minty,Herbal,Camphoraceous
8006-90-4,"Peppermint oil, rectified",Minty,Herbal,Camphoraceous
68608-37-7,"Peppermint oil, terpenes",Herbal,Minty,Cooling
68606-96-2,"Peppermint oils, reaction products with hydrogen sulfide",Minty,Peppermint,Fresh
68132-21-8,Perilla oil,Herbal,Green,Spicy
8008-26-2,"Persian lime oil, expressed",Citrus,Lime,Green
444085-42-1,Persicaria odorata oil,Spicy,Coriander,Floral
8007-00-9,Peru balsam distillate,Woody,Balsamic,Vanilla
123-07-9,p-Ethylphenol,Smoky,Leathery,Warm
8007-75-8,Petitgrain bergamot oil,Citrus,Fresh,Floral
8014-17-3,Petitgrain bigarade oil,Floral,Spicy,Fresh
8048-51-9,Petitgrain lemon oil,Floral,Green,Spicy
8014-17-3,Petitgrain mandarin oil,Floral,Spicy,Fresh
68915-85-5,"Petitgrain oil terpeneless, Paraguay",Floral,Neroli,Green
68917-61-3,"Petitgrain oil terpenes, Paraguay",Green,Orange,Floral
8014-17-3,"Petitgrain oil, Paraguay",Green,Orange,Floral
8014-17-3,"Petitgrain oil, rectified, Paraguay",Green,Orange,Floral
68606-99-5,"Petitgrain oils, saponified",Citrus,Petitgrain,Floral
8014-17-3,"Petitgrain orange leaf oil, bitter, rectified",Floral,Spicy,Neroli
8014-17-3,"Petitgrain water absolute, Paraguay",Citrus,Neroli,Green
1329-99-3,Phellandrene,Herbal,Minty,Balsamic
6315-04-4,Phenethyl 2-ethylbutyrate,Fruity,Green,Floral
103-45-7,Phenethyl acetate,Floral,Rose,Honey
60-12-8,Phenethyl alcohol,Floral,Rose,Honey
94-47-3,Phenethyl benzoate,Floral,Rose,Balsamic
103-52-6,Phenethyl butyrate,Fruity,Floral,Sweet
103-53-7,Phenethyl cinnamate,Floral,Spicy,Balsamic
104-62-1,Phenethyl formate,Floral,Rose,Hyacinth
6290-37-5,Phenethyl hexanoate,Fruity,Sweet,Honey
103-48-0,Phenethyl isobutyrate,Fruity,Honey,Floral
2257-09-2,Phenethyl isothiocyanate,Green,Fruity,Oily
140-26-1,Phenethyl isovalerate,Fruity,Berry,Sweet
5457-70-5,Phenethyl octanoate,Floral,Green,Fruity
102-20-5,Phenethyl phenylacetate,Floral,Rose,Balsamic
122-70-3,Phenethyl propionate,Green,Hyacinth,Nasturtium
87-22-9,Phenethyl salicylate,Floral,Powdery,Rose
55719-85-2,Phenethyl tiglate,Floral,Aromatic,Rose
108-95-2,Phenol,Animal like,Phenolic,Dry
52514-67-7,"Phenol, 2-ethoxy-4-(4,4,6-trimethyl-1,3-dioxan-2-yl)-",Gourmand,Vanilla,Creamy
71119-07-8,"Phenol, 2-ethoxy-4-(ethoxymethyl)-",Spicy,Vanilla,Woody
52514-66-6,"Phenol, 2-methoxy-4-(4,4,6-trimethyl-1,3-dioxan-2-yl)-",Gourmand,Sweet,Vanilla
70955-71-4,"Phenol, 2-methoxy-, reaction products with 2,2-dimethyl-3-",Woody,Sandalwood,Warm
"","methylenebicyclo[2.2.1]heptane, hydrogenated",,,
2120-70-9,Phenoxyacetaldehyde,Green,Floral,Aldehydic
118-55-8,Phenyl salicylate,Balsamic,Floral,Ylang
122-78-1,Phenylacetaldehyde,Floral,Hyacinth,Green
67633-94-7,"Phenylacetaldehyde 2,4-dihydroxy-2-methylpentane acetal",Floral,Hyacinth,Green
6314-97-2,Phenylacetaldehyde diethyl acetal,Green,Floral,Fresh
101-48-4,Phenylacetaldehyde dimethyl acetal,Floral,Green,Hyacinth
101-49-5,Phenylacetaldehyde ethylene glycol acetal,Green,Floral,Hyacinth
29895-73-6,Phenylacetaldehyde glyceryl acetal,Floral,Green,Honey
7028-48-0,Phenylacetaldehyde oxime,Green,Honey,Floral
103-82-2,Phenylacetic acid,Honey,Floral,Sweet
24817-51-4,Phenylethyl 2-methylbutyrate,Floral,Green,Rose
133-18-6,Phenylethyl anthranilate,Floral,Sweet,Rose
56011-02-0,Phenylethyl isoamyl ether,Green,Fruity,Fresh
1335-10-0,Phenylpropionaldehyde,Green,Aldehydic,Floral
150-86-7,Phytol,Floral,Waxy,Powdery
10236-16-5,Phytyl acetate,Balsamic,Fruity,Jasmin
8006-77-7,Pimenta leaf oil,Spicy,Sweet,Balsamic
8006-77-7,Pimenta leaf oil  (low methyleugenol),Spicy,Sweet,Balsamic
8021-29-2,Pine needle oil,Aromatic,Pine,Woody
8000-26-8,"Pine needle, dwarf, oil",Aromatic,Pine,Woody
8002-09-3,Pine oil,Herbal,Pine,Fresh
68440-45-9,"Pine oils, acetylated",Herbal,Pine,Woody
8023-99-2,Pine Scotch absolute,Aromatic,Woody,Pine
8023-99-2,Pine Scotch oil,Aromatic,Woody,Pine
8023-99-2,Pine Scotch resinoid,Aromatic,Woody,Pine
8023-99-2,"Pine Scotch, concrete",Aromatic,Woody,Pine
8023-99-2,"Pine Scotch, extract",Aromatic,Woody,Pine
8023-99-2,"Pine Scotch, pyrogenated oil",Aromatic,Woody,Pine
8011-48-1,Pine tar oil,Aromatic,Pine,Citrus
8011-48-1,"Pine tar oil, rectified",Aromatic,Pine,Citrus
73049-71-5,"Pine, extract",Aromatic,Pine,Woody
8000-26-8,"Pine, Pinus maritima, sawdust oil",Aromatic,Pine,Woody
8000-26-8,"Pine, Pinus pinaster, absolute",Aromatic,Pine,Woody
8000-26-8,"Pine, Pinus pinaster, extract",Aromatic,Pine,Woody
97676-05-6,"Pine, Pinus pumila, extract",Aromatic,Pine,Green
68917-26-0,Pineapple alcoholate,Fruity,Pineapple,Sweet
97676-27-2,Pineapple extract,Fruity,Pineapple,Green
