essential_oil,smiles
Schinus molle oil,CC(C)[C@H]1CC=C(C)C=C1
Schinus molle oil,CC(=C)[C@@H]1CCC(=CC1)C
Schinus molle oil,CC(C)=CCCC(=C)C=C
Schinus molle oil,CC(C)c1ccc(C)cc1
Schinus molle oil,CC1=CCC2CC1C2(C)C
Schinus molle oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Schinus molle oil,CC(C)c1ccc(C)c(O)c1
Schinus molle oil,CCCCCCCC(=O)OC
Schinus molle oil,CC1(C)C2CCC(C2)C1=C
Schinus molle oil,CC(C)=CCCC(C)(O)C=C
Schinus molle oil,CC1(C)C2CCC(=C)C1C2
Schinus molle oil,CC(C)=C1CCC(=CC1)C
Schinus terebenthifolius CO2 extract,CC(C)[C@H]1CC=C(C)C=C1
Schinus terebenthifolius CO2 extract,CC1=CCC2CC1C2(C)C
Schinus terebenthifolius CO2 extract,CC1=CCC2C(C1)C2(C)C
Schinus terebenthifolius CO2 extract,CC(C)c1ccc(C)cc1
Schinus terebenthifolius CO2 extract,CC1(C)C2CCC(=C)C1C2
Schinus terebenthifolius CO2 extract,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Schinus terebenthifolius CO2 extract,CC(C)=CCCC(=C)C=C
Schinus terebenthifolius CO2 extract,CC(C)=CCCC(C)(O)C=C
Schinus terebenthifolius CO2 extract,CC(C)=C1CCC(=CC1)C
Schinus terebenthifolius CO2 extract,CC1(C)C2CCC(C2)C1=C
Spearmint extract,CC(=C)[C@@H]1CC=C(C)C(=O)C1
Spearmint extract,CC(=C)[C@H]1CCC(=CC1)C
Spearmint extract,CC(C)=CCCC(=C)C=C
Spearmint extract,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Spearmint extract,CC(C)[C@@H]1CC[C@@H](C)CC1=O
Spearmint extract,CC1(C)C2CCC(=C)C1C2
Spearmint extract,CC1=CCC2CC1C2(C)C
Spearmint extract,CC(C)=C1CCC(=CC1)C
Spearmint extract,CC(C)=CCCC(C)(O)C=C
Spearmint extract,CC(C)=CC/C=C(/C)C=C
Spearmint oil,CC(=C)[C@@H]1CC=C(C)C(=O)C1
Spearmint oil,CC(=C)[C@H]1CCC(=CC1)C
Spearmint oil,CC(C)=CCCC(=C)C=C
Spearmint oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Spearmint oil,CC(C)[C@@H]1CC[C@@H](C)CC1=O
Spearmint oil,CC1(C)C2CCC(=C)C1C2
Spearmint oil,CC1=CCC2CC1C2(C)C
Spearmint oil,CC(C)=C1CCC(=CC1)C
Spearmint oil,CC(C)=CCCC(C)(O)C=C
Spearmint oil,CC(C)=CC/C=C(/C)C=C
"Spearmint oil, terpeneless",CC(=C)[C@@H]1CC=C(C)C(=O)C1
"Spearmint oil, terpeneless",CC1CCC(CC1OC(C)=O)C(C)=C
"Spearmint oil, terpeneless",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Spearmint oil, terpeneless",CC(C)[C@@H]1CC[C@@H](C)CC1=O
"Spearmint oil, terpeneless",CC(C)C1CCC(C)CC1=O
"Spearmint, Mentha spicata crispa, extract",CC(=C)[C@@H]1CC=C(C)C(=O)C1
"Spearmint, Mentha spicata crispa, extract",CC(=C)[C@H]1CCC(=CC1)C
"Spearmint, Mentha spicata crispa, extract",CC(C)=CCCC(=C)C=C
"Spearmint, Mentha spicata crispa, extract",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Spearmint, Mentha spicata crispa, extract",CC(C)[C@@H]1CC[C@@H](C)CC1=O
"Spearmint, Mentha spicata crispa, extract",CC1(C)C2CCC(=C)C1C2
"Spearmint, Mentha spicata crispa, extract",CC1=CCC2CC1C2(C)C
"Spearmint, Mentha spicata crispa, extract",CC(C)=C1CCC(=CC1)C
"Spearmint, Mentha spicata crispa, extract",CC(C)=CCCC(C)(O)C=C
"Spearmint, Mentha spicata crispa, extract",CC(C)=CC/C=C(/C)C=C
"Spearmint, Mentha spicata crispata, extract",CC(=C)[C@@H]1CC=C(C)C(=O)C1
"Spearmint, Mentha spicata crispata, extract",CC(=C)[C@H]1CCC(=CC1)C
"Spearmint, Mentha spicata crispata, extract",CC(C)=CCCC(=C)C=C
"Spearmint, Mentha spicata crispata, extract",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Spearmint, Mentha spicata crispata, extract",CC(C)[C@@H]1CC[C@@H](C)CC1=O
"Spearmint, Mentha spicata crispata, extract",CC1(C)C2CCC(=C)C1C2
"Spearmint, Mentha spicata crispata, extract",CC1=CCC2CC1C2(C)C
"Spearmint, Mentha spicata crispata, extract",CC(C)=C1CCC(=CC1)C
"Spearmint, Mentha spicata crispata, extract",CC(C)=CCCC(C)(O)C=C
"Spearmint, Mentha spicata crispata, extract",CC(C)=CC/C=C(/C)C=C
Spike lavender oil,CC(C)=CCCC(C)(O)C=C
Spike lavender oil,CC1(C)C2CCC1(C)C(=O)C2
Spike lavender oil,CC1(C)C2CCC(=C)C1C2
Spike lavender oil,CC1=CCC2CC1C2(C)C
Spike lavender oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Spike lavender oil,CC1(C)C2CCC1(C)C(O)C2
Spike lavender oil,CC1=CC[C@@H](CC1)C(C)(C)O
Spike lavender oil,CC(=C)[C@H]1CCC(=CC1)C
Spike lavender oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Spike lavender oil,CC(C)=CCCC(=C)C=C
Spike lavender oil,CC1(C)C2CCC(C2)C1=C
Spike lavender oil,CC(C)=CC/C=C(/C)C=C
Spike lavender oil,CC(C)=C1CCC(=CC1)C
Spike lavender oil,CC(C)=CC\C=C(/C)C=C
"Spruce oil, Black",CC(=O)OC1CC2CCC1(C)C2(C)C
"Spruce oil, Black",CC1(C)C2CCC(C2)C1=C
"Spruce oil, Black",CC1=CCC2CC1C2(C)C
"Spruce oil, Black",CC1=CCC2C(C1)C2(C)C
"Spruce oil, Black",CC1(C)C2CCC(=C)C1C2
"Spruce oil, Black",CC(C)=CCCC(=C)C=C
"Spruce oil, Black",CC(=C)[C@H]1CCC(=CC1)C
"Spruce oil, Black",CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C
"Spruce oil, Black",CC(C)=C1CCC(=CC1)C
"Spruce oil, Black",CC1(C)C2CCC1(C)C(O)C2
"Spruce oil, Black",CC(C)=CCCC(C)(O)C=C
"Spruce oil, Black",CC1(C)CCCC2(C)C3CCC(C13)C2=C
"Spruce oil, Black",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Spruce oil, Black",CC(=O)OC/C=C(C)/CCC=C(C)C
"Spruce oil, Black",C[C@@H](CCO)CCC=C(C)C
"Spruce oil, Black",CC(C)=CC\C=C(/C)C1CCC(=CC1)C
Star Anise oil,COc1ccc(\C=C\C)cc1
Star Anise oil,COc1ccc(CC=C)cc1
Star Anise oil,CC(=C)[C@@H]1CCC(=CC1)C
Star Anise oil,CC(C)=CCCC(C)(O)C=C
Star Anise oil,CC1=CCC2CC1C2(C)C
Star Anise oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Star Anise oil,COc1ccc(\C=C/C)cc1
Star Anise oil,CC1=CCC2C(C1)C2(C)C
Star Anise oil,CC(C)=CCCC(=C)C=C
Star Anise oil,CC(C)=C1CCC(=CC1)C
"Storax (balsam), Levant",OC\C=C/c1ccccc1
"Storax (balsam), Levant",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Styrax extract,OC\C=C/c1ccccc1
Styrax extract,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Styrax oil, Oriental",OC\C=C/c1ccccc1
"Styrax oil, Oriental",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Styrax oil, Oriental",O=C/C=C/c1ccccc1
Tagetes erecta oil,CC(=C)C1CCC(=CC1)C
Tagetes erecta oil,CC(C)=CC\C=C(/C)C=C
Tagetes erecta oil,CC1=CCC2CC1C2(C)C
Tagetes erecta oil,CC(C)=CCCC(C)(O)C=C
Tagetes erecta oil,CC(C)[C@@H]1CCC(=CC1=O)C
Tagetes erecta oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Tagetes erecta oil,CC(C)=C1CCC(=CC1)C
Tagetes erecta oil,CC(C)=CC/C=C(/C)C=C
Tagetes erecta oil,CC(C)=CCCC(=C)C=C
Tagetes minuta absolute,CC(=C)C1CCC(=CC1)C
Tagetes minuta absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Tagetes minuta absolute,CC(C)=CC\C=C(/C)C=C
Tagetes minuta absolute,CC(C)=CCCC(C)(O)C=C
Tagetes patula absolute,CC(=C)C1CCC(=CC1)C
Tagetes patula absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Tagetes patula absolute,CC(C)=CC\C=C(/C)C=C
Tagetes patula absolute,CC(C)=CCCC(C)(O)C=C
"Tangelo oil, expressed",CC(=C)[C@@H]1CCC(=CC1)C
"Tangelo oil, expressed",CC(C)=CCCC(=C)C=C
"Tangelo oil, expressed",CC(C)C1=CCC(=CC1)C
"Tangelo oil, expressed",CC(C)=C1CCC(=CC1)C
"Tangelo oil, expressed",CC1=CCC2CC1C2(C)C
"Tangelo oil, expressed",CC1(C)C2CCC(=C)C1C2
"Tangelo oil, expressed",CC(C)=CCCC(C)(O)C=C
"Tangelo oil, expressed",CC(C)=CCC\C(C)=C\C=O
"Tangelo oil, expressed",C[C@H](CCC=C(C)C)CC=O
Tangerine oil,CC(=C)[C@@H]1CCC(=CC1)C
Tangerine oil,CC(C)C1=CCC(=CC1)C
Tangerine oil,CC(C)=CCCC(=C)C=C
Tangerine oil,CC(C)=CCCC(C)(O)C=C
Tangerine oil,CC1=CCC2CC1C2(C)C
Tangerine oil,CC1(C)C2CCC(=C)C1C2
Tangerine oil,C[C@H](CCC=C(C)C)CC=O
Tangerine oil,CC(C)=C1CCC(=CC1)C
Tangerine oil terpeneless,CC(C)=CCCC(C)(O)C=C
Tangerine oil terpeneless,CCCCCCCCCC=O
Tangerine oil terpeneless,CCCCCCCC=O
Tangerine oil terpeneless,CC(C)=CCC\C(C)=C\C=O
Tangerine oil terpeneless,CC1=CC[C@@H](CC1)C(C)(C)O
Tangerine oil terpeneless,C[C@H](CCC=C(C)C)CC=O
Tangerine oil terpeneless,CCCCCCCCCCCC=O
Tangerine oil terpeneless,CCCCCCCCC=O
Tangerine oil terpeneless,CC(C)=CCC\C(C)=C/CO
Tangerine oil terpeneless,CC(C)c1ccc(C)cc1O
Tangerine oil terpeneless,CC(=C)[C@@H]1CCC(=CC1)C
Tangerine oil terpeneless,CC(C)=CCC\C(C)=C\CO
Tangerine oil terpeneless,CC(=O)OC\C=C(C)/CCC=C(C)C
Tangerine oil terpeneless,CC(=O)OC/C=C(C)/CCC=C(C)C
Tangerine oil terpeneless,CC(C)=CCCC(=C)C=C
Tangerine oil terpenes,CC(=C)[C@@H]1CCC(=CC1)C
Tangerine oil terpenes,CC(C)C1=CCC(=CC1)C
Tangerine oil terpenes,CC(C)=CCCC(=C)C=C
Tangerine oil terpenes,CC1=CCC2CC1C2(C)C
Tangerine oil terpenes,CC1(C)C2CCC(=C)C1C2
Tangerine oil terpenes,CC(C)=C1CCC(=CC1)C
Tansy oil,CC(C)[C@@]12C[C@H]1[C@H](C)C(=O)C2
Tansy oil,CC1(C)C2CCC1(C)C(O)C2
Tansy oil,CC1(C)C2CCC1(C)C(=O)C2
Tansy oil,CC(=O)OC1CC2CCC1(C)C2(C)C
Tansy oil,CC1(C)C2CCC(C2)C1=C
Tansy oil,CC1=CCC2CC1C2(C)C
Tansy oil,CC1(C)C2CCC(=C)C1C2
Tansy oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Tarragon oil,COc1ccc(CC=C)cc1
Tarragon oil,CC(C)=CC\C=C(/C)C=C
Tarragon oil,CC(C)=CC/C=C(/C)C=C
Tarragon oil,CC(=C)[C@H]1CCC(=CC1)C
Tarragon oil,CC(C)C1=CCC(=CC1)C
Tarragon oil,COc1cc(CC=C)ccc1O
Tarragon oil,CC1=CCC2CC1C2(C)C
Tarragon oil,COc1ccc(CC=C)cc1OC
Tarragon oil,COc1ccc(\C=C\C)cc1
Tarragon oil,CC(C)=CCCC(C)(O)C=C
Tarragon oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Tarragon oil,CC1(C)C2CCC(=C)C1C2
Tarragon oil,CC1(C)C2CCC(C2)C1=C
Tarragon oil,CC(C)=CCCC(=C)C=C
Tarragon oil,CC(C)=C1CCC(=CC1)C
Tea tree oil,CC(C)C1(O)CCC(=CC1)C
Tea tree oil,CC(C)C1=CCC(=CC1)C
Tea tree oil,CC(C)C1=CC=C(C)CC1
Tea tree oil,CC(C)=C1CCC(=CC1)C
Tea tree oil,CC1=CC[C@@H](CC1)C(C)(C)O
Tea tree oil,CC(C)c1ccc(C)cc1
Tea tree oil,CC1=CCC2CC1C2(C)C
Tea tree oil,CC(=C)[C@H]1CCC(=CC1)C
Tea tree oil,CC(C)=CCCC(=C)C=C
Tea tree oil,CC1(C)C2CCC(=C)C1C2
Tea tree oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Tea tree oil,CC(C)=CCCC(C)(O)C=C
Tea tree oil,COc1ccc(CC=C)cc1OC
"Terpenes and Terpenoids, limonene fraction",CC(=C)C1CCC(=CC1)C
"Terpenes and Terpenoids, limonene fraction",CC(C)C1=CCC(=CC1)C
"Terpenes and Terpenoids, limonene fraction",CC1(C)C2CCC(=C)C1C2
"Terpenes and Terpenoids, limonene fraction",CC(C)=CCCC(=C)C=C
"Terpenes and Terpenoids, limonene fraction",CC1=CCC2CC1C2(C)C
"Terpenes and Terpenoids, limonene fraction",CC1=CCC2C(C1)C2(C)C
"Terpenes and terpenoids, litsea cubeba-oil, hydrogenated",CC(=C)C1CCC(=CC1)C
"Terpenes and terpenoids, litsea cubeba-oil, hydrogenated",CC(C)=CCCC(=C)C=C
"Terpenes and terpenoids, litsea cubeba-oil, hydrogenated",CC1=CCC2CC1C2(C)C
"Terpenes and terpenoids, litsea cubeba-oil, hydrogenated",CC1(C)C2CCC(=C)C1C2
"Terpenes and terpenoids, litsea cubeba-oil, hydrogenated",CC1(C)C2CCC(C2)C1=C
"Terpenes and terpenoids, mixed sour and sweet orange oil",CC(=C)[C@@H]1CCC(=CC1)C
"Terpenes and terpenoids, mixed sour and sweet orange oil",CC(C)=CCCC(=C)C=C
"Terpenes and terpenoids, mixed sour and sweet orange oil",CC1=CCC2CC1C2(C)C
"Terpenes and terpenoids, mixed sour and sweet orange oil",CC1=CCC2C(C1)C2(C)C
"Terpenes and Terpenoids, sinpine",CC(C)=C1CCC(=CC1)C
"Terpenes and Terpenoids, sinpine",CC(=C)[C@@H]1CCC(=CC1)C
"Terpenes and Terpenoids, sinpine",CC(C)C1=CC=C(C)CC1
"Terpenes and Terpenoids, sinpine",CC1=CCC2CC1C2(C)C
"Terpenes and Terpenoids, sinpine",CC1(C)C2CCC(C2)C1=C
"Terpenes and Terpenoids, sinpine",CC1=CC[C@@H](CC1)C(C)(C)O
"Terpenes and Terpenoids, sinpine",CC(=C)C1CCC(C)(O)CC1
"Terpenes and terpenoids, turpentine-oil, limonene fraction",CC(=C)C1CCC(=CC1)C
"Terpenes and terpenoids, turpentine-oil, limonene fraction",CC(C)C1=CCC(=CC1)C
"Terpenes and terpenoids, turpentine-oil, limonene fraction",CC1(C)C2CCC(=C)C1C2
"Terpenes and terpenoids, turpentine-oil, limonene fraction",CC(C)=CCCC(=C)C=C
"Terpenes and terpenoids, turpentine-oil, limonene fraction",CC1=CCC2CC1C2(C)C
"Terpenes and terpenoids, turpentine-oil, limonene fraction",CC1=CCC2C(C1)C2(C)C
Thyme absolute,CC(C)c1ccc(C)cc1O
Thyme absolute,CC(C)c1ccc(C)cc1
Thyme absolute,CC(C)C1=CCC(=CC1)C
Thyme absolute,CC(C)c1ccc(C)c(O)c1
Thyme absolute,CC(C)=CCCC(C)(O)C=C
Thyme absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Thyme absolute,CC(C)=CCCC(=C)C=C
Thyme absolute,CC1=CCC2CC1C2(C)C
Thyme absolute,CC(=C)[C@H]1CCC(=CC1)C
Thyme absolute,CC1(C)C2CCC(C2)C1=C
Thyme absolute,CC1(C)C2CCC(=C)C1C2
"Thyme oil, red",CC(C)c1ccc(C)cc1O
"Thyme oil, red",CC(C)c1ccc(C)cc1
"Thyme oil, red",CC(C)C1=CCC(=CC1)C
"Thyme oil, red",CC(C)=CCCC(C)(O)C=C
"Thyme oil, red",CC(C)c1ccc(C)c(O)c1
"Thyme oil, red",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Thyme oil, red",CC(C)C1(O)CCC(=CC1)C
"Thyme oil, red",CC(C)=CCCC(=C)C=C
"Thyme oil, red",CC1(C)C2CCC1(C)C(O)C2
"Thyme oil, red",CC(C)C1=CC=C(C)CC1
"Thyme oil, red",CC1=CCC2CC1C2(C)C
"Thyme oil, red",CC1(C)C2CCC(C2)C1=C
"Thyme oil, red",CC(=C)[C@H]1CCC(=CC1)C
"Thyme oil, red",CC1(C)C2CCC(=C)C1C2
"Thyme oil, red",CCCCCC(O)C=C
"Thyme oil, red",COc1cc(CC=C)ccc1O
"Thyme oil, red",CC(C)=CCC\C(C)=C\CO
"Thyme oil, red",CC(C)=C1CCC(=CC1)C
"Thyme oil, white",CC(C)c1ccc(C)cc1O
"Thyme oil, white",CC(C)c1ccc(C)cc1
"Thyme oil, white",CC(C)C1=CCC(=CC1)C
"Thyme oil, white",CC(C)=CCCC(C)(O)C=C
"Thyme oil, white",CC(C)c1ccc(C)c(O)c1
"Thyme oil, white",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Thyme oil, white",CC(C)C1(O)CCC(=CC1)C
"Thyme oil, white",CC(C)=CCCC(=C)C=C
"Thyme oil, white",CC1(C)C2CCC1(C)C(O)C2
"Thyme oil, white",CC(C)C1=CC=C(C)CC1
"Thyme oil, white",CC1=CCC2CC1C2(C)C
"Thyme oil, white",CC1(C)C2CCC(C2)C1=C
"Thyme oil, white",CC(=C)[C@H]1CCC(=CC1)C
"Thyme oil, white",CC1(C)C2CCC(=C)C1C2
"Thyme oil, white",CCCCCC(O)C=C
"Thyme oil, white",COc1cc(CC=C)ccc1O
"Thyme oil, white",CC(C)=CCC\C(C)=C\CO
"Thyme oil, white",CC(C)=C1CCC(=CC1)C
"Thyme, Thymus zygis, oil",CC(C)c1ccc(C)cc1O
"Thyme, Thymus zygis, oil",CC(C)c1ccc(C)cc1
"Thyme, Thymus zygis, oil",CC(C)C1=CCC(=CC1)C
"Thyme, Thymus zygis, oil",CC(C)=CCCC(C)(O)C=C
"Thyme, Thymus zygis, oil",CC(C)c1ccc(C)c(O)c1
"Thyme, Thymus zygis, oil",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Thyme, Thymus zygis, oil",CC(C)C1(O)CCC(=CC1)C
"Thyme, Thymus zygis, oil",CC(C)=CCCC(=C)C=C
"Thyme, Thymus zygis, oil",CC1(C)C2CCC1(C)C(O)C2
"Thyme, Thymus zygis, oil",CC(C)C1=CC=C(C)CC1
"Thyme, Thymus zygis, oil",CC1=CCC2CC1C2(C)C
"Thyme, Thymus zygis, oil",CC1(C)C2CCC(C2)C1=C
"Thyme, Thymus zygis, oil",CC(=C)[C@H]1CCC(=CC1)C
"Thyme, Thymus zygis, oil",CC1(C)C2CCC(=C)C1C2
"Thyme, Thymus zygis, oil",CCCCCC(O)C=C
"Thyme, Thymus zygis, oil",COc1cc(CC=C)ccc1O
"Thyme, Thymus zygis, oil",CC(C)=CCC\C(C)=C\CO
"Thyme, Thymus zygis, oil",CC(C)=C1CCC(=CC1)C
"Tolu, balsam, extract",OC(=O)\C=C\c1ccccc1
"Tolu, balsam, extract",OC(=O)c1ccccc1
"Tolu, balsam, gum",OC(=O)\C=C\c1ccccc1
"Tolu, balsam, gum",OC(=O)c1ccccc1
Tuberose concrete,COc1ccc(\C=C\C)cc1OC
Tuberose concrete,COc1cc(CC=C)ccc1OC(C)=O
Tuberose concrete,COC(=O)c1ccccc1
Tuberose concrete,COC(=O)c1ccccc1O
Tuberose concrete,COc1ccc(CC=C)cc1OC
Tuberose concrete,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Tuberose concrete,COc1ccc(CC=C)cc1OC
Tuberose concrete,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Tuberose concrete,COc1cc(CC=C)ccc1O
Tuberose concrete,CC1=CCC2CC1C2(C)C
Tuberose concrete,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Turmeric extract,CC(C)=CCC\C(C)=C/1CCC(=CC1)C
Turmeric extract,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Turmeric extract,CC(C)=C1CCC(=CC1)C
Turmeric extract,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Turmeric extract,CC(C)=CCCC(C)(O)C=C
Turmeric oleoresin,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Turmeric oleoresin,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Turpentine oil,CC1=CCC2CC1C2(C)C
Turpentine oil,CC1(C)C2CCC(=C)C1C2
Turpentine oil,CC(=C)C1CCC(=CC1)C
Turpentine oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Turpentine oil,CC(C)=CCCC(=C)C=C
Turpentine oil,CC1(C)C2CCC(C2)C1=C
Turpentine oil,CC1(C)CCCC2(C)C3CCC(C13)C2=C
Turpentine oil,CC(C)=C1CCC(=CC1)C
"Turpentine oil, rectified",CC1=CCC2CC1C2(C)C
"Turpentine oil, rectified",CC1(C)C2CCC(=C)C1C2
"Turpentine oil, rectified",CC(=C)C1CCC(=CC1)C
"Turpentine oil, rectified",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Turpentine oil, rectified",CC(C)=CCCC(=C)C=C
"Turpentine oil, rectified",CC1(C)C2CCC(C2)C1=C
"Turpentine oil, rectified",CC1(C)CCCC2(C)C3CCC(C13)C2=C
"Turpentine oil, rectified",CC(C)=C1CCC(=CC1)C
Valerian root oil,CC(=O)OC1CC2CCC1(C)C2(C)C
Valerian root oil,CC1(C)C2CCC(C2)C1=C
Valerian root oil,CC(=O)OCC1=CCC2CC1C2(C)C
Valerian root oil,CC(=C)C1CCC(=CC1)C
Valerian root oil,CC1(C)C2CCC(=C)C1C2
Valerian root oil,CC1=CCC2CC1C2(C)C
Valerian root oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Valerian root oil,CC(C)CC(O)=O
Valerian root oil,CCCCC(O)=O
Vanilla oleoresin,COc1cc(C=O)ccc1O
Vanilla oleoresin,COc1ccc(CO)cc1
Verbena absolute,CC(C)=CCC\C(C)=C\C=O
Verbena absolute,CC(C)=CCC\C(C)=C/C=O
Verbena absolute,CC(C)=CCC\C(C)=C\CO
Verbena absolute,CC1(C)CC2C1CCC3(C)OC3CCC2=C
Verbena absolute,CC(C)=CCC\C(C)=C/CO
Verbena absolute,CC(=O)OC/C=C(C)/CCC=C(C)C
Verbena absolute,CC1=CC[C@@H](CC1)C(C)(C)O
Verbena absolute,CC(=C)[C@H]1CCC(=CC1)C
Verbena absolute,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
Verbena absolute,CCCC/C=C/CCO
Verbena absolute,COc1cc(CC=C)ccc1O
Verbena absolute,C[C@@H]1CC[C@H]2C(C)(C)C3C[C@@]12CC=C3C
Verbena absolute,C[C@@H](CCO)CCC=C(C)C
Verbena absolute,CC(C)=CCCC(C)(O)C=C
Verbena absolute,CC(C)=CCCC(C)=O
Verbena absolute,CC(C)=CC\C=C(/C)C=C
Verbena oil,CC(C)=CCC\C(C)=C\C=O
Verbena oil,CC(C)=CCC\C(C)=C/C=O
Verbena oil,CC(=C)[C@H]1CCC(=CC1)C
Verbena oil,CC(C)=CCC\C(C)=C\CO
Verbena oil,CC(C)=CCCC(C)=O
Verbena oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Verbena oil,C[C@@H](CCO)CCC=C(C)C
Verbena oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Verbena oil,CC1(C)CC2C1CCC3(C)OC3CCC2=C
Verbena oil,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
Verbena oil,CC(CCOC(C)=O)CCC=C(C)C
Verbena oil,CC(C)=CCCC(C)(O)C=C
Verbena oil,CC(C)=CC\C=C(/C)C=C
Verbena oil,CC1=CC[C@@H](CC1)C(C)(C)O
Verbena oil,CC1=CCC2CC1C2(C)C
Verbena oil,C[C@@H]1CC[C@H]2C(C)(C)C3C[C@@]12CC=C3C
Verbena oil,C[C@H](CCC=C(C)C)CC=O
Verbena oil,CC(C)=CCCC(=C)C=C
Verbena oil,CC1(C)C2CCC(=C)C1C2
Verbena oil,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Verbena oil,CC(C)=CCC\C(C)=C/CO
Verbena oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Vetiver oil terpenes,CC1CCC(CC2=C1CCC2C)=C(C)C
Vetiver oil terpenes,CC1CCC2C(C)(C)C3CC12CCC3=C
Vetiver oil terpenes,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Vetiver oil, acetylated, distilled.",C[C@@H]1CC(=O)C=C(C)[C@@]12CCC(C2)=C(C)C
"Vetiver oil, acetylated, distilled.",COc1cc(CC=C)ccc1OC(C)=O
"Vetiveria zizanioides, ext., acetylated",C[C@@H]1CC(=O)C=C(C)[C@@]12CCC(C2)=C(C)C
"Vetiveria zizanioides, ext., acetylated",COc1cc(CC=C)ccc1OC(C)=O
Violet leaf absolute,CC\C=C/CCOC(C)=O
Violet leaf absolute,CC\C=C/CCO
Violet leaf absolute,CC(C)=CCCC(C)(O)C=C
Violet leaf absolute,CC\C=C/CC\C=C\C=O
Violet leaf absolute,CCCC/C=C/CCO
Wintergreen oil,COC(=O)c1ccccc1O
Wintergreen oil,CC(=C)[C@H]1CCC(=CC1)C
Wintergreen oil,CC1=CCC2CC1C2(C)C
Wormwood oil,CC(C)[C@@]12C[C@H]1[C@H](C)C(=O)C2
Wormwood oil,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
Wormwood oil,CC(C)=CCCC(C)(O)C=C
Wormwood oil,CC(C)=CCCC(=C)C=C
Wormwood oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Wormwood oil,CC1=CCC2CC1C2(C)C
Wormwood oil,CC(=C)[C@H]1CCC(=CC1)C
Wormwood oil,CC1(C)C2CCC(=C)C1C2
Wormwood oil,CC(C)=CCC\C(C)=C/CO
Wormwood oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Wormwood oil,CC(C)=CCC\C(C)=C\CO
"Yarmor Pine oil, synthetic",CC(C)=C1CCC(=CC1)C
"Yarmor Pine oil, synthetic",CC(C)C12CCC(C)(CC1)O2
"Yarmor Pine oil, synthetic",CC(=C)C1CCC(=CC1)C
"Yarmor Pine oil, synthetic",CC1=CC[C@@H](CC1)C(C)(C)O
