essential_oil,smiles
Jasmine sambac absolute,CC(=O)OCCc1ccccc1
Jasmine sambac absolute,OC(=O)c1ccccc1
Jasmine sambac absolute,OC\C=C/c1ccccc1
Jasmine sambac absolute,CCC/C=C/C=O
Jasmine sambac absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Juniper berry oil,CC1=CCC2CC1C2(C)C
Juniper berry oil,CC(C)C1(O)CCC(=CC1)C
Juniper berry oil,CC(C)=CCCC(=C)C=C
Juniper berry oil,CC(=C)[C@@H]1CCC(=CC1)C
Juniper berry oil,CC(C)C1=CCC(=CC1)C
Juniper berry oil,CC(C)C1=CC=C(C)CC1
Juniper berry oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Juniper berry oil,CC1(C)C2CCC(=C)C1C2
Juniper berry oil,CC(C)=C1CCC(=CC1)C
Juniper berry oil,CC(C)c1ccc(C)cc1
Juniper berry oil,CC(C)[C@H]1CC=C(C)C=C1
Juniper berry oil,CC1=CCC2C(C1)C2(C)C
Juniper berry oil,CC1(C)C2CCC(C2)C1=C
Juniper berry oil,CC(C)=CCCC(C)(O)C=C
Labdanum concrete,CC1=CCC2CC1C2(C)C
Labdanum concrete,CC1(C)C2CCC(C2)C1=C
Labdanum gum,CC1=CCC2CC1C2(C)C
Labdanum gum,CC1(C)C2CCC(C2)C1=C
Labdanum oil,CC1=CCC2CC1C2(C)C
Labdanum oil,CC1(C)C2CCC(C2)C1=C
Labdanum oil,CC(=O)OC1CC2CCC1(C)C2(C)C
Labdanum oil,CC(C)=C1CCC(=CC1)C
Labdanum oil,CC(C)=CC\C=C(/C)C=C
Labdanum oil,CC(=C)C1CCC(=CC1)C
Labdanum oil,CC(C)C1=CCC(=CC1)C
Labdanum oil,CC(C)=CCCC(C)(O)C=C
Labdanum oil,CC(C)=CCCC(=C)C=C
Labdanum oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Labdanum oil,CC(C)=CC/C=C(/C)C=C
Labdanum oil,CC1=CCC2C(C1)C2(C)C
Labdanum oleoresin,CC1=CCC2CC1C2(C)C
Labdanum oleoresin,CC1(C)C2CCC(C2)C1=C
Laurel leaf extract,COc1ccc(CC=C)cc1OC
Laurel leaf extract,CC(C)=CCCC(C)(O)C=C
Laurel leaf extract,CC(=O)OC(C)(C)C1CCC(=CC1)C
Laurel leaf extract,CC1=CC[C@@H](CC1)C(C)(C)O
Laurel leaf extract,CC(C)C1(O)CCC(=CC1)C
Laurel leaf extract,CC1=CCC2CC1C2(C)C
Laurel leaf extract,CC1(C)C2CCC(=C)C1C2
Laurel leaf extract,COc1cc(CC=C)ccc1O
Laurel leaf extract,CC(=C)[C@H]1CCC(=CC1)C
Laurel leaf extract,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Laurel leaf extract,CC1(C)C2CCC(C2)C1=C
Laurel leaf extract,CC1=CCC2C(C1)C2(C)C
Laurel leaf extract,COc1ccc(\C=C\C)cc1OC
Laurel leaf extract,CC(C)=CCCC(C)(OC(C)=O)C=C
Laurel leaf extract,CCCCCCCCCC(C)=O
Laurel leaf extract,CC(C)=CCCC(=C)C=C
Laurel leaf extract,CC(C)=C1CCC(=CC1)C
Laurel leaf oil,CC(=O)OC(C)(C)C1CCC(=CC1)C
Laurel leaf oil,CC(C)=CCCC(C)(O)C=C
Laurel leaf oil,CC1=CCC2CC1C2(C)C
Laurel leaf oil,CC1(C)C2CCC(=C)C1C2
Laurel leaf oil,CC(C)C1(O)CCC(=CC1)C
Laurel leaf oil,CC1=CC[C@@H](CC1)C(C)(C)O
Laurel leaf oil,COc1ccc(CC=C)cc1OC
Laurel leaf oil,CC(=C)[C@H]1CCC(=CC1)C
Laurel leaf oil,COc1cc(CC=C)ccc1O
Laurel leaf oil,CC(C)=CCCC(=C)C=C
Laurel leaf oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Laurel leaf oil,CC1(C)C2CCC(C2)C1=C
Laurel leaf oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Laurel leaf oil,CC(C)=CCC\C(C)=C/CO
Laurel leaf oil,CC1=CCC2C(C1)C2(C)C
Laurel leaf oil,CC(C)=C1CCC(=CC1)C
Lavandin abrialis oil,CC(C)=CCCC(C)(O)C=C
Lavandin abrialis oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Lavandin abrialis oil,CC1(C)C2CCC1(C)C(=O)C2
Lavandin abrialis oil,CC(C)=CC\C=C(/C)C=C
Lavandin abrialis oil,CC1(C)C2CCC1(C)C(O)C2
Lavandin abrialis oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lavandin abrialis oil,CC(C)=CC/C=C(/C)C=C
Lavandin abrialis oil,CC(=C)[C@H]1CCC(=CC1)C
Lavandin abrialis oil,CC(C)=CCCC(=C)C=C
Lavandin abrialis oil,CC(C)=CCC\C(C)=C\CO
Lavandin abrialis oil,CC1=CCC2CC1C2(C)C
Lavandin abrialis oil,CC1(C)C2CCC(=C)C1C2
Lavandin abrialis oil,CC(C)=C1CCC(=CC1)C
Lavandin abrialis oil,CCCCCC(O)C=C
Lavandin abrialis oil,O=C1Oc2ccccc2C=C1
Lavandin absolute,CC(C)=CCCC(C)(O)C=C
Lavandin absolute,CC(C)=CCCC(C)(OC(C)=O)C=C
Lavandin absolute,CC1(C)C2CCC1(C)C(=O)C2
Lavandin absolute,CC(C)C1(O)CCC(=CC1)C
Lavandin absolute,CC1(C)C2CCC1(C)C(O)C2
Lavandin absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lavandin absolute,CC(C)=CC/C=C(/C)C=C
Lavandin absolute,CC(C)=CCCC(=C)C=C
Lavandin absolute,CC(=C)[C@H]1CCC(=CC1)C
Lavandin absolute,CC1(C)C2CCC(=C)C1C2
Lavandin absolute,CC(=O)OC/C=C(C)/CCC=C(C)C
Lavandin absolute,CC1(C)C2CCC(C2)C1=C
Lavandin absolute,CC(C)=C1CCC(=CC1)C
Lavandin absolute,CC(C)=CC\C=C(/C)C=C
Lavandin grosso oil,CC(C)=CCCC(C)(O)C=C
Lavandin grosso oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Lavandin grosso oil,CC1(C)C2CCC1(C)C(=O)C2
Lavandin grosso oil,CC(C)C1(O)CCC(=CC1)C
Lavandin grosso oil,CC1(C)C2CCC1(C)C(O)C2
Lavandin grosso oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lavandin grosso oil,CC(C)=CCC\C(C)=C/CCC(=C)C=C
Lavandin grosso oil,CC1=CC[C@@H](CC1)C(C)(C)O
Lavandin grosso oil,CC(C)=CC/C=C(/C)C=C
Lavandin grosso oil,CC(=C)[C@H]1CCC(=CC1)C
Lavandin grosso oil,CC(C)=CCCC(=C)C=C
Lavandin grosso oil,CC1=CCC2CC1C2(C)C
Lavandin grosso oil,CC1(C)C2CCC(=C)C1C2
Lavandin grosso oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Lavandin grosso oil,CC1(C)C2CCC(C2)C1=C
Lavandin grosso oil,CC(C)=C1CCC(=CC1)C
Lavandin grosso oil,CC(C)=CC\C=C(/C)C=C
Lavandin oil,CC(C)=CCCC(C)(O)C=C
Lavandin oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Lavandin oil,CC1(C)C2CCC1(C)C(=O)C2
Lavandin oil,CC1(C)C2CCC1(C)C(O)C2
Lavandin oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lavandin oil,CC(C)=CC\C=C(/C)C=C
Lavandin oil,CC(C)=CC/C=C(/C)C=C
Lavandin oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Lavandin oil,CC(=C)[C@H]1CCC(=CC1)C
Lavandin oil,CC1(C)C2CCC(=C)C1C2
Lavandin oil,CC(C)=CCCC(=C)C=C
Lavandin oil,CC1=CCC2CC1C2(C)C
Lavandin oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Lavandin oil,CC1(C)C2CCC(C2)C1=C
Lavandin oil,CC(C)=C1CCC(=CC1)C
Lavandin oil,CCCCCC(O)C=C
Lavandin oil,CC(C)=CCC\C(C)=C\CO
Lavandin oil,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Lavender absolute,CC(C)=CCCC(C)(OC(C)=O)C=C
Lavender absolute,CC(C)=CCCC(C)(O)C=C
Lavender absolute,CC(C)=CC/C=C(/C)C=C
Lavender absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lavender absolute,CC(C)=CC\C=C(/C)C=C
Lavender absolute,CC(C)C1(O)CCC(=CC1)C
Lavender absolute,CC(C)=CCCC(=C)C=C
Lavender absolute,CC(=C)[C@H]1CCC(=CC1)C
Lavender absolute,CC(=O)OC/C=C(C)/CCC=C(C)C
Lavender absolute,CC1(C)C2CCC(=C)C1C2
Lavender absolute,CC1(C)C2CCC(C2)C1=C
Lavender absolute,CC(C)=CCC\C(C)=C\CO
Lavender oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Lavender oil,CC(C)=CCCC(C)(O)C=C
Lavender oil,CC(C)=CC/C=C(/C)C=C
Lavender oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lavender oil,CC(C)=CC\C=C(/C)C=C
Lavender oil,CC(C)C1(O)CCC(=CC1)C
Lavender oil,CC1=CC[C@@H](CC1)C(C)(C)O
Lavender oil,CC(C)=CCCC(=C)C=C
Lavender oil,CC(=C)[C@H]1CCC(=CC1)C
Lavender oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Lavender oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Lavender oil,CC1(C)C2CCC(=C)C1C2
Lavender oil,CC1(C)C2CCC(C2)C1=C
Lavender oil,CC(C)=CCC\C(C)=C\CO
Lavender oil,CC(C)=CCC\C(C)=C/CO
Lavender oil,CC1=CCC2C(C1)C2(C)C
Lemon essence oil,CC(=C)[C@@H]1CCC(=CC1)C
Lemon essence oil,CC1(C)C2CCC(=C)C1C2
Lemon essence oil,CC(C)C1=CCC(=CC1)C
Lemon essence oil,CC1=CCC2CC1C2(C)C
Lemon essence oil,CC(C)=CCC\C(C)=C\C=O
Lemon essence oil,CC(C)=CCCC(=C)C=C
Lemon essence oil,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Lemon essence oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Lemon essence oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lemon essence oil,C[C@H](CCC=C(C)C)CC=O
Lemon essence oil,CC(C)=CCC\C(C)=C\CO
Lemon essence oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Lemon essence oil,CC(C)=CCCC(C)(O)C=C
Lemon essence oil,CC(C)=CCC\C(C)=C/CO
Lemon essence oil,CC(C)=C1CCC(=CC1)C
Lemon extract,CC(C)=CCC\C(C)=C\C=O
Lemon extract,CC(=O)OC\C=C(C)/CCC=C(C)C
Lemon extract,CC(=C)[C@@H]1CCC(=CC1)C
Lemon oil,CC(=C)[C@@H]1CCC(=CC1)C
Lemon oil,CC1(C)C2CCC(=C)C1C2
Lemon oil,CC(C)C1=CCC(=CC1)C
Lemon oil,CC1=CCC2CC1C2(C)C
Lemon oil,CC(C)=CCCC(=C)C=C
Lemon oil,CC(C)=CCC\C(C)=C\C=O
Lemon oil,CC(C)=CCC\C(C)=C/C=O
Lemon oil,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Lemon oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Lemon oil,CC(C)=C1CCC(=CC1)C
Lemon oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Lemon oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lemon oil,CC(C)=CC/C=C(/C)C=C
Lemon oil,C[C@H](CCC=C(C)C)CC=O
Lemon oil,CC(C)=CCC\C(C)=C\CO
Lemon oil,CC(C)=CCCC(C)(O)C=C
Lemon oil,CC(C)=CCC\C(C)=C/CO
Lemon oil,CC(C)=CC\C=C(/C)C=C
Lemon oil folded (5X),CC(=C)[C@@H]1CCC(=CC1)C
Lemon oil folded (5X),CC(C)=CCC\C(C)=C\C=O
Lemon oil folded (5X),CC(C)C1=CCC(=CC1)C
Lemon oil folded (5X),CC1(C)C2CCC(=C)C1C2
Lemon oil folded (5X),CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Lemon oil folded (5X),CC1=CC[C@@H](CC1)C(C)(C)O
Lemon oil folded (5X),CC(=O)OC/C=C(C)/CCC=C(C)C
Lemon oil folded (5X),CC(=O)OC\C=C(C)/CCC=C(C)C
Lemon oil folded (5X),C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lemon oil folded (5X),CC(C)=CCCC(C)(O)C=C
Lemon oil folded (5X),CC1=CCC2CC1C2(C)C
Lemon oil folded (5X),C[C@H](CCC=C(C)C)CC=O
Lemon oil folded (5X),CC(C)=CCC\C(C)=C\CO
Lemon oil folded (5X),CC(C)=CCC\C(C)=C/CO
Lemon oil folded (5X),CCCCCCCCC=O
Lemon oil folded (5X),CC(C)=C1CCC(=CC1)C
Lemon oil terpenes,CC(=C)[C@@H]1CCC(=CC1)C
Lemon oil terpenes,CC1(C)C2CCC(=C)C1C2
Lemon oil terpenes,CC(C)C1=CCC(=CC1)C
Lemon oil terpenes,CC1=CCC2CC1C2(C)C
Lemon oil terpenes,CC(C)=CCCC(=C)C=C
Lemon oil terpenes,CC(C)=C1CCC(=CC1)C
Lemon oil terpenes,CC(C)=CCC\C(C)=C\C=O
Lemon oil terpenes,CC(C)=CCC\C(C)=C/C=O
"Lemon oil, distilled",CC(=C)[C@@H]1CCC(=CC1)C
"Lemon oil, distilled",CC1(C)C2CCC(=C)C1C2
"Lemon oil, distilled",CC(C)C1=CCC(=CC1)C
"Lemon oil, distilled",CC1=CCC2CC1C2(C)C
"Lemon oil, distilled",CC(C)=CCCC(=C)C=C
"Lemon oil, distilled",CC(C)=CCC\C(C)=C\C=O
"Lemon oil, distilled",CC(C)=CCC\C(C)=C/C=O
"Lemon oil, distilled",CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
"Lemon oil, distilled",CC(=O)OC\C=C(C)/CCC=C(C)C
"Lemon oil, distilled",CC(C)=C1CCC(=CC1)C
"Lemon oil, distilled",CC(=O)OC/C=C(C)/CCC=C(C)C
"Lemon oil, distilled",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Lemon oil, distilled",CC(C)=CC/C=C(/C)C=C
"Lemon oil, distilled",C[C@H](CCC=C(C)C)CC=O
"Lemon oil, distilled",CC(C)=CCC\C(C)=C\CO
"Lemon oil, distilled",CC(C)=CCCC(C)(O)C=C
"Lemon oil, distilled",CC(C)=CCC\C(C)=C/CO
"Lemon oil, distilled",CC(C)=CC\C=C(/C)C=C
"Lemon oil, furocoumarin free",CC(=C)[C@@H]1CCC(=CC1)C
"Lemon oil, furocoumarin free",CC1(C)C2CCC(=C)C1C2
"Lemon oil, furocoumarin free",CC(C)C1=CCC(=CC1)C
"Lemon oil, furocoumarin free",CC(C)=CCC\C(C)=C\C=O
"Lemon oil, furocoumarin free",CC1=CCC2CC1C2(C)C
"Lemon oil, furocoumarin free",CC(C)=CCCC(=C)C=C
"Lemon oil, furocoumarin free",CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
"Lemon oil, furocoumarin free",CC(=O)OC\C=C(C)/CCC=C(C)C
"Lemon oil, furocoumarin free",CC(C)=C1CCC(=CC1)C
"Lemon oil, furocoumarin free",CC(=O)OC/C=C(C)/CCC=C(C)C
"Lemon oil, furocoumarin free",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Lemon oil, furocoumarin free",C[C@H](CCC=C(C)C)CC=O
"Lemon oil, furocoumarin free",CC(C)=CCC\C(C)=C\CO
"Lemon oil, furocoumarin free",CC(C)=CCCC(C)(O)C=C
"Lemon oil, furocoumarin free",CC(C)=CCC\C(C)=C/CO
"Lemon oil, terpeneless",CC(C)=CCC\C(C)=C\C=O
"Lemon oil, terpeneless",CC(=C)[C@@H]1CCC(=CC1)C
"Lemon oil, terpeneless",CC(=O)OC\C=C(C)/CCC=C(C)C
"Lemon oil, terpeneless",CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
"Lemon oil, terpeneless",CC(=O)OC/C=C(C)/CCC=C(C)C
"Lemon oil, terpeneless",CC1=CC[C@@H](CC1)C(C)(C)O
"Lemon oil, terpeneless",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Lemon oil, terpeneless",CC(C)C1(O)CCC(=CC1)C
"Lemon oil, terpeneless",C[C@H](CCC=C(C)C)CC=O
"Lemon oil, terpeneless",CC(C)=CCC\C(C)=C\CO
"Lemon oil, terpeneless",CC(C)=CCCC(C)(O)C=C
"Lemon oil, terpeneless",CC(C)=CCC\C(C)=C/CO
"Lemon oil, terpeneless",CCCCCCCCC=O
"Lemon oil, terpeneless",CC(C)C1=CCC(=CC1)C
"Lemon oil, terpeneless",CC(C)=C1CCC(=CC1)C
Lemongrass oil terpenes,CC(=C)[C@H]1CCC(=CC1)C
Lemongrass oil terpenes,CC(C)=CCCC(C)=O
Lemongrass oil terpenes,CC1(C)C2CCC(C2)C1=C
Lemongrass oil terpenes,CCCCCC(=O)CCC
Lemongrass oil terpenes,CC(C)=CC/C=C(/C)C=C
Lemongrass oil terpenes,CC1=CCC2CC1C2(C)C
Lemongrass oil terpenes,CC(C)=CC\C=C(/C)C=C
Lemongrass oil terpenes,CC(C)=CCCC(=C)C=C
Lemongrass oil terpenes,CC1(C)C2CCC(=C)C1C2
"Lemongrass oil, East Indian",CC(C)=CCC\C(C)=C\C=O
"Lemongrass oil, East Indian",CC(C)=CCC\C(C)=C/C=O
"Lemongrass oil, East Indian",CC(C)=CCC\C(C)=C\CO
"Lemongrass oil, East Indian",CC(=O)OC/C=C(C)/CCC=C(C)C
"Lemongrass oil, East Indian",CC(=C)[C@H]1CCC(=CC1)C
"Lemongrass oil, East Indian",CC(C)=CCCC(C)=O
"Lemongrass oil, East Indian",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Lemongrass oil, East Indian",CC1(C)C2CCC(C2)C1=C
"Lemongrass oil, East Indian",CC(C)=CCCC(C)(O)C=C
"Lemongrass oil, East Indian",C[C@H](CCC=C(C)C)CC=O
"Lemongrass oil, East Indian",CC1=CCC2CC1C2(C)C
"Lemongrass oil, East Indian",C[C@@H](CCO)CCC=C(C)C
"Lemongrass oil, East Indian",CC(C)=CC/C=C(/C)C=C
"Lemongrass oil, East Indian",CC(C)=CC\C=C(/C)C=C
"Lemongrass oil, East Indian",COc1cc(CC=C)ccc1O
"Lemongrass oil, East Indian",COc1cc(\C=C\C)ccc1O
"Lemongrass oil, East Indian",CC(C)=CCC\C(C)=C/CO
"Lemongrass oil, East Indian",CC(=O)OC\C=C(C)/CCC=C(C)C
"Lemongrass oil, East Indian",CC1(C)C2CCC(=C)C1C2
"Lemongrass oil, East Indian",CC(C)=CCCC(=C)C=C
"Lemongrass oil, East Indian",CC(C)=C1CCC(=CC1)C
"Lemongrass oil, West Indian",CC(C)=CCC\C(C)=C\C=O
"Lemongrass oil, West Indian",CC(C)=CCC\C(C)=C/C=O
"Lemongrass oil, West Indian",CC(=C)[C@H]1CCC(=CC1)C
"Lemongrass oil, West Indian",CC(C)=CCC\C(C)=C\CO
"Lemongrass oil, West Indian",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Lemongrass oil, West Indian",CC(=O)OC/C=C(C)/CCC=C(C)C
"Lemongrass oil, West Indian",CCCCCC(=O)CCC
"Lemongrass oil, West Indian",CC1(C)CC2C1CCC3(C)OC3CCC2=C
"Lemongrass oil, West Indian",CC(C)=CCCC(C)(O)C=C
"Lemongrass oil, West Indian",CC1(C)C2CCC(C2)C1=C
"Lemongrass oil, West Indian",C[C@H](CCC=C(C)C)CC=O
"Lemongrass oil, West Indian",CC(C)=CC\C=C(/C)C=C
"Lemongrass oil, West Indian",CC(C)=CC/C=C(/C)C=C
"Lemongrass oil, West Indian",COc1cc(\C=C\C)ccc1O
"Lemongrass oil, West Indian",CC(C)=CCC\C(C)=C/CO
"Lemongrass oil, West Indian",CC1=CCC2CC1C2(C)C
"Lemongrass oil, West Indian",CC(C)=CCCC(=C)C=C
Lime oil distilled,CC(=C)[C@@H]1CCC(=CC1)C
Lime oil distilled,CC(C)C1=CCC(=CC1)C
Lime oil distilled,CC(C)=C1CCC(=CC1)C
Lime oil distilled,CC1=CC[C@@H](CC1)C(C)(C)O
Lime oil distilled,CC(C)C1=CC=C(C)CC1
Lime oil distilled,CC(C)C12CCC(C)(CC1)O2
Lime oil distilled,CC(C)c1ccc(C)cc1
Lime oil distilled,CC1(C)C2CCC(=C)C1C2
Lime oil distilled,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Lime oil distilled,CC(C)C1(O)CCC(=CC1)C
Lime oil distilled,CC(C)=CCCC(=C)C=C
Lime oil distilled,CC1=CCC2CC1C2(C)C
Lime oil distilled,C[C](C)=[C]1CC[C](C)(O)CC1
Lime oil distilled,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Lime oil distilled,CC1=CCC(CC1)C(C)(C)O
Lime oil distilled,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lime oil distilled,CC1(C)C2CCC(C2)C1=C
Lime oil distilled,CC(C)=CCC\C(C)=C\C=O
Lime oil distilled,CC(C)=CCCC(C)(O)C=C
Lime oil folded,CC1=CC[C@@H](CC1)C(C)(C)O
Lime oil folded,CC(=C)[C@@H]1CCC(=CC1)C
Lime oil folded,C[C](C)=[C]1CC[C](C)(O)CC1
Lime oil folded,CC(C)C1(O)CCC(=CC1)C
Lime oil folded,CC1=CCC(CC1)C(C)(C)O
Lime oil folded,CC(C)=C1CCC(=CC1)C
Lime oil folded,CC(=C)C1CCC(C)(O)CC1
Lime oil folded,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Lime oil folded,CC(C)C1=CCC(=CC1)C
Lime oil folded,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2
Lime oil folded,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Lime oil folded,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Lime oil folded,CC1(C)C2CCC(C)(C2)C1O
Lime oil folded,CC(C)=CCCC(C)(O)C=C
Lime oil folded,CC(=O)OC\C=C(C)/CCC=C(C)C
Lime oil folded,CC1=CCC2CC1C2(C)C
Lime oil folded,CC(=O)OC/C=C(C)/CCC=C(C)C
Lime oil folded,CC(=C)C1CCC(=CC1)C=O
Lime oil folded,CC(C)=CCC\C(C)=C\C=O
Lime oil terpenes,CC(=C)[C@@H]1CCC(=CC1)C
Lime oil terpenes,CC(C)C1=CCC(=CC1)C
Lime oil terpenes,CC(C)=C1CCC(=CC1)C
Lime oil terpenes,CC(C)c1ccc(C)cc1
Lime oil terpenes,CC(C)C1=CC=C(C)CC1
Lime oil terpenes,CC(C)C12CCC(C)(CC1)O2
Lime oil terpenes,CC1(C)C2CCC(=C)C1C2
Lime oil terpenes,CC1=CCC2CC1C2(C)C
Lime oil terpenes,CC(C)=CCCC(=C)C=C
Lime oil terpenes,CC1(C)C2CCC(C2)C1=C
Lime oil terpenes,CC(C)=CC\C=C(/C)C=C
Lime oil terpenes,CC(C)=CC/C=C(/C)C=C
Lime oil terpenes,CC(C)=CCCC(C)(O)C=C
"Lime oil, expressed",CC(=C)[C@@H]1CCC(=CC1)C
"Lime oil, expressed",CC(C)C1=CCC(=CC1)C
"Lime oil, expressed",CC1(C)C2CCC(=C)C1C2
"Lime oil, expressed",CC(C)=CCC\C(C)=C\C=O
"Lime oil, expressed",CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
"Lime oil, expressed",CC(=O)OC\C=C(C)/CCC=C(C)C
"Lime oil, expressed",CC1=CCC2CC1C2(C)C
"Lime oil, expressed",C[C@H](CCC=C(C)C)CC=O
"Lime oil, expressed",CC(C)c1ccc(C)cc1
"Lime oil, expressed",CC(C)=C1CCC(=CC1)C
"Lime oil, expressed",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Lime oil, expressed",CC(C)=CCCC(=C)C=C
"Lime oil, expressed",CC(=O)OC/C=C(C)/CCC=C(C)C
"Lime oil, expressed",CC(C)=CCCC(C)(O)C=C
"Lime oil, expressed",CC(C)=CCC\C(C)=C\C(O)C=O
"Lime oil, terpeneless",CC1=CC[C@@H](CC1)C(C)(C)O
"Lime oil, terpeneless",C[C](C)=[C]1CC[C](C)(O)CC1
"Lime oil, terpeneless",CC(C)C1(O)CCC(=CC1)C
"Lime oil, terpeneless",CC1=CCC(CC1)C(C)(C)O
"Lime oil, terpeneless",CC(=C)C1CCC(C)(O)CC1
"Lime oil, terpeneless",CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
"Lime oil, terpeneless",CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2
"Lime oil, terpeneless",CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
"Lime oil, terpeneless",CC(C)=C1CCC(=CC1)C
"Lime oil, terpeneless",CC1(C)C2CCC(C)(C2)C1O
"Lime oil, terpeneless",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Lime oil, terpeneless",CC(=C)[C@@H]1CCC(=CC1)C
"Lime oil, terpeneless",CC(C)C1=CCC(=CC1)C
"Lime oil, terpeneless",CC(C)=CCCC(C)(O)C=C
"Lime oil, terpeneless",CC(=O)OC\C=C(C)/CCC=C(C)C
"Lime oil, terpeneless",CC(=O)OC/C=C(C)/CCC=C(C)C
"Lime oil, terpeneless",CC(=C)C1CCC(=CC1)C=O
"Lime oil, terpeneless",CC(C)=CCC\C(C)=C\C=O
Litsea cubeba oil,CC(C)=CCC\C(C)=C\C=O
Litsea cubeba oil,CC(C)=CCC\C(C)=C/C=O
Litsea cubeba oil,CC(=C)C1CCC(=CC1)C
Litsea cubeba oil,CC(C)=CCCC(C)(O)C=C
Litsea cubeba oil,CC(C)=CCCC(C)=O
Litsea cubeba oil,CC(C)=CCCC(=C)C=C
Litsea cubeba oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Litsea cubeba oil,CC1=CCC2CC1C2(C)C
Litsea cubeba oil,C[C@H](CCC=C(C)C)CC=O
Litsea cubeba oil,CC(C)=CCC\C(C)=C\CO
Litsea cubeba oil,CC1(C)C2CCC(=C)C1C2
Litsea cubeba oil,CC(C)=CCC\C(C)=C/CO
Litsea cubeba oil,CC1(C)C2CCC(C2)C1=C
Litsea cubeba oil,C[C@@H](CCO)CCC=C(C)C
Lovage root oil,CCC1(C)C2OC(=O)C3C=CC=CC123
Lovage root oil,CC1(C)C2CCC(=C)C1C2
Lovage root oil,CC1=CCC2CC1C2(C)C
Lovage root oil,CC(=C)C1CCC(=CC1)C
Lovage root oil,CC(C)=C1CCC(=CC1)C
Lovage root oil,CC1(C)C2CCC(C2)C1=C
Lovage root oil,CC/C=C/1OC(=O)c2ccccc12
Mace oil,CC1=CCC2CC1C2(C)C
Mace oil,CC(C)C1(O)CCC(=CC1)C
Mace oil,CC1(C)C2CCC(=C)C1C2
Mace oil,CC(C)C1=CCC(=CC1)C
Mace oil,CC(C)C1=CC=C(C)CC1
Mace oil,CC(=C)[C@@H]1CCC(=CC1)C
