CID,Primary Odor,Sub Odor,Strength
61585,Popcorn,Woody,medium
61585,Softoriental,Amber,medium
61585,Woody,Cedar,medium
61585,Woody,Woody,medium
61586,Bakery,Smokey,medium
61586,Beverage,Rummy,medium
61586,Caramel,Chocolate,medium
61586,Chemical/Hydrocarbon,Alcohol,medium
61586,Chocolate,Chocolate,medium
61586,Dairy,Creamy,medium
61586,Food,Spices,medium
61586,Fragrant,Sweet,medium
61586,Lemon,Sweet,medium
61586,Medicinal/Alcohol,Alcohol,medium
61586,Minty,Spices,medium
61586,Minty,Sweet,medium
61586,Non-citrusfruity,Sweet,medium
61586,People&animals,Smokey,medium
61586,Popcorn,Smokey,medium
61586,Pungent,Alcohol,medium
61586,Sickening,Smokey,medium
61586,Smokey,Smokey,medium
61586,Spices,Nutmeg,medium
61586,Spices,Spices,medium
61586,Sweet,Chocolate,medium
61586,Sweet,Sweet,medium
61586,Sweet,Vanilla,medium
61586,Terpenes/Pine/Lemon,Sweet,medium
61586,Woody,Smokey,medium
61586,Woody,Vanilla,medium
61586,Woody/Resinous,Smokey,medium
61586,Woody/Resinous,Spices,medium
61590,Burnt,Burnt,
61590,Caramel,Caramel,
61590,Floral,Floral,
61590,Fragrant,Floral,
61590,Fragrant/Fruity,Fruity,
61590,Lemon,Fruity,
61590,Nature,Floral,
61590,Nature,Fruity,
61590,Popcorn,Burnt,
61590,Sickening,Burnt,
61590,Sweet,Caramel,
61590,Sweet,Fruity,
61590,Sweet,Sugar,
61592,Buildingmaterials&construction,Metallic,high
61592,Caramel,Caramel,high
61592,Chemical/Hydrocarbon,Sulphurous,high
61592,Dairy,Cheese,high
61592,Dairy,Milky,high
61592,Fragrant/Fruity,Fruity,high
61592,Fruity,Pineapple,high
61592,Fruity,Pulpy fruit,high
61592,Fruity,Ripe,high
61592,Lemon,Fruity,high
61592,Marshy/Septic/Sulphurous,Sulphurous,high
61592,Metallic,Metallic,high
61592,Nature,Fruity,high
61592,Nature,Sulphurous,high
61592,Non-citrusfruity,Pineapple,high
61592,NoseFeel,Metallic,high
61592,Sickening,Sulphurous,high
61592,Sulphur/Cabbage/Garlic,Sulphurous,high
61592,Sweet,Caramel,high
61592,Sweet,Fruity,high
61592,Vegetables,Tomato,high
61633,Aromatic,Herbal,high
61633,Caramel,Caramel,high
61633,Fragrant,Herbal,high
61633,Fragrant,Sweet,high
61633,Fragrant/Fruity,Green,high
61633,Green,Green,high
61633,Herbaceous,Herbal,high
61633,Lemon,Sweet,high
61633,Minty,Anisic,high
61633,Minty,Sweet,high
61633,Non-citrusfruity,Sweet,high
61633,Plants,Maple,high
61633,Spices,Anisic,high
61633,Spices,Fenugreek,high
61633,Spices,Licorice,high
61633,Sweet,Caramel,high
61633,Sweet,Sweet,high
61633,Terpenes/Pine/Lemon,Sweet,high
61633,Vegetation,Herbal,high
61633,Woody/Resinous,Herbal,high
61634,Brown,Brown,high
61634,Caramel,Caramel,high
61634,Fragrant,Sweet,high
61634,Lemon,Sweet,high
61634,Minty,Sweet,high
61634,Non-citrusfruity,Sweet,high
61634,Plants,Maple,high
61634,Restaurant,Coffee,high
61634,Sweet,Caramel,high
61634,Sweet,Sugar,high
61634,Sweet,Sweet,high
61634,Terpenes/Pine/Lemon,Sweet,high
61634,Woody,Coffee,high
61641,Alliaceous,Garlic,high
61641,Alliaceous,Onion,high
61641,Chemical/Hydrocarbon,Sulphurous,high
61641,Food,Vegetable,high
61641,Foul,Pungent,high
61641,Fragrant,Sweet,high
61641,Fragrant/Fruity,Fruity,high
61641,Lemon,Fruity,high
61641,Lemon,Sweet,high
61641,Marshy/Septic/Sulphurous,Onion,high
61641,Marshy/Septic/Sulphurous,Sulphurous,high
61641,Minty,Sweet,high
61641,Nature,Fruity,high
61641,Nature,Sulphurous,high
61641,Non-citrusfruity,Sweet,high
61641,NoseFeel,Pungent,high
61641,Pungent,Pungent,high
61641,Sharp/Pungent,Pungent,high
61641,Sickening,Garlic,high
61641,Sickening,Onion,high
61641,Sickening,Pungent,high
61641,Sickening,Sulphurous,high
61641,Sulphur/Cabbage/Garlic,Garlic,high
61641,Sulphur/Cabbage/Garlic,Sulphurous,high
61641,Sweet,Fruity,high
61641,Sweet,Sweet,high
61641,Terpenes/Pine/Lemon,Sweet,high
61641,Vegetables,Garlic,high
61641,Vegetables,Horseradish,high
61641,Vegetables,Onion,high
61641,Vegetables,Radish,high
61641,Vegetables,Tomato,high
61641,Vegetation,Root,high
61653,Aromatic,Herbal,high
61653,Bakery,Toasty,high
61653,Brown,Brown,high
61653,Caramel,Chocolate,high
61653,Chocolate,Chocolate,high
61653,Chocolate,Cocoa,high
61653,Dryfruit,Hazelnut,high
61653,Earthy,Earthy,high
61653,Earthy/Musty/Moldy,Earthy,high
61653,Earthy/Musty/Moldy,Earthy/ Musty,high
61653,Earthy/Musty/Moldy,Musty,high
61653,Earthy/Musty/Moldy,Musty/Moldy,high
61653,Food,Cocoa,high
61653,Food,Vegetable,high
61653,Fragrant,Herbal,high
61653,Herbaceous,Herbal,high
61653,Nutty,Hazelnut,high
61653,Nutty,Nutty,high
61653,Popcorn,Earthy,high
61653,Popcorn,Musty,high
61653,Popcorn,Nutty,high
61653,Restaurant,Coffee,high
61653,Sharp/Pungent,Earthy,high
61653,Sharp/Pungent,Musty,high
61653,Sweet,Chocolate,high
61653,Vegetation,Herbal,high
61653,Woody,Coffee,high
61653,Woody/Resinous,Earthy,high
61653,Woody/Resinous,Herbal,high
61653,Woody/Resinous,Musty,high
61656,Alliaceous,Alliaceous,high
61656,Alliaceous,Garlic,high
61656,Alliaceous,Onion,high
61656,Ammonia,Fishy,high
61656,Buildingmaterials&construction,Metallic,high
61656,Earthy,Mushroom,high
61656,Fishy/Ammonia,Fishy,high
61656,Fishy/Rancid,Fishy,high
61656,Food,Fishy,high
61656,Food,Vegetable,high
61656,Fresh,Fresh,high
61656,Marshy/Septic/Sulphurous,Onion,high
61656,Metallic,Metallic,high
61656,Non-fooditems,Oily,high
61656,NoseFeel,Metallic,high
61656,Popcorn,Oily,high
61656,Salty,Savory,high
61656,Sickening,Garlic,high
61656,Sickening,Onion,high
61656,Sulphur/Cabbage/Garlic,Garlic,high
61656,Vegetables,Garlic,high
61656,Vegetables,Horseradish,high
61656,Vegetables,Onion,high
61656,Vegetables,Radish,high
61656,Vegetables,Wasabi,high
61657,Alliaceous,Garlic,high
61657,Alliaceous,Onion,high
61657,Chemical/Hydrocarbon,Sulphurous,high
61657,Food,Vegetable,high
61657,Foul,Pungent,high
61657,Marshy/Septic/Sulphurous,Onion,high
61657,Marshy/Septic/Sulphurous,Sulphurous,high
61657,Nature,Sulphurous,high
61657,NoseFeel,Pungent,high
61657,Pungent,Pungent,high
61657,Restaurant,Coffee,high
61657,Sharp/Pungent,Pungent,high
61657,Sickening,Garlic,high
61657,Sickening,Onion,high
61657,Sickening,Pungent,high
61657,Sickening,Sulphurous,high
61657,Spices,Pepper,high
61657,Sulphur/Cabbage/Garlic,Garlic,high
61657,Sulphur/Cabbage/Garlic,Sulphurous,high
61657,Vegetables,Garlic,high
61657,Vegetables,Horseradish,high
61657,Vegetables,Onion,high
61657,Vegetables,Radish,high
61657,Woody,Coffee,high
61658,Fragrant/Fruity,Fruity,medium
61658,Fruity,Berry,medium
61658,Fruity,Grape,medium
61658,Fruity,Plum,medium
61658,Fruity,Ripe,medium
61658,Lemon,Fruity,medium
61658,Nature,Fruity,medium
61658,Sweet,Fruity,medium
61659,Bakery,Roasted,high
61659,Chemical/Hydrocarbon,Sulphurous,high
61659,Chocolate,Cocoa,high
61659,Dairy,Cheese,high
61659,Earthy,Earthy,high
61659,Earthy,Mushroom,high
61659,Earthy/Musty/Moldy,Earthy,high
61659,Earthy/Musty/Moldy,Earthy/ Musty,high
61659,Food,Cocoa,high
61659,Food,Meaty,high
61659,Fragrant/Fruity,Green,high
61659,Green,Green,high
61659,Marshy/Septic/Sulphurous,Sulphurous,high
61659,Microbial,Fungal,high
61659,Nature,Sulphurous,high
61659,Non-vegetarian,Meaty,high
61659,Nutty,Nutty,high
61659,Popcorn,Earthy,high
61659,Popcorn,Nutty,high
61659,Restaurant,Coffee,high
61659,Sharp/Pungent,Earthy,high
61659,Sickening,Sulphurous,high
61659,Sulphur/Cabbage/Garlic,Sulphurous,high
61659,Woody,Coffee,high
61659,Woody/Resinous,Earthy,high
61660,Alliaceous,Alliaceous,high
61660,Alliaceous,Garlic,high
61660,Bakery,Roasted,high
61660,Burnt,Burnt,high
61660,Chemical/Hydrocarbon,Sulphurous,high
61660,Food,Vegetable,high
61660,Marshy/Septic/Sulphurous,Sulphurous,high
61660,Nature,Sulphurous,high
61660,Nutty,Nutty,high
61660,Popcorn,Burnt,high
61660,Popcorn,Nutty,high
61660,Restaurant,Coffee,high
61660,Salty,Savory,high
61660,Sickening,Burnt,high
61660,Sickening,Garlic,high
61660,Sickening,Sulphurous,high
61660,Sulphur/Cabbage/Garlic,Garlic,high
61660,Sulphur/Cabbage/Garlic,Sulphurous,high
61660,Vegetables,Garlic,high
61660,Woody,Coffee,high
61661,Bakery,Roasted,medium
61661,Restaurant,Coffee,medium
61661,Woody,Coffee,medium
61662,Alliaceous,Alliaceous,high
61662,Chemical/Hydrocarbon,Sulphurous,high
61662,Cooked,Cooked,high
61662,Dairy,Creamy,high
61662,Dairy,Milky,high
61662,Fried,Fried,high
61662,Marshy/Septic/Sulphurous,Sulphurous,high
61662,Nature,Sulphurous,high
61662,Sickening,Sulphurous,high
61662,Sulphur/Cabbage/Garlic,Sulphurous,high
61663,Bakery,Bready,high
61663,Bitter,Bitter,high
61663,Buildingmaterials&construction,Woody,high
61663,Chemical/Hydrocarbon,Furfural,high
61663,Chemical/Hydrocarbon,Sulphurous,high
61663,Dryfruit,Almond,high
61663,Fragrant,Sweet,high
61663,Fruity,Cherry,high
61663,Grassy/Woody,Woody,high
61663,Lemon,Sweet,high
61663,Marshy/Septic/Sulphurous,Sulphurous,high
61663,Minty,Sweet,high
61663,Nature,Sulphurous,high
61663,Non-citrusfruity,Cherry,high
61663,Non-citrusfruity,Sweet,high
61663,Nutty,Almond,high
61663,Popcorn,Almond,high
61663,Popcorn,Woody,high
61663,Sickening,Sulphurous,high
61663,Sulphur/Cabbage/Garlic,Sulphurous,high
61663,Sweet,Sweet,high
61663,Terpenes/Pine/Lemon,Sweet,high
61663,Woody,Woody,high
61664,Alliaceous,Onion,high
61664,Bakery,Buttery,high
61664,Balsamic,Balsamic,high
61664,Caramel,Buttery,high
61664,Chemical/Hydrocarbon,Sulphurous,high
61664,Dairy,Buttery,high
61664,Earthy/Musty/Moldy,Earthy/ Musty,high
61664,Earthy/Musty/Moldy,Musty,high
61664,Earthy/Musty/Moldy,Musty/Moldy,high
61664,Fragrant/Fruity,Fruity,high
61664,Fruity,Berry,high
61664,Lemon,Fruity,high
61664,Marshy/Septic/Sulphurous,Onion,high
61664,Marshy/Septic/Sulphurous,Sulphurous,high
61664,Nature,Fruity,high
61664,Nature,Sulphurous,high
61664,Popcorn,Musty,high
61664,Sharp/Pungent,Musty,high
61664,Sickening,Onion,high
61664,Sickening,Sulphurous,high
61664,Sulphur/Cabbage/Garlic,Cabbage,high
61664,Sulphur/Cabbage/Garlic,Sulphurous,high
61664,Sweet,Fruity,high
61664,Vegetables,Cabbage,high
61664,Vegetables,Onion,high
61664,Woody/Resinous,Musty,high
61665,Aromatic,Herbal,medium
61665,Buildingmaterials&construction,Dusty,medium
61665,Earthy,Dusty,medium
61665,Floral,Floral,medium
61665,Floral,Rose,medium
61665,Food,Spices,medium
61665,Fragrant,Floral,medium
61665,Fragrant,Herbal,medium
61665,Fragrant,Rose,medium
61665,Fragrant/Fruity,Green,medium
61665,Fresh,Fresh,medium
61665,Green,Green,medium
61665,Herbaceous,Herbal,medium
61665,Lemon,Cool,medium
61665,Medicinal/Phenolic,Phenolic,medium
61665,Minty,Cool,medium
61665,Minty,Spices,medium
61665,Nature,Floral,medium
61665,Pungent,Cool,medium
61665,Spices,Spices,medium
61665,Sweet,Minty,medium
61665,Terpenes/Pine/Lemon,Minty,medium
61665,Terpenes/Pine/Lemon,Terpenic,medium
61665,Vegetation,Herbal,medium
61665,Woody,Phenolic,medium
61665,Woody/Resinous,Herbal,medium
61665,Woody/Resinous,Spices,medium
61670,Bakery,Roasted,high
61670,Bakery,Toasty,high
61670,Burnt,Burnt,high
61670,Dryfruit,Hazelnut,high
61670,Earthy/Musty/Moldy,Earthy/ Musty,high
61670,Earthy/Musty/Moldy,Musty,high
61670,Earthy/Musty/Moldy,Musty/Moldy,high
61670,Nutty,Hazelnut,high
61670,Nutty,Nutty,high
61670,Popcorn,Burnt,high
61670,Popcorn,Corn,high
61670,Popcorn,Musty,high
61670,Popcorn,Nutty,high
61670,Restaurant,Coffee,high
61670,Sharp/Pungent,Musty,high
61670,Sickening,Burnt,high
61670,Sulphur/Cabbage/Garlic,Corn,high
61670,Vegetables,Potato,high
61670,Woody,Coffee,high
61670,Woody/Resinous,Musty,high
61696,Aromatic,Herbal,medium
61696,Balsamic,Balsamic,medium
61696,Citrus,Citrus,medium
61696,Fragrant,Herbal,medium
61696,Fragrant,Sweet,medium
61696,Fragrant/Fruity,Citrus,medium
61696,Fresh,Fresh,medium
61696,Fruity,Citrus,medium
61696,Herbaceous,Herbal,medium
61696,Lemon,Citrus,medium
61696,Lemon,Sweet,medium
61696,Minty,Sweet,medium
61696,Non-citrusfruity,Sweet,medium
61696,Plants,Fir needle,medium
61696,Sweet,Sweet,medium
61696,Terpenes/Pine/Lemon,Pine,medium
61696,Terpenes/Pine/Lemon,Sweet,medium
61696,Vegetation,Herbal,medium
61696,Woody,Pine,medium
61696,Woody/Resinous,Herbal,medium
61700,Bakery,Roasted,high
61700,Earthy,Earthy,high
61700,Earthy/Musty/Moldy,Earthy,high
61700,Earthy/Musty/Moldy,Earthy/ Musty,high
61700,Fragrant/Fruity,Green,high
61700,Green,Green,high
61700,Microbiological,Sweaty,high
61700,Nutty,Nutty,high
61700,Popcorn,Earthy,high
61700,Popcorn,Nutty,high
61700,Rancid/Putrid,Sweaty,high
61700,Restaurant,Coffee,high
61700,Sharp/Pungent,Earthy,high
61700,Sharp/Pungent,Sweaty,high
61700,Woody,Coffee,high
61700,Woody/Resinous,Earthy,high
61715,Aromatic,Aromatic,high
61715,Fragrant,Aromatic,high
61715,Minty,Aromatic,high
61715,Non-citrusfruity,Aromatic,high
61715,Woody/Resinous,Aromatic,high
61738,Chemical/Hydrocarbon,Ketonic,medium
61738,Dryfruit,Apricot,medium
61738,Fragrant,Sweet,medium
61738,Fragrant/Fruity,Fruity,medium
61738,Fragrant/Fruity,Green,medium
61738,Fruity,Apricot,medium
61738,Fruity,Peach,medium
61738,Green,Green,medium
61738,Lemon,Fruity,medium
61738,Lemon,Sweet,medium
61738,Minty,Sweet,medium
61738,Nature,Fruity,medium
61738,Non-citrusfruity,Sweet,medium
61738,Sweet,Fruity,medium
61738,Sweet,Sweet,medium
61738,Terpenes/Pine/Lemon,Sweet,medium
61743,Dairy,Cheese,medium
61743,Dairy,Creamy,medium
61743,Fragrant/Fruity,Fruity,medium
61743,Fragrant/Fruity,Green,medium
61743,Fragrant/Fruity,Soapy,medium
61743,Green,Green,medium
61743,Lemon,Fruity,medium
61743,Nature,Fruity,medium
61743,Popcorn,Fatty,medium
61743,Sweet,Fruity,medium
61743,Waxy,Waxy,medium
61745,Odorless,,
61746,Citrus,Orange,medium
61746,Floral,Floral,medium
61746,Floral,Lily,medium
61746,Floral,Orange Blossom,medium
61746,Fragrant,Floral,medium
61746,Fragrant,Orange,medium
61746,Fragrant/Fruity,Fruity,medium
61746,Lemon,Fruity,medium
61746,Nature,Floral,medium
61746,Nature,Fruity,medium
61746,Plants,Neroli,medium
61746,Sweet,Fruity,medium
61771,Buildingmaterials&construction,Woody,medium
61771,Earthy/Musty/Moldy,Earthy/ Musty,medium
61771,Earthy/Musty/Moldy,Musty,medium
61771,Earthy/Musty/Moldy,Musty/Moldy,medium
61771,Food,Spices,medium
61771,Fragrant/Fruity,Green,medium
61771,Fresh,Fresh,medium
61771,Grassy/Woody,Woody,medium
61771,Green,Green,medium
61771,Lemon,Cool,medium
61771,Minty,Camphor,medium
61771,Minty,Cool,medium
61771,Minty,Menthol,medium
61771,Minty,Peppermint,medium
61771,Minty,Spices,medium
61771,Popcorn,Musty,medium
61771,Popcorn,Woody,medium
61771,Pungent,Cool,medium
61771,Sharp/Pungent,Musty,medium
61771,Spices,Spices,medium
61771,Sweet,Minty,medium
61771,Sweet,Vanilla,medium
61771,Terpenes/Pine/Lemon,Minty,medium
61771,Woody,Vanilla,medium
61771,Woody,Woody,medium
61771,Woody/Resinous,Musty,medium
61771,Woody/Resinous,Spices,medium
61780,Buildingmaterials&construction,Woody,medium
61780,Fragrant/Fruity,Fruity,medium
61780,Fruity,Berry,medium
61780,Fruity,Raspberry,medium
61780,Grassy/Woody,Woody,medium
61780,Lemon,Fruity,medium
61780,Nature,Fruity,medium
61780,Popcorn,Woody,medium
61780,Sweet,Fruity,medium
61780,Woody,Woody,medium
61781,Fragrant,Sweet,medium
61781,Fragrant/Fruity,Fruity,medium
61781,Lemon,Fruity,medium
61781,Lemon,Sweet,medium
61781,Minty,Sweet,medium
61781,Nature,Fruity,medium
61781,Non-citrusfruity,Sweet,medium
61781,Sweet,Fruity,medium
61781,Sweet,Minty,medium
61781,Sweet,Sweet,medium
61781,Terpenes/Pine/Lemon,Minty,medium
61781,Terpenes/Pine/Lemon,Sweet,medium
61797,Odorless,,
61808,Alliaceous,Alliaceous,high
61808,Chemical/Hydrocarbon,Sulphurous,high
61808,Earthy,Earthy,high
61808,Earthy/Musty/Moldy,Earthy,high
61808,Earthy/Musty/Moldy,Earthy/ Musty,high
61808,Earthy/Musty/Moldy,Musty,high
61808,Earthy/Musty/Moldy,Musty/Moldy,high
61808,Food,Meaty,high
61808,Food,Vegetable,high
61808,Fragrant/Fruity,Fruity,high
61808,Fragrant/Fruity,Green,high
61808,Fruity,Peach,high
61808,Fruity,Tropical,high
61808,Green,Green,high
61808,Lemon,Fruity,high
61808,Marshy/Septic/Sulphurous,Sulphurous,high
61808,Nature,Fruity,high
61808,Nature,Sulphurous,high
61808,Non-vegetarian,Meaty,high
61808,Nutty,Nutty,high
61808,Popcorn,Earthy,high
61808,Popcorn,Musty,high
61808,Popcorn,Nutty,high
61808,Restaurant,Coffee,high
61808,Sharp/Pungent,Earthy,high
61808,Sharp/Pungent,Musty,high
61808,Sickening,Sulphurous,high
61808,Sulphur/Cabbage/Garlic,Sulphurous,high
61808,Sweet,Fruity,high
61808,Vegetation,Root,high
61808,Woody,Coffee,high
61808,Woody/Resinous,Earthy,high
61808,Woody/Resinous,Musty,high
61809,Alliaceous,Onion,high
61809,Bakery,Roasted,high
61809,Burnt,Burnt,high
61809,Earthy/Musty/Moldy,Earthy/ Musty,high
61809,Earthy/Musty/Moldy,Musty,high
61809,Earthy/Musty/Moldy,Musty/Moldy,high
61809,Food,Meaty,high
61809,Food,Vegetable,high
61809,Fragrant,Sweet,high
61809,Fragrant/Fruity,Green,high
61809,Green,Green,high
61809,Lemon,Sweet,high
61809,Marshy/Septic/Sulphurous,Onion,high
61809,Medicinal/Phenolic,Phenolic,high
61809,Minty,Sweet,high
61809,Non-citrusfruity,Sweet,high
61809,Non-vegetarian,Brothy,high
61809,Non-vegetarian,Meaty,high
61809,Nutty,Nutty,high
61809,Popcorn,Burnt,high
61809,Popcorn,Musty,high
61809,Popcorn,Nutty,high
61809,Restaurant,Coffee,high
61809,Sharp/Pungent,Musty,high
61809,Sickening,Burnt,high
61809,Sickening,Onion,high
61809,Sweet,Sweet,high
61809,Terpenes/Pine/Lemon,Sweet,high
61809,Vegetables,Onion,high
61809,Woody,Coffee,high
61809,Woody,Phenolic,high
61809,Woody/Resinous,Musty,high
61812,Caramel,Chocolate,medium
61812,Chocolate,Chocolate,medium
61812,Chocolate,Cocoa,medium
61812,Food,Cocoa,medium
61812,Fragrant,Sweet,medium
61812,Fragrant/Fruity,Fruity,medium
61812,Fragrant/Fruity,Green,medium
61812,Fruity,Apple,medium
61812,Fruity,Pineapple,medium
61812,Green,Green,medium
61812,Lemon,Fruity,medium
61812,Lemon,Sweet,medium
61812,Minty,Sweet,medium
61812,Nature,Fruity,medium
61812,Non-citrusfruity,Pineapple,medium
61812,Non-citrusfruity,Sweet,medium
61812,Sweet,Chocolate,medium
61812,Sweet,Fruity,medium
61812,Sweet,Sweet,medium
61812,Terpenes/Pine/Lemon,Sweet,medium
61814,Chemical/Hydrocarbon,Sweet Organic Chemical,medium
61814,Dryfruit,Almond,medium
61814,Food,Spices,medium
61814,Fragrant,Sweet,medium
61814,Fruity,Cherry,medium
61814,Fuel/GasStation/Solvent,Moth Balls,medium
61814,Lemon,Sweet,medium
61814,Minty,Spices,medium
61814,Minty,Sweet,medium
61814,Non-citrusfruity,Cherry,medium
61814,Non-citrusfruity,Sweet,medium
61814,Nutty,Almond,medium
61814,Popcorn,Almond,medium
61814,Softfloral,Powdery,medium
61814,Solvent/Hydrocarbon,Chemical,medium
61814,Solvent/Hydrocarbon,Moth Balls,medium
61814,Spices,Spices,medium
61814,Sweet,Sweet,medium
61814,Sweet,Sweet Organic Chemical,medium
61814,Sweet,Vanilla,medium
61814,Terpenes/Pine/Lemon,Sweet,medium
61814,Woody,Vanilla,medium
61814,Woody/Resinous,Spices,medium
61829,Alliaceous,Garlic,high
61829,Bakery,Roasted,high
61829,Burnt,Burnt,high
61829,Chemical/Hydrocarbon,Sulphurous,high
61829,Food,Meaty,high
61829,Marshy/Septic/Sulphurous,Sulphurous,high
61829,Nature,Sulphurous,high
61829,Non-vegetarian,Meaty,high
61829,Popcorn,Burnt,high
61829,Sickening,Burnt,high
61829,Sickening,Garlic,high
61829,Sickening,Sulphurous,high
61829,Sulphur/Cabbage/Garlic,Garlic,high
61829,Sulphur/Cabbage/Garlic,Sulphurous,high
61829,Vegetables,Garlic,high
61834,Bakery,Buttery,medium
61834,Caramel,Buttery,medium
61834,Chemical/Hydrocarbon,Lactonic,medium
61834,Dairy,Buttery,medium
61834,Dairy,Creamy,medium
61834,Dairy,Dairy,medium
61834,Microbiological,Lactonic,medium
61834,Popcorn,Fatty,medium
61834,Waxy,Waxy,medium
61835,Dairy,Milky,medium
61835,Dryfruit,Apricot,medium
61835,Fragrant,Sweet,medium
61835,Fragrant/Fruity,Fruity,medium
61835,Fruity,Apricot,medium
61835,Fruity,Peach,medium
61835,Lemon,Fruity,medium
61835,Lemon,Sweet,medium
61835,Minty,Sweet,medium
61835,Nature,Fruity,medium
61835,Non-citrusfruity,Sweet,medium
61835,Popcorn,Fatty,medium
61835,Sweet,Fruity,medium
61835,Sweet,Sweet,medium
61835,Terpenes/Pine/Lemon,Sweet,medium
61835,Vegetables,Celery,medium
61840,Food,Meaty,high
61840,Hircine,Goat,high
61840,Non-vegetarian,Lamb,high
61840,Non-vegetarian,Meaty,high
61840,Non-vegetarian,Mutton,high
61840,Popcorn,Fatty,high
61845,Ambrosial,Musk,high
61845,Ammonia,Fishy,high
61845,Chemical/Hydrocarbon,Sulphurous,high
61845,Fishy/Ammonia,Fishy,high
61845,Fishy/Rancid,Fishy,high
61845,Food,Fishy,high
61845,Food,Vegetable,high
61845,Fragrant/Fruity,Green,high
61845,Green,Green,high
61845,Marshy/Septic/Sulphurous,Sulphurous,high
61845,Nature,Sulphurous,high
61845,Plants,Buchu,high
61845,Sickening,Sulphurous,high
61845,Sulphur/Cabbage/Garlic,Cabbage,high
61845,Sulphur/Cabbage/Garlic,Sulphurous,high
61845,Vegetables,Cabbage,high
61845,Vegetables,Potato,high
61875,Chemical/Hydrocarbon,Aldehydic,high
61875,Citrus,Citrus,high
61875,Citrus,Orange,high
61875,Fragrant,Orange,high
61875,Fragrant/Fruity,Citrus,high
61875,Fruity,Citrus,high
61875,Lemon,Citrus,high
61875,Popcorn,Fatty,high
61896,Food,Vegetable,medium
61896,Fragrant,Sweet,medium
61896,Fruity,Melon,medium
61896,Lemon,Sweet,medium
61896,Minty,Sweet,medium
61896,Non-citrusfruity,Sweet,medium
61896,Popcorn,Fatty,medium
61896,Sweet,Sweet,medium
61896,Terpenes/Pine/Lemon,Sweet,medium
61896,Vegetables,Cucumber,medium
61914,Beverage,Winey,medium
61914,Fragrant/Fruity,Fruity,medium
61914,Fruity,Apple,medium
61914,Fruity,Pineapple,medium
61914,Lemon,Fruity,medium
61914,Nature,Fruity,medium
61914,Non-citrusfruity,Pineapple,medium
61914,Sweet,Fruity,medium
61917,Chemical/Hydrocarbon,Ether,medium
61917,Fragrant/Fruity,Green,medium
61917,Green,Green,medium
61918,Earthy,Earthy,high
61918,Earthy/Musty/Moldy,Earthy,high
61918,Earthy/Musty/Moldy,Earthy/ Musty,high
61918,Earthy/Musty/Moldy,Earthy/ Potato Bin,high
61918,Food,Meaty,high
61918,Fragrant/Fruity,Green,high
61918,Green,Green,high
61918,Non-fooditems,Oily,high
61918,Non-vegetarian,Meaty,high
61918,Nutty,Nutty,high
61918,Popcorn,Corn,high
61918,Popcorn,Earthy,high
61918,Popcorn,Nutty,high
61918,Popcorn,Oily,high
61918,Sharp/Pungent,Earthy,high
61918,Sulphur/Cabbage/Garlic,Corn,high
61918,Vegetables,Potato,high
61918,Woody/Resinous,Earthy,high
61922,Buildingmaterials&construction,Metallic,high
61922,Chemical/Hydrocarbon,Sulphurous,high
61922,Dairy,Cheese,high
61922,Earthy,Earthy,high
61922,Earthy/Musty/Moldy,Earthy,high
61922,Earthy/Musty/Moldy,Earthy/ Musty,high
61922,Earthy/Musty/Moldy,Earthy/ Potato Bin,high
61922,Food,Vegetable,high
61922,Fragrant,Sweet,high
61922,Lemon,Sweet,high
61922,Marshy/Septic/Sulphurous,Sulphurous,high
61922,Metallic,Metallic,high
61922,Minty,Sweet,high
61922,Nature,Sulphurous,high
61922,Non-citrusfruity,Sweet,high
61922,NoseFeel,Metallic,high
61922,Popcorn,Earthy,high
61922,Popcorn,Fatty,high
61922,Sharp/Pungent,Earthy,high
61922,Sickening,Sulphurous,high
61922,Sulphur/Cabbage/Garlic,Sulphurous,high
61922,Sweet,Sweet,high
61922,Terpenes/Pine/Lemon,Sweet,high
61922,Vegetables,Potato,high
61922,Vegetables,Tomato,high
61922,Woody/Resinous,Earthy,high
61926,Alliaceous,Alliaceous,high
61926,Alliaceous,Garlic,high
61926,Alliaceous,Onion,high
61926,Chemical/Hydrocarbon,Sulphurous,high
61926,Dairy,Creamy,high
61926,Marshy/Septic/Sulphurous,Onion,high
61926,Marshy/Septic/Sulphurous,Sulphurous,high
61926,Nature,Sulphurous,high
61926,Sickening,Garlic,high
61926,Sickening,Onion,high
61926,Sickening,Sulphurous,high
61926,Sulphur/Cabbage/Garlic,Garlic,high
61926,Sulphur/Cabbage/Garlic,Sulphurous,high
61926,Vegetables,Garlic,high
61926,Vegetables,Onion,high
61935,Bakery,Toasty,medium
61935,Fragrant/Fruity,Fruity,medium
61935,Lemon,Fruity,medium
61935,Nature,Fruity,medium
61935,Plants,Tonka,medium
61935,Sweet,Fruity,medium
61936,Alliaceous,Onion,high
61936,Chemical/Hydrocarbon,Sulphurous,high
61936,Marshy/Septic/Sulphurous,Onion,high
61936,Marshy/Septic/Sulphurous,Sulphurous,high
61936,Nature,Sulphurous,high
61936,Sickening,Onion,high
61936,Sickening,Sulphurous,high
61936,Sulphur/Cabbage/Garlic,Sulphurous,high
61936,Vegetables,Onion,high
61942,Aromatic,Herbal,medium
61942,Fragrant,Herbal,medium
61942,Herbaceous,Herbal,medium
61942,Sweet,Minty,medium
61942,Terpenes/Pine/Lemon,Minty,medium
61942,Vegetation,Herbal,medium
