"","Participant","Group","Ranking","OdorName","Subsistence"
"1862",9,"Mah Meri",5,"Diethyl disulfide","Farmer"
"1863",7,"Semaq Beri",8,"Diethyl disulfide","Hunter-gatherer"
"1864",24,"Cha'palaa",6,"Diethyl disulfide","Farmer"
"1865",13,"Mah Meri",6,"Diethyl disulfide","Farmer"
"1866",10,"Semelai",4,"Diethyl disulfide","Farmer"
"1867",10,"Mexican",7,"Diethyl disulfide","Urban"
"1868",19,"Seri",5,"Diethyl disulfide","Hunter-gatherer"
"1869",10,"Semaq Beri",3,"Diethyl disulfide","Hunter-gatherer"
"1870",4,"Maniq",3,"Diethyl disulfide","Hunter-gatherer"
"1871",6,"Imbabura Quechua",5,"Diethyl disulfide","Farmer"
"1872",13,"Maniq",9,"Diethyl disulfide","Hunter-gatherer"
"1873",10,"Mah Meri",6,"Diethyl disulfide","Farmer"
"1874",5,"Thai",5,"Diethyl disulfide","Urban"
"1875",9,"Thai",9,"Diethyl disulfide","Urban"
"1876",9,"Maniq",4,"Diethyl disulfide","Hunter-gatherer"
"1877",22,"Semelai",2,"Diethyl disulfide","Farmer"
"1878",5,"Seri",8,"Diethyl disulfide","Hunter-gatherer"
"1879",12,"Semelai",6,"Diethyl disulfide","Farmer"
"1880",22,"Semaq Beri",5,"Diethyl disulfide","Hunter-gatherer"
"1881",9,"Semaq Beri",4,"Diethyl disulfide","Hunter-gatherer"
"1882",14,"Cha'palaa",9,"Diethyl disulfide","Farmer"
"1883",5,"Mah Meri",6,"Diethyl disulfide","Farmer"
"1884",20,"Thai",10,"Diethyl disulfide","Urban"
"1885",22,"Mexican",8,"Diethyl disulfide","Urban"
"1886",24,"Imbabura Quechua",4,"Diethyl disulfide","Farmer"
"1887",15,"Imbabura Quechua",6,"Diethyl disulfide","Farmer"
"1888",15,"Semaq Beri",2,"Diethyl disulfide","Hunter-gatherer"
"1889",25,"Mexican",9,"Diethyl disulfide","Urban"
"1890",25,"Mah Meri",6,"Diethyl disulfide","Farmer"
"1891",5,"Imbabura Quechua",3,"Diethyl disulfide","Farmer"
"1892",26,"Thai",8,"Diethyl disulfide","Urban"
"1893",29,"Mexican",9,"Diethyl disulfide","Urban"
"1894",15,"Semelai",8,"Diethyl disulfide","Farmer"
"1895",9,"Seri",10,"Diethyl disulfide","Hunter-gatherer"
"1896",16,"Mexican",6,"Diethyl disulfide","Urban"
"1897",13,"Cha'palaa",6,"Diethyl disulfide","Farmer"
"1898",34,"Mexican",9,"Diethyl disulfide","Urban"
"1899",12,"Seri",8,"Diethyl disulfide","Hunter-gatherer"
"1900",7,"Maniq",3,"Diethyl disulfide","Hunter-gatherer"
"1901",4,"Mah Meri",3,"Diethyl disulfide","Farmer"
"1902",14,"Seri",7,"Diethyl disulfide","Hunter-gatherer"
"1903",8,"Semaq Beri",8,"Diethyl disulfide","Hunter-gatherer"
"1904",23,"Thai",7,"Diethyl disulfide","Urban"
"1905",5,"Semelai",1,"Diethyl disulfide","Farmer"
"1906",24,"Mah Meri",4,"Diethyl disulfide","Farmer"
"1907",22,"Seri",10,"Diethyl disulfide","Hunter-gatherer"
"1908",23,"Mexican",2,"Diethyl disulfide","Urban"
"1909",3,"Mexican",7,"Diethyl disulfide","Urban"
"1910",23,"Imbabura Quechua",4,"Diethyl disulfide","Farmer"
"1911",10,"Maniq",7,"Diethyl disulfide","Hunter-gatherer"
"1912",19,"Semaq Beri",9,"Diethyl disulfide","Hunter-gatherer"
"1913",13,"Seri",7,"Diethyl disulfide","Hunter-gatherer"
"1914",9,"Mexican",6,"Diethyl disulfide","Urban"
"1915",24,"Mexican",10,"Diethyl disulfide","Urban"
"1916",7,"Semelai",6,"Diethyl disulfide","Farmer"
"1917",2,"Mah Meri",10,"Diethyl disulfide","Farmer"
"1918",10,"Cha'palaa",9,"Diethyl disulfide","Farmer"
"1919",28,"Mexican",10,"Diethyl disulfide","Urban"
"1920",1,"Mexican",8,"Diethyl disulfide","Urban"
"1921",6,"Seri",8,"Diethyl disulfide","Hunter-gatherer"
"1922",11,"Semaq Beri",7,"Diethyl disulfide","Hunter-gatherer"
"1923",24,"Semaq Beri",5,"Diethyl disulfide","Hunter-gatherer"
"1924",1,"Imbabura Quechua",9,"Diethyl disulfide","Farmer"
"1925",9,"Imbabura Quechua",4,"Diethyl disulfide","Farmer"
"1926",1,"Semaq Beri",4,"Diethyl disulfide","Hunter-gatherer"
"1927",18,"Cha'palaa",9,"Diethyl disulfide","Farmer"
"1928",16,"Imbabura Quechua",7,"Diethyl disulfide","Farmer"
"1929",20,"Cha'palaa",9,"Diethyl disulfide","Farmer"
"1930",6,"Cha'palaa",8,"Diethyl disulfide","Farmer"
"1931",3,"Imbabura Quechua",6,"Diethyl disulfide","Farmer"
"1932",8,"Imbabura Quechua",9,"Diethyl disulfide","Farmer"
"1933",18,"Thai",2,"Diethyl disulfide","Urban"
"1934",13,"Semaq Beri",9,"Diethyl disulfide","Hunter-gatherer"
"1935",25,"Semaq Beri",7,"Diethyl disulfide","Hunter-gatherer"
"1936",21,"Seri",8,"Diethyl disulfide","Hunter-gatherer"
"1937",17,"Thai",10,"Diethyl disulfide","Urban"
"1938",14,"Semaq Beri",6,"Diethyl disulfide","Hunter-gatherer"
"1939",8,"Mah Meri",7,"Diethyl disulfide","Farmer"
"1940",3,"Semaq Beri",5,"Diethyl disulfide","Hunter-gatherer"
"1941",21,"Semelai",8,"Diethyl disulfide","Farmer"
"1942",8,"Thai",9,"Diethyl disulfide","Urban"
"1943",8,"Semelai",7,"Diethyl disulfide","Farmer"
"1944",11,"Maniq",5,"Diethyl disulfide","Hunter-gatherer"
"1945",11,"Thai",9,"Diethyl disulfide","Urban"
"1946",12,"Thai",9,"Diethyl disulfide","Urban"
"1947",3,"Maniq",7,"Diethyl disulfide","Hunter-gatherer"
"1948",3,"Semelai",9,"Diethyl disulfide","Farmer"
"1949",23,"Semaq Beri",3,"Diethyl disulfide","Hunter-gatherer"
"1950",8,"Seri",3,"Diethyl disulfide","Hunter-gatherer"
"1951",25,"Cha'palaa",5,"Diethyl disulfide","Farmer"
"1952",20,"Mah Meri",7,"Diethyl disulfide","Farmer"
"1953",33,"Mexican",8,"Diethyl disulfide","Urban"
"1954",6,"Maniq",4,"Diethyl disulfide","Hunter-gatherer"
"1955",8,"Maniq",4,"Diethyl disulfide","Hunter-gatherer"
"1956",23,"Mah Meri",6,"Diethyl disulfide","Farmer"
"1957",19,"Semelai",4,"Diethyl disulfide","Farmer"
"1958",20,"Semelai",4,"Diethyl disulfide","Farmer"
"1959",2,"Cha'palaa",3,"Diethyl disulfide","Farmer"
"1960",2,"Seri",5,"Diethyl disulfide","Hunter-gatherer"
"1961",13,"Semelai",8,"Diethyl disulfide","Farmer"
"1962",22,"Imbabura Quechua",8,"Diethyl disulfide","Farmer"
"1963",2,"Thai",10,"Diethyl disulfide","Urban"
"1964",4,"Semelai",8,"Diethyl disulfide","Farmer"
"1965",4,"Semaq Beri",9,"Diethyl disulfide","Hunter-gatherer"
"1966",6,"Mexican",8,"Diethyl disulfide","Urban"
"1967",21,"Mexican",9,"Diethyl disulfide","Urban"
"1968",7,"Imbabura Quechua",1,"Diethyl disulfide","Farmer"
"1969",22,"Mah Meri",5,"Diethyl disulfide","Farmer"
"1970",4,"Seri",10,"Diethyl disulfide","Hunter-gatherer"
"1971",15,"Cha'palaa",3,"Diethyl disulfide","Farmer"
"1972",14,"Maniq",6,"Diethyl disulfide","Hunter-gatherer"
"1973",25,"Thai",8,"Diethyl disulfide","Urban"
"1974",1,"Mah Meri",8,"Diethyl disulfide","Farmer"
"1975",13,"Thai",10,"Diethyl disulfide","Urban"
"1976",18,"Mah Meri",10,"Diethyl disulfide","Farmer"
"1977",16,"Semaq Beri",9,"Diethyl disulfide","Hunter-gatherer"
"1978",19,"Mah Meri",7,"Diethyl disulfide","Farmer"
"1979",21,"Imbabura Quechua",4,"Diethyl disulfide","Farmer"
"1980",19,"Thai",10,"Diethyl disulfide","Urban"
"1981",17,"Semaq Beri",6,"Diethyl disulfide","Hunter-gatherer"
"1982",7,"Thai",9,"Diethyl disulfide","Urban"
"1983",11,"Mexican",10,"Diethyl disulfide","Urban"
"1984",4,"Imbabura Quechua",8,"Diethyl disulfide","Farmer"
"1985",13,"Imbabura Quechua",3,"Diethyl disulfide","Farmer"
"1986",22,"Thai",7,"Diethyl disulfide","Urban"
"1987",9,"Semelai",6,"Diethyl disulfide","Farmer"
"1988",25,"Semelai",5,"Diethyl disulfide","Farmer"
"1989",15,"Thai",9,"Diethyl disulfide","Urban"
"1990",16,"Thai",9,"Diethyl disulfide","Urban"
"1991",3,"Mah Meri",5,"Diethyl disulfide","Farmer"
"1992",32,"Mexican",8,"Diethyl disulfide","Urban"
"1993",7,"Mah Meri",8,"Diethyl disulfide","Farmer"
"1994",2,"Imbabura Quechua",10,"Diethyl disulfide","Farmer"
"1995",12,"Maniq",9,"Diethyl disulfide","Hunter-gatherer"
"1996",21,"Semaq Beri",8,"Diethyl disulfide","Hunter-gatherer"
"1997",21,"Cha'palaa",10,"Diethyl disulfide","Farmer"
"1998",3,"Seri",8,"Diethyl disulfide","Hunter-gatherer"
"1999",24,"Semelai",7,"Diethyl disulfide","Farmer"
"2000",16,"Mah Meri",10,"Diethyl disulfide","Farmer"
"2001",2,"Mexican",10,"Diethyl disulfide","Urban"
"2002",20,"Seri",9,"Diethyl disulfide","Hunter-gatherer"
"2003",1,"Thai",10,"Diethyl disulfide","Urban"
"2004",5,"Maniq",6,"Diethyl disulfide","Hunter-gatherer"
"2005",25,"Seri",9,"Diethyl disulfide","Hunter-gatherer"
"2006",1,"Cha'palaa",8,"Diethyl disulfide","Farmer"
"2007",6,"Semelai",8,"Diethyl disulfide","Farmer"
"2008",10,"Seri",7,"Diethyl disulfide","Hunter-gatherer"
"2009",12,"Mah Meri",10,"Diethyl disulfide","Farmer"
"2010",15,"Seri",8,"Diethyl disulfide","Hunter-gatherer"
"2011",10,"Thai",10,"Diethyl disulfide","Urban"
"2012",7,"Cha'palaa",8,"Diethyl disulfide","Farmer"
"2013",20,"Imbabura Quechua",9,"Diethyl disulfide","Farmer"
"2014",16,"Maniq",8,"Diethyl disulfide","Hunter-gatherer"
"2015",23,"Semelai",5,"Diethyl disulfide","Farmer"
"2016",17,"Semelai",10,"Diethyl disulfide","Farmer"
"2017",24,"Seri",10,"Diethyl disulfide","Hunter-gatherer"
"2018",4,"Mexican",7,"Diethyl disulfide","Urban"
"2019",3,"Cha'palaa",10,"Diethyl disulfide","Farmer"
"2020",14,"Imbabura Quechua",10,"Diethyl disulfide","Farmer"
"2021",18,"Semelai",6,"Diethyl disulfide","Farmer"
"2022",11,"Seri",7,"Diethyl disulfide","Hunter-gatherer"
"2023",21,"Thai",10,"Diethyl disulfide","Urban"
"2024",17,"Seri",10,"Diethyl disulfide","Hunter-gatherer"
"2025",20,"Semaq Beri",6,"Diethyl disulfide","Hunter-gatherer"
"2026",12,"Mexican",9,"Diethyl disulfide","Urban"
"2027",27,"Mexican",9,"Diethyl disulfide","Urban"
"2028",24,"Thai",8,"Diethyl disulfide","Urban"
"2029",26,"Mexican",9,"Diethyl disulfide","Urban"
"2030",14,"Thai",9,"Diethyl disulfide","Urban"
"2031",25,"Imbabura Quechua",9,"Diethyl disulfide","Farmer"
"2032",20,"Mexican",10,"Diethyl disulfide","Urban"
"2033",7,"Mexican",10,"Diethyl disulfide","Urban"
"2034",10,"Imbabura Quechua",7,"Diethyl disulfide","Farmer"
"2035",17,"Cha'palaa",9,"Diethyl disulfide","Farmer"
"2036",16,"Cha'palaa",7,"Diethyl disulfide","Farmer"
"2037",1,"Seri",8,"Diethyl disulfide","Hunter-gatherer"
"2038",6,"Semaq Beri",4,"Diethyl disulfide","Hunter-gatherer"
"2039",18,"Seri",10,"Diethyl disulfide","Hunter-gatherer"
"2040",18,"Imbabura Quechua",8,"Diethyl disulfide","Farmer"
"2041",1,"Maniq",8,"Diethyl disulfide","Hunter-gatherer"
"2042",5,"Cha'palaa",8,"Diethyl disulfide","Farmer"
"2043",18,"Mexican",8,"Diethyl disulfide","Urban"
"2044",2,"Semaq Beri",10,"Diethyl disulfide","Hunter-gatherer"
"2045",23,"Seri",9,"Diethyl disulfide","Hunter-gatherer"
"2046",19,"Mexican",10,"Diethyl disulfide","Urban"
"2047",18,"Semaq Beri",6,"Diethyl disulfide","Hunter-gatherer"
"2048",35,"Mexican",10,"Diethyl disulfide","Urban"
"2049",11,"Mah Meri",10,"Diethyl disulfide","Farmer"
"2050",9,"Cha'palaa",7,"Diethyl disulfide","Farmer"
"2051",6,"Thai",3,"Diethyl disulfide","Urban"
"2052",13,"Mexican",5,"Diethyl disulfide","Urban"
"2053",2,"Thai",9,"Isovaleric acid","Urban"
"2054",4,"Maniq",6,"Isovaleric acid","Hunter-gatherer"
"2055",6,"Thai",9,"Isovaleric acid","Urban"
"2056",13,"Imbabura Quechua",9,"Isovaleric acid","Farmer"
"2057",22,"Imbabura Quechua",5,"Isovaleric acid","Farmer"
"2058",1,"Semaq Beri",8,"Isovaleric acid","Hunter-gatherer"
"2059",14,"Semaq Beri",7,"Isovaleric acid","Hunter-gatherer"
"2060",2,"Semaq Beri",4,"Isovaleric acid","Hunter-gatherer"
"2061",13,"Thai",8,"Isovaleric acid","Urban"
"2062",9,"Maniq",5,"Isovaleric acid","Hunter-gatherer"
"2063",2,"Cha'palaa",6,"Isovaleric acid","Farmer"
"2064",10,"Semaq Beri",9,"Isovaleric acid","Hunter-gatherer"
"2065",8,"Semaq Beri",6,"Isovaleric acid","Hunter-gatherer"
"2066",9,"Cha'palaa",6,"Isovaleric acid","Farmer"
"2067",6,"Cha'palaa",7,"Isovaleric acid","Farmer"
"2068",6,"Maniq",8,"Isovaleric acid","Hunter-gatherer"
"2069",23,"Cha'palaa",6,"Isovaleric acid","Farmer"
"2070",19,"Mexican",9,"Isovaleric acid","Urban"
"2071",21,"Imbabura Quechua",8,"Isovaleric acid","Farmer"
"2072",5,"Thai",8,"Isovaleric acid","Urban"
"2073",6,"Semelai",6,"Isovaleric acid","Farmer"
"2074",10,"Mah Meri",8,"Isovaleric acid","Farmer"
"2075",23,"Mexican",10,"Isovaleric acid","Urban"
"2076",16,"Imbabura Quechua",8,"Isovaleric acid","Farmer"
"2077",7,"Semaq Beri",7,"Isovaleric acid","Hunter-gatherer"
"2078",26,"Mexican",10,"Isovaleric acid","Urban"
"2079",14,"Mexican",10,"Isovaleric acid","Urban"
"2080",16,"Maniq",5,"Isovaleric acid","Hunter-gatherer"
"2081",26,"Thai",7,"Isovaleric acid","Urban"
"2082",2,"Mexican",8,"Isovaleric acid","Urban"
"2083",5,"Mexican",10,"Isovaleric acid","Urban"
"2084",13,"Semaq Beri",6,"Isovaleric acid","Hunter-gatherer"
"2085",24,"Cha'palaa",4,"Isovaleric acid","Farmer"
"2086",17,"Thai",7,"Isovaleric acid","Urban"
"2087",3,"Thai",6,"Isovaleric acid","Urban"
"2088",7,"Mah Meri",4,"Isovaleric acid","Farmer"
"2089",4,"Cha'palaa",8,"Isovaleric acid","Farmer"
"2090",17,"Cha'palaa",6,"Isovaleric acid","Farmer"
"2091",9,"Semaq Beri",9,"Isovaleric acid","Hunter-gatherer"
"2092",5,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2093",3,"Cha'palaa",3,"Isovaleric acid","Farmer"
"2094",29,"Mexican",10,"Isovaleric acid","Urban"
"2095",3,"Mexican",10,"Isovaleric acid","Urban"
"2096",17,"Semelai",9,"Isovaleric acid","Farmer"
"2097",4,"Mah Meri",7,"Isovaleric acid","Farmer"
"2098",18,"Mah Meri",7,"Isovaleric acid","Farmer"
"2099",19,"Thai",9,"Isovaleric acid","Urban"
"2100",20,"Thai",9,"Isovaleric acid","Urban"
"2101",9,"Mexican",10,"Isovaleric acid","Urban"
"2102",22,"Semelai",8,"Isovaleric acid","Farmer"
"2103",5,"Cha'palaa",7,"Isovaleric acid","Farmer"
"2104",10,"Thai",9,"Isovaleric acid","Urban"
"2105",13,"Mexican",10,"Isovaleric acid","Urban"
"2106",19,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2107",19,"Cha'palaa",5,"Isovaleric acid","Farmer"
"2108",21,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2109",4,"Mexican",10,"Isovaleric acid","Urban"
"2110",10,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2111",17,"Mexican",7,"Isovaleric acid","Urban"
"2112",25,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2113",7,"Maniq",5,"Isovaleric acid","Hunter-gatherer"
"2114",22,"Mexican",10,"Isovaleric acid","Urban"
"2115",3,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2116",20,"Semaq Beri",8,"Isovaleric acid","Hunter-gatherer"
"2117",25,"Mexican",10,"Isovaleric acid","Urban"
"2118",6,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2119",25,"Semaq Beri",8,"Isovaleric acid","Hunter-gatherer"
"2120",11,"Thai",8,"Isovaleric acid","Urban"
"2121",9,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2122",27,"Thai",9,"Isovaleric acid","Urban"
"2123",31,"Mexican",10,"Isovaleric acid","Urban"
"2124",12,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2125",33,"Mexican",10,"Isovaleric acid","Urban"
"2126",21,"Mexican",10,"Isovaleric acid","Urban"
"2127",3,"Maniq",3,"Isovaleric acid","Hunter-gatherer"
"2128",6,"Semaq Beri",9,"Isovaleric acid","Hunter-gatherer"
"2129",11,"Semaq Beri",1,"Isovaleric acid","Hunter-gatherer"
"2130",9,"Semelai",8,"Isovaleric acid","Farmer"
"2131",19,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2132",20,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2133",1,"Mexican",10,"Isovaleric acid","Urban"
"2134",11,"Cha'palaa",8,"Isovaleric acid","Farmer"
"2135",8,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2136",19,"Semaq Beri",1,"Isovaleric acid","Hunter-gatherer"
"2137",25,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2138",11,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2139",20,"Semelai",9,"Isovaleric acid","Farmer"
"2140",14,"Imbabura Quechua",9,"Isovaleric acid","Farmer"
"2141",14,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2142",15,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2143",21,"Semaq Beri",9,"Isovaleric acid","Hunter-gatherer"
"2144",12,"Mexican",10,"Isovaleric acid","Urban"
"2145",8,"Cha'palaa",10,"Isovaleric acid","Farmer"
"2146",24,"Semelai",8,"Isovaleric acid","Farmer"
"2147",15,"Mah Meri",9,"Isovaleric acid","Farmer"
"2148",16,"Mah Meri",9,"Isovaleric acid","Farmer"
"2149",28,"Mexican",8,"Isovaleric acid","Urban"
"2150",9,"Seri",9,"Isovaleric acid","Hunter-gatherer"
"2151",15,"Semaq Beri",8,"Isovaleric acid","Hunter-gatherer"
"2152",11,"Imbabura Quechua",8,"Isovaleric acid","Farmer"
"2153",7,"Imbabura Quechua",2,"Isovaleric acid","Farmer"
"2154",1,"Maniq",1,"Isovaleric acid","Hunter-gatherer"
"2155",18,"Cha'palaa",10,"Isovaleric acid","Farmer"
"2156",15,"Imbabura Quechua",8,"Isovaleric acid","Farmer"
"2157",20,"Cha'palaa",10,"Isovaleric acid","Farmer"
"2158",12,"Mah Meri",8,"Isovaleric acid","Farmer"
"2159",22,"Semaq Beri",8,"Isovaleric acid","Hunter-gatherer"
"2160",8,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2161",25,"Semelai",7,"Isovaleric acid","Farmer"
"2162",25,"Cha'palaa",10,"Isovaleric acid","Farmer"
"2163",22,"Seri",9,"Isovaleric acid","Hunter-gatherer"
"2164",13,"Cha'palaa",9,"Isovaleric acid","Farmer"
"2165",8,"Maniq",9,"Isovaleric acid","Hunter-gatherer"
"2166",34,"Mexican",10,"Isovaleric acid","Urban"
"2167",20,"Mah Meri",8,"Isovaleric acid","Farmer"
"2168",7,"Semelai",8,"Isovaleric acid","Farmer"
"2169",7,"Thai",10,"Isovaleric acid","Urban"
"2170",8,"Thai",10,"Isovaleric acid","Urban"
"2171",9,"Thai",10,"Isovaleric acid","Urban"
"2172",2,"Imbabura Quechua",6,"Isovaleric acid","Farmer"
"2173",17,"Seri",8,"Isovaleric acid","Hunter-gatherer"
"2174",2,"Mah Meri",9,"Isovaleric acid","Farmer"
"2175",14,"Semelai",8,"Isovaleric acid","Farmer"
"2176",14,"Thai",10,"Isovaleric acid","Urban"
"2177",15,"Thai",10,"Isovaleric acid","Urban"
"2178",16,"Thai",10,"Isovaleric acid","Urban"
"2179",15,"Maniq",3,"Isovaleric acid","Hunter-gatherer"
"2180",18,"Thai",10,"Isovaleric acid","Urban"
"2181",15,"Cha'palaa",8,"Isovaleric acid","Farmer"
"2182",1,"Cha'palaa",7,"Isovaleric acid","Farmer"
"2183",11,"Mah Meri",9,"Isovaleric acid","Farmer"
"2184",22,"Thai",10,"Isovaleric acid","Urban"
"2185",23,"Thai",10,"Isovaleric acid","Urban"
"2186",24,"Thai",10,"Isovaleric acid","Urban"
"2187",25,"Thai",10,"Isovaleric acid","Urban"
"2188",15,"Mexican",10,"Isovaleric acid","Urban"
"2189",16,"Mexican",10,"Isovaleric acid","Urban"
"2190",20,"Seri",7,"Isovaleric acid","Hunter-gatherer"
"2191",18,"Mexican",10,"Isovaleric acid","Urban"
"2192",12,"Cha'palaa",7,"Isovaleric acid","Farmer"
"2193",4,"Semaq Beri",10,"Isovaleric acid","Hunter-gatherer"
"2194",5,"Semaq Beri",10,"Isovaleric acid","Hunter-gatherer"
"2195",7,"Mexican",9,"Isovaleric acid","Urban"
"2196",8,"Mexican",9,"Isovaleric acid","Urban"
"2197",21,"Thai",9,"Isovaleric acid","Urban"
"2198",10,"Mexican",9,"Isovaleric acid","Urban"
"2199",11,"Mexican",9,"Isovaleric acid","Urban"
"2200",27,"Mexican",10,"Isovaleric acid","Urban"
"2201",12,"Semaq Beri",10,"Isovaleric acid","Hunter-gatherer"
"2202",21,"Cha'palaa",7,"Isovaleric acid","Farmer"
"2203",30,"Mexican",10,"Isovaleric acid","Urban"
"2204",13,"Mah Meri",5,"Isovaleric acid","Farmer"
"2205",32,"Mexican",10,"Isovaleric acid","Urban"
"2206",17,"Semaq Beri",10,"Isovaleric acid","Hunter-gatherer"
"2207",18,"Semaq Beri",10,"Isovaleric acid","Hunter-gatherer"
"2208",20,"Mexican",9,"Isovaleric acid","Urban"
"2209",1,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2210",4,"Thai",7,"Isovaleric acid","Urban"
"2211",24,"Mexican",9,"Isovaleric acid","Urban"
"2212",23,"Semaq Beri",10,"Isovaleric acid","Hunter-gatherer"
"2213",24,"Semaq Beri",10,"Isovaleric acid","Hunter-gatherer"
"2214",12,"Thai",10,"Isovaleric acid","Urban"
"2215",1,"Semelai",10,"Isovaleric acid","Farmer"
"2216",2,"Semelai",10,"Isovaleric acid","Farmer"
"2217",3,"Semelai",10,"Isovaleric acid","Farmer"
"2218",4,"Semelai",10,"Isovaleric acid","Farmer"
"2219",6,"Mexican",10,"Isovaleric acid","Urban"
"2220",12,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2221",13,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2222",8,"Semelai",10,"Isovaleric acid","Farmer"
"2223",35,"Mexican",9,"Isovaleric acid","Urban"
"2224",10,"Semelai",10,"Isovaleric acid","Farmer"
"2225",11,"Semelai",10,"Isovaleric acid","Farmer"
"2226",10,"Maniq",5,"Isovaleric acid","Hunter-gatherer"
"2227",4,"Seri",9,"Isovaleric acid","Hunter-gatherer"
"2228",6,"Seri",9,"Isovaleric acid","Hunter-gatherer"
"2229",15,"Semelai",10,"Isovaleric acid","Farmer"
"2230",16,"Semelai",10,"Isovaleric acid","Farmer"
"2231",23,"Seri",10,"Isovaleric acid","Hunter-gatherer"
"2232",18,"Semelai",10,"Isovaleric acid","Farmer"
"2233",19,"Semelai",10,"Isovaleric acid","Farmer"
"2234",1,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2235",1,"Thai",5,"Isovaleric acid","Urban"
"2236",3,"Semaq Beri",7,"Isovaleric acid","Hunter-gatherer"
"2237",23,"Semelai",10,"Isovaleric acid","Farmer"
"2238",5,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2239",16,"Seri",9,"Isovaleric acid","Hunter-gatherer"
"2240",1,"Mah Meri",10,"Isovaleric acid","Farmer"
"2241",18,"Seri",9,"Isovaleric acid","Hunter-gatherer"
"2242",3,"Mah Meri",10,"Isovaleric acid","Farmer"
"2243",10,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2244",7,"Seri",8,"Isovaleric acid","Hunter-gatherer"
"2245",6,"Mah Meri",10,"Isovaleric acid","Farmer"
"2246",24,"Seri",9,"Isovaleric acid","Hunter-gatherer"
"2247",8,"Mah Meri",10,"Isovaleric acid","Farmer"
"2248",9,"Mah Meri",10,"Isovaleric acid","Farmer"
"2249",16,"Semaq Beri",7,"Isovaleric acid","Hunter-gatherer"
"2250",17,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2251",18,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2252",4,"Imbabura Quechua",9,"Isovaleric acid","Farmer"
"2253",14,"Mah Meri",10,"Isovaleric acid","Farmer"
"2254",2,"Seri",7,"Isovaleric acid","Hunter-gatherer"
"2255",12,"Semelai",8,"Isovaleric acid","Farmer"
"2256",17,"Mah Meri",10,"Isovaleric acid","Farmer"
"2257",24,"Imbabura Quechua",10,"Isovaleric acid","Farmer"
"2258",19,"Mah Meri",10,"Isovaleric acid","Farmer"
"2259",5,"Semelai",10,"Isovaleric acid","Farmer"
"2260",21,"Mah Meri",10,"Isovaleric acid","Farmer"
"2261",22,"Mah Meri",10,"Isovaleric acid","Farmer"
"2262",23,"Mah Meri",10,"Isovaleric acid","Farmer"
"2263",24,"Mah Meri",10,"Isovaleric acid","Farmer"
"2264",25,"Mah Meri",10,"Isovaleric acid","Farmer"
"2265",7,"Cha'palaa",10,"Isovaleric acid","Farmer"
"2266",2,"Maniq",10,"Isovaleric acid","Hunter-gatherer"
"2267",23,"Imbabura Quechua",1,"Isovaleric acid","Farmer"
"2268",10,"Cha'palaa",10,"Isovaleric acid","Farmer"
"2269",5,"Maniq",10,"Isovaleric acid","Hunter-gatherer"
"2270",3,"Seri",6,"Isovaleric acid","Hunter-gatherer"
"2271",13,"Semelai",7,"Isovaleric acid","Farmer"
"2272",14,"Cha'palaa",10,"Isovaleric acid","Farmer"
"2273",5,"Mah Meri",8,"Isovaleric acid","Farmer"
"2274",16,"Cha'palaa",10,"Isovaleric acid","Farmer"
"2275",11,"Maniq",10,"Isovaleric acid","Hunter-gatherer"
"2276",12,"Maniq",10,"Isovaleric acid","Hunter-gatherer"
"2277",13,"Maniq",10,"Isovaleric acid","Hunter-gatherer"
"2278",14,"Maniq",10,"Isovaleric acid","Hunter-gatherer"
"2279",21,"Semelai",7,"Isovaleric acid","Farmer"
"2280",22,"Cha'palaa",10,"Isovaleric acid","Farmer"
"2281",1,"New York City",10,"Isovaleric acid","Urban"
"2282",2,"New York City",9.5,"Isovaleric acid","Urban"
"2283",3,"New York City",8,"Isovaleric acid","Urban"
"2284",4,"New York City",10,"Isovaleric acid","Urban"
"2285",5,"New York City",10,"Isovaleric acid","Urban"
"2286",6,"New York City",7,"Isovaleric acid","Urban"
"2287",7,"New York City",8,"Isovaleric acid","Urban"
