Type,Experiment,CID,ID,Compared To ID,ID In Exp 1,ID In Exp 2,Dilution1,Intensity1,Dilution2,Intensity2,Dilution3,Intensity3,PredictedDistance,Mix Component 1,Mix Component 2,Mix Component 3,Mix Component 4,Mix Component 5,Mix Component 6,Mix Component 7,Mix Component 8,Mix Component 9,Mix Component 10,Mix Component 11,Mix Component 12,Mix Component 13,Mix Component 14,Mix Component 15,Mix Component 16,Mix Component 17,Mix Component 18,Mix Component 19,Mix Component 20,Mix Component 21,Mix Component 22,Mix Component 23,Mix Component 24,Mix Component 25,Mix Component 26,Mix Component 27,Mix Component 28,Mix Component 29,Mix Component 30,,,,,
mixuture,Exp6,,M246,M256,246,,100.00%,,,,,,0.05,325,6106,7731,7966,8797,19310,31252,61832,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,158,,,
mixuture,Exp6,,M247,M257,247,,100.00%,,,,,,0.05,263,2758,6997,7966,8174,61832,62240,62378,638011,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,159,,,
mixuture,Exp6,,M248,M258,248,,100.00%,,,,,,0.05,325,1213,6501,7128,7519,7749,12265,26331,82227,5281167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,160,,,
mixuture,Exp6,,M251,M241,251,,100.00%,,,,,,0.05,326,999,6544,7059,7655,8042,8129,18458,62378,5363233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,161,,,
mixuture,Exp6,,M252,M242,252,,100.00%,,,,,,0.05,263,325,660,999,7128,7655,7710,7731,8797,18458,22201,61072,82227,637563,638014,1712087,5284503,5366074,0,0,0,0,0,0,0,0,0,0,0,0,18,162,,,
mixuture,Exp6,,M253,M243,253,,100.00%,,,,,,0.05,263,999,7059,7710,7749,7966,8129,8797,10882,22201,91497,638011,5284503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,163,,,
mixuture,Exp6,,M254,M244,254,,100.00%,,,,,,0.05,999,7128,7519,7655,7710,8174,637563,5363233,5363374,5366074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,164,,,
mixuture,Exp6,,M255,M245,255,,100.00%,,,,,,0.05,999,1213,8129,22201,82229,91497,102861,439570,5284503,5323652,5363233,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,165,,,
mixuture,Exp6,,M256,M246,256,,100.00%,,,,,,0.05,326,999,7059,7128,7710,7749,7888,11002,18458,31252,61072,638011,5363233,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,166,,,
mixuture,Exp6,,M257,M247,257,,100.00%,,,,,,0.05,1213,7406,8129,11002,31252,439570,5284503,5323652,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,167,,,
mixuture,Exp6,,M258,M248,258,,100.00%,,,,,,0.05,263,999,7059,7710,7749,7966,8129,8797,8892,10882,22201,91497,111418,638011,5284503,5366074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,168,,,
mixuture,Exp6,,M261,M271,261,,100.00%,,,,,,0.1,263,999,7685,7749,62378,82227,637563,638014,5323652,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,169,,,
mixuture,Exp6,,M262,M272,262,,100.00%,,,,,,0.1,325,1213,6544,7406,7888,8174,12265,26331,62240,82229,637563,638014,1712087,5365049,5366074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,170,,,
mixuture,Exp6,,M263,M273,263,,100.00%,,,,,,0.1,6106,6544,7059,10890,62240,62378,1712087,5352438,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,171,,,
mixuture,Exp6,,M264,M274,264,,100.00%,,,,,,0.1,263,325,660,6106,7128,7406,7519,7655,7685,7966,8129,8174,8797,18458,22201,62378,637511,5284503,5363374,0,0,0,0,0,0,0,0,0,0,0,19,172,,,
mixuture,Exp6,,M265,M275,265,,100.00%,,,,,,0.1,263,326,7406,7519,7966,8042,8174,9017,10890,22201,61072,638014,5323652,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,173,,,
mixuture,Exp6,,M266,M276,266,,100.00%,,,,,,0.1,263,3314,6501,7749,8130,8174,11002,61072,638011,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,174,,,
mixuture,Exp6,,M267,M277,267,,100.00%,,,,,,0.1,6305,7685,7710,7966,8797,9017,18458,62378,637511,5363233,5366074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,175,,,
mixuture,Exp6,,M268,M278,268,,100.00%,,,,,,0.1,6544,7059,7731,8129,8130,8174,8797,62378,5284503,5363233,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,176,,,
mixuture,Exp6,,M271,M261,271,,100.00%,,,,,,0.1,326,6501,7059,7519,7600,7685,8174,8797,12265,22201,62378,439570,5363233,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,177,,,
mixuture,Exp6,,M272,M262,272,,100.00%,,,,,,0.1,999,7519,7710,7749,7888,11002,31252,61072,637563,5363233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,178,,,
mixuture,Exp6,,M273,M263,273,,100.00%,,,,,,0.1,325,7406,7710,7731,7888,8130,10882,11002,26331,638011,5352438,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,179,,,
mixuture,Exp6,,M274,M264,274,,100.00%,,,,,,0.1,999,1213,7519,7710,7749,7888,7966,8174,10890,22201,439570,638011,5365049,5366074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,180,,,
mixuture,Exp6,,M275,M265,275,,100.00%,,,,,,0.1,326,999,3314,6305,7059,7655,7685,7731,10882,1712087,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,181,,,
mixuture,Exp6,,M276,M266,276,,100.00%,,,,,,0.1,263,999,1213,7888,8130,10882,638011,5284503,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,182,,,
mixuture,Exp6,,M277,M267,277,,100.00%,,,,,,0.1,999,1213,6997,7128,7655,7888,82227,5363374,5366074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,183,,,
mixuture,Exp6,,M278,M268,278,,100.00%,,,,,,0.1,8042,8174,10882,11002,12265,13187,22201,61072,102861,439570,5352438,5363233,5365049,5366074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,184,,,
mixuture,Exp6,,M281,M291,281,,100.00%,,,,,,0.2,6501,7059,7128,7519,7749,8130,10882,18458,22201,26331,31252,82227,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,185,,,
mixuture,Exp6,,M282,M292,282,,100.00%,,,,,,0.2,325,660,999,1213,6106,6544,7059,7731,8892,62378,637511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,186,,,
mixuture,Exp6,,M283,M293,283,,100.00%,,,,,,0.2,263,660,6305,6501,7406,7519,7600,7710,7966,10882,12265,18458,22201,31252,91497,5323652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,187,,,
mixuture,Exp6,,M284,M294,284,,100.00%,,,,,,0.2,325,7059,7519,7749,7966,8797,31252,62378,439570,1712087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,188,,,
mixuture,Exp6,,M285,M295,285,,100.00%,,,,,,0.2,326,7059,7128,7519,7731,7966,8130,10882,11002,12265,18458,26331,637563,1712087,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,189,,,
mixuture,Exp6,,M286,M296,286,,100.00%,,,,,,0.2,3314,6544,7710,7966,8129,10882,11002,13187,31252,637511,1712087,5323652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,190,,,
mixuture,Exp6,,M287,M297,287,,100.00%,,,,,,0.2,325,1213,6544,7059,7406,7519,7749,22201,62378,439570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,191,,,
mixuture,Exp6,,M288,M298,288,,100.00%,,,,,,0.2,660,6501,7059,7655,7749,8130,8797,12265,26331,82227,93375,637511,637563,638014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,192,,,
mixuture,Exp6,,M291,M281,291,,100.00%,,,,,,0.2,7128,7655,7710,61072,82227,93375,1712087,5284503,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,193,,,
mixuture,Exp6,,M292,M282,292,,100.00%,,,,,,0.2,2758,3314,7519,8130,12265,18458,26331,82227,82229,93375,439570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,194,,,
mixuture,Exp6,,M293,M283,293,,100.00%,,,,,,0.2,2758,6544,7519,8797,10882,10890,12265,13187,19310,5323652,5352438,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,195,,,
mixuture,Exp6,,M294,M284,294,,100.00%,,,,,,0.2,7406,7749,8130,8174,8797,10882,10890,22201,62378,82229,93375,5281167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,196,,,
mixuture,Exp6,,M295,M285,295,,100.00%,,,,,,0.2,263,2758,6106,6544,7519,8129,18458,26331,31252,82227,82229,5323652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,197,,,
mixuture,Exp6,,M296,M286,296,,100.00%,,,,,,0.2,326,999,6305,6544,7406,11002,12265,439570,5284503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,198,,,
mixuture,Exp6,,M297,M287,297,,100.00%,,,,,,0.2,660,1213,6544,8129,22201,26331,82227,82229,439570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,199,,,
mixuture,Exp6,,M298,M288,298,,100.00%,,,,,,0.2,263,660,6106,6997,7406,7966,8130,11002,18458,22201,31252,5284503,5323652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,200,,,
mono-molecule,Exp7,16724,,,,,100.00%,,10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mono-molecule,Exp7,439570,,,,,10.00%,,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mono-molecule,Exp7,159055,,,,,100.00%,,10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mono-molecule,Exp7,444294,,,,,100.00%,,10.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mixuture,Exp7,,M243,M253,243,,100.00%,,,,,,0.05,999,7406,7600,8129,8174,9017,31252,62378,93375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,155,,,
mixuture,Exp7,,M253,M243,253,,100.00%,,,,,,0.05,263,999,7059,7710,7749,7966,8129,8797,10882,22201,91497,638011,5284503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,163,,,
