,"FRUITY,CITRUS",LEMON,GRAPEFRUIT,ORANGE,"FRUITY,OTHER THAN CITRUS",PINEAPPLE,GRAPE JUICE,STRAWBERRY,"APPLE, FRUIT",PEAR,"CANTALOUPE, HONEYDEW MELON",PEACH FRUIT,BANANA,FLORAL,ROSE,VIOLETS,LAVENDER,COLOGNE,MUSK,PERFUMERY,FRAGRANT,AROMATIC,HONEY,"CHERRY, BERRY",ALMOND,NAIL POLISH REMOVER,"NUTTY, WALNUT ETC.",SPICY,CLOVE,CINNAMON,LAUREL LEAVES,TEA LEAVES,SEASONING FOR MEAT,BLACK PEPPER,GREEN PEPPER,DILL,CARAWAY,"OAK WOOD,COGNAC","WOODY, RESINOUS",CEDARWOOD,MOTHBALLS,"MINTY, PEPPERMINT",CAMPHOR,EUCALYPTUS,CHOCOLATE,VANILLA,SWEET,MAPLE SYRUP,CARAMEL,MALTY,RAISINS,MOLASSES,COCONUT,"ANISE, LICORICE",ALCOHOLIC,"ETHERISH, ANAESTHETIC",CLEANING FLUID,"GASOLINE, SOLVENT","TURPENTINE, PINE OIL",GERANIUM LEAVES,CELERY,FRESH GREEN VEGETABLES,CRUSHED WEEDS,CRUSHED GRASS,"HERBAL, GREEN,CUTGRASS",RAW CUCUMBER,HAY,GRAINY (AS GRAIN),YEASTY,BAKERY (FRESH BREAD),SOUR MILK,"FERMENTED, ROTTEN FRUIT",BEERY,SOAPY,LEATHER,CARDBOARD,ROPE,WET PAPER,"WET WOOL,WET DOG",DIRTY LINEN,STALE,"MUSTY, EARTHY, MOLDY",RAW POTATO,MOUSE,MUSHROOM,PEANUT BUTTER,BEANY,"EGGY, FRESH EGGS","BARK,BIRCHBARK",CORK,"BURNT,SMOKY",FRESH TOBACCO SMOKE,INCENSE,COFFEE,STALE TOBACCO SMOKE,BURNT PAPER,BURNT MILK,BURNT RUBBER,TAR,CREOSOTE,"DISINFECTANT, CARBOLIC",MEDICINAL,CHEMICAL,BITTER,"SHARP, PUNGENT, ACID","SOUR, VINEGAR",SAUERKRAUT,AMMONIA,URINE,CAT URINE,FISHY,"KIPPERY,SMOKED FISH","SEMINAL, SPERM-LIKE",NEW RUBBER,SOOTY,BURNT CANDLE,KEROSENE,"OILY, FATTY","BUTTERY, FRESH BUTTER",PAINT,VARNISH,POPCORN,FRIED CHICKEN,"MEATY ( COOKED,GOOD)",SOUPY,COOKED VEGETABLES,RANCID,SWEATY,CHEESY,HOUSEHOLD GAS,SULFIDIC,"GARLIC, ONION",METALLIC,"BLOOD, RAW MEAT",ANIMAL,SEWER,"PUTRID, FOUL, DECAYED","FECAL, LIKE MANURE",CADAVEROUS,SICKENING,"DRY, POWDERY",CHALKY,LIGHT,HEAVY,"COOL,COOLING",WARM
22201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.55,0.0,0.0,0.0,0.32,0.0,0.0,0.32,2.8,0.32,7.07,13.23,0.55,0.0,18.68,2.02,29.83,2.93,0.45,0.78,0.0,0.0,0.0,0.32,0.32,0.45,0.64,2.47,18.05,1.24,0.32,0.0,0.78,0.32,3.05,0.78,7.45,0.32,1.89,9.71,0.0,0.45,0.96,0.0,1.36,1.89,0.32,0.64,0.9,0.32,0.45,0.64,0.9,0.9,1.89,1.36,3.26,6.97,2.86,0.78,0.32,0.96,0.32,0.32,2.93,4.52,2.14,2.07,4.95,2.47,11.75,22.02,2.93,0.78,1.69,37.94,0.9,0.0,4.74,2.07,20.44,1.01,0.64,1.69,2.14,3.61,0.32,1.56,1.69,1.56,0.32,1.56,7.82,1.46,5.87,3.61,0.0,0.96,0.0,0.64,0.45,0.32,0.0,0.0,0.78,0.64,0.0,18.29,3.13,2.95,0.96,15.96,0.32,4.29,0.32,0.78,11.52,10.73,0.64,0.32,1.75,0.64,0.32,0.45,4.79,1.43,8.08,3.71,4.04,10.76,10.95,3.26,1.81,23.57,0.0,11.39
31252,0.6,0.0,0.3,0.0,1.28,0.0,0.0,0.0,0.0,0.85,0.3,0.0,1.28,0.85,0.3,0.0,0.0,1.28,2.4,3.63,11.31,19.62,0.43,0.43,4.99,9.99,7.12,1.79,0.0,0.85,0.3,1.48,0.0,0.74,0.0,0.43,0.74,5.34,17.84,4.25,3.01,1.28,5.34,2.34,3.58,1.05,4.13,0.3,0.0,1.71,0.0,0.0,1.28,0.6,17.97,41.08,8.11,10.04,7.02,0.0,0.0,0.52,3.95,0.85,5.97,0.6,2.03,1.71,1.66,0.0,0.0,0.6,0.0,1.6,2.45,2.34,0.43,2.34,1.05,0.43,4.48,15.16,1.48,0.6,0.85,6.78,1.71,0.68,4.05,2.4,9.19,0.3,2.0,0.6,0.91,1.35,0.3,0.52,3.31,3.63,10.88,23.1,23.98,4.59,16.81,5.11,0.3,6.08,0.0,0.74,1.05,0.0,0.43,0.68,0.74,1.21,3.1,5.98,0.0,9.61,5.23,0.85,0.0,0.85,0.0,0.52,1.91,5.13,0.74,1.71,4.27,0.3,2.45,0.3,0.52,1.38,5.45,0.0,0.3,13.32,3.51,0.43,11.18,19.43,11.18,4.97
12265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,2.29,0.34,4.5,7.72,0.34,0.0,13.76,0.0,16.51,1.37,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.0,0.68,2.02,19.19,1.37,0.34,0.76,0.68,0.0,2.05,1.45,7.36,0.0,0.48,2.51,0.0,0.48,0.84,0.0,0.68,2.16,1.67,2.29,4.71,0.0,0.34,0.0,0.34,0.48,1.18,0.0,0.0,2.21,0.34,3.48,0.0,0.34,0.0,0.68,0.0,2.16,0.59,0.84,1.67,1.77,4.35,9.41,0.59,1.67,1.87,6.5,0.34,0.0,1.93,2.02,27.2,0.59,0.84,0.0,3.0,7.24,0.84,1.93,2.02,1.56,0.48,0.97,4.46,1.37,2.64,3.02,0.0,0.84,1.02,0.0,0.0,0.0,0.97,1.53,3.02,0.84,0.34,19.55,8.93,3.64,2.05,17.73,1.37,1.67,0.48,0.68,4.94,6.88,0.68,0.34,1.67,1.32,1.45,1.77,2.16,0.0,3.5,0.68,0.34,9.53,6.87,0.0,7.45,18.99,2.41,13.48
19310,0.57,1.04,0.0,0.33,0.47,0.0,0.0,0.0,1.86,0.0,0.47,0.57,0.0,0.0,0.0,0.0,0.0,0.57,2.67,0.0,2.85,9.1,0.0,0.0,2.08,0.33,0.66,10.4,0.93,0.0,0.0,0.0,10.82,3.95,0.33,1.74,0.0,0.93,6.15,0.99,0.33,0.0,0.47,0.33,0.0,0.0,2.55,0.0,0.33,1.4,0.0,0.0,0.0,0.0,0.0,2.79,0.81,0.47,0.93,0.0,0.0,0.93,0.66,0.0,2.08,0.47,0.0,0.57,1.61,0.0,1.95,2.79,0.0,0.0,1.32,4.46,1.32,1.04,4.19,5.36,7.09,11.97,1.14,2.42,1.86,0.33,1.61,0.81,0.0,1.27,15.92,1.14,0.57,0.81,3.01,1.61,0.66,4.16,0.99,0.93,0.93,1.14,3.82,1.8,13.26,14.52,10.03,2.21,2.79,1.4,2.28,1.14,0.0,1.14,1.47,0.81,0.93,10.4,1.04,0.33,0.0,0.0,0.93,9.88,1.86,9.64,12.27,13.92,0.0,9.25,14.96,27.68,5.03,9.3,3.37,10.44,20.84,10.35,8.21,28.54,3.08,0.0,2.08,21.81,0.66,9.04
78484,1.24,0.51,0.8,0.0,10.43,2.02,0.0,0.0,0.0,3.79,0.8,0.72,4.96,2.32,0.62,0.72,1.52,0.72,0.62,6.05,16.28,18.77,0.0,0.8,0.51,12.59,0.0,2.53,0.0,0.51,0.0,0.0,0.36,0.0,0.0,0.0,0.51,0.36,6.96,1.24,1.75,2.53,1.24,0.62,0.0,0.36,14.42,0.0,0.0,0.0,0.0,0.0,1.24,0.36,13.21,22.3,9.05,11.71,11.43,0.51,0.0,0.0,1.52,0.51,7.52,0.0,0.36,0.62,0.0,0.0,0.51,4.44,0.0,1.01,0.36,1.01,0.0,1.01,0.0,0.51,0.51,4.34,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.39,0.0,0.72,1.34,0.0,0.36,0.0,0.0,0.0,0.36,2.37,8.2,17.66,20.55,1.34,10.63,4.17,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.39,4.8,0.36,26.13,7.44,0.0,0.0,0.0,0.0,0.0,0.88,2.02,0.51,0.0,0.62,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.89,0.0,14.4,11.35,6.2,6.82
7583,5.53,3.13,1.43,2.8,3.05,0.64,0.45,1.36,0.0,0.0,1.11,0.55,0.32,10.38,5.05,1.56,3.38,1.56,2.54,11.39,26.76,27.91,0.32,1.56,2.14,3.83,0.45,8.92,1.89,0.45,2.14,1.36,0.0,1.46,0.78,1.24,1.11,2.26,21.21,6.78,2.8,8.02,6.88,4.74,0.0,0.32,13.65,0.0,0.0,0.45,0.0,0.0,0.0,1.81,0.64,10.61,8.24,8.81,10.63,7.92,2.47,3.13,6.43,4.86,21.26,0.45,0.78,1.56,1.01,0.0,0.0,0.32,0.0,9.75,3.05,1.28,0.32,1.69,1.01,0.9,0.64,8.02,0.78,0.0,0.9,0.0,0.32,0.0,1.56,1.89,5.28,0.0,2.8,0.0,1.56,1.11,0.0,1.56,1.81,4.95,10.49,7.21,25.43,3.94,21.77,7.55,0.64,1.92,0.0,0.32,0.0,0.32,0.45,2.37,0.0,0.96,3.26,9.44,0.0,10.61,3.83,0.0,0.0,0.0,0.0,0.0,4.37,5.4,1.11,0.64,0.0,0.0,9.24,0.78,0.55,1.84,1.01,0.0,0.64,3.46,5.07,0.32,14.64,16.23,13.21,8.38
7762,17.49,5.04,1.59,11.17,55.59,15.63,17.1,23.36,0.0,7.53,12.58,8.27,9.51,13.4,2.97,2.57,2.38,3.18,0.0,15.66,45.94,31.06,2.84,23.05,3.21,0.32,0.0,3.77,0.79,0.65,0.0,0.32,0.0,0.0,0.0,0.32,0.0,0.65,1.92,0.0,0.0,2.84,0.0,0.79,0.0,2.63,53.9,1.59,2.86,1.37,1.37,0.79,0.97,0.0,1.71,2.43,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.65,3.67,0.0,0.0,0.0,3.83,0.0,1.68,2.4,1.21,0.32,0.46,0.32,0.0,0.0,0.32,0.32,0.46,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.3,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.83,1.59,0.0,5.83,6.86,0.0,0.0,0.32,0.0,0.72,0.0,0.0,0.32,0.0,0.0,0.32,3.04,2.05,0.65,0.0,0.0,0.0,0.0,0.0,0.56,3.43,5.15,0.0,0.0,1.12,0.0,0.46,0.0,0.0,1.71,5.63,0.56,0.79,4.7,2.25,0.0,22.59,13.89,10.75,5.84
7749,5.19,2.95,0.46,4.1,29.44,10.11,1.67,3.75,0.0,3.15,2.49,2.59,4.55,6.25,0.64,0.32,1.02,1.47,1.25,9.41,30.37,25.15,3.48,6.81,3.98,4.17,3.15,5.54,2.23,0.46,0.0,0.64,0.0,0.32,0.0,0.0,0.0,2.16,5.8,2.13,0.32,5.2,2.73,0.56,1.02,7.93,41.33,6.96,10.19,2.39,1.37,2.23,1.37,2.49,9.38,8.63,1.25,4.07,2.84,0.32,0.0,0.0,0.46,0.0,3.15,0.0,0.56,0.0,0.56,0.56,0.0,1.82,0.0,1.11,0.0,0.91,0.0,0.72,0.32,0.0,1.25,1.58,0.0,0.46,0.32,0.32,0.64,0.0,2.03,0.79,3.15,0.32,2.41,0.0,0.0,0.32,0.0,0.0,0.0,0.32,1.28,2.28,9.82,0.79,7.48,5.35,0.0,0.91,0.0,0.0,0.79,0.0,0.0,0.46,0.0,0.0,0.32,3.74,4.27,7.48,3.61,0.46,0.0,0.0,0.0,0.0,1.7,1.47,0.0,0.64,0.32,0.0,2.88,0.32,0.32,0.0,0.79,0.0,0.0,5.01,1.93,0.0,15.01,13.17,8.92,7.42
26331,1.28,0.0,0.0,0.71,0.45,0.0,0.0,0.0,0.0,0.32,0.45,0.0,0.32,0.9,0.64,0.64,0.0,0.0,0.96,0.32,9.34,15.3,0.55,0.55,12.78,2.95,25.79,3.38,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.45,0.55,2.47,15.35,2.6,0.0,0.9,0.45,1.01,3.03,0.45,8.47,0.64,0.78,3.46,0.32,0.96,0.0,0.0,3.41,3.32,0.64,3.13,1.46,0.45,0.45,0.64,1.24,0.55,3.38,0.0,0.55,2.02,2.8,0.45,0.0,0.0,0.78,0.0,2.26,3.16,2.26,0.45,2.6,1.56,8.92,17.98,2.07,1.36,0.78,43.36,0.32,0.0,4.37,5.64,22.72,0.32,0.45,0.96,8.64,5.87,3.91,3.46,3.73,2.71,1.11,3.48,9.68,3.61,12.12,1.81,0.0,1.11,0.0,0.32,0.55,0.0,0.0,0.0,3.23,4.1,0.32,14.0,2.26,1.75,1.69,9.69,0.0,0.78,0.0,0.45,8.81,5.87,0.55,0.32,2.47,0.32,0.45,0.45,0.64,1.24,3.32,1.66,2.26,10.1,9.37,4.86,5.07,20.56,0.9,11.74
26331,0.0,0.35,0.0,0.0,1.1,0.0,0.61,0.0,0.0,0.61,0.86,0.61,0.49,1.21,0.0,0.0,0.0,0.35,5.44,0.99,6.04,8.73,0.35,0.0,16.57,1.05,25.01,3.31,0.7,0.7,0.61,1.6,1.56,0.49,0.35,0.0,0.86,2.1,21.31,3.63,0.61,0.35,0.0,0.35,1.6,1.71,5.93,0.0,2.96,2.96,0.0,1.05,2.1,0.0,2.32,4.94,2.21,4.03,1.98,0.0,0.78,1.85,0.49,0.86,3.58,0.86,2.21,4.69,0.35,0.0,0.0,0.86,0.0,1.35,0.99,5.18,2.57,1.98,2.59,1.98,6.9,17.38,0.0,1.4,1.05,36.94,1.71,0.0,6.92,3.09,14.21,0.0,1.21,0.99,5.24,2.57,0.0,0.61,0.7,0.35,1.71,2.34,6.55,0.7,4.32,2.47,0.0,0.86,0.0,0.0,0.0,0.0,0.35,0.35,1.85,1.56,0.49,10.71,2.96,2.47,0.49,9.49,0.0,1.05,0.0,0.49,4.07,7.4,0.86,1.48,1.85,0.0,1.48,2.59,0.86,0.0,3.46,0.0,0.35,10.05,8.34,0.99,8.89,16.94,2.59,13.64
2758,4.08,6.8,1.36,1.36,5.44,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,4.76,1.36,0.68,3.4,2.72,4.08,12.24,46.26,46.26,2.72,2.04,1.36,10.2,0.68,18.37,8.16,2.72,2.04,3.4,0.68,1.36,0.68,4.76,1.36,4.08,27.21,15.65,12.93,44.22,57.14,50.34,0.0,0.68,24.49,0.0,0.0,0.0,0.68,0.0,0.68,5.44,10.2,35.37,12.24,11.56,46.94,2.04,1.36,0.0,2.04,1.36,16.33,0.0,0.0,1.36,0.0,0.0,0.68,0.68,1.36,0.68,3.4,0.68,2.04,0.0,0.68,0.0,0.68,4.76,0.0,0.0,0.68,0.0,0.0,0.0,1.36,0.0,2.04,0.68,6.12,0.0,0.0,0.68,0.0,0.68,7.48,6.12,27.89,57.14,23.81,3.4,23.13,2.04,0.0,5.44,0.0,0.0,1.36,0.0,0.0,2.04,0.68,0.68,8.16,4.76,0.68,24.49,14.97,0.0,0.0,0.0,0.0,0.0,0.68,5.44,1.36,0.68,2.04,0.0,4.76,0.0,0.68,1.36,0.68,0.0,0.0,3.4,2.72,0.0,27.21,23.81,47.62,12.93
3314,0.67,0.0,0.0,1.13,4.47,0.0,0.4,0.0,0.0,0.8,0.0,0.27,1.07,7.53,1.87,2.13,1.87,3.93,0.87,12.0,33.6,31.47,0.93,1.67,3.27,0.27,0.53,40.47,56.13,22.2,0.53,2.6,3.27,3.6,0.27,1.47,0.93,0.53,7.13,5.47,0.27,7.73,2.2,3.27,0.0,3.33,25.87,0.67,0.93,1.2,2.33,0.73,0.67,4.93,0.4,4.67,0.0,0.27,1.93,1.4,0.8,0.0,1.07,0.93,4.73,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.47,0.4,0.47,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.73,4.27,0.0,5.6,0.4,0.0,0.4,0.0,0.0,0.47,2.27,1.33,10.13,3.27,0.47,3.27,1.2,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.4,1.07,0.67,1.07,0.0,1.47,0.4,0.0,0.0,1.2,0.0,0.0,0.0,1.27,0.93,0.0,0.4,0.8,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,15.33,11.93,9.27,12.33
105513,15.09,13.64,6.84,10.45,26.73,2.59,1.0,2.73,0.0,1.73,32.46,1.22,0.35,9.09,2.23,0.35,1.99,3.45,1.83,9.33,29.07,22.64,2.11,3.61,1.36,0.0,0.0,4.48,0.61,0.35,1.11,2.73,0.0,0.61,0.86,0.86,0.0,1.86,6.1,2.49,0.0,5.34,3.25,2.34,0.0,1.11,28.45,0.0,0.0,0.35,0.5,0.0,0.0,10.63,1.57,2.73,1.0,0.7,0.35,2.44,0.35,1.73,1.73,5.07,16.85,6.3,0.0,0.0,0.35,0.0,0.0,1.61,0.0,3.25,0.0,0.35,0.0,0.35,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.35,0.7,0.0,1.11,0.0,0.0,0.86,0.0,0.0,0.5,0.35,1.36,1.61,2.79,1.0,5.22,2.86,0.0,0.7,0.0,0.0,0.35,0.0,0.0,0.61,0.35,0.35,0.0,4.01,0.0,2.95,0.86,0.61,0.0,0.35,0.0,0.35,0.0,2.84,0.0,0.35,0.0,0.0,0.5,0.5,0.0,0.7,0.0,0.0,0.0,3.11,0.35,0.0,20.92,8.41,13.51,7.18
80865,11.8,4.45,1.35,6.29,55.78,11.09,7.77,11.16,0.78,9.34,11.16,5.8,3.33,10.13,3.58,2.34,2.77,0.86,0.61,7.77,0.0,22.75,1.6,13.37,0.0,0.7,0.35,3.42,0.0,0.35,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.49,4.69,0.35,0.49,3.09,0.0,0.86,0.0,0.86,0.0,0.0,0.35,0.49,1.71,0.0,0.86,4.74,1.48,2.21,0.99,0.0,0.7,0.35,0.0,1.21,0.61,1.1,3.09,0.0,0.0,0.0,0.35,0.0,0.0,3.2,1.4,1.25,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.61,0.0,0.0,0.0,0.49,0.0,0.49,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.48,2.1,0.61,2.71,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,1.1,0.0,0.0,0.0,0.18,0.0,1.21,3.33,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.21,0.0,16.85,7.95,7.24,4.07
7362,4.13,0.33,0.0,0.0,9.42,1.93,2.26,0.33,0.0,0.0,1.03,0.33,0.33,5.54,0.0,0.0,0.65,0.46,3.66,5.54,20.51,13.93,2.04,10.6,17.69,2.63,3.34,9.56,1.22,2.92,0.0,0.65,0.33,0.0,0.0,0.33,0.33,2.31,19.61,4.84,0.33,3.11,2.19,1.26,1.73,3.92,24.75,0.46,1.26,1.38,4.8,0.46,0.0,0.8,2.99,5.26,4.5,4.62,3.92,0.57,0.57,0.0,2.06,1.85,8.19,0.57,3.2,1.96,1.5,0.92,0.33,2.83,0.0,1.85,1.5,5.77,1.85,4.49,1.26,0.65,2.42,9.08,1.38,0.0,0.0,0.0,0.33,0.0,3.66,2.06,9.9,3.96,1.93,0.8,2.26,2.26,0.0,0.92,0.65,0.57,5.06,8.65,8.66,0.0,7.39,4.95,0.0,1.6,0.0,0.33,0.0,1.03,0.0,0.65,1.38,0.57,1.13,4.96,0.8,2.92,0.33,0.46,0.0,1.46,0.0,0.65,2.65,3.66,0.33,0.33,0.65,0.0,1.6,0.33,2.06,0.0,1.26,0.65,0.73,6.19,5.08,0.92,18.32,11.35,4.15,7.5
7363,0.46,1.7,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,7.27,9.27,0.0,0.0,1.61,0.0,3.74,2.13,0.0,0.0,0.0,0.0,3.51,1.02,1.02,1.7,0.32,0.91,4.27,0.91,0.79,0.0,0.32,0.56,0.64,0.91,3.98,0.0,1.58,2.49,0.79,0.79,0.46,0.0,0.0,0.0,0.0,0.32,0.32,0.0,1.76,1.58,0.79,0.0,2.73,0.46,0.79,3.05,3.07,7.15,0.0,1.02,1.02,0.64,1.25,0.79,0.32,0.46,2.95,1.58,5.68,5.12,1.37,0.56,0.79,1.82,0.56,2.88,1.82,1.11,23.59,0.46,0.0,6.78,1.67,4.21,2.23,1.82,0.32,2.36,0.91,0.32,2.95,3.61,7.48,10.11,0.79,0.0,0.0,1.58,27.94,4.98,0.0,0.56,0.91,2.39,0.0,21.37,2.16,0.0,0.32,5.9,2.09,13.27,0.32,2.49,4.66,7.05,0.32,0.79,5.92,9.16,1.2,2.73,8.28,0.32,6.35,1.82,1.37,11.34,3.86,0.0,7.5,14.02,0.79,9.05
90474858,1.63,2.13,0.0,0.0,1.63,0.35,0.35,1.0,0.0,0.0,0.87,0.0,0.0,9.02,2.88,1.63,0.71,5.38,4.81,17.41,23.56,17.5,0.0,0.5,0.87,1.0,0.0,8.03,0.0,1.37,1.63,1.33,0.71,1.23,0.0,0.0,0.0,2.75,35.14,40.0,4.3,3.37,5.65,1.33,0.5,0.0,13.8,0.0,0.0,0.61,0.0,0.0,0.0,0.61,1.0,4.2,1.74,0.71,4.64,0.0,0.0,0.0,3.01,1.12,6.77,0.0,1.0,0.87,1.0,0.0,0.0,1.0,0.0,4.02,1.51,2.01,1.0,1.33,0.0,0.0,1.33,11.0,0.0,0.61,0.0,0.0,0.61,0.0,7.48,1.51,7.27,0.0,6.02,0.0,1.59,0.0,0.0,0.61,0.5,1.23,1.74,2.51,6.66,0.61,5.26,1.51,0.0,0.35,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.71,1.0,0.5,1.84,0.5,0.0,0.0,0.0,0.0,0.0,0.61,2.01,0.0,0.0,0.71,0.35,0.35,0.5,0.5,0.0,0.61,0.0,0.0,3.25,10.49,1.63,15.43,13.32,4.2,11.05
460,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.6,0.43,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.3,2.87,2.45,12.26,20.4,0.43,0.3,4.17,0.74,2.53,5.98,3.52,1.66,1.05,0.3,1.71,0.3,0.0,0.0,0.0,5.45,29.46,6.54,3.2,0.3,6.84,2.67,0.43,1.71,6.72,0.74,0.3,1.48,0.3,1.48,0.0,0.6,2.99,15.27,4.37,2.88,5.23,0.52,0.0,0.0,0.52,0.0,2.88,0.0,1.71,0.74,0.52,0.43,0.0,1.57,1.28,0.96,7.55,5.77,3.2,1.91,2.88,1.05,3.45,13.99,2.09,1.17,0.43,0.0,0.0,0.6,7.79,6.35,43.53,1.81,4.05,0.3,4.05,14.57,0.85,5.34,15.38,16.1,15.92,30.67,22.12,2.65,10.26,2.96,0.3,1.91,1.91,1.48,4.58,6.26,0.0,2.22,7.88,5.34,0.96,10.02,0.43,5.11,3.82,0.43,0.0,3.42,0.43,0.0,6.92,8.74,0.0,0.43,2.87,0.74,3.42,1.48,2.67,2.45,2.77,0.43,1.35,12.79,8.31,0.52,9.07,23.79,2.4,11.1
8130,1.64,0.94,0.77,1.49,3.78,0.55,0.0,1.09,0.0,1.64,1.44,0.0,0.77,5.72,0.39,1.89,1.34,0.94,4.77,3.93,10.85,10.42,0.39,0.39,5.57,0.55,8.53,1.89,0.67,0.0,0.94,0.0,0.0,0.0,1.09,0.0,0.55,2.0,20.89,2.99,0.77,1.34,0.77,1.77,0.39,0.39,10.77,0.0,0.0,0.77,0.67,0.0,0.67,0.0,1.16,4.36,0.39,2.59,5.86,1.49,0.55,3.27,4.33,4.56,13.57,2.31,3.53,1.89,5.59,0.0,0.67,0.94,0.94,5.11,1.09,3.13,1.09,4.08,2.31,2.56,9.87,16.4,1.64,0.39,0.77,1.22,0.0,0.39,3.53,3.95,6.95,0.55,2.04,0.0,1.64,1.64,0.0,0.94,1.64,1.09,0.39,5.17,10.42,1.49,6.39,6.0,0.39,0.39,0.39,0.39,4.21,0.0,0.0,0.0,1.64,3.11,1.34,29.71,1.49,8.71,3.53,0.39,0.0,0.39,0.0,0.39,18.47,13.63,0.55,0.0,0.77,0.39,3.38,1.16,1.89,0.94,9.79,1.16,0.0,19.56,7.36,0.94,8.66,17.92,7.44,9.01
8129,11.85,12.23,1.48,8.01,6.97,1.28,0.3,0.37,0.0,1.12,0.94,1.26,1.26,12.02,5.48,2.16,4.35,3.84,3.46,16.88,32.59,32.07,1.2,1.44,7.7,4.79,3.72,11.81,2.89,2.33,1.06,1.26,0.15,0.6,0.37,1.32,0.89,6.38,25.13,9.48,4.54,6.32,11.56,6.85,0.0,0.97,19.1,0.43,0.15,0.58,0.3,0.15,3.36,6.92,8.08,14.06,6.75,7.44,16.26,3.57,0.21,1.0,2.82,1.27,16.46,0.85,1.9,0.74,0.36,0.0,0.15,1.44,0.0,7.71,3.12,1.34,0.83,0.73,0.42,0.37,3.01,10.6,0.59,0.21,0.84,0.0,0.79,0.21,6.66,0.45,4.84,0.48,7.15,0.37,0.15,0.85,0.0,0.36,3.45,5.06,11.71,14.03,22.27,3.78,17.27,4.59,0.0,3.34,0.47,0.15,0.15,0.0,0.0,1.81,0.21,2.71,4.0,16.95,0.51,14.29,10.96,0.3,0.21,0.15,0.0,0.51,6.86,7.13,0.89,0.74,1.27,0.15,4.67,0.26,1.54,0.85,1.15,0.0,0.43,9.65,4.67,1.03,8.88,27.14,10.59,9.17
6184,1.11,0.45,0.32,0.0,7.53,0.9,0.0,0.32,0.0,2.86,1.56,0.45,0.64,4.39,1.01,0.71,0.55,0.9,1.69,2.58,16.51,13.92,0.78,0.32,10.04,0.32,10.8,2.37,0.0,0.0,1.24,1.36,2.02,0.0,2.6,1.24,0.0,2.58,21.8,2.35,0.9,0.0,1.11,1.43,1.56,0.45,9.44,0.9,0.45,5.86,0.9,0.0,1.24,0.9,0.45,1.24,0.0,0.0,1.56,2.02,3.26,15.12,10.45,12.71,24.07,2.93,3.95,9.77,3.83,0.0,0.45,1.81,0.0,2.02,3.13,10.14,2.8,5.08,2.93,2.02,9.26,14.88,4.84,2.26,2.35,5.05,2.67,0.0,4.29,4.49,5.61,0.0,0.45,0.45,0.55,0.96,0.32,0.0,0.32,0.45,0.9,2.93,6.55,0.64,9.59,5.15,0.0,0.32,0.0,0.0,1.24,0.0,0.55,0.32,0.45,0.78,0.96,17.83,1.81,6.31,0.64,2.47,0.64,3.95,0.0,1.92,6.52,8.92,0.0,0.32,1.89,1.56,2.35,2.6,4.52,0.0,4.4,0.32,0.96,8.01,7.82,1.24,13.03,12.93,4.29,8.01
