Stimulus,"FRUITY,CITRUS",LEMON,GRAPEFRUIT,ORANGE,"FRUITY,OTHER THAN CITRUS",PINEAPPLE,GRAPE JUICE,STRAWBERRY,"APPLE, FRUIT",PEAR,"CANTALOUPE, HONEYDEW MELON",PEACH FRUIT,BANANA,FLORAL,ROSE,VIOLETS,LAVENDER,COLOGNE,MUSK,PERFUMERY,FRAGRANT,AROMATIC,HONEY,"CHERRY, BERRY",ALMOND,NAIL POLISH REMOVER,"NUTTY, WALNUT ETC.",SPICY,CLOVE,CINNAMON,LAUREL LEAVES,TEA LEAVES,SEASONING FOR MEAT,BLACK PEPPER,GREEN PEPPER,DILL,CARAWAY,"OAK WOOD,COGNAC","WOODY, RESINOUS",CEDARWOOD,MOTHBALLS,"MINTY, PEPPERMINT",CAMPHOR,EUCALYPTUS,CHOCOLATE,VANILLA,SWEET,MAPLE SYRUP,CARAMEL,MALTY,RAISINS,MOLASSES,COCONUT,"ANISE, LICORICE",ALCOHOLIC,"ETHERISH, ANAESTHETIC",CLEANING FLUID,"GASOLINE, SOLVENT","TURPENTINE, PINE OIL",GERANIUM LEAVES,CELERY,FRESH GREEN VEGETABLES,CRUSHED WEEDS,CRUSHED GRASS,"HERBAL, GREEN,CUTGRASS",RAW CUCUMBER,HAY,GRAINY (AS GRAIN),YEASTY,BAKERY (FRESH BREAD),SOUR MILK,"FERMENTED, ROTTEN FRUIT",BEERY,SOAPY,LEATHER,CARDBOARD,ROPE,WET PAPER,"WET WOOL,WET DOG",DIRTY LINEN,STALE,"MUSTY, EARTHY, MOLDY",RAW POTATO,MOUSE,MUSHROOM,PEANUT BUTTER,BEANY,"EGGY, FRESH EGGS","BARK,BIRCHBARK",CORK,"BURNT,SMOKY",FRESH TOBACCO SMOKE,INCENSE,COFFEE,STALE TOBACCO SMOKE,BURNT PAPER,BURNT MILK,BURNT RUBBER,TAR,CREOSOTE,"DISINFECTANT, CARBOLIC",MEDICINAL,CHEMICAL,BITTER,"SHARP, PUNGENT, ACID","SOUR, VINEGAR",SAUERKRAUT,AMMONIA,URINE,CAT URINE,FISHY,"KIPPERY,SMOKED FISH","SEMINAL, SPERM-LIKE",NEW RUBBER,SOOTY,BURNT CANDLE,KEROSENE,"OILY, FATTY","BUTTERY, FRESH BUTTER",PAINT,VARNISH,POPCORN,FRIED CHICKEN,"MEATY ( COOKED,GOOD)",SOUPY,COOKED VEGETABLES,RANCID,SWEATY,CHEESY,HOUSEHOLD GAS,SULFIDIC,"GARLIC, ONION",METALLIC,"BLOOD, RAW MEAT",ANIMAL,SEWER,"PUTRID, FOUL, DECAYED","FECAL, LIKE MANURE",CADAVEROUS,SICKENING,"DRY, POWDERY",CHALKY,LIGHT,HEAVY,"COOL,COOLING",WARM
Citral_high,68.67,80.0,21.33,36.67,8.67,8.0,1.33,2.67,0.0,3.33,4.0,4.0,1.33,20.0,7.33,3.33,4.67,17.33,3.33,26.0,62.67,52.67,3.33,3.33,3.33,3.33,1.33,15.33,2.0,2.0,3.33,0.0,1.33,0.0,2.0,4.0,0.67,0.67,6.67,6.0,2.67,9.33,3.33,7.33,0.0,1.33,49.33,0.0,0.0,0.0,0.0,0.0,0.67,1.33,3.33,6.67,4.0,1.33,8.0,6.67,1.33,3.33,6.0,6.0,32.0,0.67,2.0,0.67,0.0,0.0,0.0,2.67,0.0,8.67,0.67,0.67,1.33,0.67,0.0,0.67,0.67,4.67,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,4.67,4.0,8.67,2.67,26.67,12.67,0.67,2.0,0.67,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,0.67,3.33,2.0,0.0,0.0,0.0,0.0,0.67,2.0,3.33,0.67,0.67,0.67,0.0,5.33,0.0,0.0,0.67,0.0,0.0,0.0,2.67,3.33,0.67,30.0,19.33,34.67,11.33
Citralva_high,46.09,64.06,7.03,18.75,10.16,3.13,2.34,1.56,0.78,1.56,2.34,1.56,0.78,14.06,1.56,0.78,2.34,6.25,1.56,13.28,44.53,26.56,3.13,0.0,0.78,2.34,0.0,9.38,2.34,0.78,1.56,3.13,0.0,0.78,0.0,1.56,0.0,0.0,8.59,3.13,0.78,3.91,4.69,2.34,0.0,0.0,39.84,0.78,0.78,0.0,1.56,0.0,0.78,0.0,6.25,10.16,2.34,1.56,4.69,3.13,0.78,0.0,2.34,1.56,21.09,0.78,0.78,0.78,0.0,0.0,0.0,1.56,0.0,8.59,1.56,0.0,0.0,0.0,2.34,2.34,3.91,3.91,0.0,0.0,0.78,0.0,0.0,0.0,1.56,0.0,3.13,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.78,1.56,6.25,10.16,14.84,3.91,26.56,13.28,0.78,0.78,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.78,4.69,2.34,0.0,0.0,0.0,0.78,0.0,2.34,4.69,0.0,0.0,0.78,0.0,4.69,0.78,0.78,0.78,3.13,0.0,0.0,10.16,2.34,1.56,25.78,16.41,25.0,5.25
Coumarin_high,2.86,3.57,0.0,0.0,14.29,3.57,0.71,2.86,1.43,0.71,0.71,2.86,1.43,20.71,9.29,5.71,8.57,12.14,5.71,25.0,56.43,47.86,9.29,12.86,42.86,2.14,7.86,17.14,4.29,16.43,2.14,2.14,1.43,0.0,0.0,0.71,0.71,5.71,18.57,5.71,3.57,12.86,6.43,4.29,0.71,22.14,55.0,5.0,7.14,7.14,0.0,2.14,15.0,7.14,1.43,6.43,5.0,0.71,7.86,2.86,0.71,1.43,4.29,5.71,17.14,0.0,8.57,2.14,0.71,0.71,0.0,2.14,1.43,5.0,5.71,0.71,0.0,1.43,0.71,0.71,0.0,7.86,0.71,0.0,0.0,0.71,0.0,0.0,3.57,0.71,4.29,2.86,6.43,0.0,0.0,0.0,0.0,0.0,1.43,3.57,7.14,9.29,14.29,1.43,10.0,2.14,0.0,1.43,0.0,0.0,1.43,0.0,0.0,0.71,1.43,1.43,1.43,10.71,3.57,7.14,5.0,0.71,0.0,0.71,1.43,1.43,2.14,4.29,0.71,0.71,2.14,0.0,2.86,0.71,1.43,1.43,3.57,0.0,0.0,7.14,7.86,1.43,24.29,13.57,12.14,20.71
Cresol-m_high,0.0,0.0,0.0,0.0,2.16,0.72,0.0,0.0,0.0,0.72,0.72,0.0,0.72,4.32,0.72,0.0,0.72,0.72,7.91,4.32,13.67,30.94,0.72,0.0,2.16,1.44,5.76,4.32,1.44,0.0,0.0,0.72,1.44,1.44,0.0,0.72,0.0,5.04,30.94,5.04,7.19,0.72,10.79,5.04,0.72,0.72,13.67,0.72,2.16,3.6,0.0,0.72,1.44,0.72,5.04,25.18,10.07,6.47,6.47,0.0,0.0,0.0,1.44,0.0,6.47,0.0,2.88,1.44,5.04,0.72,0.0,0.72,0.0,8.63,15.11,2.16,0.72,2.88,4.32,0.72,6.47,19.42,1.44,0.0,0.0,1.44,0.0,0.0,7.19,7.19,34.53,1.44,4.32,0.72,3.6,5.04,0.0,5.04,16.55,25.18,39.57,46.04,30.22,6.47,22.3,1.44,0.0,1.44,2.16,0.72,1.44,5.76,0.72,10.79,5.76,2.88,5.04,10.07,1.44,9.35,3.6,0.72,0.72,5.04,0.0,0.72,7.91,14.39,0.0,1.44,5.04,0.72,5.04,3.6,5.04,1.44,2.88,4.32,2.16,14.39,12.95,0.0,12.23,24.46,7.19,14.39
Cresol-p_high,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.76,0.76,0.0,0.0,4.55,4.55,16.67,17.42,0.76,0.0,4.55,1.52,1.52,3.79,0.76,0.0,0.0,0.0,0.0,0.76,0.0,1.52,0.0,1.52,22.73,3.79,2.27,0.76,5.3,0.76,0.0,0.76,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.76,3.03,10.61,8.33,3.79,4.55,1.52,0.0,0.0,1.52,0.76,3.03,0.0,2.27,0.76,0.76,0.0,0.0,0.76,0.0,4.55,6.82,4.55,2.27,2.27,2.27,0.0,5.3,12.88,1.52,3.79,0.76,1.52,1.52,0.0,5.3,2.27,15.15,0.0,5.3,0.0,0.0,0.76,0.76,3.03,6.82,6.06,18.94,27.27,21.97,4.55,7.58,6.06,0.0,3.03,5.3,0.76,1.52,0.76,0.0,9.09,3.03,0.76,2.27,10.61,0.76,9.09,3.03,0.76,0.0,1.52,0.0,0.76,5.3,12.12,0.0,0.76,3.03,0.0,9.09,4.55,9.09,5.3,7.58,14.39,4.55,10.61,6.06,0.76,16.67,18.18,5.3,9.85
CresylAcetate-p_high,3.6,1.44,0.0,2.16,7.91,1.44,2.16,2.16,0.0,1.44,0.72,1.44,0.72,11.51,2.16,2.88,4.32,2.16,4.32,15.11,33.09,37.41,5.04,4.32,7.19,3.6,2.88,17.27,3.6,4.32,0.72,0.0,0.0,0.0,0.0,1.44,5.04,4.32,28.78,8.63,3.6,19.42,7.91,4.32,0.0,2.88,35.25,1.44,1.44,1.44,1.44,0.72,0.72,41.73,2.88,15.11,6.47,5.76,11.51,2.16,1.44,0.72,1.44,2.16,16.55,0.0,2.88,0.72,0.0,0.0,0.72,1.44,0.72,4.32,6.47,2.88,0.0,2.88,2.88,2.16,5.04,10.07,0.0,2.16,0.72,0.0,0.0,0.72,5.76,1.44,9.35,0.0,2.88,0.0,2.16,1.44,0.72,5.76,6.47,3.6,12.23,20.86,17.27,3.6,12.95,7.19,1.44,1.44,5.04,2.16,1.44,1.44,0.0,6.47,2.16,4.32,2.16,4.32,0.0,7.19,9.35,0.0,0.72,0.0,0.0,2.16,10.07,7.19,5.04,0.0,3.6,0.72,8.63,1.44,9.35,2.88,10.79,9.35,1.44,10.79,5.04,2.88,19.42,17.99,16.55,12.23
CresylMethylEther-p_high,1.68,1.01,0.0,0.34,6.73,0.34,0.0,1.01,0.34,2.02,1.35,1.68,2.7,10.77,2.36,3.37,2.7,2.69,9.42,13.47,39.39,41.42,5.05,2.69,18.52,4.71,3.37,14.14,3.7,4.04,0.34,2.02,0.0,1.01,0.34,2.02,2.02,6.4,38.04,15.83,20.54,12.12,25.25,12.46,0.0,4.71,25.26,2.69,2.02,2.69,1.35,1.68,0.67,14.48,8.08,28.27,12.79,13.8,24.25,2.02,1.01,0.67,1.68,2.7,14.82,0.67,3.71,0.67,1.34,0.34,0.0,2.02,1.01,3.36,7.75,5.06,1.01,5.05,3.37,2.69,4.71,21.54,0.67,1.01,0.34,0.34,0.34,0.34,8.75,4.37,14.81,1.01,8.75,0.34,3.03,3.36,0.0,2.35,13.81,14.82,22.56,30.32,28.62,5.73,19.86,6.4,0.34,5.72,11.11,3.03,0.0,0.68,5.38,1.01,2.35,6.73,14.15,0.0,20.88,16.16,0.0,0.0,0.67,0.34,0.68,9.09,15.15,2.02,2.02,3.7,0.0,5.38,1.68,4.04,3.37,7.07,7.08,1.68,18.18,9.42,0.67,17.85,31.65,16.16,15.15,0.0
CresylisoButyrate-p_high,1.59,0.79,0.79,0.79,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,2.38,0.0,0.0,1.59,3.17,3.17,4.76,15.87,19.84,0.0,0.0,1.59,1.59,0.79,4.76,1.59,0.79,0.79,0.0,0.0,0.0,0.79,0.79,3.17,3.17,17.46,2.38,3.17,7.14,9.52,5.56,0.0,1.59,20.63,0.0,0.0,1.59,0.79,0.0,0.79,18.25,2.38,19.05,3.17,8.73,3.17,1.59,0.0,0.79,0.0,0.79,4.76,0.79,1.59,0.79,1.59,0.0,0.79,0.79,1.59,3.17,9.52,7.14,2.38,1.59,3.17,3.17,5.56,11.11,0.79,0.79,1.59,0.0,0.0,0.79,4.76,2.38,8.73,0.79,3.17,0.0,0.0,0.0,0.0,4.76,9.52,5.56,18.25,34.13,24.6,4.76,19.84,9.52,0.0,1.59,3.17,3.97,0.79,0.0,0.0,11.11,1.59,1.59,1.59,8.73,1.59,7.94,4.76,0.0,0.0,1.59,0.0,0.0,4.76,19.05,3.17,0.79,6.35,0.0,6.35,1.59,7.14,3.17,9.52,6.35,2.38,19.05,3.97,0.79,14.29,19.84,11.9,8.73
CuminicAldehyde_high,10.71,16.43,2.14,5.0,7.14,1.43,0.0,2.14,0.0,2.14,1.43,2.14,1.43,8.57,2.14,0.71,3.57,5.0,7.14,10.71,32.86,37.14,2.14,3.57,17.14,0.71,3.57,23.57,7.14,7.14,2.14,5.0,5.71,7.86,1.43,8.57,10.0,4.29,27.14,8.57,2.14,14.29,7.86,6.43,0.0,0.0,24.29,1.43,1.43,0.71,0.71,0.0,0.71,5.71,6.43,15.71,9.29,10.0,14.29,2.14,1.43,2.14,6.43,5.0,22.14,1.43,0.71,1.43,1.43,0.0,0.71,2.14,0.0,12.14,3.57,0.71,0.0,1.43,3.57,0.0,7.86,16.43,1.43,2.14,2.14,0.0,1.43,0.0,2.86,4.29,7.86,0.71,6.43,0.0,0.71,0.0,0.0,0.0,5.71,3.57,9.29,12.86,18.57,10.71,35.71,17.86,1.43,2.86,2.14,0.0,4.29,2.14,0.0,2.14,0.0,0.71,4.29,20.0,0.0,10.0,5.71,0.71,0.0,2.14,0.0,1.43,10.0,11.43,10.0,1.43,2.86,0.71,6.43,0.0,0.71,0.71,6.43,0.0,0.71,20.0,12.14,2.14,16.43,24.29,14.29,17.86
Cyclocitral-iso_high,2.56,0.0,0.85,0.0,4.27,0.0,0.0,0.0,0.85,0.0,1.71,0.0,1.71,25.64,12.82,5.13,4.27,2.56,3.42,10.26,24.79,23.08,0.0,0.0,0.85,1.71,0.0,0.85,1.71,0.0,3.42,3.42,0.0,0.85,5.98,0.0,0.0,4.27,31.62,2.56,3.42,5.13,7.69,5.13,0.0,0.0,13.68,0.0,0.0,0.0,0.85,0.0,0.0,0.0,4.27,7.69,5.98,8.55,14.53,13.68,4.27,10.26,19.66,20.51,46.15,2.56,5.98,2.56,0.0,0.0,0.0,0.85,0.85,0.85,0.85,1.71,0.0,2.56,1.71,2.56,8.55,43.59,4.27,0.0,1.71,0.0,1.71,0.0,5.98,1.71,2.56,0.0,3.42,0.0,0.85,0.85,0.0,0.0,0.85,0.85,5.98,7.69,13.68,1.71,15.38,2.56,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.85,0.0,3.42,5.98,0.0,6.84,2.56,0.0,0.0,0.0,0.85,1.71,3.42,4.27,0.0,0.0,0.85,0.0,3.42,0.85,0.0,1.71,3.42,0.0,1.71,13.68,6.84,0.0,13.68,23.93,15.38,4.27
Cyclodithalfarol_high,0.71,0.71,0.71,0.0,0.0,0.0,0.0,0.71,2.14,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,6.43,0.71,5.71,11.43,0.0,0.0,1.43,7.0,14.0,1.43,0.0,0.0,0.0,0.0,10.71,3.57,0.71,2.14,0.0,0.71,7.86,0.71,0.71,0.0,0.71,0.71,0.0,0.0,4.29,0.0,0.0,2.14,0.0,0.71,0.0,0.0,0.71,3.57,1.43,4.29,0.0,0.0,0.71,1.43,2.14,1.43,5.71,0.0,0.0,0.0,5.71,0.0,0.0,4.29,1.43,0.0,1.43,0.0,5.0,0.71,9.29,6.43,9.29,18.57,0.0,2.86,2.14,0.71,0.71,2.86,0.0,1.43,26.43,0.71,0.0,1.43,5.0,8.57,0.71,19.29,8.57,4.29,5.0,1.43,15.71,7.86,28.57,20.0,4.29,7.14,6.43,4.29,4.29,2.86,0.0,3.57,3.57,4.29,2.14,20.71,0.71,0.0,0.0,1.43,0.0,14.29,2.14,7.14,27.14,27.14,0.0,25.0,36.43,46.43,8.57,10.71,9.29,26.43,40.71,17.14,15.0,66.43,4.29,0.71,0.71,41.43,2.14,11.43
"Cyclohexanedione1,2_high",0.0,0.72,0.0,0.0,1.44,0.0,0.0,0.0,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,1.44,7.91,17.27,2.88,1.44,7.91,0.0,12.95,9.35,0.72,1.44,0.72,1.44,7.91,2.88,0.0,0.0,0.72,2.16,23.74,3.6,0.72,0.0,2.16,0.72,0.72,2.88,10.07,8.63,7.19,5.04,0.72,7.19,1.44,2.88,2.88,15.11,2.88,3.6,2.16,0.0,2.88,0.0,0.0,0.0,2.88,0.0,1.44,1.44,7.19,0.0,0.72,2.38,0.72,0.0,1.44,4.32,2.16,1.44,2.16,1.44,8.63,14.39,0.0,0.72,1.44,2.16,0.72,0.0,2.16,2.16,48.2,0.0,1.44,4.32,7.91,16.55,2.88,12.23,18.71,8.63,10.07,28.78,17.27,5.04,25.18,4.32,0.0,2.16,0.72,1.44,0.72,0.72,0.0,6.47,5.04,4.32,0.0,11.51,1.44,2.16,1.44,0.0,0.0,5.76,0.72,2.16,3.6,5.76,0.72,0.72,8.63,2.16,2.16,1.44,1.44,3.6,5.04,0.72,2.16,25.18,8.63,0.0,5.76,34.53,0.72,17.27
Cyclohexanol_high,1.01,0.68,0.34,0.34,1.35,0.0,0.0,0.67,0.0,1.34,1.01,0.34,0.67,4.04,0.67,0.0,0.67,2.36,6.74,4.04,24.59,31.64,0.34,0.34,6.74,15.84,4.05,5.73,2.7,0.34,1.34,0.34,0.34,0.67,0.34,0.67,1.01,5.74,28.65,10.11,16.52,8.76,29.31,14.49,0.67,1.35,12.46,0.0,1.01,1.35,0.68,1.35,0.34,6.07,22.9,52.19,25.26,22.57,27.96,1.35,0.67,0.67,0.67,0.34,10.77,0.34,2.02,2.36,1.35,0.0,0.34,1.68,1.69,2.02,11.13,2.36,2.02,3.37,3.03,1.01,4.38,12.47,1.01,0.34,0.67,0.0,0.0,0.0,8.77,4.38,26.28,1.35,6.74,0.0,4.73,5.39,0.34,6.74,27.3,27.3,51.54,53.89,42.09,7.75,36.04,7.41,0.0,10.43,4.72,2.69,2.02,1.01,0.67,6.07,5.73,4.72,11.46,12.47,0.34,20.22,17.51,0.34,0.0,1.34,0.0,0.34,6.06,10.77,1.01,3.37,4.38,1.68,6.74,1.01,1.68,3.37,4.72,3.03,2.02,20.87,5.04,0.34,10.45,33.68,20.88,12.46
Cyclotene_high,0.0,0.0,0.0,0.78,1.56,1.56,0.0,0.78,0.0,0.0,0.0,0.0,3.13,1.56,0.0,0.0,0.0,0.0,3.13,3.13,18.75,21.88,7.81,0.0,13.28,0.78,17.97,12.5,0.0,1.56,0.0,0.78,3.91,4.69,0.0,0.0,0.78,5.47,25.0,2.34,0.78,0.78,1.56,1.56,3.13,7.03,32.03,35.16,28.91,9.38,3.13,18.75,1.56,7.03,3.91,4.69,1.56,0.0,2.34,0.0,3.91,0.78,0.0,2.34,3.13,0.78,0.78,0.78,1.56,0.0,2.34,2.34,0.0,0.0,1.56,1.56,0.78,0.78,0.0,0.0,7.81,14.84,0.78,0.0,0.0,5.47,1.56,0.78,7.03,1.56,46.88,2.34,2.34,20.31,4.69,23.44,6.25,6.25,3.91,2.34,2.34,6.25,5.47,6.25,10.16,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,4.69,0.0,7.81,5.47,1.56,0.78,3.13,0.0,3.91,0.0,1.56,2.34,2.34,0.78,0.0,1.56,3.13,1.56,0.0,0.0,0.78,3.13,0.78,0.78,13.28,8.59,0.78,4.69,34.38,0.0,24.22
Cyclotropal_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,7.97,26.09,2.17,2.9,3.62,3.62,0.72,0.0,1.45,2.17,2.9,2.9,5.8,1.45,4.35,4.35,2.9,6.52,26.09,3.62,0.0,16.67,0.72,2.17,0.72,5.07,2.17,8.7,0.0,3.62,0.0,0.0,2.17,0.72,3.62,0.72,1.45,3.62,3.62,8.7,2.9,12.32,8.7,0.0,0.72,0.72,0.72,2.9,0.0,1.45,7.25,0.72,0.72,1.45,25.36,3.62,1.45,1.45,2.17,1.45,2.9,0.72,5.07,10.87,12.32,0.72,2.17,3.62,5.07,6.52,7.25,1.45,1.45,3.62,0.72,1.45,10.14,7.25,0.0,23.19,14.49,7.25,8.7
"Decadienal2,4-trans-trans_high",4.03,4.03,0.0,4.03,2.68,2.01,0.0,1.34,3.36,0.0,0.67,1.34,0.0,3.36,0.0,1.34,1.34,0.0,8.72,1.34,11.41,17.45,0.0,0.67,6.04,0.0,8.72,4.03,0.67,0.0,0.67,0.0,2.68,0.67,1.34,0.67,1.34,1.34,19.46,0.67,0.67,0.67,0.0,0.67,0.0,0.0,12.08,0.67,1.34,4.03,0.0,0.67,0.67,0.0,1.34,1.34,2.01,0.67,5.37,0.0,3.36,4.03,2.68,2.01,10.74,6.71,2.01,5.37,5.37,0.67,0.0,2.01,2.01,9.4,4.7,4.7,3.36,3.36,4.03,3.36,20.13,20.13,6.71,2.01,2.68,5.37,2.68,2.01,3.36,3.36,18.12,0.67,0.67,0.67,2.68,4.7,0.67,1.34,1.34,2.01,3.36,7.38,15.44,4.7,11.41,8.72,1.34,1.34,4.7,2.01,8.72,2.68,0.0,0.67,0.67,4.03,0.67,63.09,6.71,13.42,5.37,12.75,14.77,16.78,3.36,4.7,36.91,26.85,1.34,0.67,4.7,4.03,2.68,5.37,10.07,1.34,12.75,3.36,1.34,31.54,8.05,2.01,4.7,41.61,1.34,17.45
DecahydroNaphthalene_high,0.84,0.84,0.84,0.0,2.52,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,1.68,0.84,0.0,0.0,0.84,4.2,1.68,15.97,15.13,0.0,0.0,2.52,0.0,0.84,8.4,0.84,0.0,0.0,0.84,0.84,0.84,0.84,1.68,0.0,0.84,27.73,9.24,4.2,4.2,5.88,0.84,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.68,5.04,2.52,5.04,8.4,1.68,1.68,2.52,3.36,5.88,13.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.68,1.68,4.2,0.0,5.04,5.04,1.68,7.56,32.77,0.84,0.84,1.68,0.0,0.0,0.0,3.36,0.84,5.88,0.0,1.68,0.0,1.68,0.84,0.0,0.0,1.68,2.52,8.4,6.72,7.56,2.52,6.72,10.08,1.68,0.84,0.0,0.0,3.36,0.0,0.0,0.84,0.84,0.84,2.52,2.52,0.0,3.36,1.68,0.0,0.0,1.68,0.0,1.68,2.52,4.2,0.0,2.52,4.2,9.24,1.68,0.84,0.84,0.84,2.52,0.0,0.0,9.24,10.08,0.84,22.69,13.45,9.24,10.08
DibutylAmine_high,0.0,0.0,0.0,0.0,0.88,0.88,0.0,0.0,0.88,0.0,0.88,0.0,0.88,1.77,1.77,0.0,0.0,0.88,4.42,2.65,15.04,14.16,0.88,0.0,3.54,0.88,5.31,2.65,0.0,0.0,0.0,1.77,0.88,3.54,0.0,0.0,0.0,4.42,35.4,6.19,0.88,0.88,2.65,0.88,2.65,1.77,8.85,2.65,2.65,3.54,0.88,2.65,0.88,0.88,4.42,5.31,2.65,2.65,4.42,0.88,0.0,1.77,0.88,0.88,5.31,0.0,0.88,2.65,4.42,0.88,0.0,1.77,0.0,2.65,4.42,6.19,3.54,3.54,4.42,0.88,4.42,23.01,0.88,0.88,1.77,1.77,0.88,0.0,4.42,4.42,13.27,0.88,1.77,0.88,5.31,3.54,0.88,0.88,1.77,0.0,1.77,7.96,9.73,0.88,7.08,8.85,0.0,3.54,0.0,0.0,0.88,0.0,0.88,1.77,3.54,1.77,0.88,12.39,4.42,6.19,2.65,1.77,0.0,2.65,0.88,2.65,7.96,15.04,0.0,0.0,3.54,0.88,4.42,2.65,1.77,0.88,3.54,2.65,0.88,4.42,9.73,4.42,29.2,5.31,4.42,10.62
DiethylSulfide_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,5.04,12.23,0.0,0.0,1.44,1.44,0.0,6.47,0.0,0.0,0.0,0.0,5.76,2.88,2.16,2.88,0.0,0.0,7.19,0.0,0.0,0.0,0.72,0.0,0.0,0.0,2.88,0.72,0.0,0.0,0.0,0.72,0.0,0.0,0.72,5.04,4.32,24.46,3.6,0.0,1.44,0.72,2.16,0.72,2.16,2.16,0.72,0.0,2.16,0.0,0.72,2.16,0.0,0.0,0.0,0.0,0.72,0.72,2.88,3.6,1.44,4.32,0.72,2.16,1.44,0.0,0.72,0.72,0.0,1.44,20.86,0.0,0.0,0.72,2.88,3.6,1.44,11.51,10.07,7.19,4.32,1.44,15.11,6.47,35.25,17.99,4.32,3.6,2.16,2.16,3.6,0.72,0.0,3.6,2.16,0.72,5.76,17.99,0.0,2.16,1.44,0.0,0.0,5.04,3.6,3.6,20.86,14.39,0.0,30.22,28.06,47.48,6.47,3.6,0.72,17.27,23.02,7.91,7.19,46.76,2.16,0.0,3.6,38.13,0.72,7.91
DimethylBenzylCarbinylBut_high,13.82,4.88,0.81,5.69,39.02,0.81,8.94,4.88,0.81,7.32,3.25,6.5,0.81,12.2,7.32,2.44,2.44,2.44,5.69,18.7,33.33,20.33,4.07,12.2,4.88,0.0,0.0,13.01,1.63,3.25,0.81,1.63,1.63,2.44,1.63,0.81,0.0,3.25,12.2,8.13,1.63,4.88,3.25,2.44,0.81,2.44,40.65,0.81,0.81,0.81,10.57,0.0,0.0,2.44,0.81,0.81,0.81,0.81,1.63,0.81,0.81,2.44,0.81,0.81,6.5,1.63,0.81,0.81,0.81,0.0,0.0,6.5,2.44,4.07,0.81,3.25,1.63,0.81,0.0,0.81,2.44,5.69,0.0,0.0,0.81,0.0,0.0,0.0,2.44,1.63,4.07,2.44,4.88,3.25,2.44,0.81,0.0,0.0,1.63,0.81,3.25,7.32,3.25,0.81,6.5,8.13,0.81,0.81,1.63,0.81,0.0,0.0,0.81,0.0,0.81,1.63,0.81,1.63,0.0,2.44,0.0,0.0,0.0,0.81,0.81,2.44,1.63,4.88,0.0,0.0,1.63,3.25,1.63,0.0,0.0,0.0,0.81,0.0,0.0,4.88,4.88,0.0,25.2,8.13,12.2,11.38
DimethylPhenylEthylCarb_high,5.83,1.94,0.0,5.83,9.71,1.94,0.0,0.97,0.0,0.97,0.97,0.97,0.0,18.45,4.85,1.94,0.97,6.8,0.0,23.3,36.89,11.65,2.91,1.94,2.91,0.0,0.97,6.8,0.97,3.88,0.0,0.0,0.0,0.0,0.97,0.97,0.0,1.94,17.48,3.88,0.0,0.0,1.94,0.97,0.0,1.94,26.21,0.0,0.0,0.97,0.0,0.97,0.0,0.0,3.88,2.91,0.0,0.0,0.0,0.97,0.0,0.97,0.0,1.94,10.68,1.94,0.97,0.97,0.97,0.97,0.0,0.97,1.94,4.85,0.97,0.97,0.97,0.97,0.0,0.0,2.91,3.88,1.94,0.0,0.0,0.0,1.94,0.0,4.85,0.97,1.94,0.0,1.94,0.0,0.0,0.97,0.0,0.0,0.0,0.97,1.94,2.91,4.85,0.0,3.88,7.77,0.0,3.88,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,2.91,1.94,0.0,0.0,0.97,0.0,0.97,3.88,2.91,0.0,1.94,1.94,4.85,1.94,0.97,0.0,0.0,0.97,0.0,0.97,1.94,2.91,0.0,46.6,1.94,5.83,9.71
