Stimulus,"FRUITY,CITRUS",LEMON,GRAPEFRUIT,ORANGE,"FRUITY,OTHER THAN CITRUS",PINEAPPLE,GRAPE JUICE,STRAWBERRY,"APPLE, FRUIT",PEAR,"CANTALOUPE, HONEYDEW MELON",PEACH FRUIT,BANANA,FLORAL,ROSE,VIOLETS,LAVENDER,COLOGNE,MUSK,PERFUMERY,FRAGRANT,AROMATIC,HONEY,"CHERRY, BERRY",ALMOND,NAIL POLISH REMOVER,"NUTTY, WALNUT ETC.",SPICY,CLOVE,CINNAMON,LAUREL LEAVES,TEA LEAVES,SEASONING FOR MEAT,BLACK PEPPER,GREEN PEPPER,DILL,CARAWAY,"OAK WOOD,COGNAC","WOODY, RESINOUS",CEDARWOOD,MOTHBALLS,"MINTY, PEPPERMINT",CAMPHOR,EUCALYPTUS,CHOCOLATE,VANILLA,SWEET,MAPLE SYRUP,CARAMEL,MALTY,RAISINS,MOLASSES,COCONUT,"ANISE, LICORICE",ALCOHOLIC,"ETHERISH, ANAESTHETIC",CLEANING FLUID,"GASOLINE, SOLVENT","TURPENTINE, PINE OIL",GERANIUM LEAVES,CELERY,FRESH GREEN VEGETABLES,CRUSHED WEEDS,CRUSHED GRASS,"HERBAL, GREEN,CUTGRASS",RAW CUCUMBER,HAY,GRAINY (AS GRAIN),YEASTY,BAKERY (FRESH BREAD),SOUR MILK,"FERMENTED, ROTTEN FRUIT",BEERY,SOAPY,LEATHER,CARDBOARD,ROPE,WET PAPER,"WET WOOL,WET DOG",DIRTY LINEN,STALE,"MUSTY, EARTHY, MOLDY",RAW POTATO,MOUSE,MUSHROOM,PEANUT BUTTER,BEANY,"EGGY, FRESH EGGS","BARK,BIRCHBARK",CORK,"BURNT,SMOKY",FRESH TOBACCO SMOKE,INCENSE,COFFEE,STALE TOBACCO SMOKE,BURNT PAPER,BURNT MILK,BURNT RUBBER,TAR,CREOSOTE,"DISINFECTANT, CARBOLIC",MEDICINAL,CHEMICAL,BITTER,"SHARP, PUNGENT, ACID","SOUR, VINEGAR",SAUERKRAUT,AMMONIA,URINE,CAT URINE,FISHY,"KIPPERY,SMOKED FISH","SEMINAL, SPERM-LIKE",NEW RUBBER,SOOTY,BURNT CANDLE,KEROSENE,"OILY, FATTY","BUTTERY, FRESH BUTTER",PAINT,VARNISH,POPCORN,FRIED CHICKEN,"MEATY ( COOKED,GOOD)",SOUPY,COOKED VEGETABLES,RANCID,SWEATY,CHEESY,HOUSEHOLD GAS,SULFIDIC,"GARLIC, ONION",METALLIC,"BLOOD, RAW MEAT",ANIMAL,SEWER,"PUTRID, FOUL, DECAYED","FECAL, LIKE MANURE",CADAVEROUS,SICKENING,"DRY, POWDERY",CHALKY,LIGHT,HEAVY,"COOL,COOLING",WARM
TrimethylAmine_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.36,0.72,3.6,7.19,0.0,0.0,0.72,0.72,1.44,2.88,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.72,0.0,0.72,2.88,1.44,0.72,0.0,0.72,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.72,0.72,1.44,1.44,2.16,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,1.44,4.32,0.0,0.0,2.16,0.72,0.72,2.88,0.72,1.44,0.0,2.88,10.79,9.35,6.47,0.72,2.88,3.6,1.44,0.72,1.44,0.72,1.44,10.79,0.0,0.0,0.0,1.44,1.44,0.0,1.44,2.16,2.88,1.44,0.72,4.32,2.88,16.55,10.79,2.16,17.27,15.11,10.79,69.06,24.46,1.44,2.88,0.72,2.16,0.72,26.62,1.44,0.0,0.0,0.0,2.88,6.47,0.0,0.0,27.34,27.34,0.0,3.6,6.47,3.6,0.72,19.42,15.11,11.51,32.37,15.83,23.02,50.36,2.88,1.44,2.16,27.34,0.72,9.35
Undecalactonegamma_high,8.05,3.36,0.0,2.01,32.89,3.36,1.34,14.09,0.0,2.68,8.72,11.41,2.01,17.45,5.37,3.36,2.68,4.03,5.37,16.78,37.58,36.91,4.7,6.04,9.4,0.67,2.01,8.72,0.0,1.34,1.34,1.34,0.0,0.67,2.01,4.03,0.0,2.68,28.86,8.72,4.03,6.04,10.07,0.67,0.0,2.68,36.91,0.0,1.34,3.36,0.67,0.0,3.36,0.67,1.34,8.72,2.68,2.68,4.7,6.04,1.34,2.68,8.72,10.74,22.82,2.01,9.4,4.03,4.03,0.0,0.67,6.71,0.67,6.04,3.36,8.05,2.01,8.05,2.68,4.7,7.38,38.93,5.37,2.01,4.7,0.0,0.67,0.67,8.05,5.37,6.04,0.0,8.72,0.67,1.34,0.67,0.0,1.34,0.0,0.0,8.72,8.72,10.07,6.04,15.44,8.72,0.67,3.36,1.34,0.0,4.03,0.0,0.67,0.67,1.34,4.03,0.0,8.05,0.67,5.37,4.03,0.0,0.0,0.0,0.0,1.34,8.05,10.74,0.0,0.67,1.34,1.34,8.72,4.7,4.7,2.68,9.4,1.34,2.68,18.12,7.38,2.68,15.44,22.15,12.08,8.05
UndecylenicAcid_high,6.31,0.9,0.9,2.7,11.71,1.8,0.9,2.7,0.9,2.7,0.9,5.41,0.0,6.31,2.7,0.9,0.9,1.8,0.9,9.01,17.12,12.61,1.8,0.9,1.8,1.8,1.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.8,20.72,2.7,0.9,0.9,0.9,0.9,0.0,0.0,18.92,0.0,0.9,2.7,2.7,0.0,0.9,0.9,1.8,0.9,1.8,1.8,0.4,0.9,1.8,0.0,1.8,2.7,4.5,0.0,1.8,0.9,0.9,0.9,0.0,0.0,0.9,5.41,4.5,2.7,2.7,4.5,0.0,2.7,4.5,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.9,6.31,4.5,0.0,0.0,0.0,2.7,0.9,0.0,0.0,0.9,0.0,1.8,4.5,7.21,1.8,2.7,8.11,0.9,0.9,0.0,0.0,0.9,0.0,2.7,0.9,2.7,6.31,0.9,12.61,0.9,1.8,0.9,1.8,0.0,1.8,0.9,0.0,3.6,10.81,0.0,0.0,0.9,0.0,3.6,0.9,0.0,0.0,0.9,0.0,0.9,2.7,9.91,2.7,34.23,4.5,2.7,9.91
Valeraldehyde-iso_high,0.72,0.0,0.72,0.72,5.76,2.16,1.44,0.72,0.0,1.44,2.16,0.72,2.16,0.72,0.0,0.0,0.0,0.0,1.44,2.16,10.79,14.39,2.16,2.88,9.35,1.44,3.6,4.32,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,20.86,2.16,0.0,0.0,1.44,0.0,2.16,2.88,12.95,0.72,2.16,4.32,0.0,0.72,0.72,0.0,3.6,5.04,2.88,2.16,5.04,0.0,0.72,0.72,1.44,1.44,5.04,0.0,1.44,3.6,7.19,0.72,2.88,3.6,0.0,2.88,4.32,5.04,2.16,3.6,3.6,6.47,8.63,17.99,1.44,2.88,2.88,1.44,0.0,0.72,2.88,4.32,10.07,0.0,1.44,0.72,1.44,0.72,0.0,0.0,1.44,1.44,3.6,2.16,13.67,5.04,27.34,22.3,0.72,2.88,2.16,0.72,3.6,1.44,0.0,1.44,1.44,2.16,0.72,17.99,0.72,9.35,2.16,1.44,0.0,0.72,0.0,0.72,23.02,23.74,0.0,1.44,7.91,1.44,4.32,2.88,8.63,8.63,23.02,7.91,5.04,34.53,6.47,3.6,5.76,29.5,2.88,13.67
ValericAcid-iso_high,0.0,0.72,0.0,0.0,2.16,0.0,0.0,0.0,0.72,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.72,2.88,2.88,2.88,11.51,0.72,0.72,2.16,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.72,1.44,3.6,0.72,0.0,0.72,0.0,0.0,0.72,0.0,4.32,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.72,0.72,0.0,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,0.72,17.27,7.19,0.72,0.72,5.04,0.0,0.72,0.72,12.95,18.71,13.67,23.74,0.72,2.88,0.72,0.0,2.16,0.0,1.44,0.0,5.04,0.0,0.0,0.72,1.44,2.16,0.0,1.44,0.72,0.72,2.16,1.44,5.76,7.19,29.5,38.85,5.76,2.88,10.07,3.6,4.32,0.72,0.72,0.72,2.16,0.0,0.0,14.39,4.32,1.44,1.44,0.72,0.0,2.16,0.72,0.0,48.92,58.27,0.72,2.16,8.63,4.32,0.72,7.19,17.99,15.83,43.17,39.57,15.83,64.75,2.16,0.72,3.6,33.09,0.0,12.95
Valerolactonegamma_high,1.69,0.0,0.0,1.69,10.17,0.85,0.0,0.85,0.0,0.0,0.85,0.0,1.69,8.47,3.39,1.69,1.69,3.39,0.85,5.93,25.42,22.03,5.08,1.69,1.69,0.85,1.69,3.39,0.85,5.08,0.0,0.85,0.0,0.0,0.0,0.85,0.0,1.69,16.1,3.39,0.0,4.24,1.69,0.85,1.69,4.24,33.05,0.85,2.54,0.85,2.54,0.85,11.86,0.0,5.93,7.63,2.54,3.39,4.24,0.85,0.0,0.0,0.0,0.0,9.32,0.0,2.54,0.0,1.69,1.69,0.0,0.0,0.0,4.24,0.0,1.69,0.0,0.85,0.85,0.0,3.39,0.85,0.85,0.0,0.0,2.54,0.85,0.0,0.85,0.0,4.24,0.85,1.69,0.0,1.69,0.0,0.0,0.0,0.0,0.0,5.93,8.47,6.78,0.85,2.54,1.69,0.0,1.69,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,9.32,0.85,5.93,3.39,1.69,0.0,1.69,0.0,0.0,2.54,0.85,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.69,0.0,0.0,3.39,6.78,1.69,32.2,9.32,4.24,7.63
Vanillin_high,0.0,0.67,0.0,0.0,8.72,0.67,0.0,2.01,0.0,2.68,1.34,2.01,4.7,6.04,2.68,1.34,4.03,2.68,2.01,16.11,40.94,39.6,10.74,4.03,14.77,0.0,4.7,6.04,2.68,6.71,0.0,0.67,0.67,0.0,0.0,0.0,0.67,0.67,8.72,2.68,0.0,4.03,0.67,0.0,48.32,67.11,65.77,12.75,26.17,32.89,4.03,5.37,8.72,2.01,0.67,1.34,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,2.01,0.0,0.0,0.0,1.34,4.03,1.34,0.0,0.67,0.0,0.67,2.68,0.0,0.67,0.67,0.0,0.67,2.01,0.0,0.0,0.67,0.67,1.34,0.67,0.67,2.01,2.68,1.34,4.03,1.34,0.67,0.67,1.34,0.0,0.0,0.67,0.67,0.67,2.01,0.67,2.01,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.0,4.7,12.08,0.0,0.0,1.34,0.0,0.0,0.0,1.34,0.67,0.67,0.67,0.0,0.0,0.0,2.01,0.0,0.0,0.0,1.34,0.0,0.0,2.68,13.42,0.0,30.87,15.44,6.04,20.81
Zingerone_high,1.64,0.82,0.0,0.82,8.2,0.82,0.82,1.64,0.0,0.0,1.64,1.64,0.0,7.38,1.64,1.64,0.82,0.82,4.92,9.02,27.05,21.31,1.64,6.56,12.3,0.0,0.0,13.11,0.82,1.64,0.0,1.64,2.46,0.0,0.0,0.82,0.82,4.92,19.67,1.64,0.82,5.74,4.1,2.46,1.64,6.56,29.51,1.64,1.64,3.28,2.46,1.64,0.0,2.46,0.0,7.38,1.64,0.82,1.64,0.0,0.82,0.0,0.82,0.0,7.38,0.0,0.82,1.64,2.46,0.82,0.0,0.82,0.0,1.64,2.46,1.64,0.0,0.82,0.82,0.0,1.64,13.93,0.82,0.0,0.0,0.0,0.0,0.0,6.56,2.46,29.51,0.82,8.2,0.0,1.64,5.74,0.0,1.64,1.64,2.46,7.38,9.84,9.84,0.0,7.38,4.92,0.82,3.28,0.82,0.0,0.0,4.1,0.82,0.0,2.46,4.92,0.0,13.93,0.0,1.64,1.64,0.0,0.0,7.38,0.0,0.0,4.92,4.92,0.82,0.0,1.64,0.82,3.28,7.38,0.0,0.0,0.82,0.0,0.0,4.1,7.38,0.0,21.31,13.11,4.1,15.57
Cedartone_high,1.45,0.72,0.72,0.72,1.45,0.72,0.0,0.0,0.0,0.0,0.72,0.0,0.72,9.42,2.17,2.17,1.45,6.52,9.42,19.57,39.13,40.58,0.0,0.0,3.62,0.0,9.42,16.67,5.07,1.45,0.72,1.45,0.0,3.62,0.0,0.72,0.0,10.87,66.67,53.62,13.77,3.62,11.59,2.9,1.45,0.0,20.29,0.0,0.72,2.17,0.0,0.0,2.17,0.0,2.17,12.32,4.35,1.45,18.12,2.17,0.0,0.0,2.9,2.9,15.22,0.0,3.62,4.35,0.72,0.72,0.0,0.72,0.0,3.62,6.52,9.42,2.9,1.45,3.62,1.45,6.52,26.09,2.17,2.17,0.72,2.9,0.72,0.0,18.12,9.42,13.04,2.9,13.04,0.0,2.9,1.45,0.0,0.0,3.62,3.62,9.42,10.14,12.32,13.04,13.04,5.07,0.0,2.9,1.45,1.45,0.72,0.0,0.0,0.0,2.9,0.0,2.9,7.25,0.72,6.52,3.62,0.72,0.0,0.72,0.0,0.0,2.17,6.52,0.0,0.0,0.72,0.0,3.62,1.45,3.62,0.72,3.62,1.45,1.45,5.8,9.42,1.45,15.94,21.74,10.14,15.94
CedroneS_high,0.0,0.79,0.0,0.0,2.38,0.0,0.0,0.0,0.79,0.0,0.79,0.0,0.0,7.94,1.59,2.38,0.79,4.76,10.32,9.52,38.1,25.4,0.79,1.59,1.59,0.79,4.76,9.52,1.59,0.79,0.0,0.79,0.0,0.0,0.0,0.0,0.0,6.35,51.59,62.7,11.9,2.38,14.29,5.56,0.0,0.0,18.25,0.0,0.0,1.59,0.0,0.0,1.59,0.79,1.59,5.56,1.59,3.97,13.49,0.79,0.0,0.0,0.79,0.79,17.46,1.59,6.35,2.38,0.0,0.0,0.0,0.0,0.0,1.59,2.38,3.17,0.0,0.0,2.38,0.0,1.59,17.46,0.0,3.17,0.79,0.0,0.0,0.79,11.9,5.56,7.94,0.0,8.73,0.79,0.0,1.59,0.0,0.0,0.0,2.38,10.32,6.35,4.76,2.38,7.14,0.79,0.0,0.79,0.79,0.79,0.0,0.0,0.0,0.0,2.38,0.0,0.79,3.17,0.0,11.11,3.17,0.79,0.0,0.79,0.79,0.0,0.79,3.97,0.0,0.79,2.38,0.0,2.38,0.79,5.56,0.0,0.79,0.79,0.79,2.38,9.52,1.59,21.43,9.52,11.9,15.87
CinnamonBarkOil_high,1.71,2.56,0.0,0.85,9.4,0.85,0.85,0.85,0.85,3.42,0.0,1.71,0.85,6.84,2.56,0.0,0.85,1.71,0.85,11.97,54.7,45.3,5.98,4.27,1.71,0.85,1.71,59.83,35.04,87.18,0.85,7.69,0.0,4.27,0.0,0.0,2.56,0.0,7.69,1.71,0.0,12.82,2.56,1.71,0.85,5.98,48.72,0.85,0.85,0.0,4.27,0.85,1.71,4.27,1.71,2.56,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,6.84,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.85,0.0,10.26,0.85,0.0,0.0,0.0,0.0,0.0,0.0,1.71,5.13,1.71,0.85,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.85,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.0,0.85,2.56,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.85,5.13,0.85,17.09,19.66,17.95,29.91
CinnamonLeafOil_high,5.47,5.47,0.0,8.59,17.97,2.34,0.78,0.0,0.0,3.13,0.78,3.13,0.0,10.16,3.13,0.78,2.34,1.56,3.13,11.72,45.31,42.19,2.34,0.0,3.13,0.0,2.34,67.19,51.56,57.03,3.13,8.59,3.91,3.91,0.0,2.34,0.78,2.34,9.38,9.38,0.0,15.63,6.25,2.34,0.0,0.78,47.66,2.34,0.78,0.0,12.5,2.34,0.0,7.03,2.34,3.13,0.0,0.78,2.34,0.0,1.56,0.78,1.56,0.0,8.59,1.56,0.78,0.0,0.78,0.0,0.0,4.69,0.78,0.78,0.78,0.78,0.0,0.78,0.0,0.0,0.78,3.13,0.0,0.0,0.0,0.78,0.0,0.78,3.13,0.78,4.69,0.78,16.41,0.78,0.0,1.56,0.0,0.0,0.78,0.78,3.91,12.5,0.78,0.78,12.5,5.47,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,3.13,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.78,0.0,1.56,0.78,1.56,0.78,0.0,0.78,0.0,0.78,0.0,0.0,0.0,0.78,0.0,0.0,2.34,3.91,0.0,21.09,14.84,19.53,20.31
CloveBudOil_high,3.94,1.57,1.57,2.36,10.24,1.57,0.0,1.57,0.0,0.79,0.0,0.79,3.94,7.09,1.57,0.79,2.36,3.15,0.79,8.66,41.73,31.5,4.72,2.36,3.94,0.0,2.36,61.42,56.69,33.07,0.79,7.09,6.3,0.79,0.0,1.57,1.57,3.15,8.66,6.3,0.0,13.39,2.36,2.36,0.0,2.36,38.58,0.79,0.79,0.79,3.94,2.36,0.0,4.72,3.15,2.36,0.79,0.0,1.57,0.0,0.0,0.0,0.0,0.0,8.66,0.0,0.0,1.57,0.0,0.79,0.0,1.57,0.0,1.57,0.79,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,6.3,1.57,8.66,0.0,0.0,0.79,0.0,0.0,0.0,1.57,2.36,14.96,4.72,2.36,12.6,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.79,0.79,2.36,0.0,0.0,0.79,0.79,0.0,1.57,0.0,0.0,2.36,0.79,1.57,0.0,0.0,3.15,0.0,0.79,0.0,0.0,0.79,0.0,0.0,2.36,4.72,0.0,23.62,17.32,14.17,20.47
EucalyptusOil_high,4.72,7.09,0.0,1.57,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,2.36,1.57,2.36,0.79,6.3,29.13,30.71,0.79,0.0,1.57,3.94,0.0,13.39,0.79,2.36,0.79,0.79,2.36,1.57,0.79,1.57,0.79,1.57,13.39,7.09,1.57,22.05,33.86,29.13,0.79,0.0,13.39,0.0,0.0,0.79,0.0,0.0,0.0,3.94,6.3,16.54,4.72,5.51,18.9,3.94,1.57,0.0,0.79,0.0,14.17,0.0,0.0,0.0,0.79,0.0,0.0,0.79,0.79,2.36,1.57,0.0,0.0,0.79,0.0,0.0,3.15,4.72,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,7.09,0.0,3.15,0.0,1.57,0.79,0.0,0.79,4.72,3.15,16.54,37.01,15.75,5.51,16.54,10.24,0.0,2.36,0.0,0.79,0.0,0.0,0.0,0.79,0.0,0.0,2.36,6.3,0.0,11.81,6.3,0.0,0.0,1.57,0.0,0.79,4.72,5.51,0.79,3.15,5.51,11.02,0.79,0.0,0.0,0.79,5.51,0.0,0.79,7.87,2.36,0.0,26.77,17.32,32.28,12.6
GarlicOil_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,2.19,0.0,5.11,24.09,0.0,0.0,2.19,0.0,1.46,30.66,0.73,0.0,0.0,0.0,24.82,8.03,2.19,4.38,1.46,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.73,0.0,0.0,0.0,0.0,0.0,1.46,0.0,2.19,0.0,2.19,0.0,0.73,4.38,3.65,2.19,1.46,2.19,0.0,0.73,0.73,2.92,0.73,0.0,0.73,0.0,0.73,0.73,1.46,0.0,0.0,2.92,2.92,6.57,8.76,0.0,0.0,0.73,0.0,0.73,0.0,0.73,0.73,12.41,0.0,0.73,0.0,0.73,3.65,0.0,2.19,2.92,0.73,1.46,2.19,8.76,8.76,34.31,13.14,5.11,1.46,1.46,0.73,3.65,0.73,0.0,3.65,1.46,1.46,0.0,10.22,3.65,0.73,0.0,0.0,0.73,8.76,1.46,5.84,8.03,6.57,1.46,10.22,21.9,76.64,9.49,0.73,1.46,5.11,10.95,0.73,5.84,29.2,9.49,0.0,4.38,33.58,2.92,8.76
OenanticEther_high,4.39,3.51,0.88,2.63,7.89,0.0,0.88,0.88,0.0,3.51,0.88,1.75,0.88,7.89,0.88,0.0,1.75,4.39,3.51,11.4,20.18,13.16,0.0,0.88,0.88,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.88,0.0,1.75,14.04,1.75,0.0,0.88,1.75,1.75,0.0,0.0,20.18,0.0,0.0,0.0,1.75,0.0,0.0,0.0,1.75,2.63,1.75,2.63,1.75,0.0,0.0,0.88,0.88,0.88,6.14,0.88,1.75,2.63,1.75,0.0,0.88,0.88,0.88,43.86,0.88,4.39,0.0,0.88,2.63,3.51,4.39,7.89,1.75,0.0,0.0,0.0,0.88,0.0,2.63,1.75,4.39,0.0,1.75,0.0,2.63,0.88,0.0,0.88,1.75,1.75,7.02,5.26,11.4,4.39,12.28,8.77,0.0,2.63,2.63,1.75,0.0,0.0,0.88,0.88,1.75,0.0,0.88,18.42,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,7.02,7.89,0.0,0.0,0.88,2.63,5.26,0.0,0.88,1.75,7.02,0.88,0.88,14.91,13.16,3.51,28.95,8.77,7.02,7.89
OnionOil_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,4.69,17.97,0.0,0.0,0.0,0.0,0.78,18.75,0.0,0.78,0.78,0.0,13.28,6.25,3.91,8.59,0.0,0.0,7.03,0.0,0.0,0.78,0.78,1.56,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,1.56,6.25,0.0,0.0,3.13,4.56,3.13,1.56,11.72,0.78,0.0,0.0,2.34,0.0,0.0,1.56,0.0,0.78,0.78,0.0,0.0,1.56,3.13,0.78,7.81,5.47,0.78,0.0,0.0,0.0,0.0,0.78,0.78,0.78,19.53,0.0,2.34,0.0,3.13,1.56,0.0,6.25,1.56,2.34,2.34,3.91,11.72,9.38,29.69,21.88,3.91,3.13,3.13,1.56,3.13,1.56,0.0,7.81,0.78,0.78,1.56,14.84,0.78,1.56,0.78,0.78,0.78,10.16,4.69,7.03,14.84,12.5,0.0,7.81,24.22,75.78,4.69,2.34,3.13,9.38,19.53,3.13,3.91,35.16,3.13,0.0,1.56,39.84,1.56,13.28
PatchouliOil_high,3.62,7.25,0.0,0.72,2.9,0.72,0.0,0.0,0.0,0.72,1.45,0.72,0.0,11.59,2.17,1.45,4.35,5.07,8.7,22.46,42.03,31.88,0.72,2.9,0.0,5.07,0.0,19.57,5.8,1.45,2.17,1.45,0.72,5.8,0.72,0.0,2.9,4.35,34.78,34.78,12.32,18.12,34.06,15.22,0.0,0.72,17.39,0.0,0.0,0.72,1.45,0.72,0.0,2.17,5.8,15.22,10.14,5.07,25.36,2.9,0.72,0.72,2.9,1.45,18.84,0.0,1.45,0.72,1.45,0.0,0.0,0.0,0.72,6.52,2.9,2.17,0.0,1.45,0.72,0.72,2.9,11.59,0.72,0.72,0.72,0.0,0.72,0.0,9.42,2.9,3.62,0.0,21.01,0.0,0.72,0.72,0.0,0.72,2.9,6.52,25.36,23.19,10.87,1.45,11.59,2.9,0.0,5.8,0.0,0.0,0.72,0.0,0.72,0.0,1.45,0.72,2.9,6.52,0.0,10.87,6.52,0.0,0.0,0.0,0.0,0.0,0.72,4.35,2.9,1.45,1.45,0.0,1.45,1.45,3.62,0.72,0.72,1.45,0.0,5.07,7.25,0.72,15.22,21.01,25.36,16.67
Perfumecharlie_high,11.68,10.95,1.46,7.3,18.98,4.38,0.73,3.65,0.0,1.46,8.03,1.46,2.19,56.2,27.01,9.49,8.76,23.36,5.84,67.88,77.37,43.07,2.19,2.92,2.92,1.46,0.0,5.11,0.0,1.46,2.19,2.19,0.73,0.73,0.73,0.73,0.0,0.73,6.57,2.92,1.46,2.92,0.73,0.73,1.46,3.65,53.28,0.73,0.73,0.73,0.0,0.0,0.0,0.0,2.19,2.19,2.19,0.0,0.73,1.46,1.46,4.38,0.73,0.73,14.6,2.19,0.0,1.46,0.0,0.73,0.0,0.0,0.0,13.14,2.19,0.73,0.0,0.73,0.0,0.0,2.19,3.65,1.46,0.0,0.73,0.0,0.73,1.46,2.19,0.73,0.0,0.0,4.38,0.0,0.73,0.0,0.0,0.0,0.0,0.73,0.73,4.38,2.19,0.73,2.19,5.84,0.0,0.73,0.0,0.73,0.73,0.73,0.0,0.0,0.0,1.46,0.0,3.65,0.0,2.19,1.46,0.0,0.0,0.0,0.0,1.46,0.73,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.73,0.0,0.0,0.0,0.0,0.0,9.49,0.0,35.77,5.84,18.25,8.03
Phenoxaflor_high,15.63,17.19,3.91,5.47,34.38,2.34,6.25,11.72,0.0,4.69,3.91,3.91,0.0,41.41,35.94,8.59,9.38,11.72,3.13,37.5,56.25,32.03,5.47,14.06,0.0,2.34,0.0,6.25,0.0,0.78,2.34,5.47,0.0,0.0,0.78,1.56,0.0,1.56,7.03,3.13,0.0,7.03,3.13,3.13,0.0,0.78,52.34,0.78,0.0,0.0,4.69,0.0,0.0,1.56,0.78,5.47,2.34,0.0,1.56,3.13,0.0,0.0,1.56,2.34,13.28,0.0,0.0,0.0,0.78,0.0,0.0,2.34,2.34,13.28,0.0,0.0,0.0,0.78,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,1.56,1.56,5.47,0.0,0.0,0.0,0.0,0.0,0.0,1.56,3.91,3.13,1.56,1.56,6.25,7.81,0.0,1.56,1.56,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,4.69,0.0,0.0,0.0,0.0,2.34,0.0,0.78,0.0,0.0,0.78,0.0,3.13,7.81,0.0,32.81,10.94,17.19,7.03
Pyrrolinemixture_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,7.44,0.0,0.31,6.61,0.83,0.0,4.96,0.0,9.09,2.48,0.0,0.0,0.0,0.83,0.83,0.0,0.0,0.0,0.0,0.0,8.26,0.83,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,4.13,0.0,0.0,0.0,0.83,0.83,3.31,1.65,0.0,3.31,0.0,0.0,0.0,0.0,0.0,4.13,0.0,3.31,6.61,7.44,0.83,1.65,0.0,0.0,0.83,0.83,2.48,1.65,3.31,7.44,10.74,10.74,19.01,1.65,0.83,7.44,2.48,0.0,3.31,3.31,1.65,9.92,0.0,0.83,0.0,1.65,1.65,1.65,0.0,0.83,1.65,4.13,2.48,5.79,4.13,13.22,10.74,0.0,7.44,9.09,2.48,6.61,1.65,26.45,0.83,0.83,1.65,1.65,16.53,1.65,0.83,0.83,3.31,0.0,4.13,0.0,0.83,19.83,23.14,0.0,1.65,5.79,0.83,1.65,6.61,9.09,4.96,18.18,5.79,4.96,36.36,9.09,0.0,10.74,25.62,0.83,11.57
