Stimulus,Decriptors,Modifiers
8013.0,sulfurous;meaty;disagreeable,
8021.0,fishy;ammonical,
8025.0,winey;pungent;sweet;rose;fruity;cognac;rummy;fermented;alcoholic;ethereal,
8026.0,sweet;fruity;rummy;fermented;ethereal,
8027.0,sweet;chloroform;nutty;warm;ethereal,
8029.0,ethereal,strong
8030.0,sulfurous;garlic;aromatic;alliaceous,
8038.0,nail polish;banana;sweet;apple;floral;fruity;pear;tropical;pineapple;ethereal,
8042.0,wax;cheese;cinnamyl;winey;oily;fatty;cherry,
8047.0,fatty;oily,
8048.0,wax;winey;fatty;oily;brandy;sweet;apple;fruity;cognac;pear;nutty;grape,
8049.0,melon;fruity;winey;quince,
8050.0,winey;oily;floral;fruity;fermented,
8051.0,cheese;cinnamyl;banana;sweet;coconut;green;herbaceous;fruity;woody;spicy;creamy;soapy;ketonic,penetrating
8052.0,wax;winey;cortex;currant;sweet;apple;green;black;fruity;earthy;dry;winey;estery;plum;ethereal,sharp
8058.0,alkane;gasoline,
8060.0,fishy;ammonical,
8063.0,berry;malty;pungent;almond;acrid;vanilla;fruity;bready;woody;nutty;fermented,strong;powerful
8067.0,meaty;fatty;meaty;alliaceous;cabbage;vegetable;roasted;green;sulfurous;garlic;tropical;unpleasant;broccoli;offensive,penetrating;strong
8073.0,berry;sweet;green;fruity;rummy;ethereal,
8077.0,gassy;ripe;alliaceous;onion;greasy;sulfurous;garlic,
8082.0,animal;fatty;ammonical;sweet;floral;pepper;fishy,
8087.0,alcoholic,
8091.0,wax;winey;sweet;vegetable;orange;citrus;green;herbaceous;fruity;aldehydic,powerful
8092.0,wax;melon;fatty;violet;leafy;vegetable;floral;green;cucumber;fruity;violet leaf,
8093.0,floral;green;earthy;soapy;parmesan;fatty;dairy;natural;blue cheese;cheese;weedy;herbaceous;fruity;pleasant;woody;bitter;musty;gasoline;ketonic,
8094.0,wax;cheese;pungent;sweaty;sour;fruity;rancid;fermented;disagreeable;pineapple,
8095.0,sweet;pleasant;fruity;estery,mild;weak
8102.0,musty;fishy;ammonical,
8103.0,resinous;oily;pungent;sweet;fusel;floral;green;herbaceous;fruity;musty;woody;pleasant;alcoholic;ethereal,
8106.0,fatty;meaty;fatty;alliaceous;roasted;sulfurous;garlic;nutty;burnt;unpleasant,
8109.0,fruity,
8116.0,mushroom,
8118.0,garlic;alliaceous;onion,
8121.0,floral;green;acetic;estery;alcoholic,
8122.0,wax,
8125.0,gasoline;camphoraceous,
8129.0,leafy;vegetable;citrus;green;vanilla;violet leaf;meaty;fatty;violet;banana;apricot;winey;pungent;peony;apple;aromatic;herbaceous;fruity;woody;nutty;strawberry;oily;sweet;coconut;musty;chemical,
8130.0,fatty;winey;oily;pungent;citrus;green;fresh;herbaceous;fruity;ozone;woody;cognac;nutty;rancid;aldehydic,penetrating
8134.0,pleasant;musty;ethereal,mild
8137.0,melon;violet;floral;green;cucumber;peach;violet leaf,
8138.0,wax;winey;fatty;oily;banana;honey;rose;citrus;floral;earthy;fungal;soapy,
8139.0,wax;fatty;winey;oily;mushroom;coconut;floral;creamy;soapy,
8141.0,gasoline,
8144.0,sulfurous;characteristic,mild
8146.0,pleasant;ethereal,faint;mild
8158.0,wax;cheese;fatty;tallow;dairy;green;dirty,
8159.0,wax;fatty;winey;oily;ripe;citrus;green;apricot;fresh;rummy;fruity;pear;woody;aldehydic,
8160.0,pleasant;fruity;sweet,
8163.0,wax;fatty;orris;rose;orange;rue;citrus;green;floral;fresh;fruity;creamy;pineapple;ketonic,
8164.0,melon;wax;jasmine;mushroom;floral;green;apple;herbaceous;fruity;earthy,
8167.0,wax;clean;oily;laundered;sweet;rose;orange;citrus;fresh;creamy;soapy;pineapple;cloth,
8169.0,wax;fatty;vegetable;apple;green;floral;cucumber;herbaceous;fruity;plum,
8174.0,wax;clean;fatty;oily;sweet;rose;orange;watery;floral;fruity,
8175.0,wax;fatty;tallow;sweet;orange;floral;citrus;soapy;aldehydic,penetrating;strong
8176.0,wax;rose;orange;cucumber;fruity,
8180.0,wax;cheese;fatty;oily;coconut;creamy,
8181.0,wax;fatty;oily;orris,
8182.0,alkane,
8184.0,wax;laundered;sweet;rose;floral;green;citrus;fresh;lime;grape;soapy;cloth;lemon,
8185.0,wax;clean;floral;citrus;fresh;ozone,
8186.0,wax;fatty;oily;pungent;laundered;sweet;rose;orange;pineapple;floral;citrus;green;cilantro;watermelon;soapy;cloth;aldehydic,
8187.0,wax;fatty;sweet;rose;orange;mandarin;citrus;green;floral;marine;soapy;aldehydic,
8193.0,wax;fatty;oily;honey;sweet;coconut;floral;citrus;earthy;repulsive;soapy,
8194.0,wax;clean;fatty;sweet;orange;floral;citrus;green;lily;herbaceous;fruity;woody;soapy;aldehydic,
8195.0,meaty;fatty;sulfurous;skunk;cooked,
8201.0,wax;fatty;oily,
8205.0,wax;clean;laundered;sweet;rose;citrus;fresh;fruity;cloth,
8207.0,pleasant;musty,
8209.0,wax;fruity;orris;coconut,
8221.0,oily;bland,
8222.0,wax,
8257.0,herbaceous;oily;earthy,
8294.0,clean;sweet;floral;green;citrus;lavender;fruity;pear;terpenic;woody;spicy;bergamot,
8298.0,cooling;musty;spicy;mentholic;minty,
8299.0,ethereal;pungent;caramel;sweet,
8314.0,berry;dirty;grape;chocolate;pineapple;apricot;fermented;creamy;acidic;cheese;winey;pungent;sour;apple;fruity;woody;strawberry;roquefort;peach,
8347.0,sandalwood;vetiver;sweet;woody;dry;powdery;rooty,
8361.0,sweet;honey;floral;fruity;woody;balsamic,
8363.0,clean;oily;sweet;floral;herbaceous;balsamic,
8364.0,orchid;floral;balsamic;sweet,
8365.0,sweet;wintergreen;floral;cooling;fruity;balsamic;spicy;minty;tutti frutti,
8369.0,sweet;sugar;bready;cotton;candy;fruity;caramel;burnt;jammy,
8375.0,melon;bitter;sweet;honey;phenolic;almond;tobacco;herbaceous;tropical;hawthorn,sharp
8400.0,sweet;vanilla;woody;balsamic;medicinal;camphoraceous,
8405.0,bitter;anisic;sweet;almond;herbaceous;balsamic;unpleasant,penetrating
8419.0,sweet;cherry;citrus;powdery;phenolic;vanilla;herbaceous;woody;caramel;creamy;minty,
8432.0,sweet;rose;weedy;floral;green;citrus;fresh;musty;fruity;tropical;gardenia,
8438.0,berry;floral;vanilla;cinnamyl;heliotrope;violet;spicy;creamy;winey;cherry;almond;herbaceous;raspberry;woody;balsamic;maraschino;anisic;sweet;coconut;powdery,
8452.0,peppermint;minty;ethereal,
8454.0,ammonical,
8456.0,camphoraceous;rubbery,
8467.0,sweet;root beer;vanilla;caramel;creamy,powerful
8468.0,winey;dairy;beany;sweet;milky;phenolic;pleasant;vanilla;brown;nutty;grape;creamy;chocolate;powdery,
8469.0,berry;sweet;honey;rose;floral;fruity;caramel;tropical;strawberry,strong
8471.0,fishy;ammonical,strong
8499.0,melon;anisic;sweet;vanilla;herbaceous;woody;spicy;creamy;chocolate,
8500.0,coumarinic;bitter;sweet;acacia;cherry;floral;almond;vanilla;fruity;naphthyl;mimosa;powdery;hawthorn,
8554.0,aromatic;ethereal,
8615.0,orris;sweet;rose;orange;honey;floral;grape,
8633.0,fruity;grape;mentholic,
8635.0,floral;neroli;jasmine;grapefruit;sweet;orange;floral;powdery;herbaceous;musty;lime;medicinal;fruity;grape;chocolate;coffee;strawberry;lemon,
8655.0,winey;smoky;sweet;woody;tonka;grape;chocolate;plastic,
8658.0,anisic;sweet;almond;vanilla;balsamic;spicy;guaiacol;powdery;hawthorn,
8697.0,cucumber,mild
8698.0,fruity;woody;balsamic;spicy;amber,
8710.0,oily;jasmine;fresh;fruity;peach;tropical,
8712.0,meaty;onion;rubbery;sulfurous;garlic;musty;naphthyl;chemical;eggy,
8723.0,winey;onion;roasted;fusel;fruity;whiskey;alcoholic,
8738.0,wax;cheese;dairy;mushroom;milky;vanilla;fruity;lactonic;earthy;fermented;creamy;ketonic,
8748.0,musty;woody;pungent;earthy,
8763.0,fruity;fatty;oily;chemical,
8767.0,wax;honey;rose;sweet;floral;fresh;herbaceous,
8768.0,medicinal;bitter;almond;dry,
8785.0,boiled;jasmine;sweet;cherry;vegetable;apple;floral;apricot;fresh;fruity;pear;plum,
8791.0,wax;fatty;soapy,
8792.0,ripe;sweet;rose;floral;apple;apricot;fruity;blueberry;balsamic;peach;pineapple;tutti frutti,
8797.0,animal;anisic;narcissus;floral;phenolic,
8815.0,ammonical;fennel;harsh;anisic;sweet;licorice;green;phenolic;vanilla;herbaceous;spicy;alcoholic;sassafras;minty,
8821.0,harsh;pungent;sour;acrid;acrylate;fruity;irritating;plastic,penetrating;sharp
8833.0,leafy;rose;geranium;citrus;floral;fresh;fruity;spicy;powdery,
8834.0,wax;neroli;rose;floral;green;citrus;fruity,
8835.0,wax;rosewood;sweet;rose;honey;geranium;floral;green;citrus;fruity;tropical,
8842.0,wax;fatty;sweet;rose;geranium;citrus;floral;green;leathery;terpenic,
8857.0,winey;anisic;sweet;weedy;brandy;green;fruity;rummy;grape;pineapple;ethereal,sharp
8858.0,acrylic;pungent;sweet;vegetable;honey;acrylate;vanilla;musty;spearmint;woody;mildew;nutty;earthy;unpleasant;chemical;chocolate;cardboard,
8863.0,wax;rose;floral;green;lily;tropical;muguet;soapy,
8868.0,fatty;berry;apple;green;fresh;pleasant;fruity;rummy;estery;tutti frutti;ethereal,
8878.0,wax;berry;ripe;banana;sweet;fusel;apricot;fruity;cognac;fermented;pineapple,
8892.0,cheese;fatty;sour;sweaty,
8900.0,gasoline;ethereal;sweet,
8907.0,fatty;oily,
8908.0,fatty;banana;sweet;cherry;apple;floral;green;fresh;herbaceous;fruity;pear;estery,
8914.0,clean;fatty;oily;rose;dusty;orange;floral;citrus;green;citronella;fresh;fruity;wet,
8918.0,wax;clean;sweet;green;fruity;fruity;tropical;soapy;gardenia,
9007.0,phenolic,
9012.0,smoky;green;earthy;caramel;burnt,
9016.0,fatty;fennel;sweet;green;phenolic;tobacco;nutty;earthy;new mown hay;clover,
9017.0,wax;fatty;rosewood;rose;dusty;floral;green;citrus;fruity;apple;fruity;woody;pear;tropical;lemon,
9024.0,berry;sweet;rose;jasmine;floral;green;fruity;pear;powdery,
9025.0,neroli;nutmeg;sweet;root beer;coconut;cooling;fruity;hazelnut;medicinal;nutty;earthy;acidic,
9027.0,rosewood;linalool;sweet;rose;floral;fresh;blueberry;woody,
9256.0,meaty;nutty;pyridine;fishy;foul,
9258.0,beefy;mushroom;roasted;sulfurous;garlic;beefy,
9261.0,pungent;barley;sweet;roasted;hazelnut;corn;nutty,
9309.0,paint,
9316.0,fruity;fatty;oily,
9473.0,sweet;jasmine;cherry;metallic;floral;aromatic;powdery;soapy;strawberry;hawthorn;jammy,
9589.0,popcorn;sweet;phenolic;woody;nutty;dry;hawthorn,
9609.0,sulfurous;garlic;ethereal,
9862.0,citrus;green;rubbery;pepper;filbert;fatty;banana;roasted;creamy;lemongrass;cheese;mushroom;apple;fruity;nutty;coffee;oily;musty;hazelnut;ketonic,powerful
9895.0,clean;saffron;sweet;rose;green;tobacco;herbaceous;fruity;hay;tropical;damascone;minty,
10015.0,floral,
10106.0,pine;green;vanilla;cooling;eucalyptus;terpenic;camphoraceous;spicy;minty,
10223.0,herbaceous;thyme;woody;dry,
10224.0,herbaceous;spicy,
10228.0,herbaceous;musty;dry,
10231.0,woody;spicy,
10248.0,floral;spicy,
10282.0,herbaceous,
10285.0,quinoline;oily;sweet;floral;herbaceous;burnt,faint
10315.0,cherry;vanilla;hazelnut;walnut;camphoraceous,
10322.0,vanilla;powdery;sweet,
10326.0,varnish,
10335.0,chemical;phenolic,
10341.0,buttery,
10351.0,sulfurous,
10353.0,pine;sweet;citrus;floral;herbaceous;lime;woody;terpenic,
10362.0,green;herbaceous;cooling;spearmint;woody;minty,
10363.0,spearmint;minty,
10364.0,smoky;origanum;thyme;phenolic;cooling;herbaceous;woody;medicinal;camphoraceous;spicy,
10393.0,fruity;floral;sweet,
10396.0,wax;fatty,
10402.0,wax;cheese;fatty;smoky;vegetable;citronella;floral;green;tobacco;grassy,
10408.0,fatty;oily;jasmine;floral;fresh;herbaceous;woody;celery,
10409.0,animal;natural;greasy;musk;powdery,
10430.0,cheese;fatty;ripe;dairy;pungent;sweet;sweaty;sour;fruity;rancid;tropical;stinky;disagreeable;acidic,
10448.0,meaty;potato;sweet;onion;vegetable;green;sulfurous;earthy;soupy;cooked;savory,
10451.0,roasted;alliaceous,
10452.0,onion;mushroom;seafood;sulfurous;garlic;clam;solvent;oyster;fermented;pyridine;fishy;turkey,
10453.0,herbaceous;chocolate;floral;green,
10460.0,fatty;bitter;sweet;leafy;vegetable;apple;green;almond;fruity;rancid;plum,
10484.0,meaty;alliaceous;roasted;fruity;fresh;sulfurous;herbaceous;fruity;tropical;burnt;unpleasant;cooked;savory,
10550.0,spicy;minty;camphoraceous,
10558.0,mustard;vegetable;sulfurous;rotten;cooked,
10560.0,beefy;onion;poultry;sulfurous;skunk;leek;obnoxious,
10569.0,acetic,
10582.0,pine;sweet;herbaceous;cooling;woody;balsamic;medicinal;camphoraceous;minty,
10586.0,clean;floral;balsamic;pepper;spicy,
10659.0,herbaceous;parsley,
10687.0,chemical;musty;phenolic,
10698.0,coffee;phenolic,
10722.0,coumarinic;sweet;cherry;fruity;chemical;powdery,
10748.0,balsamic;tonka;sweet,
10778.0,sweet;floral;fruity;dried;medicinal,
10795.0,sweet;vegetable;green;aromatic;new mown hay;alcoholic;ethereal,strong;sharp
10797.0,chocolate;acetone;ethereal,
10817.0,sweet;floral;nutty;powdery;hawthorn,
10819.0,wax;fatty;rosewood;sweet;rose;orange;floral;lilac;green;aromatic;cumin;woody;spicy;cardamom,
10823.0,meaty;peanut;smoky;roasted;green;tobacco;musty;leathery;caramel;nutty;oakmoss;coffee,strong
10869.0,hyacinth;metallic;floral;green;fruity;ylang;ethereal,
10873.0,fruity;pineapple;tropical,
10882.0,berry;sweet;apple;green;fruity;tropical;yeasty;pineapple;acidic,strong
10883.0,berry;rhubarb;sweet;apple;green;floral;fruity;caramel;tropical;pineapple;ethereal,mild
10885.0,bubblegum;ripe;berry;sweet;cherry;apple;candy;fruity;rummy;pineapple;tutti frutti;ethereal,
10886.0,wax;fatty;sweet;apple;green;fruity;cognac;pear;estery;pineapple,
10890.0,banana;sweet;cherry;fruity;tropical;pineapple,
10895.0,bubblegum;pungent;banana;sweet;floral;green;fruity;rummy;tropical;estery;tutti frutti;ethereal,
10902.0,sulfurous;garlic;meaty;onion,
10925.0,sulfurous;garlic;green;onion,
10927.0,nutty,
10931.0,dairy;green;phenolic,
10934.0,beefy;meaty;barley;roasted;moldy;rubbery;tea;coffee,
10937.0,chicken,
10947.0,animal;fatty;sweet;natural;floral;fruity;lactonic;musk;soapy;powdery,
10957.0,fruity;sweet;chemical;ethereal,
10966.0,garlic;pungent;mustard,
10975.0,citrus;floral;lavender;fresh,
10976.0,lemongrass;oily;sweet;mushroom;floral;green;fresh;herbaceous;fruity;earthy;alcoholic,
11002.0,alliaceous;violet;onion;rose;vegetable;geranium;green;rubbery;sulfurous;herbaceous;grassy;garlic;violet leaf;horseradish;savory,
11005.0,wax;fatty;oily;coconut;citrus;soapy;pineapple,
11006.0,alkane,
11027.0,woody;cedar;spicy;thujonic,
11039.0,sweet;floral;apple;fruity;pineapple;tutti frutti;ethereal,
11086.0,foxy;grape;sweet,
11124.0,banana;sweet;apple;fresh;rummy;fruity;strawberry,
11126.0,alliaceous;onion;roasted;green;sulfurous,
11129.0,orange,
11142.0,pleasant;terpenic;minty,
11160.0,sweet;apple;fruity;estery;pineapple;tutti frutti,
11167.0,mustard;horseradish;pungent,
11168.0,sulfurous;onion,
11173.0,sweet;green;lavender;herbaceous;fruity;yeasty;alcoholic,
11176.0,bitter;sweet;apple;fruity;blueberry;pear;ethereal,strong
11196.0,violet leaf;green;cucumber;violet,
11230.0,nutmeg;pine;sweet;grapefruit;citrus;fresh;herbaceous;musty;lime;woody;pepper;turpentine;spicy;earthy;terpenic;mentholic;lemon,
11251.0,acetone;camphoraceous,
11265.0,minty,
11335.0,sweet;phenolic;medicinal;tarry;coffee;rooty,
11340.0,coumarinic;anisic;sweet;honey;cherry;floral;phenolic;almond;nutty;burnt;powdery;hawthorn,
11363.0,pungent;honey;vegetable;green;medicinal;pepper;buttery;plastic,
11387.0,grassy,
11406.0,berry;sweet;cherry;floral;fruity,
11409.0,orchid;floral,
11419.0,cooling;peppermint;minty,
11428.0,oily;sweet;fruity;herbaceous;nutty,
11449.0,fatty;cortex;asparagus;cilantro;dill;herbaceous;earthy;aldehydic,
11463.0,pine;sweet;citrus;fresh;herbaceous;woody;plastic;lemon,
11467.0,floral;lilac;pine;terpenic,
11468.0,musty;woody;dry,
11505.0,leafy;rose;sweet;floral;green;pleasant;balsamic,
11508.0,winey;cocoa;pungent;fusel;green;fruity;cognac;fermented;whiskey;chocolate,
11509.0,wax;winey;sweet;rummy;fruity;earthy;grape;ethereal,
11514.0,winey;banana;sweet;apple;green;fruity;raspberry;ethereal,
11517.0,dank;fruity;herbaceous;buttery;ethereal,
11520.0,meaty;bitter;pungent;banana;green;herbaceous;buttery;coffee;minty,
11525.0,musty;animal,
11527.0,melon;wax;oily;dairy;mushroom;citrus;herbaceous;musty;mossy;woody;earthy;spicy;nutty;fermented;creamy;minty,
11529.0,ripe;banana;sweet;rose;cherry;apple;rummy;fruity;earthy;estery;tutti frutti,
11543.0,pungent,
11552.0,fatty;sour;apple;acrid;fruity;peach;buttery;chocolate;aldehydic;ethereal,penetrating
11558.0,coumarinic;sweet;tobacco;herbaceous;tonka;nutty,
11559.0,coumarinic;oily;sweet;coconut;tobacco;solvent;tonka;nutty,
11566.0,fusel;musty;rummy;fruity;solvent;dry,
11567.0,medicinal;minty;camphoraceous,
11569.0,anisic,
11572.0,citrus,
11573.0,citrus,
11574.0,lime;citrus,
11576.0,winey;brandy;sweet;fruity;fermented,
11579.0,winey;acetoin;sweet;vanilla;caramel;buttery;creamy;guaiacol;acidic,weak
11583.0,meaty;characteristic;pungent;fruity;acetone;buttery;fungal,
11584.0,fruity;acrid,
11593.0,fruity;dairy;nutty;buttery,
11613.0,sulfurous;green;pungent,
11614.0,winey;brandy;fruity;rummy;plum,
11617.0,pungent;onion;metallic;green;sulfurous;garlic;horseradish,
11622.0,wax;chicken;fatty;fatty;dairy;mushroom;coconut;milky;herbaceous;earthy;spicy;nutty,
11635.0,alkane;fuel,
11716.0,fermented;gassy;green,
11732.0,cheese;cocoa;vegetable;fusel;cider;fruity;musty;alcoholic,
11747.0,cheese;pungent;toasted;sweet;almond;fruity;caramel;buttery;nutty;creamy;chocolate;coffee,
11838.0,cortex;green;orchid;vine;clover,
11902.0,winey;berry;sweet;mushroom;tobacco;fruity;fungal,
11952.0,grape;sweet,
11980.0,floral;fruity;orchid;balsamic;burnt;plum,
11982.0,sweet;mushroom;herbaceous;earthy;chocolate,
11989.0,fatty;woody;smoky,
12020.0,buttery;pungent;vegetable;green;fruity;radish;chrysanthemum;tropical;horseradish;ethereal,
12038.0,smoky;sweet;metallic;floral;phenolic;fruity;vanilla;burnt;guaiacol;powdery,
12041.0,sweet;vegetable;green;fruity;rummy;balsamic;caramel;ethereal,sharp
12044.0,sweet;citrus;fruity;pear;pineapple,
12053.0,green;earthy;sweet,
12072.0,sweet;fresh;herbaceous;cooling;spearmint;terpenic;spicy;camphoraceous;mentholic;minty,
12097.0,sweet;sugar;almond;bready;maple;brown;spicy;caramel;coffee;burnt,
12101.0,musty,
12105.0,bitter;sweet;cherry;phenolic;almond;fruity,
12146.0,fatty;banana;sweet;apple;musty;fruity;solvent;ethereal,
12150.0,animal;phenolic;nutty;plastic;hawthorn,mild
12170.0,pungent;banana;sweet;fruity;horseradish,
12177.0,gassy;ripe;pungent;juicy;green;fruity;grassy;aldehydic,
12178.0,fusel;apple;green;cider;fruity;rummy;fruity;medicinal;solvent;tropical;alcoholic;pineapple;ethereal,
12180.0,pungent;banana;sweet;fusel;apple;fruity;fermented;creamy;pineapple;ethereal,
12185.0,sulfurous;fruity;green;alliaceous,
12198.0,acetic;fruity,
12201.0,fruity;citrus;banana,
12206.0,bubblegum;sweet;juicy;sweaty;apple;green;fruity;nutty;estery;pineapple;tutti frutti,
12209.0,ripe;peanut;banana;sweet;juicy;fruity;fruity;tropical;estery,
12216.0,herbaceous;oily;spicy,
12217.0,sweet;apple;apricot;fruity;pineapple,
12230.0,meaty;cabbage;alliaceous;vegetable;metallic;bloody;sulfurous;garlic;corn;calm;coffee;tomato;savory,
12232.0,cabbage;onion;vegetable;green;sulfurous;garlic;rotten;corn;putrid,
12247.0,fruity,
12257.0,cocoa;sweet;pleasant;fruity;solvent;tropical;ethereal,
12264.0,sulfurous;garlic;vegetable,
12266.0,bacon;beefy;meaty;gravy;juicy;roasted;chemical;ethereal,
12278.0,animal;beany;juicy;vegetable;weedy;banana;orange;green;herbaceous;musty;fruity;nutty;ketonic,
12291.0,pepper,faint
12293.0,cheese;winey;sweet;juicy;green;fruity;tropical;pineapple,
12294.0,wax;winey;berry;juicy;apple;green;fruity;pineapple,
12296.0,nutty,
12297.0,fatty;winey;cauliflower;fruity;grassy;terpenic;chemical,
12327.0,wax;fatty;coconut;cognac;buttery;soapy,
12329.0,nutty,
12339.0,sulfurous;garlic;vegetable;onion,
12344.0,cheese;fatty;oily;fruity,
12348.0,banana;apple;fruity;pear;earthy;ethereal,
12366.0,wax;milky;fruity;balsamic;creamy,
12367.0,melon;wax;fatty;cheese;orange;citrus;green;cucumber;fruity;creamy,
12377.0,alliaceous;onion;metallic;green;fresh;sulfurous;scallion;earthy;tropical;burnt,
12385.0,wax;sweet;mandarin;floral;citrus;fresh,
12386.0,sulfurous,
12388.0,wax;hydrocarbon,
12389.0,wax,
12391.0,wax,
12403.0,wax,
12405.0,wax,
12506.0,sweet;honey;brown;maple;fruity;rummy;caramel;ethereal,
12508.0,banana;sweet;fruity;pineapple;ethereal,
12514.0,sulfurous;nutty,
12518.0,meaty;sulfurous;hazelnut;clam;corn;nutty;earthy,
12529.0,ripe;green;fruity;earthy;unripe banana;plum;ethereal,powerful
12530.0,wax;woody,
12531.0,wax;fatty,
12533.0,oily,
12534.0,wax,
12566.0,wax;fennel;tarragon;anisic;wintergreen;floral;herbaceous;cooling;spicy;chocolate;minty,
12570.0,medicinal;phenolic;smoky,
12571.0,melon;berry;ripe;sweet;juicy;fruity;tropical;estery;pineapple;tutti frutti,
12578.0,herbaceous;woody;orris;spicy,
12580.0,medicinal;phenolic,
12587.0,unpleasant;sour;pungent,
12588.0,fatty,mild
12613.0,winey;ripe;banana;sweet;mango;apple;green;apricot;fruity;cognac;tropical;estery;pineapple;jammy,
12662.0,sugar;sweet;licorice;green;balsamic;caramel;gourmand,
12729.0,wax;clean;fatty;sweet;musty;cognac;fruity;creamy;soapy,
12741.0,orange;fatty;floral;peach,
12748.0,meaty;meaty;ripe;alliaceous;vegetable;roasted;green;nutty;tropical;tomato,
12756.0,coumarinic;sweet;coconut;green;tobacco;herbaceous;hay;lactonic;tonka;creamy,
12777.0,fatty;coumarinic;dairy;sweet;coconut;creamy;green;lactonic;peach;buttery;tonka;tropical,
12779.0,cabbage;vegetable;metallic;green;sulfurous,
