Plate	Well	Concentration	Luc	RL	OR	Odor	Date
4	54	100	418	664	1295	1317	092309
4	55	100	440	826	1305	1317	092309
4	56	100	514	1322	1314	1317	092309
4	57	100	1380	4558	1324	1317	092309
4	58	100	1768	9312	1336	1317	092309
4	59	100	1598	5804	1347	1317	092309
4	60	0	1302	1650	2878	9999	092309
4	61	100	430	422	1248	1317	092309
4	62	100	410	796	1258	1317	092309
4	63	100	456	526	1270	1317	092309
4	64	100	2742	13448	1278	1317	092309
4	65	100	3252	9826	1287	1317	092309
4	66	100	442	472	1296	1317	092309
4	67	100	1428	7338	1306	1317	092309
4	68	100	1990	8946	1315	1317	092309
4	69	100	500	802	1326	1317	092309
4	70	100	420	494	1337	1317	092309
4	71	100	1038	2808	1348	1317	092309
4	72	10	12802	2906	2878	1155	092309
4	73	100	434	666	1249	1317	092309
4	74	100	3620	13744	1259	1317	092309
4	75	100	3286	10738	1271	1317	092309
4	76	100	2054	6406	1279	1317	092309
4	77	100	1568	4416	1288	1317	092309
4	78	100	1706	4004	1297	1317	092309
4	79	100	3972	12848	1307	1317	092309
4	80	100	3312	13546	1316	1317	092309
4	81	100	488	796	1328	1317	092309
4	82	100	3510	12684	1338	1317	092309
4	83	100	482	764	1349	1317	092309
4	84	10	5558	1448	2878	1155	092309
4	85	100	4810	13544	1251	1317	092309
4	86	100	3530	16790	1261	1317	092309
4	87	100	3198	8660	1272	1317	092309
4	88	100	1384	4782	1281	1317	092309
4	89	100	2760	8250	1289	1317	092309
4	90	100	2010	7018	1298	1317	092309
4	91	100	4174	15478	1309	1317	092309
4	92	100	3414	10884	1318	1317	092309
4	93	100	2918	8770	1329	1317	092309
4	94	100	3204	11438	1339	1317	092309
4	95	100	3564	14722	1350	1317	092309
4	96	10	12172	3574	2878	1155	092309
5	1	100	562	996	1242	1318	092309
5	2	100	452	424	1252	1318	092309
5	3	100	422	490	1262	1318	092309
5	4	100	474	476	1273	1318	092309
5	5	100	484	482	1282	1318	092309
5	6	100	460	502	1291	1318	092309
5	7	100	934	3724	1299	1318	092309
5	8	100	914	3434	1310	1318	092309
5	9	100	2210	11200	1319	1318	092309
5	10	100	2034	9018	1330	1318	092309
5	11	100	1390	6154	1340	1318	092309
5	12	100	2248	11874	2319	1318	092309
5	13	100	432	428	1243	1318	092309
5	14	100	1286	2978	1254	1318	092309
5	15	100	426	388	1263	1318	092309
5	16	100	1566	5400	1274	1318	092309
5	17	100	1582	4992	1283	1318	092309
5	18	100	432	626	1292	1318	092309
5	19	100	702	2290	1300	1318	092309
5	20	100	1646	9560	1311	1318	092309
5	21	100	2202	13250	1320	1318	092309
5	22	100	1532	6972	1333	1318	092309
5	23	100	506	804	1341	1318	092309
5	24	100	4674	5554	2214	1318	092309
5	25	100	980	3830	1244	1318	092309
5	26	100	456	462	1255	1318	092309
5	27	100	372	492	1265	1318	092309
5	28	100	2478	13470	1275	1318	092309
5	29	100	2600	17140	1284	1318	092309
5	30	100	1392	8318	1293	1318	092309
5	31	100	2372	13140	1302	1318	092309
5	32	100	1234	3918	1312	1318	092309
5	33	100	1314	6248	1321	1318	092309
5	34	100	1486	5472	1334	1318	092309
5	35	100	1352	5918	1343	1318	092309
5	36	0	2024	2984	2878	9999	092309
5	37	100	1784	7000	1245	1318	092309
5	38	100	3272	11586	1256	1318	092309
5	39	100	582	1104	1266	1318	092309
5	40	100	448	534	1276	1318	092309
5	41	100	404	636	1285	1318	092309
5	42	100	370	618	1294	1318	092309
5	43	100	1002	3118	1304	1318	092309
5	44	100	1296	5754	1313	1318	092309
5	45	100	394	492	1323	1318	092309
5	46	100	422	512	1335	1318	092309
5	47	100	446	534	1344	1318	092309
5	48	0	1658	2070	2878	9999	092309
5	49	100	2576	11486	1246	1318	092309
5	50	100	454	444	1257	1318	092309
5	51	100	1634	9394	1269	1318	092309
5	52	100	1686	8804	1277	1318	092309
5	53	100	430	592	1286	1318	092309
5	54	100	454	552	1295	1318	092309
5	55	100	398	796	1305	1318	092309
5	56	100	516	1258	1314	1318	092309
5	57	100	1526	4734	1324	1318	092309
5	58	100	1976	7626	1336	1318	092309
5	59	100	1524	7234	1347	1318	092309
5	60	0	1160	1584	2878	9999	092309
5	61	100	340	418	1248	1318	092309
5	62	100	376	952	1258	1318	092309
5	63	100	448	554	1270	1318	092309
5	64	100	2838	16436	1278	1318	092309
5	65	100	2724	10898	1287	1318	092309
5	66	100	512	606	1296	1318	092309
5	67	100	1220	8110	1306	1318	092309
5	68	100	2188	9204	1315	1318	092309
5	69	100	462	806	1326	1318	092309
5	70	100	436	572	1337	1318	092309
5	71	100	786	2978	1348	1318	092309
5	72	10	12314	3102	2878	1155	092309
5	73	100	476	556	1249	1318	092309
5	74	100	3836	16878	1259	1318	092309
5	75	100	3252	12458	1271	1318	092309
5	76	100	2440	7046	1279	1318	092309
5	77	100	1724	5432	1288	1318	092309
5	78	100	1588	3980	1297	1318	092309
5	79	100	3938	15184	1307	1318	092309
5	80	100	3558	14866	1316	1318	092309
5	81	100	428	832	1328	1318	092309
5	82	100	3344	15222	1338	1318	092309
5	83	100	404	766	1349	1318	092309
5	84	10	4974	1202	2878	1155	092309
5	85	100	4264	15242	1251	1318	092309
5	86	100	4210	17938	1261	1318	092309
5	87	100	2758	10092	1272	1318	092309
5	88	100	1296	4686	1281	1318	092309
5	89	100	2748	11284	1289	1318	092309
5	90	100	2064	6714	1298	1318	092309
5	91	100	3930	17556	1309	1318	092309
5	92	100	3262	12854	1318	1318	092309
5	93	100	2670	9570	1329	1318	092309
5	94	100	3122	13498	1339	1318	092309
5	95	100	3342	17184	1350	1318	092309
5	96	10	11416	4064	2878	1155	092309
6	1	100	590	980	1242	1319	092309
6	2	100	426	456	1252	1319	092309
6	3	100	452	442	1262	1319	092309
6	4	100	482	412	1273	1319	092309
6	5	100	374	556	1282	1319	092309
6	6	100	400	540	1291	1319	092309
6	7	100	962	4018	1299	1319	092309
6	8	100	834	3350	1310	1319	092309
6	9	100	2236	10748	1319	1319	092309
6	10	100	1880	8572	1330	1319	092309
6	11	100	1512	6008	1340	1319	092309
6	12	100	2522	11204	2319	1319	092309
6	13	100	418	552	1243	1319	092309
6	14	100	1078	2644	1254	1319	092309
6	15	100	408	516	1263	1319	092309
6	16	100	1654	5044	1274	1319	092309
6	17	100	1530	4486	1283	1319	092309
6	18	100	366	756	1292	1319	092309
6	19	100	752	2992	1300	1319	092309
6	20	100	1794	10636	1311	1319	092309
6	21	100	2190	13078	1320	1319	092309
6	22	100	1504	7864	1333	1319	092309
6	23	100	494	788	1341	1319	092309
6	24	100	4604	6064	2214	1319	092309
6	25	100	1016	3912	1244	1319	092309
6	26	100	394	420	1255	1319	092309
6	27	100	414	492	1265	1319	092309
6	28	100	2270	12660	1275	1319	092309
6	29	100	2966	13930	1284	1319	092309
6	30	100	1686	7826	1293	1319	092309
6	31	100	2208	12926	1302	1319	092309
6	32	100	1146	3802	1312	1319	092309
6	33	100	1266	6534	1321	1319	092309
6	34	100	1408	5516	1334	1319	092309
6	35	100	1106	4662	1343	1319	092309
6	36	0	1824	2606	2878	9999	092309
6	37	100	1858	6186	1245	1319	092309
6	38	100	3618	9020	1256	1319	092309
6	39	100	490	976	1266	1319	092309
6	40	100	378	576	1276	1319	092309
6	41	100	374	596	1285	1319	092309
6	42	100	388	500	1294	1319	092309
6	43	100	806	3792	1304	1319	092309
6	44	100	1148	6776	1313	1319	092309
6	45	100	448	570	1323	1319	092309
6	46	100	436	514	1335	1319	092309
6	47	100	414	640	1344	1319	092309
6	48	0	1726	1970	2878	9999	092309
6	49	100	2744	9244	1246	1319	092309
6	50	100	436	482	1257	1319	092309
6	51	100	1646	7676	1269	1319	092309
6	52	100	1912	6144	1277	1319	092309
6	53	100	400	538	1286	1319	092309
6	54	100	472	592	1295	1319	092309
6	55	100	484	750	1305	1319	092309
6	56	100	510	1600	1314	1319	092309
6	57	100	1972	3924	1324	1319	092309
6	58	100	1854	7760	1336	1319	092309
6	59	100	1526	5382	1347	1319	092309
6	60	0	1538	1914	2878	9999	092309
6	61	100	450	476	1248	1319	092309
6	62	100	476	688	1258	1319	092309
6	63	100	440	618	1270	1319	092309
6	64	100	3208	11384	1278	1319	092309
6	65	100	3534	8096	1287	1319	092309
6	66	100	440	714	1296	1319	092309
6	67	100	1742	8856	1306	1319	092309
6	68	100	2310	8486	1315	1319	092309
6	69	100	408	860	1326	1319	092309
6	70	100	482	642	1337	1319	092309
6	71	100	630	2434	1348	1319	092309
6	72	10	5294	2110	2878	1155	092309
6	73	100	384	578	1249	1319	092309
6	74	100	4184	11134	1259	1319	092309
6	75	100	3322	10742	1271	1319	092309
6	76	100	2628	6214	1279	1319	092309
6	77	100	2090	4302	1288	1319	092309
6	78	100	1782	3990	1297	1319	092309
6	79	100	4118	11548	1307	1319	092309
6	80	100	3770	12546	1316	1319	092309
6	81	100	506	768	1328	1319	092309
6	82	100	3856	11300	1338	1319	092309
6	83	100	494	876	1349	1319	092309
6	84	10	6512	1654	2878	1155	092309
6	85	100	4484	11434	1251	1319	092309
6	86	100	4380	13448	1261	1319	092309
6	87	100	3152	7356	1272	1319	092309
6	88	100	1706	4154	1281	1319	092309
6	89	100	3468	8932	1289	1319	092309
6	90	100	2286	5668	1298	1319	092309
6	91	100	4708	14528	1309	1319	092309
6	92	100	3504	9630	1318	1319	092309
6	93	100	2928	8554	1329	1319	092309
6	94	100	3602	9878	1339	1319	092309
6	95	100	3548	13390	1350	1319	092309
6	96	10	10174	3092	2878	1155	092309
7	1	100	566	1014	1242	1320	092309
7	2	100	378	440	1252	1320	092309
7	3	100	408	510	1262	1320	092309
7	4	100	428	462	1273	1320	092309
7	5	100	394	492	1282	1320	092309
7	6	100	438	488	1291	1320	092309
7	7	100	588	2182	1299	1320	092309
7	8	100	676	3328	1310	1320	092309
7	9	100	2074	10934	1319	1320	092309
7	10	100	1276	7914	1330	1320	092309
7	11	100	974	6180	1340	1320	092309
7	12	100	1784	13288	2319	1320	092309
7	13	100	462	406	1243	1320	092309
7	14	100	832	2954	1254	1320	092309
7	15	100	418	436	1263	1320	092309
7	16	100	728	3730	1274	1320	092309
7	17	100	1194	4970	1283	1320	092309
7	18	100	452	636	1292	1320	092309
7	19	100	588	1476	1300	1320	092309
7	20	100	1224	7726	1311	1320	092309
7	21	100	1704	12622	1320	1320	092309
7	22	100	1174	5872	1333	1320	092309
7	23	100	436	696	1341	1320	092309
7	24	100	3632	5646	2214	1320	092309
7	25	100	616	2366	1244	1320	092309
7	26	100	470	494	1255	1320	092309
7	27	100	444	518	1265	1320	092309
7	28	100	1616	11064	1275	1320	092309
7	29	100	1908	14408	1284	1320	092309
7	30	100	870	5404	1293	1320	092309
7	31	100	1712	12346	1302	1320	092309
7	32	100	932	4164	1312	1320	092309
7	33	100	1156	6264	1321	1320	092309
7	34	100	974	4640	1334	1320	092309
7	35	100	808	2878	1343	1320	092309
7	36	0	1760	3158	2878	9999	092309
7	37	100	1194	7348	1245	1320	092309
7	38	100	2274	11030	1256	1320	092309
7	39	100	438	856	1266	1320	092309
7	40	100	398	504	1276	1320	092309
7	41	100	438	576	1285	1320	092309
7	42	100	406	452	1294	1320	092309
7	43	100	708	3448	1304	1320	092309
7	44	100	1028	5786	1313	1320	092309
7	45	100	366	470	1323	1320	092309
7	46	100	414	596	1335	1320	092309
7	47	100	462	662	1344	1320	092309
7	48	0	1318	2158	2878	9999	092309
7	49	100	2074	10316	1246	1320	092309
7	50	100	438	494	1257	1320	092309
7	51	100	1266	9570	1269	1320	092309
7	52	100	1626	6774	1277	1320	092309
7	53	100	430	484	1286	1320	092309
7	54	100	380	548	1295	1320	092309
7	55	100	396	758	1305	1320	092309
7	56	100	408	1120	1314	1320	092309
7	57	100	1436	3946	1324	1320	092309
7	58	100	1550	8186	1336	1320	092309
7	59	100	1364	5820	1347	1320	092309
7	60	0	990	1378	2878	9999	092309
7	61	100	454	462	1248	1320	092309
7	62	100	406	554	1258	1320	092309
7	63	100	378	520	1270	1320	092309
7	64	100	2508	12398	1278	1320	092309
7	65	100	2682	7466	1287	1320	092309
7	66	100	406	474	1296	1320	092309
7	67	100	1022	7484	1306	1320	092309
7	68	100	1746	8426	1315	1320	092309
7	69	100	350	744	1326	1320	092309
7	70	100	446	604	1337	1320	092309
7	71	100	496	1114	1348	1320	092309
7	72	10	2266	1688	2878	1155	092309
7	73	100	372	578	1249	1320	092309
7	74	100	2744	12440	1259	1320	092309
7	75	100	2428	10040	1271	1320	092309
7	76	100	1990	6366	1279	1320	092309
7	77	100	1702	4742	1288	1320	092309
7	78	100	1344	3930	1297	1320	092309
7	79	100	3534	11416	1307	1320	092309
7	80	100	2892	11416	1316	1320	092309
7	81	100	376	600	1328	1320	092309
7	82	100	2908	13092	1338	1320	092309
7	83	100	490	706	1349	1320	092309
7	84	10	3104	1250	2878	1155	092309
7	85	100	2810	11834	1251	1320	092309
7	86	100	2836	13006	1261	1320	092309
7	87	100	2054	7576	1272	1320	092309
7	88	100	1220	4480	1281	1320	092309
7	89	100	2148	6448	1289	1320	092309
7	90	100	1844	5722	1298	1320	092309
7	91	100	3038	13070	1309	1320	092309
7	92	100	2752	8956	1318	1320	092309
7	93	100	2338	8394	1329	1320	092309
7	94	100	2560	9606	1339	1320	092309
7	95	100	3228	12868	1350	1320	092309
7	96	10	7176	3060	2878	1155	092309
8	1	100	428	1072	1242	1321	092309
8	2	100	446	420	1252	1321	092309
8	3	100	512	460	1262	1321	092309
8	4	100	482	418	1273	1321	092309
8	5	100	422	522	1282	1321	092309
8	6	100	520	458	1291	1321	092309
8	7	100	550	2390	1299	1321	092309
8	8	100	772	3000	1310	1321	092309
8	9	100	1618	10182	1319	1321	092309
8	10	100	1182	7220	1330	1321	092309
8	11	100	1026	5430	1340	1321	092309
8	12	100	1938	13074	2319	1321	092309
8	13	100	428	448	1243	1321	092309
8	14	100	794	2010	1254	1321	092309
8	15	100	380	432	1263	1321	092309
8	16	100	670	2960	1274	1321	092309
8	17	100	1386	4384	1283	1321	092309
8	18	100	386	552	1292	1321	092309
8	19	100	496	1556	1300	1321	092309
8	20	100	1218	7778	1311	1321	092309
8	21	100	1462	11288	1320	1321	092309
8	22	100	918	5422	1333	1321	092309
8	23	100	478	888	1341	1321	092309
8	24	100	3910	6084	2214	1321	092309
8	25	100	546	2612	1244	1321	092309
8	26	100	458	458	1255	1321	092309
8	27	100	456	508	1265	1321	092309
8	28	100	1846	10588	1275	1321	092309
8	29	100	1686	11448	1284	1321	092309
8	30	100	884	4782	1293	1321	092309
8	31	100	1506	10670	1302	1321	092309
8	32	100	1076	3420	1312	1321	092309
8	33	100	970	6830	1321	1321	092309
8	34	100	750	4622	1334	1321	092309
8	35	100	854	4622	1343	1321	092309
8	36	0	1660	3344	2878	9999	092309
8	37	100	962	7244	1245	1321	092309
8	38	100	2328	9202	1256	1321	092309
8	39	100	468	834	1266	1321	092309
8	40	100	420	626	1276	1321	092309
8	41	100	434	540	1285	1321	092309
8	42	100	450	534	1294	1321	092309
8	43	100	690	2450	1304	1321	092309
8	44	100	876	5008	1313	1321	092309
8	45	100	352	540	1323	1321	092309
8	46	100	430	556	1335	1321	092309
8	47	100	450	502	1344	1321	092309
8	48	0	1140	2106	2878	9999	092309
8	49	100	2192	10128	1246	1321	092309
8	50	100	396	492	1257	1321	092309
8	51	100	1104	8496	1269	1321	092309
8	52	100	1552	5888	1277	1321	092309
8	53	100	386	482	1286	1321	092309
8	54	100	406	566	1295	1321	092309
8	55	100	430	686	1305	1321	092309
8	56	100	468	1392	1314	1321	092309
8	57	100	1208	3840	1324	1321	092309
8	58	100	1102	8272	1336	1321	092309
8	59	100	1088	5332	1347	1321	092309
8	60	0	1062	1864	2878	9999	092309
8	61	100	460	508	1248	1321	092309
8	62	100	406	600	1258	1321	092309
8	63	100	406	552	1270	1321	092309
8	64	100	2512	10780	1278	1321	092309
8	65	100	2250	7468	1287	1321	092309
8	66	100	404	436	1296	1321	092309
8	67	100	726	5550	1306	1321	092309
8	68	100	1680	8124	1315	1321	092309
8	69	100	500	644	1326	1321	092309
8	70	100	390	520	1337	1321	092309
8	71	100	480	1380	1348	1321	092309
8	72	10	3480	2484	2878	1155	092309
8	73	100	424	576	1249	1321	092309
8	74	100	2898	10278	1259	1321	092309
8	75	100	2716	8880	1271	1321	092309
8	76	100	2006	5384	1279	1321	092309
8	77	100	1662	4002	1288	1321	092309
8	78	100	1290	3990	1297	1321	092309
8	79	100	3134	10816	1307	1321	092309
8	80	100	3118	10434	1316	1321	092309
8	81	100	420	642	1328	1321	092309
8	82	100	2800	12570	1338	1321	092309
8	83	100	398	670	1349	1321	092309
8	84	10	3214	1374	2878	1155	092309
8	85	100	2846	11258	1251	1321	092309
8	86	100	2986	12680	1261	1321	092309
8	87	100	2440	7020	1272	1321	092309
8	88	100	1324	3922	1281	1321	092309
8	89	100	2268	6356	1289	1321	092309
8	90	100	1840	5266	1298	1321	092309
8	91	100	3172	12772	1309	1321	092309
8	92	100	2504	9428	1318	1321	092309
8	93	100	2266	7192	1329	1321	092309
8	94	100	2550	9316	1339	1321	092309
8	95	100	2842	12412	1350	1321	092309
8	96	10	8448	3212	2878	1155	092309
9	1	100	448	894	1242	1322	092309
9	2	100	388	416	1252	1322	092309
9	3	100	452	568	1262	1322	092309
9	4	100	474	462	1273	1322	092309
9	5	100	470	570	1282	1322	092309
9	6	100	458	472	1291	1322	092309
9	7	100	624	2068	1299	1322	092309
9	8	100	796	2916	1310	1322	092309
9	9	100	1660	10554	1319	1322	092309
9	10	100	1326	7436	1330	1322	092309
9	11	100	964	5386	1340	1322	092309
9	12	100	1756	10748	2319	1322	092309
9	13	100	406	504	1243	1322	092309
9	14	100	756	3114	1254	1322	092309
9	15	100	434	480	1263	1322	092309
9	16	100	604	3792	1274	1322	092309
9	17	100	1058	4620	1283	1322	092309
9	18	100	404	498	1292	1322	092309
9	19	100	472	1602	1300	1322	092309
9	20	100	1130	8058	1311	1322	092309
9	21	100	1318	11312	1320	1322	092309
9	22	100	1146	6306	1333	1322	092309
9	23	100	398	724	1341	1322	092309
9	24	100	4128	5092	2214	1322	092309
9	25	100	650	2982	1244	1322	092309
9	26	100	494	544	1255	1322	092309
9	27	100	434	508	1265	1322	092309
9	28	100	1414	11662	1275	1322	092309
9	29	100	2144	11898	1284	1322	092309
9	30	100	826	5610	1293	1322	092309
9	31	100	1392	11460	1302	1322	092309
9	32	100	1088	3870	1312	1322	092309
9	33	100	1000	5910	1321	1322	092309
9	34	100	1010	4854	1334	1322	092309
9	35	100	632	3244	1343	1322	092309
9	36	0	1694	2636	2878	9999	092309
9	37	100	1188	7300	1245	1322	092309
9	38	100	2304	9896	1256	1322	092309
9	39	100	430	778	1266	1322	092309
9	40	100	436	558	1276	1322	092309
9	41	100	398	584	1285	1322	092309
9	42	100	396	510	1294	1322	092309
9	43	100	750	3126	1304	1322	092309
9	44	100	990	5508	1313	1322	092309
9	45	100	412	506	1323	1322	092309
9	46	100	418	482	1335	1322	092309
9	47	100	454	512	1344	1322	092309
9	48	0	1320	1784	2878	9999	092309
9	49	100	2028	9254	1246	1322	092309
9	50	100	408	468	1257	1322	092309
9	51	100	1350	8730	1269	1322	092309
9	52	100	1448	6420	1277	1322	092309
9	53	100	490	450	1286	1322	092309
9	54	100	372	538	1295	1322	092309
9	55	100	460	710	1305	1322	092309
9	56	100	430	982	1314	1322	092309
9	57	100	1352	3464	1324	1322	092309
9	58	100	1248	7698	1336	1322	092309
9	59	100	1234	5372	1347	1322	092309
9	60	0	1078	1832	2878	9999	092309
9	61	100	380	472	1248	1322	092309
9	62	100	378	696	1258	1322	092309
9	63	100	416	440	1270	1322	092309
9	64	100	2112	10904	1278	1322	092309
9	65	100	2376	7544	1287	1322	092309
9	66	100	368	626	1296	1322	092309
9	67	100	854	6286	1306	1322	092309
9	68	100	1740	7806	1315	1322	092309
9	69	100	388	608	1326	1322	092309
9	70	100	416	504	1337	1322	092309
9	71	100	442	1402	1348	1322	092309
9	72	10	3568	2282	2878	1155	092309
9	73	100	452	510	1249	1322	092309
9	74	100	2982	11812	1259	1322	092309
9	75	100	2420	8820	1271	1322	092309
9	76	100	1994	5074	1279	1322	092309
9	77	100	1496	4020	1288	1322	092309
9	78	100	1596	3940	1297	1322	092309
9	79	100	3150	11938	1307	1322	092309
9	80	100	2962	10608	1316	1322	092309
9	81	100	438	580	1328	1322	092309
9	82	100	2744	12562	1338	1322	092309
9	83	100	426	610	1349	1322	092309
9	84	10	3054	1590	2878	1155	092309
9	85	100	3220	10454	1251	1322	092309
9	86	100	3126	12882	1261	1322	092309
9	87	100	2086	6948	1272	1322	092309
9	88	100	1336	4532	1281	1322	092309
9	89	100	1994	6538	1289	1322	092309
9	90	100	1658	5860	1298	1322	092309
9	91	100	3706	10710	1309	1322	092309
9	92	100	2630	9494	1318	1322	092309
9	93	100	2232	6916	1329	1322	092309
9	94	100	2942	9056	1339	1322	092309
9	95	100	2922	12450	1350	1322	092309
9	96	10	8132	3454	2878	1155	092309
10	1	100	520	932	1242	1323	092309
10	2	100	460	480	1252	1323	092309
10	3	100	440	504	1262	1323	092309
10	4	100	404	454	1273	1323	092309
10	5	100	464	500	1282	1323	092309
10	6	100	450	446	1291	1323	092309
10	7	100	590	2898	1299	1323	092309
10	8	100	776	3202	1310	1323	092309
10	9	100	1850	10318	1319	1323	092309
10	10	100	1356	7626	1330	1323	092309
10	11	100	1128	5470	1340	1323	092309
10	12	100	1846	12402	2319	1323	092309
10	13	100	474	458	1243	1323	092309
10	14	100	710	2816	1254	1323	092309
10	15	100	420	524	1263	1323	092309
10	16	100	932	4270	1274	1323	092309
10	17	100	1002	5816	1283	1323	092309
10	18	100	428	736	1292	1323	092309
10	19	100	658	1852	1300	1323	092309
10	20	100	1126	8688	1311	1323	092309
10	21	100	1926	13040	1320	1323	092309
10	22	100	1244	6166	1333	1323	092309
10	23	100	428	696	1341	1323	092309
10	24	100	4046	5890	2214	1323	092309
10	25	100	618	3056	1244	1323	092309
10	26	100	456	460	1255	1323	092309
10	27	100	422	482	1265	1323	092309
10	28	100	1516	12164	1275	1323	092309
10	29	100	2074	12490	1284	1323	092309
10	30	100	1000	6240	1293	1323	092309
10	31	100	1698	11986	1302	1323	092309
10	32	100	1058	3614	1312	1323	092309
10	33	100	1044	6922	1321	1323	092309
10	34	100	928	5058	1334	1323	092309
10	35	100	744	3950	1343	1323	092309
10	36	0	1562	2866	2878	9999	092309
10	37	100	1192	8052	1245	1323	092309
10	38	100	2326	10322	1256	1323	092309
10	39	100	474	834	1266	1323	092309
10	40	100	456	594	1276	1323	092309
10	41	100	398	570	1285	1323	092309
10	42	100	438	462	1294	1323	092309
10	43	100	818	4002	1304	1323	092309
10	44	100	1012	6018	1313	1323	092309
10	45	100	452	636	1323	1323	092309
10	46	100	374	556	1335	1323	092309
10	47	100	428	476	1344	1323	092309
10	48	0	1128	2208	2878	9999	092309
10	49	100	2082	10670	1246	1323	092309
10	50	100	452	570	1257	1323	092309
10	51	100	1224	9408	1269	1323	092309
10	52	100	1544	6956	1277	1323	092309
10	53	100	444	488	1286	1323	092309
10	54	100	442	640	1295	1323	092309
10	55	100	448	784	1305	1323	092309
10	56	100	414	1176	1314	1323	092309
10	57	100	1280	4154	1324	1323	092309
10	58	100	1598	7728	1336	1323	092309
10	59	100	1060	5674	1347	1323	092309
10	60	0	1048	1450	2878	9999	092309
10	61	100	444	416	1248	1323	092309
10	62	100	444	592	1258	1323	092309
10	63	100	450	614	1270	1323	092309
10	64	100	2352	14246	1278	1323	092309
10	65	100	2472	8320	1287	1323	092309
10	66	100	438	622	1296	1323	092309
10	67	100	968	7318	1306	1323	092309
10	68	100	1748	8512	1315	1323	092309
10	69	100	436	654	1326	1323	092309
10	70	100	502	568	1337	1323	092309
10	71	100	412	1092	1348	1323	092309
10	72	10	2238	2000	2878	1155	092309
10	73	100	452	592	1249	1323	092309
10	74	100	2928	11754	1259	1323	092309
10	75	100	2296	9566	1271	1323	092309
10	76	100	2046	6210	1279	1323	092309
10	77	100	1418	4322	1288	1323	092309
10	78	100	1550	3946	1297	1323	092309
10	79	100	3808	12332	1307	1323	092309
10	80	100	2904	11712	1316	1323	092309
10	81	100	458	672	1328	1323	092309
10	82	100	3104	13240	1338	1323	092309
10	83	100	406	648	1349	1323	092309
10	84	10	3228	1168	2878	1155	092309
10	85	100	3776	12110	1251	1323	092309
10	86	100	3028	14984	1261	1323	092309
10	87	100	2294	8468	1272	1323	092309
10	88	100	1382	4798	1281	1323	092309
10	89	100	2488	5706	1289	1323	092309
10	90	100	1648	5588	1298	1323	092309
10	91	100	3346	13568	1309	1323	092309
10	92	100	2732	10214	1318	1323	092309
10	93	100	2506	8298	1329	1323	092309
10	94	100	2506	9370	1339	1323	092309
10	95	100	3032	13728	1350	1323	092309
10	96	10	7340	3256	2878	1155	092309
11	1	100	502	654	1242	1324	092309
11	2	100	460	434	1252	1324	092309
11	3	100	406	444	1262	1324	092309
11	4	100	402	430	1273	1324	092309
11	5	100	472	526	1282	1324	092309
11	6	100	476	522	1291	1324	092309
11	7	100	796	2224	1299	1324	092309
11	8	100	990	3144	1310	1324	092309
11	9	100	2716	9190	1319	1324	092309
11	10	100	1758	5438	1330	1324	092309
11	11	100	1916	4516	1340	1324	092309
11	12	100	4102	9358	2319	1324	092309
11	13	100	412	384	1243	1324	092309
11	14	100	1380	1936	1254	1324	092309
11	15	100	394	486	1263	1324	092309
11	16	100	1162	3252	1274	1324	092309
11	17	100	2144	4414	1283	1324	092309
11	18	100	442	666	1292	1324	092309
11	19	100	608	1634	1300	1324	092309
11	20	100	1930	7368	1311	1324	092309
11	21	100	2742	11550	1320	1324	092309
11	22	100	1696	5460	1333	1324	092309
11	23	100	414	900	1341	1324	092309
11	24	100	5464	5236	2214	1324	092309
11	25	100	838	2508	1244	1324	092309
11	26	100	464	528	1255	1324	092309
11	27	100	406	456	1265	1324	092309
11	28	100	3080	11328	1275	1324	092309
11	29	100	4124	11532	1284	1324	092309
11	30	100	1272	5620	1293	1324	092309
11	31	100	2560	10210	1302	1324	092309
11	32	100	1560	3894	1312	1324	092309
11	33	100	1534	5418	1321	1324	092309
11	34	100	1126	4350	1334	1324	092309
11	35	100	850	2916	1343	1324	092309
11	36	0	1878	2740	2878	9999	092309
11	37	100	2122	4614	1245	1324	092309
11	38	100	3928	9240	1256	1324	092309
11	39	100	402	876	1266	1324	092309
11	40	100	444	554	1276	1324	092309
11	41	100	468	540	1285	1324	092309
11	42	100	466	516	1294	1324	092309
11	43	100	902	2640	1304	1324	092309
11	44	100	1442	6312	1313	1324	092309
11	45	100	490	480	1323	1324	092309
11	46	100	400	478	1335	1324	092309
11	47	100	412	468	1344	1324	092309
11	48	0	1250	1932	2878	9999	092309
11	49	100	4304	8736	1246	1324	092309
11	50	100	408	574	1257	1324	092309
11	51	100	2298	6750	1269	1324	092309
11	52	100	2534	6206	1277	1324	092309
11	53	100	426	404	1286	1324	092309
11	54	100	442	580	1295	1324	092309
11	55	100	404	694	1305	1324	092309
11	56	100	476	1068	1314	1324	092309
11	57	100	1734	3176	1324	1324	092309
11	58	100	1742	6796	1336	1324	092309
11	59	100	2054	4342	1347	1324	092309
11	60	0	972	1736	2878	9999	092309
11	61	100	428	474	1248	1324	092309
11	62	100	464	996	1258	1324	092309
11	63	100	436	544	1270	1324	092309
11	64	100	3542	11300	1278	1324	092309
11	65	100	4218	7796	1287	1324	092309
11	66	100	436	614	1296	1324	092309
11	67	100	1026	5630	1306	1324	092309
11	68	100	2716	6708	1315	1324	092309
11	69	100	440	682	1326	1324	092309
11	70	100	498	490	1337	1324	092309
11	71	100	448	1068	1348	1324	092309
11	72	10	2268	1630	2878	1155	092309
