CID,Group,Participant,Ranking,Subsistence
379,Cha'palaa,1,9.0,Farmer
379,Cha'palaa,2,10.0,Farmer
379,Cha'palaa,3,9.0,Farmer
379,Cha'palaa,4,5.0,Farmer
379,Cha'palaa,5,9.0,Farmer
379,Cha'palaa,6,6.0,Farmer
379,Cha'palaa,7,2.0,Farmer
379,Cha'palaa,8,9.0,Farmer
379,Cha'palaa,9,8.0,Farmer
379,Cha'palaa,10,5.0,Farmer
379,Cha'palaa,11,7.0,Farmer
379,Cha'palaa,12,4.0,Farmer
379,Cha'palaa,13,5.0,Farmer
379,Cha'palaa,14,8.0,Farmer
379,Cha'palaa,15,6.0,Farmer
379,Cha'palaa,16,4.0,Farmer
379,Cha'palaa,17,7.0,Farmer
379,Cha'palaa,18,4.0,Farmer
379,Cha'palaa,19,9.0,Farmer
379,Cha'palaa,20,6.0,Farmer
379,Cha'palaa,21,8.0,Farmer
379,Cha'palaa,22,9.0,Farmer
379,Cha'palaa,23,4.0,Farmer
379,Cha'palaa,24,2.0,Farmer
379,Cha'palaa,25,8.0,Farmer
379,Imbabura Quechua,1,4.0,Farmer
379,Imbabura Quechua,2,7.0,Farmer
379,Imbabura Quechua,3,2.0,Farmer
379,Imbabura Quechua,4,3.0,Farmer
379,Imbabura Quechua,5,7.0,Farmer
379,Imbabura Quechua,6,7.0,Farmer
379,Imbabura Quechua,7,10.0,Farmer
379,Imbabura Quechua,8,6.0,Farmer
379,Imbabura Quechua,9,3.0,Farmer
379,Imbabura Quechua,10,5.0,Farmer
379,Imbabura Quechua,11,9.0,Farmer
379,Imbabura Quechua,12,9.0,Farmer
379,Imbabura Quechua,13,6.0,Farmer
379,Imbabura Quechua,14,6.0,Farmer
379,Imbabura Quechua,15,7.0,Farmer
379,Imbabura Quechua,16,6.0,Farmer
379,Imbabura Quechua,17,8.0,Farmer
379,Imbabura Quechua,18,7.0,Farmer
379,Imbabura Quechua,19,8.0,Farmer
379,Imbabura Quechua,20,6.0,Farmer
379,Imbabura Quechua,21,7.0,Farmer
379,Imbabura Quechua,22,10.0,Farmer
379,Imbabura Quechua,23,6.0,Farmer
379,Imbabura Quechua,24,8.0,Farmer
379,Imbabura Quechua,25,4.0,Farmer
379,Mah Meri,1,9.0,Farmer
379,Mah Meri,2,7.0,Farmer
379,Mah Meri,3,9.0,Farmer
379,Mah Meri,4,5.0,Farmer
379,Mah Meri,5,10.0,Farmer
379,Mah Meri,6,4.0,Farmer
379,Mah Meri,7,10.0,Farmer
379,Mah Meri,8,8.0,Farmer
379,Mah Meri,9,9.0,Farmer
379,Mah Meri,10,3.0,Farmer
379,Mah Meri,11,8.0,Farmer
379,Mah Meri,12,7.0,Farmer
379,Mah Meri,13,9.0,Farmer
379,Mah Meri,14,7.0,Farmer
379,Mah Meri,15,5.0,Farmer
379,Mah Meri,16,8.0,Farmer
379,Mah Meri,17,8.0,Farmer
379,Mah Meri,18,8.0,Farmer
379,Mah Meri,19,8.0,Farmer
379,Mah Meri,20,6.0,Farmer
379,Mah Meri,21,2.0,Farmer
379,Mah Meri,22,7.0,Farmer
379,Mah Meri,23,9.0,Farmer
379,Mah Meri,24,3.0,Farmer
379,Mah Meri,25,8.0,Farmer
379,Maniq,1,6.0,Hunter-gatherer
379,Maniq,2,6.0,Hunter-gatherer
379,Maniq,3,10.0,Hunter-gatherer
379,Maniq,4,1.0,Hunter-gatherer
379,Maniq,5,8.0,Hunter-gatherer
379,Maniq,6,1.0,Hunter-gatherer
379,Maniq,7,6.0,Hunter-gatherer
379,Maniq,8,10.0,Hunter-gatherer
379,Maniq,9,3.0,Hunter-gatherer
379,Maniq,10,4.0,Hunter-gatherer
379,Maniq,11,8.0,Hunter-gatherer
379,Maniq,12,5.0,Hunter-gatherer
379,Maniq,13,3.0,Hunter-gatherer
379,Maniq,14,8.0,Hunter-gatherer
379,Maniq,15,2.0,Hunter-gatherer
379,Maniq,16,3.0,Hunter-gatherer
379,Mexican,1,9.0,Urban
379,Mexican,2,5.0,Urban
379,Mexican,3,8.0,Urban
379,Mexican,4,9.0,Urban
379,Mexican,5,9.0,Urban
379,Mexican,6,9.0,Urban
379,Mexican,7,8.0,Urban
379,Mexican,8,8.0,Urban
379,Mexican,9,7.0,Urban
379,Mexican,10,10.0,Urban
379,Mexican,11,4.0,Urban
379,Mexican,12,8.0,Urban
379,Mexican,13,9.0,Urban
379,Mexican,14,8.0,Urban
379,Mexican,15,9.0,Urban
379,Mexican,16,7.0,Urban
379,Mexican,17,9.0,Urban
379,Mexican,18,9.0,Urban
379,Mexican,19,6.0,Urban
379,Mexican,20,8.0,Urban
379,Mexican,21,8.0,Urban
379,Mexican,22,4.0,Urban
379,Mexican,23,8.0,Urban
379,Mexican,24,2.0,Urban
379,Mexican,25,5.0,Urban
379,Mexican,26,7.0,Urban
379,Mexican,27,5.0,Urban
379,Mexican,28,9.0,Urban
379,Mexican,29,5.0,Urban
379,Mexican,30,8.0,Urban
379,Mexican,31,8.0,Urban
379,Mexican,32,7.0,Urban
379,Mexican,33,5.0,Urban
379,Mexican,34,6.0,Urban
379,Mexican,35,7.0,Urban
379,New York City,1,7.0,Urban
379,New York City,2,7.0,Urban
379,New York City,3,10.0,Urban
379,New York City,4,9.0,Urban
379,New York City,5,8.0,Urban
379,New York City,6,9.0,Urban
379,New York City,7,7.0,Urban
379,New York City,8,10.0,Urban
379,New York City,9,8.0,Urban
379,New York City,10,8.5,Urban
379,New York City,11,7.0,Urban
379,New York City,12,10.0,Urban
379,New York City,13,8.0,Urban
379,New York City,14,4.0,Urban
379,New York City,15,5.5,Urban
379,New York City,16,6.0,Urban
379,New York City,17,6.0,Urban
379,New York City,18,9.0,Urban
379,New York City,19,10.0,Urban
379,New York City,20,9.0,Urban
379,New York City,21,7.0,Urban
379,New York City,22,6.0,Urban
379,New York City,23,6.0,Urban
379,New York City,24,8.0,Urban
379,New York City,25,10.0,Urban
379,New York City,26,10.0,Urban
379,New York City,27,7.0,Urban
379,New York City,28,6.0,Urban
379,New York City,29,7.0,Urban
379,New York City,30,9.0,Urban
379,New York City,31,9.0,Urban
379,New York City,32,6.0,Urban
379,New York City,33,8.0,Urban
379,New York City,34,7.0,Urban
379,New York City,35,8.0,Urban
379,New York City,36,5.0,Urban
379,New York City,37,9.0,Urban
379,New York City,38,7.0,Urban
379,New York City,39,7.0,Urban
379,New York City,40,6.0,Urban
379,New York City,41,4.0,Urban
379,New York City,42,3.5,Urban
379,New York City,43,10.0,Urban
379,New York City,44,6.0,Urban
379,New York City,45,8.0,Urban
379,New York City,46,6.0,Urban
379,New York City,47,10.0,Urban
379,New York City,48,4.5,Urban
379,New York City,49,8.0,Urban
379,New York City,50,6.0,Urban
379,New York City,51,7.0,Urban
379,New York City,52,4.5,Urban
379,New York City,53,6.0,Urban
379,New York City,54,5.0,Urban
379,New York City,55,8.0,Urban
379,Semaq Beri,1,5.0,Hunter-gatherer
379,Semaq Beri,2,9.0,Hunter-gatherer
379,Semaq Beri,3,10.0,Hunter-gatherer
379,Semaq Beri,4,7.0,Hunter-gatherer
379,Semaq Beri,5,6.0,Hunter-gatherer
379,Semaq Beri,6,8.0,Hunter-gatherer
379,Semaq Beri,7,10.0,Hunter-gatherer
379,Semaq Beri,8,4.0,Hunter-gatherer
379,Semaq Beri,9,8.0,Hunter-gatherer
379,Semaq Beri,10,10.0,Hunter-gatherer
379,Semaq Beri,11,10.0,Hunter-gatherer
379,Semaq Beri,12,1.0,Hunter-gatherer
379,Semaq Beri,13,5.0,Hunter-gatherer
379,Semaq Beri,14,3.0,Hunter-gatherer
379,Semaq Beri,15,10.0,Hunter-gatherer
379,Semaq Beri,16,8.0,Hunter-gatherer
379,Semaq Beri,17,9.0,Hunter-gatherer
379,Semaq Beri,18,2.0,Hunter-gatherer
379,Semaq Beri,19,2.0,Hunter-gatherer
379,Semaq Beri,20,10.0,Hunter-gatherer
379,Semaq Beri,21,5.0,Hunter-gatherer
379,Semaq Beri,22,10.0,Hunter-gatherer
379,Semaq Beri,23,8.0,Hunter-gatherer
379,Semaq Beri,24,8.0,Hunter-gatherer
379,Semaq Beri,25,10.0,Hunter-gatherer
379,Semelai,1,2.0,Farmer
379,Semelai,2,7.0,Farmer
379,Semelai,3,6.0,Farmer
379,Semelai,4,6.0,Farmer
379,Semelai,5,9.0,Farmer
379,Semelai,6,7.0,Farmer
379,Semelai,7,9.0,Farmer
379,Semelai,8,8.0,Farmer
379,Semelai,9,7.0,Farmer
379,Semelai,10,9.0,Farmer
379,Semelai,11,6.0,Farmer
379,Semelai,12,7.0,Farmer
379,Semelai,13,9.0,Farmer
379,Semelai,14,9.0,Farmer
379,Semelai,15,9.0,Farmer
379,Semelai,16,5.0,Farmer
379,Semelai,17,7.0,Farmer
379,Semelai,18,9.0,Farmer
379,Semelai,19,2.0,Farmer
379,Semelai,20,10.0,Farmer
379,Semelai,21,10.0,Farmer
379,Semelai,22,5.0,Farmer
379,Semelai,23,3.0,Farmer
379,Semelai,24,5.0,Farmer
379,Semelai,25,9.0,Farmer
379,Seri,1,7.0,Hunter-gatherer
379,Seri,2,6.0,Hunter-gatherer
379,Seri,3,10.0,Hunter-gatherer
379,Seri,4,4.0,Hunter-gatherer
379,Seri,5,6.0,Hunter-gatherer
379,Seri,6,10.0,Hunter-gatherer
379,Seri,7,10.0,Hunter-gatherer
379,Seri,8,6.0,Hunter-gatherer
379,Seri,9,5.0,Hunter-gatherer
379,Seri,10,9.0,Hunter-gatherer
379,Seri,11,9.0,Hunter-gatherer
379,Seri,12,9.0,Hunter-gatherer
379,Seri,13,9.0,Hunter-gatherer
379,Seri,14,8.0,Hunter-gatherer
379,Seri,15,9.0,Hunter-gatherer
379,Seri,16,1.0,Hunter-gatherer
379,Seri,17,5.0,Hunter-gatherer
379,Seri,18,6.0,Hunter-gatherer
379,Seri,19,4.0,Hunter-gatherer
379,Seri,20,8.0,Hunter-gatherer
379,Seri,21,7.0,Hunter-gatherer
379,Seri,22,8.0,Hunter-gatherer
379,Seri,23,4.0,Hunter-gatherer
379,Seri,24,4.0,Hunter-gatherer
379,Seri,25,8.0,Hunter-gatherer
379,Thai,1,7.0,Urban
379,Thai,2,8.0,Urban
379,Thai,3,7.0,Urban
379,Thai,4,10.0,Urban
379,Thai,5,6.0,Urban
379,Thai,6,10.0,Urban
379,Thai,7,4.0,Urban
379,Thai,8,5.0,Urban
379,Thai,9,8.0,Urban
379,Thai,10,5.0,Urban
379,Thai,11,10.0,Urban
379,Thai,12,7.0,Urban
379,Thai,13,7.0,Urban
379,Thai,14,7.0,Urban
379,Thai,15,6.0,Urban
379,Thai,16,8.0,Urban
379,Thai,17,6.0,Urban
379,Thai,18,7.0,Urban
379,Thai,19,7.0,Urban
379,Thai,20,8.0,Urban
379,Thai,21,7.0,Urban
379,Thai,22,8.0,Urban
379,Thai,23,9.0,Urban
379,Thai,24,7.0,Urban
379,Thai,25,9.0,Urban
379,Thai,26,9.0,Urban
379,Thai,27,6.0,Urban
1183,Cha'palaa,1,5.0,Farmer
1183,Cha'palaa,2,7.0,Farmer
1183,Cha'palaa,3,2.0,Farmer
1183,Cha'palaa,4,2.0,Farmer
1183,Cha'palaa,5,4.0,Farmer
1183,Cha'palaa,6,4.0,Farmer
1183,Cha'palaa,7,1.0,Farmer
1183,Cha'palaa,8,1.0,Farmer
1183,Cha'palaa,9,2.0,Farmer
1183,Cha'palaa,10,1.0,Farmer
1183,Cha'palaa,11,2.0,Farmer
1183,Cha'palaa,12,5.0,Farmer
1183,Cha'palaa,13,2.0,Farmer
1183,Cha'palaa,14,2.0,Farmer
1183,Cha'palaa,15,5.0,Farmer
1183,Cha'palaa,16,1.0,Farmer
1183,Cha'palaa,17,1.0,Farmer
1183,Cha'palaa,18,2.0,Farmer
1183,Cha'palaa,19,2.0,Farmer
1183,Cha'palaa,20,5.0,Farmer
1183,Cha'palaa,21,6.0,Farmer
1183,Cha'palaa,22,7.0,Farmer
1183,Cha'palaa,23,1.0,Farmer
1183,Cha'palaa,24,8.0,Farmer
1183,Cha'palaa,25,4.0,Farmer
1183,Imbabura Quechua,1,2.0,Farmer
1183,Imbabura Quechua,2,3.0,Farmer
1183,Imbabura Quechua,3,4.0,Farmer
1183,Imbabura Quechua,4,6.0,Farmer
1183,Imbabura Quechua,5,4.0,Farmer
1183,Imbabura Quechua,6,1.0,Farmer
1183,Imbabura Quechua,7,8.0,Farmer
1183,Imbabura Quechua,8,1.0,Farmer
1183,Imbabura Quechua,9,1.0,Farmer
1183,Imbabura Quechua,10,1.0,Farmer
1183,Imbabura Quechua,11,3.0,Farmer
1183,Imbabura Quechua,12,6.0,Farmer
1183,Imbabura Quechua,13,7.0,Farmer
1183,Imbabura Quechua,14,2.0,Farmer
1183,Imbabura Quechua,15,3.0,Farmer
1183,Imbabura Quechua,16,3.0,Farmer
1183,Imbabura Quechua,17,1.0,Farmer
1183,Imbabura Quechua,18,4.0,Farmer
1183,Imbabura Quechua,19,1.0,Farmer
1183,Imbabura Quechua,20,1.0,Farmer
1183,Imbabura Quechua,21,3.0,Farmer
1183,Imbabura Quechua,22,3.0,Farmer
1183,Imbabura Quechua,23,3.0,Farmer
1183,Imbabura Quechua,24,5.0,Farmer
1183,Imbabura Quechua,25,5.0,Farmer
1183,Mah Meri,1,2.0,Farmer
1183,Mah Meri,2,1.0,Farmer
1183,Mah Meri,3,8.0,Farmer
1183,Mah Meri,4,1.0,Farmer
1183,Mah Meri,5,1.0,Farmer
1183,Mah Meri,6,5.0,Farmer
1183,Mah Meri,7,2.0,Farmer
1183,Mah Meri,8,2.0,Farmer
1183,Mah Meri,9,2.0,Farmer
1183,Mah Meri,10,5.0,Farmer
1183,Mah Meri,11,3.0,Farmer
1183,Mah Meri,12,1.0,Farmer
1183,Mah Meri,13,2.0,Farmer
1183,Mah Meri,14,6.0,Farmer
1183,Mah Meri,15,3.0,Farmer
1183,Mah Meri,16,4.0,Farmer
1183,Mah Meri,17,3.0,Farmer
1183,Mah Meri,18,5.0,Farmer
1183,Mah Meri,19,2.0,Farmer
1183,Mah Meri,20,2.0,Farmer
1183,Mah Meri,21,5.0,Farmer
1183,Mah Meri,22,2.0,Farmer
1183,Mah Meri,23,1.0,Farmer
1183,Mah Meri,24,2.0,Farmer
1183,Mah Meri,25,3.0,Farmer
1183,Maniq,1,5.0,Hunter-gatherer
1183,Maniq,2,1.0,Hunter-gatherer
1183,Maniq,3,1.0,Hunter-gatherer
1183,Maniq,4,8.0,Hunter-gatherer
1183,Maniq,5,2.0,Hunter-gatherer
1183,Maniq,6,3.0,Hunter-gatherer
1183,Maniq,7,8.0,Hunter-gatherer
1183,Maniq,8,2.0,Hunter-gatherer
1183,Maniq,9,7.0,Hunter-gatherer
1183,Maniq,10,6.0,Hunter-gatherer
1183,Maniq,11,7.0,Hunter-gatherer
1183,Maniq,12,6.0,Hunter-gatherer
1183,Maniq,13,1.0,Hunter-gatherer
1183,Maniq,14,9.0,Hunter-gatherer
1183,Maniq,15,7.0,Hunter-gatherer
1183,Maniq,16,7.0,Hunter-gatherer
1183,Mexican,1,7.0,Urban
1183,Mexican,2,3.0,Urban
1183,Mexican,3,2.0,Urban
1183,Mexican,4,6.0,Urban
1183,Mexican,5,2.0,Urban
1183,Mexican,6,3.0,Urban
1183,Mexican,7,4.0,Urban
1183,Mexican,8,2.0,Urban
1183,Mexican,9,1.0,Urban
1183,Mexican,10,1.0,Urban
1183,Mexican,11,3.0,Urban
1183,Mexican,12,4.0,Urban
1183,Mexican,13,3.0,Urban
1183,Mexican,14,4.0,Urban
1183,Mexican,15,2.0,Urban
1183,Mexican,16,2.0,Urban
1183,Mexican,17,2.0,Urban
1183,Mexican,18,4.0,Urban
1183,Mexican,19,1.0,Urban
1183,Mexican,20,2.0,Urban
1183,Mexican,21,2.0,Urban
1183,Mexican,22,6.0,Urban
1183,Mexican,23,1.0,Urban
1183,Mexican,24,4.0,Urban
1183,Mexican,25,3.0,Urban
1183,Mexican,26,2.0,Urban
1183,Mexican,27,1.0,Urban
1183,Mexican,28,1.0,Urban
1183,Mexican,29,2.0,Urban
1183,Mexican,30,3.0,Urban
1183,Mexican,31,3.0,Urban
1183,Mexican,32,1.0,Urban
1183,Mexican,33,4.0,Urban
1183,Mexican,34,1.0,Urban
1183,Mexican,35,3.0,Urban
1183,New York City,1,4.0,Urban
1183,New York City,2,2.0,Urban
1183,New York City,3,9.0,Urban
1183,New York City,4,3.0,Urban
1183,New York City,5,2.0,Urban
1183,New York City,6,1.0,Urban
1183,New York City,7,6.0,Urban
1183,New York City,8,3.0,Urban
1183,New York City,9,1.0,Urban
1183,New York City,10,5.0,Urban
1183,New York City,11,1.5,Urban
1183,New York City,12,3.0,Urban
1183,New York City,13,1.5,Urban
1183,New York City,14,2.0,Urban
1183,New York City,15,3.0,Urban
1183,New York City,16,2.0,Urban
1183,New York City,17,2.0,Urban
1183,New York City,18,1.0,Urban
1183,New York City,19,4.5,Urban
1183,New York City,20,1.0,Urban
1183,New York City,21,1.5,Urban
1183,New York City,22,1.5,Urban
1183,New York City,23,1.0,Urban
1183,New York City,24,2.0,Urban
1183,New York City,25,1.0,Urban
1183,New York City,26,1.0,Urban
1183,New York City,27,5.0,Urban
1183,New York City,28,2.5,Urban
1183,New York City,29,2.0,Urban
1183,New York City,30,1.0,Urban
1183,New York City,31,4.0,Urban
1183,New York City,32,1.0,Urban
1183,New York City,33,1.0,Urban
1183,New York City,34,3.0,Urban
1183,New York City,35,1.5,Urban
1183,New York City,36,1.0,Urban
1183,New York City,37,3.0,Urban
1183,New York City,38,3.0,Urban
1183,New York City,39,3.0,Urban
1183,New York City,40,1.0,Urban
1183,New York City,41,10.0,Urban
1183,New York City,42,1.0,Urban
1183,New York City,43,6.0,Urban
1183,New York City,44,2.0,Urban
1183,New York City,45,1.0,Urban
1183,New York City,46,4.0,Urban
1183,New York City,47,2.0,Urban
1183,New York City,48,3.0,Urban
1183,New York City,49,1.0,Urban
1183,New York City,50,1.5,Urban
1183,New York City,51,1.0,Urban
1183,New York City,52,2.0,Urban
1183,New York City,53,1.0,Urban
1183,New York City,54,3.0,Urban
1183,New York City,55,1.0,Urban
1183,Semaq Beri,1,6.0,Hunter-gatherer
1183,Semaq Beri,2,5.0,Hunter-gatherer
1183,Semaq Beri,3,6.0,Hunter-gatherer
1183,Semaq Beri,4,3.0,Hunter-gatherer
1183,Semaq Beri,5,1.0,Hunter-gatherer
1183,Semaq Beri,6,7.0,Hunter-gatherer
1183,Semaq Beri,7,1.0,Hunter-gatherer
1183,Semaq Beri,8,3.0,Hunter-gatherer
1183,Semaq Beri,9,3.0,Hunter-gatherer
1183,Semaq Beri,10,4.0,Hunter-gatherer
1183,Semaq Beri,11,5.0,Hunter-gatherer
1183,Semaq Beri,12,4.0,Hunter-gatherer
1183,Semaq Beri,13,8.0,Hunter-gatherer
1183,Semaq Beri,14,4.0,Hunter-gatherer
1183,Semaq Beri,15,5.0,Hunter-gatherer
1183,Semaq Beri,16,2.0,Hunter-gatherer
1183,Semaq Beri,17,3.0,Hunter-gatherer
