Stimulus,odor.class,odor.class.source,dataset.assigned,transport.ML.odor.probability,many.feature.ML.odor.probability,boiling.point.experimental,boiling.point.estimate.EPISuite,boiling.point.estimate.Banks,boiling.point.estimate.Burnop,boiling.point.best.available,vapor.pressure.experimental,vapor.pressure.best.available
CC1=C(C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],Odor,van Gemert 2011,train,0.836930230259895,0.991131717339158,,399.96,279.357306961035,727.215733333015,399.96,,4.64e-07
CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,Odor,PubChem,train,0.917300254106522,0.982372909784317,,520.35,308.204386307169,359.483721431789,520.35,,1.87e-12
CC1=C(C(=CC=C1)C)C,Odor,PubChem,train,0.99991107108508,0.999922412636806,176.1,169.97,139.109540073514,167.004234613417,176.1,1.69,1.69
CC1=C(C(=CC=C1)C)N,Odor,PubChem,train,0.999701454362366,0.999843475306989,215.0,223.42,140.529300345383,189.488500755844,215.0,0.13,0.13
CC1=C(C(=CC=C1)C)O,Odor,van Gemert 2011,train,0.999613249558024,0.9997685807175,201.0,210.67,141.922418210739,167.637648900546,201.0,0.171,0.171
CC1=C(C(=CC=C1)N)C,Odor,PubChem,train,0.999273691442795,0.999854248089832,221.5,223.42,140.529300345383,189.488500755844,221.5,0.075,0.075
CC1=C(C(=CC=C1)O)C,Odor,van Gemert 2011,train,0.999578477960313,0.999881954798184,216.9,210.67,141.922418210739,167.637648900546,216.9,0.089,0.089
CC1=C(C(=CC=C1)[N+](=O)[O-])[N+](=O)[O-],Odor,PubChem,train,0.982763288542628,0.998797896900214,331.5,305.19,209.488965925431,576.162346025093,331.5,,0.00017
CC1=C(C(=O)C=CO1)O,Odor,Lab-Tested,test,0.419906437397003,0.49297708272934,,267.24,147.403494511951,168.985707617835,267.24,,4.28e-05
CC1=C(C(=O)CC1)O,Odor,Lab-Tested,test,0.233075499534607,0.998325739288703,,241.48,127.044885049639,15.3636699355596,241.48,,0.000852
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,Odorless,PubChem,train,0.0997796654701233,0.0169187188148499,,371.1,248.053240299679,274.095609142808,371.1,,3.29e-06
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Odorless,PubChem,train,0.0064953565597534,0.002192199230194,,439.94,309.051814166046,535.773230168988,439.94,,2.63e-08
CC1=C(C(CC=C1)(C)C)C=O,Odor,PubChem,train,0.999719264102168,0.999835559952771,,216.25,177.316328058728,211.376140062478,216.25,,0.159
CC1=C(C(CCC1)(C)C)C=CC(=O)C,Odor,Lab-Tested,test,0.750809893012047,0.999817219242686,,262.93,218.405575258926,267.058433923875,262.93,0.054,0.054
CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],Odor,van Gemert 2011,train,0.577488601207733,0.992100358009338,,367.93,271.099142457602,580.4904186582,367.93,,1.31e-05
CC1=C(C=C(C=C1)C(C)C)O,Odor,van Gemert 2011,train,0.994930344633758,0.999731042422354,237.7,236.92,177.316328058728,211.376140062478,237.7,,0.0232
CC1=C(C=C(C=C1)Cl)Cl,Odor,PubChem,train,0.999936144988169,0.999904663483903,201.0,195.26,189.002390704497,223.762265520039,201.0,0.458,0.458
CC1=C(C=C(C=C1)Cl)N,Odor,van Gemert 2011,train,0.999287346552592,0.999588236503769,239.0,234.76,167.268492676229,217.179429015272,239.0,,0.0457
CC1=C(C=C(C=C1)N)C,Odor,PubChem,train,0.997635491890833,0.999841325203306,228.0,223.42,140.529300345383,189.488500755844,228.0,0.0279,0.0279
CC1=C(C=C(C=C1)N)Cl,Odor,PubChem,train,0.99923938664142,0.999535668350291,243.0,234.76,167.268492676229,217.179429015272,243.0,,0.0373
CC1=C(C=C(C=C1)N=C=O)Cl,Odor,PubChem,train,0.99977398601186,0.999181576771662,,211.45,195.690643968796,261.552925306215,211.45,,0.203
CC1=C(C=C(C=C1)N=C=O)N=C=O,Odor,PubChem,train,0.996748639969155,0.997928874567151,251.0,227.05,202.085427025224,299.345890111414,251.0,0.023,0.023
CC1=C(C=C(C=C1)O)C,Odor,van Gemert 2011,train,0.99961176031502,0.99986833758885,227.0,210.67,141.922418210739,167.637648900546,227.0,0.0356,0.0356
CC1=C(C=C(C=C1)O)N(C)C,Odor,PubChem,train,0.999301456846297,0.998589350027032,,247.21,178.427445708029,231.087513603723,247.21,,0.00699
CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],Odor,PubChem,train,0.986521830782294,0.998948856955394,300.0,305.19,209.488965925431,576.162346025093,300.0,0.000147,0.000147
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Odorless,PubChem,train,0.0139625668525696,0.02196204662323,,365.14,245.170455564191,752.287562862023,365.14,8.02e-06,8.02e-06
CC1=C(C=CC(=C1)Cl)N,Odor,PubChem,train,0.99908994481666,0.999841432902031,244.0,234.76,167.268492676229,217.179429015272,244.0,,0.0324
CC1=C(C=CC(=C1)Cl)OCC(=O)O,Odor,PubChem,train,0.950820568948984,0.0728324055671692,286.74,321.2,225.277177785273,275.500197763255,286.74,5.9e-06,5.9e-06
CC1=C(C=CC(=C1)O)Cl,Odor,PubChem,train,0.998592289630324,0.999797909666086,235.0,222.38,168.443466230301,197.280704804839,235.0,0.05,0.05
CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],Odor,PubChem,train,0.874854922294617,0.996387290535495,,359.98,276.107513877105,,349.5,5.4e-05,5.4e-05
CC1=C(C=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],Odor,PubChem,train,0.985370664857328,0.998401846503839,313.6,305.19,209.488965925431,576.162346025093,313.6,0.0005,0.0005
CC1=C(C=CC=C1Cl)Cl,Odor,PubChem,train,0.999922064111161,0.999821108023752,198.0,195.26,189.002390704497,223.762265520039,198.0,,0.358
CC1=C(C=CC=C1N=C=O)N=C=O,Odor,van Gemert 2011,train,0.991905059665442,0.998375588329509,,227.05,202.085427025224,299.345890111414,227.05,0.0209,0.0209
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],Odor,PubChem,train,0.995450978633016,0.998650868423283,300.0,305.19,209.488965925431,576.162346025093,300.0,0.000567,0.000567
CC1=C(C=CS1)S,Odor,PubChem,train,0.999720274558058,0.999802041842486,,206.43,152.952062666105,,206.43,,0.261
CC1=C(N=C(C(=N1)C)C)C,Odor,PubChem,train,0.998801190056838,0.999821488527232,190.0,209.39,160.640381162059,-49.6093610171164,190.0,,0.147
CC1=C(N=CN1)CSCCNC(=NC)NC#N,Odor,PubChem,train,0.166746139526367,0.212080359458923,,480.81,261.683300815239,,480.81,,1.39e-09
CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Odorless,PubChem,train,0.0489147305488586,0.0017462372779846,,425.6,270.550446171619,,425.6,,3.58e-08
CC1=C(S(=O)(=O)CCS1(=O)=O)C,Odor,PubChem,train,0.0003725290298461,0.385632991790771,,342.22,232.873547402986,,342.22,3.83e-07,3.83e-07
CC1=C(SC=C1)C,Odor,PubChem,train,0.99968223561882,0.999897526453424,141.6,159.09,127.153485115139,,141.6,,5.91
CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,Odorless,PubChem,train,0.0067717432975769,0.0071585178375244,,422.39,264.098975599821,771.187363440897,422.39,,2.53e-07
CC1=CC(=C(C(=C1)C(C)(C)C)O)C,Odor,PubChem,train,0.99750720593147,0.999621951952577,249.0,264.87,205.964877297002,249.633444454292,249.0,0.0448,0.0448
CC1=CC(=C(C(=C1)C)C)C,Odor,PubChem,train,0.999931994942017,0.999808968190337,198.0,190.74,158.132325054628,189.713567602755,198.0,0.498,0.498
CC1=CC(=C(C=C1)C(C)C)O,Odor,van Gemert 2011,train,0.996428053593263,0.99993133424141,233.0,236.92,177.316328058728,211.376140062478,233.0,0.016,0.016
CC1=CC(=C(C=C1)C)C,Odor,van Gemert 2011,train,0.99991107108508,0.999909580634267,169.3,169.97,139.109540073514,167.004234613417,169.3,2.1,2.1
CC1=CC(=C(C=C1)C)N,Odor,van Gemert 2011,train,0.999701454362366,0.99967847764492,214.0,223.42,140.529300345383,189.488500755844,214.0,0.15,0.15
CC1=CC(=C(C=C1)C)O,Odor,van Gemert 2011,train,0.999701454362366,0.999764067862998,211.1,210.67,141.922418210739,167.637648900546,211.1,0.156,0.156
CC1=CC(=C(C=C1)N)C,Odor,PubChem,train,0.999701454362366,0.999829617416253,214.0,223.42,140.529300345383,189.488500755844,214.0,0.133,0.133
CC1=CC(=C(C=C1)O)C,Odor,van Gemert 2011,train,0.999457867990714,0.99981286127877,210.9,210.67,141.922418210739,167.637648900546,210.9,0.102,0.102
CC1=CC(=C(C=C1)O)[N+](=O)[O-],Odor,van Gemert 2011,train,0.832525968551636,0.999280621297657,,277.92,180.559183800571,373.917893600768,277.92,0.078,0.078
CC1=CC(=C(C=C1)OC)N,Odorless,PubChem,train,0.68293422460556,0.0497204661369324,235.0,242.48,161.866882372364,211.120512017101,235.0,,0.0316
CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],Odor,PubChem,train,0.94010891392827,0.998954473761842,336.9,305.19,209.488965925431,576.162346025093,336.9,0.00035,0.00035
CC1=CC(=C(C=C1C)C)C,Odor,van Gemert 2011,train,0.999886787867581,0.999898198773735,196.8,190.74,158.132325054628,189.713567602755,196.8,0.528,0.528
CC1=CC(=C(C=C1C)N)C,Odor,van Gemert 2011,train,0.997777869459242,0.999760572813102,234.5,241.78,159.391420745582,210.830338157079,234.5,0.009,0.009
CC1=CC(=C(O1)C)SC(=O)C2=CC=CO2,Odor,PubChem,train,0.977192992344499,0.998642742168158,,319.11,241.730825313987,,319.11,,0.000148
CC1=CC(=CC(=C1)C)C,Odor,van Gemert 2011,train,0.99991107108508,0.999858071532799,164.7,169.97,139.109540073514,167.004234613417,164.7,2.1,2.1
CC1=CC(=CC(=C1)N)C,Odor,PubChem,train,0.999688172683818,0.999730830779299,219.5,223.42,140.529300345383,189.488500755844,219.5,0.138,0.138
CC1=CC(=CC(=C1)O)C,Odor,van Gemert 2011,train,0.9997330038168,0.999809388667927,221.7,210.67,141.922418210739,167.637648900546,221.7,0.0405,0.0405
CC1=CC(=CC(=C1)OC(=O)NC)C(C)C,Odorless,PubChem,train,0.0728462338447571,0.0204581022262573,,289.21,230.561685107909,302.729009206529,289.21,3e-05,3e-05
CC1=CC(=CC(=C1)OC)OC,Odor,PubChem,train,0.998806384741329,0.99856111605186,244.0,212.13,179.519306047012,211.883137922304,244.0,,0.0375
CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,Odorless,PubChem,train,0.166938066482544,0.0038819313049316,,312.24,241.759441731984,333.587885226225,312.24,,0.000271
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],Odorless,PubChem,train,0.0199249982833862,0.0255222916603088,312.0,344.23,223.259397122875,571.170121849351,312.0,0.00012,0.00012
CC1=CC(=CC(=C1SC)C)OC(=O)NC,Odor,PubChem,train,0.0011475086212158,0.0659234523773193,,324.32,243.902433841687,,324.32,2.7e-07,2.7e-07
CC1=CC(=CC=C1)C,Odor,van Gemert 2011,train,0.997092636069283,0.999920013426163,139.1,148.29,117.524537065882,142.576981538567,139.1,8.29,8.29
CC1=CC(=CC=C1)C(=O)O,Odor,PubChem,train,0.962806720286608,0.997052191058174,,266.57,160.564972491386,193.816198928447,266.57,0.000236,0.000236
CC1=CC(=CC=C1)C=C,Odor,PubChem,train,0.999511326546781,0.999905470256635,171.2,168.39,136.173097131922,170.276244795278,171.2,1.6,1.6
CC1=CC(=CC=C1)F,Odor,PubChem,train,0.990604246035218,0.999874220098718,115.0,120.38,123.911183241235,144.374531744025,115.0,21.8,21.8
CC1=CC(=CC=C1)N,Odor,van Gemert 2011,train,0.999765969303553,0.999779271194711,203.3,204.16,119.144506134435,166.687629315804,203.3,0.303,0.303
CC1=CC(=CC=C1)N(C)C,Odor,PubChem,train,0.99977398601186,0.999758213423775,212.0,190.18,159.391420745582,210.830338157079,212.0,,0.197
CC1=CC(=CC=C1)O,Odor,van Gemert 2011,train,0.998188057215884,0.999904506075836,202.2,190.8,120.732634655108,143.283351175059,202.2,0.11,0.11
CC1=CC(=CC=C1)[N+](=O)[O-],Odor,van Gemert 2011,train,0.998885208275169,0.999836648261407,232.0,225.86,161.804540730614,366.243954301154,232.0,0.107,0.107
CC1=CC(=CS1)C,Odor,PubChem,train,0.99968223561882,0.999593463900965,140.7,159.09,127.153485115139,,140.7,,6.16
CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,Odorless,PubChem,train,0.0397313833236694,0.0006885528564453,,451.19,276.714183083688,,451.19,,6.82e-09
CC1=CC(=O)CC(C1)(C)C,Odor,van Gemert 2011,train,0.999906016644672,0.999852384804399,215.2,201.44,163.145552266181,187.386542472346,215.2,0.438,0.438
CC1=CC(=O)CC(C1=O)(C)C,Odor,Lab-Tested,train,0.970049880445004,0.999092994898092,,253.82,179.519306047012,211.883137922304,253.82,,0.0185
CC1=CC(=O)NS(=O)(=O)O1,Odorless,PubChem,train,0.0449330806732178,0.0140579342842102,,357.88,191.214564853615,,357.88,,9.03e-06
CC1=CC(NC2=CC=CC=C12)(C)C,Odorless,PubChem,train,0.485688269138336,0.0332708954811096,260.0,271.31,201.235534181927,284.513000511868,260.0,,0.0154
CC1=CC2=C(C=C1)N=CC=C2,Odor,Lab-Tested,train,0.985032174736261,0.993370462674648,257.6,257.71,169.170293156044,40.8838928284144,257.6,0.00884,0.00884
CC1=CC=C(C=C1)C,Odor,van Gemert 2011,train,0.997092636069283,0.999798123637447,138.23,148.29,117.524537065882,142.576981538567,138.23,8.84,8.84
CC1=CC=C(C=C1)C(=O)C,Odor,van Gemert 2011,train,0.996567857451737,0.999771389149828,226.0,209.72,158.068462892415,193.305746918389,226.0,,0.0849
CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Odorless,van Gemert 2011,train,0.0203763842582703,0.0109359622001648,,441.87,273.896427349655,487.13346922057,441.87,,5.96e-10
CC1=CC=C(C=C1)C(=O)OC,Odor,PubChem,train,0.999637015833287,0.99925087596057,220.0,215.56,177.259992718878,214.734820294011,220.0,,0.103
CC1=CC=C(C=C1)C(C)(C)C,Odor,PubChem,train,0.999951591522404,0.999902737603406,190.0,190.77,175.080631901752,210.887904572398,190.0,,0.592
CC1=CC=C(C=C1)C(C)(C)O,Odor,PubChem,train,0.999002943048254,0.999873236971325,,228.77,177.316328058728,211.376140062478,228.77,,0.0115
CC1=CC=C(C=C1)C(C)C,Odor,van Gemert 2011,train,0.999935425221338,0.999918823625194,176.5,178.34,158.132325054628,189.713567602755,176.5,1.64,1.64
CC1=CC=C(C=C1)C=C,Odor,PubChem,train,0.999511326546781,0.999904207557847,172.8,168.39,136.173097131922,170.276244795278,172.8,1.81,1.81
CC1=CC=C(C=C1)CC=O,Odor,PubChem,train,0.999603620759444,0.999866447222303,221.5,220.89,158.068462892415,193.305746918389,221.5,,0.0828
CC1=CC=C(C=C1)CO,Odor,PubChem,train,0.999480216996744,0.999939135610475,217.0,224.85,141.922418210739,167.637648900546,217.0,0.053,0.053
CC1=CC=C(C=C1)Cl,Odor,PubChem,train,0.999511326546781,0.999893429354415,162.4,161.66,148.044863610067,174.564385267106,162.4,2.69,2.69
CC1=CC=C(C=C1)F,Odor,PubChem,train,0.988922910764813,0.999853356188396,116.6,120.38,123.911183241235,144.374531744025,116.6,21.0,21.0
CC1=CC=C(C=C1)N,Odor,van Gemert 2011,train,0.999765969303553,0.999672584614018,200.4,204.16,119.144506134435,166.687629315804,200.4,0.286,0.286
CC1=CC=C(C=C1)N(C)C,Odor,van Gemert 2011,train,0.99977398601186,0.999847103274078,211.0,190.18,159.391420745582,210.830338157079,211.0,0.178,0.178
CC1=CC=C(C=C1)O,Odor,van Gemert 2011,train,0.998188057215884,0.999635543732438,201.9,190.8,120.732634655108,143.283351175059,201.9,0.11,0.11
CC1=CC=C(C=C1)OC,Odor,van Gemert 2011,train,0.99987256458553,0.999813726288266,175.5,170.8,141.922418210739,167.637648900546,175.5,,1.2
CC1=CC=C(C=C1)OC(=O)C,Odor,van Gemert 2011,train,0.999762744162581,0.999052092025522,212.5,215.56,177.259992718878,214.734820294011,212.5,,0.192
CC1=CC=C(C=C1)S,Odor,van Gemert 2011,train,0.998846817295998,0.999769753791043,195.0,196.65,144.783926455436,,195.0,0.645,0.645
CC1=CC=C(C=C1)S(=O)(=O)Cl,Odor,PubChem,train,0.798120394349098,0.995979764033109,,290.16,216.981038282804,,290.16,0.5,0.5
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Odorless,PubChem,train,0.143057703971863,0.0099990367889404,,480.92,293.538929716847,,480.92,,2.64e-09
CC1=CC=C(C=C1)S(=O)(=O)NC2CCCCC2,Odorless,PubChem,train,0.0159212350845337,0.0165374279022217,,376.78,262.302210642115,,376.78,,2.51e-06
CC1=CC=C(C=C1)[N+](=O)[O-],Odor,PubChem,train,0.998904592357576,0.999887785692408,238.3,225.86,161.804540730614,366.243954301154,238.3,0.0157,0.0157
CC1=CC=C(CC1)C(C)C,Odor,van Gemert 2011,train,0.99991107108508,0.999953325201204,175.0,169.36,160.690633214104,186.758679498791,175.0,,1.66
CC1=CC=C(O1)C,Odor,PubChem,train,0.999675442551961,0.999941318321362,93.5,108.49,100.142328946989,-155.802558598816,93.5,,49.4
CC1=CC=C(S1)C,Odor,PubChem,train,0.99968223561882,0.999856963579077,136.5,159.09,127.153485115139,,136.5,9.86,9.86
CC1=CC=CC2=CC=CC=C12,Odor,PubChem,train,0.999731026240624,0.999403187306598,240.0,249.6,167.988934910361,382.920504658722,240.0,0.067,0.067
CC1=CC=CC=C1,Odor,van Gemert 2011,train,0.997911795275286,0.999876679881709,110.6,125.72,92.7064583313982,116.24202381855,110.6,28.4,28.4
CC1=CC=CC=C1Br,Odor,van Gemert 2011,train,0.999766967273899,0.999692790734116,181.7,183.51,199.074075349986,183.986130904414,181.7,1.04,1.04
CC1=CC=CC=C1C,Odor,van Gemert 2011,train,0.997092636069283,0.999927090968413,138.5,148.29,117.524537065882,142.576981538567,138.5,7.99,7.99
CC1=CC=CC=C1C(C)C,Odor,van Gemert 2011,train,0.999935425221338,0.999807939937455,178.0,178.34,158.132325054628,189.713567602755,178.0,1.5,1.5
CC1=CC=CC=C1C=C,Odor,PubChem,train,0.999511326546781,0.999867841121159,169.8,168.39,136.173097131922,170.276244795278,169.8,1.85,1.85
CC1=CC=CC=C1CCl,Odor,PubChem,train,0.999906347205979,0.999956069881591,198.0,204.34,166.07230438038,196.718847065814,198.0,,0.399
CC1=CC=CC=C1Cl,Odor,van Gemert 2011,train,0.99872978287749,0.999906930963334,159.0,161.66,148.044863610067,174.564385267106,159.0,3.43,3.43
CC1=CC=CC=C1F,Odor,PubChem,train,0.990604246035218,0.99975406419253,115.0,120.38,123.911183241235,144.374531744025,115.0,23.0,23.0
CC1=CC=CC=C1I,Odor,van Gemert 2011,train,0.999956992432999,0.999863021395868,211.5,214.85,238.662238426086,206.104122075443,211.5,0.452,0.452
CC1=CC=CC=C1N,Odor,van Gemert 2011,train,0.999637627974153,0.999633331462974,200.3,204.16,119.144506134435,166.687629315804,200.3,0.26,0.26
CC1=CC=CC=C1N(C)C,Odor,van Gemert 2011,train,0.999813018221175,0.99928676703712,194.1,190.18,159.391420745582,210.830338157079,194.1,0.862,0.862
CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Odorless,PubChem,train,0.0120535492897034,0.0116802453994751,,366.43,243.888354711352,386.277340063016,366.43,7.5e-07,7.5e-07
CC1=CC=CC=C1O,Odor,van Gemert 2011,train,0.998669560998678,0.999853405955946,191.0,190.8,120.732634655108,143.283351175059,191.0,0.17,0.17
CC1=CC=CC=C1[N+](=O)[O-],Odor,PubChem,train,0.99981712999579,0.99988746787858,222.0,225.86,161.804540730614,366.243954301154,222.0,0.185,0.185
CC1=CC=CC=N1,Odor,van Gemert 2011,train,0.999825030419743,0.999849337371415,129.3,136.41,94.5817856084387,-147.261360151058,129.3,11.2,11.2
CC1=CC=CO1,Odor,PubChem,train,0.999211452319287,0.999881022828049,65.0,84.34,72.4469313875468,-184.53866360797,65.0,156.0,156.0
CC1=CC=NC=C1,Odor,PubChem,train,0.999825030419743,0.999920186310192,145.3,136.41,94.5817856084387,-147.261360151058,145.3,5.77,5.77
CC1=CCC(=CC1)C(C)C,Odor,van Gemert 2011,train,0.99991107108508,0.99995734960612,183.0,169.36,160.690633214104,186.758679498791,183.0,1.09,1.09
CC1=CCC(C1(C)C)CC#N,Odor,PubChem,train,0.998437244445086,0.998006417648867,,235.88,176.208296631722,115.769082838049,235.88,,0.0483
CC1=CCC(C1(C)C)CC=O,Odor,PubChem,train,0.999900019647612,0.99969003527076,,207.99,179.574800758237,96.015338096352,207.99,,0.242
CC1=CCC(CC1)(O)C(C)C,Odor,Lab-Tested,train,0.999610067869071,0.999915446474915,209.0,211.85,181.799761762364,205.923186680508,209.0,,0.0427
CC1=CCC(CC1)C(=C)C,Odor,van Gemert 2011,train,0.99991107108508,0.999941341200611,178.0,167.66,160.690633214104,186.758679498791,178.0,1.44,1.44
CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N,Odor,PubChem,train,0.94078816473484,0.994950917549431,,376.98,273.98005530426,383.12301929305,376.98,,2.74e-06
CC1=CCC(CC1)C(C)(CCC=C(C)C)O,Odor,van Gemert 2011,train,0.994730001781136,0.999807803658769,,299.83,241.823806255186,296.605385892986,299.83,,0.000136
CC1=CCC(CC1)C(O)(C)C,Odor,Lab-Tested,train,0.999696828075685,0.999919615664112,217.5,214.38,181.799761762364,205.923186680508,217.5,0.0423,0.0423
CC1=CCC(CC1=O)C(=C)C,Odor,van Gemert 2011,train,0.998351054848172,0.999782754064654,228.5,224.23,177.316328058728,211.376140062478,228.5,0.103,0.103
CC1=CCC(CC1O)C(=C)C,Odor,PubChem,train,0.998911249451339,0.999901479393884,228.0,230.02,179.574800758237,208.589955487168,228.0,,0.0132
CC1=CCC2C(C1)C2(C)C,Odor,van Gemert 2011,train,0.999766967273899,0.999909489277343,170.0,157.25,160.690633214104,77.210502194027,170.0,,2.09
CC1=CCC2CC1C2(C)C,Odor,van Gemert 2011,train,0.999652280966984,0.999828384927241,155.5,157.25,160.690633214104,198.565310182854,155.5,4.75,4.75
CC1=CCCC(=C)C2CC(C2CC1)(C)C,Odor,PubChem,train,0.980244154110551,0.999720051244367,,256.8,228.281139366487,107.475558563539,256.8,,0.0312
CC1=CCCC(C1C=CC(=O)C)(C)C,Odor,van Gemert 2011,train,0.649619340896606,0.999524096958339,,259.48,218.405575258926,267.058433923875,259.48,0.0173,0.0173
CC1=CC[C@@H](CC1)C(=C)C,Odor,van Gemert 2011,train,0.99991107108508,0.999941341200611,178.0,167.66,160.690633214104,186.758679498791,178.0,1.44,1.44
CC1=CC[C@H](CC1)C(=C)C,Odor,van Gemert 2011,train,0.99991107108508,0.999942417412967,178.0,167.66,160.690633214104,186.758679498791,178.0,1.44,1.44
CC1=CC[C@H](CC1=O)C(=C)C,Odor,Lab-Tested,validation,0.998351054848172,0.999782754064654,228.5,224.23,177.316328058728,211.376140062478,228.5,0.103,0.103
CC1=CC[C@](CC1)(O)C(C)C,Odor,Lab-Tested,train,0.999610067869071,0.999915446474915,209.0,211.85,181.799761762364,205.923186680508,209.0,,0.0427
CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,Odorless,PubChem,train,0.0414597988128662,0.0014871954917907,,495.19,243.12586000076,243.477028069809,495.19,,2.82e-12
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],Odorless,PubChem,train,0.0036655664443969,0.0011956691741943,,704.45,270.516072961718,331.864705476867,704.45,,9.15e-18
CC1=CN=C(C=N1)C,Odor,PubChem,train,0.999557547504082,0.999645740492269,155.0,168.64,120.74876157792,-106.891436554046,155.0,,3.18
CC1=CN=C(C=N1)C=C,Odor,PubChem,train,0.997712157433853,0.999713541648816,,187.95,139.051910747785,-78.8628025949097,187.95,,0.655
CC1=CN=C(S1)C,Odor,PubChem,train,0.999859350064071,0.999772718161694,,169.16,128.681713961675,,169.16,,1.63
CC1=CN=CC=C1,Odor,PubChem,train,0.999825030419743,0.999901198090811,144.1,136.41,94.5817856084387,-147.261360151058,144.1,6.05,6.05
CC1=CNC2=CC=CC=C12,Odor,van Gemert 2011,train,0.992075494490564,0.995184974279255,266.0,267.08,154.188029251413,5.99999238868656,266.0,0.00554,0.00554
CC1=CSC=C1C,Odor,PubChem,train,0.999843697980396,0.999950217432342,,159.09,127.153485115139,,159.09,,2.62
CC1=NC(=CC=C1)C,Odor,PubChem,train,0.99953902955167,0.999931156293314,144.1,158.57,119.144506134435,-117.335971771636,144.1,5.65,5.65
CC1=NC=C(N1CCO)[N+](=O)[O-],Odor,PubChem,train,0.577267646789551,0.994199811480939,,357.3,199.210116831603,83.6850132571205,357.3,,1.31e-07
CC1=NC=CN=C1C,Odor,PubChem,train,0.999557547504082,0.999817729185452,156.0,168.64,120.74876157792,-106.891436554046,156.0,,2.74
CC1=NC=CN=C1C(=O)C,Odor,PubChem,train,0.97731745429337,0.992597518023103,,227.57,160.577543153631,-47.9605052971921,227.57,,0.0533
CC1=NC=CN=C1CC(C)C,Odor,PubChem,train,0.99920548958471,0.999898272915743,,217.07,177.327592597288,-22.9648499129144,217.07,,0.11
CC1=NC=CN=C1SC,Odor,PubChem,train,0.95102908462286,0.999768373221741,,225.94,165.598505309091,,225.94,,0.0678
CC1C(=C(C(=O)O1)O)C,Odor,PubChem,train,0.920950271189213,0.992906171828508,,288.57,150.141746435161,47.0279013707208,312.0,,0.000192
CC1C(=O)C(=C(O1)C)O,Odor,PubChem,train,0.973152872174978,0.991059882566333,,258.62,150.141746435161,47.0279013707208,258.62,,0.00058
CC1C(C)CCC(C1C)C,Odor,van Gemert 2011,train,0.999711860669777,0.99990987014462,,155.41,165.683653917738,181.270602388039,155.41,1.31,1.31
CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,Odor,PubChem,train,0.995910553727299,0.997364310314879,,329.77,265.346588941492,263.165747163128,329.77,,6.83e-05
CC1C(CCO1)O,Odor,PubChem,train,0.999051769089419,0.995563299860805,,159.32,110.762172136443,-16.3242844646498,159.32,,0.799
CC1C2CC2(CC1=O)C(C)C,Odor,van Gemert 2011,train,0.999903393800196,0.999798495191499,203.0,200.58,179.574800758237,104.48521572425,203.0,0.412,0.412
CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,Odor,PubChem,train,0.998261633096263,0.999549877335085,,298.76,238.903604254004,310.724676813435,298.76,,0.00123
CC1CC(=O)O1,Odor,PubChem,train,0.999241834389977,0.99959755197051,,168.88,80.7817004029754,-50.8711410874328,168.88,,1.65
CC1CC(C)(C)c2c(C1(C)C)cc(c(c2)C(=O)C)C,Odor,Lab-Tested,validation,0.998743364703842,0.997797625605017,,331.88,265.346588941492,354.216698422959,331.88,0.000512,0.000512
CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,Odor,Lab-Tested,train,0.998743364703842,0.997797625605017,,331.88,265.346588941492,354.216698422959,331.88,0.000512,0.000512
CC1CC(OC(O1)C)OC(=O)C,Odor,PubChem,train,0.999535065348027,0.998403969220817,,218.5,202.133025465618,227.455066159048,218.5,,0.142
