Stimulus,odor.class,odor.class.source,dataset.assigned,transport.ML.odor.probability,many.feature.ML.odor.probability,boiling.point.experimental,boiling.point.estimate.EPISuite,boiling.point.estimate.Banks,boiling.point.estimate.Burnop,boiling.point.best.available,vapor.pressure.experimental,vapor.pressure.best.available
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Odorless,PubChem,train,0.0390719175338745,0.0047700405120849,,382.17,304.361927577262,604.207897206445,382.17,4.58e-05,4.58e-05
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],Odor,PubChem,train,0.0246016979217529,0.160485625267029,,472.56,308.656011001019,,472.56,9.3e-09,9.3e-09
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,Odorless,PubChem,train,0.013841986656189,0.0060218572616577,,432.03,280.488836706604,,432.03,,2.23e-08
CCCN=C=O,Odor,PubChem,train,0.999523571808822,0.999824468788574,83.5,92.16,78.7708640263917,92.7320959718954,83.5,,75.4
CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,Odor,PubChem,train,0.907153941690922,0.995174399577081,,430.05,275.838758735807,,430.05,,1.43e-07
CCCNCCC,Odor,Wikipedia,train,0.998472148436122,0.999876994625083,109.3,116.83,109.161972469675,113.72127324963,109.3,20.1,20.1
CCCO,Odor,Wikipedia,train,0.999482066894416,0.996976861031726,97.2,89.96,17.9719390492515,-6.98841215831516,97.2,21.0,21.0
CCCOC,Odor,PubChem,train,0.995523003861308,0.999941689668049,39.1,47.02,54.5290514736744,29.3063205134517,39.1,465.0,465.0
CCCOC(=O)C,Odor,Wikipedia,train,0.999597722111503,0.999930873949779,101.5,102.3,110.762172136443,96.0399435041354,101.5,35.9,35.9
CCCOC(=O)C(C)C,Odor,Wikipedia,train,0.999634931009496,0.999959919496177,135.4,134.87,152.89925148954,148.629083103074,135.4,8.4,8.4
CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,Odorless,PubChem,train,0.041208803653717,0.0062975883483886,,363.59,234.332774114718,287.077019071801,363.59,,4.08e-07
CCCOC(=O)C1=CC=C(C=C1)O,Odor,PubChem,train,0.994828857947141,0.991461872123182,,285.14,207.733232484489,253.032256413066,285.14,,0.000307
CCCOC(=O)CC,Odor,Wikipedia,train,0.998041748534888,0.999972439245539,122.5,125.79,133.19707382676,123.402219124641,122.5,13.9,13.9
CCCOC(=O)CCC,Odor,Wikipedia,train,0.999634931009496,0.999970642613334,143.0,148.37,152.89925148954,148.629083103074,143.0,5.95,5.95
CCCOC(=O)Cl,Odor,PubChem,train,0.999695404723752,0.999945463900076,115.2,114.15,142.459353712055,132.343786235675,115.2,20.0,20.0
CCCOC=O,Odor,Wikipedia,train,0.997023036237806,0.999964228052704,80.9,80.21,84.8549228199891,66.2133742953016,80.9,82.6,82.6
CCCOCC,Odor,PubChem,train,0.998750269180164,0.99994284326749,63.2,72.51,84.9545478823644,62.2675161967417,63.2,181.0,181.0
CCCOCCC,Odor,PubChem,train,0.998767060809769,0.99993005629949,90.0,97.09,110.84777317428,92.3310367143183,90.0,62.5,62.5
CCCOCCO,Odor,PubChem,train,0.999758307894808,0.999699455569498,149.8,159.94,114.186043161681,93.750814159785,149.8,3.12,3.12
CCCON=O,Odor,PubChem,train,0.984814403578639,0.99901769682765,48.0,56.52,86.8169491867994,90.4907027421028,48.0,,317.0
CCCO[N+](=O)[O-],Odor,PubChem,train,0.999556917347945,0.99277805769816,110.0,111.3,115.755678658832,285.86237297191,110.0,23.5,23.5
CCCS,Odor,Wikipedia,train,0.998603183310479,0.999930722100544,67.8,83.12,59.2881999291233,,67.8,154.0,154.0
CCCSCCC,Odor,Wikipedia,train,0.999674064281862,0.999946557771182,142.9,139.69,136.290417293082,,142.9,6.45,6.45
CCCSP(=O)(OCC)SCCC,Odor,PubChem,train,0.942191131412983,0.999514024937525,,322.52,255.382749477037,,322.52,0.00038,0.00038
CCCSP(=S)(OCC)OC1=CC=C(C=C1)SC,Odor,PubChem,train,0.804365947842598,0.998080110177398,,393.58,298.668402711574,,393.58,1.2e-06,1.2e-06
CCCSSCC=C,Odor,PubChem,train,0.999697051738622,0.999972592469931,,198.93,175.137787023498,,198.93,,0.381
CCCSSCCC,Odor,Wikipedia,train,0.999813018221175,0.999958962162054,193.5,200.42,177.4289355279,,193.5,0.512,0.512
CCC[N+](=O)[O-],Odor,van Gemert 2011,train,0.999825030419743,0.999799708850333,131.1,115.18,86.8169491867994,278.099308765476,131.1,10.1,10.1
CCC[Si](Cl)(Cl)Cl,Odor,PubChem,train,0.993941240012646,0.999568069906672,123.5,131.57,205.258815336274,,123.5,28.8,28.8
CCCl,Odor,Wikipedia,train,0.98487027361989,0.999654107989045,12.3,37.61,30.2523604792946,4.36186491784946,12.3,1010.0,1010.0
CCF,Odorless,PubChem,train,0.175938546657562,0.0250915884971619,-37.6,-33.19,-20.1792807840314,-44.1863851199521,-37.6,6840.0,6840.0
CCI,Odor,Wikipedia,train,0.993603207636625,0.999097189167514,72.5,88.94,183.636114949293,88.3579432646401,72.5,136.0,136.0
CCN,Odor,,train,0.995870028622448,0.999079450441059,16.6,36.9,-30.8370401866016,-16.3232814307782,16.6,1050.0,1050.0
CCN(C)C,Odor,PubChem,train,0.997834546025842,0.999868954459089,36.5,45.28,52.1976142670945,53.9404886169659,36.5,,493.0
CCN(C1=CC=CC=C1)C(=O)N(CC)C2=CC=CC=C2,Odor,PubChem,train,0.97933416813612,0.994444251060486,,383.32,271.150460037551,403.486538243001,383.32,,6.45e-06
CCN(C1=CC=CC=C1C)C(=O)C=CC,Odor,PubChem,train,0.800026550889015,0.995836281217635,,325.88,227.42499786281,305.524636164552,325.88,,0.000489
CCN(C1CCCCC1)C(=O)SCC,Odor,PubChem,train,0.911870293319225,0.999782836908707,,322.62,236.715558156912,,322.62,0.0016,0.0016
CCN(CC)C(=O)C(=C(C)OP(=O)(OC)OC)Cl,Odor,PubChem,train,0.0126602649688721,0.707801103591919,,375.21,287.836027981554,,375.21,2.5e-05,2.5e-05
CCN(CC)C(=O)C1=CC=CC(=C1)C,Odor,PubChem,train,0.939981780946255,0.999181006045546,290.0,308.11,217.528683511191,287.002596623657,290.0,0.002,0.002
CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,Odorless,PubChem,train,0.0690816044807434,0.0053452253341674,,483.35,299.117702981802,315.593076433707,483.35,,2.06e-08
CCN(CC)C1=CC=CC=C1,Odor,,train,0.999211001733784,0.999729847098934,216.3,210.09,176.208296631722,230.831419700596,216.3,0.136,0.136
CCN(CC)CC,Odor,,train,0.998767060809769,0.99996860126339,89.3,95.48,109.161972469675,113.72127324963,89.3,57.1,57.1
CCN(CC)CCCN,Odor,PubChem,train,0.998878803220578,0.999950524303131,168.5,177.8,152.978461586128,185.338792300865,168.5,,1.68
CCN(CC)CCO,Odor,,train,0.999876705405768,0.999882526462898,163.0,179.75,134.74375388434,141.018142000487,163.0,1.4,1.4
CCN(CC)CCOCCO,Odor,PubChem,train,0.992783744819462,0.999301881412975,221.5,238.81,189.262542956813,209.409950320792,221.5,,0.0198
CCN(CC1=CC=CC=C1)C2=CC=CC=C2,Odor,PubChem,train,0.998439373099245,0.996639183955267,288.0,314.02,233.658312243487,336.04430522302,288.0,,0.00299
CCN(CCCl)CCCl,Odor,PubChem,train,0.999914791820629,0.999950490037008,,212.12,198.157331820393,221.245589831407,212.12,0.25,0.25
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,Odorless,Lab-Tested,train,0.0949099659919739,0.0033916234970092,,529.85,306.999802996798,,529.85,,1.23e-10
CCN1CCCCC1,Odor,PubChem,train,0.999664354487322,0.999898635942372,130.8,140.53,128.727801138085,155.842950945814,130.8,,9.65
CCN1CCOCC1,Odor,,train,0.999600980372634,0.999904110503849,138.5,146.56,131.725972097419,156.501398478655,138.5,5.03,5.03
CCN=C=S,Odor,,train,0.999675344763091,0.998972866102122,131.5,114.51,82.9309854837652,,131.5,11.4,11.4
CCNC(=O)OCC,Odor,,train,0.997654671780765,0.998816818930209,176.0,145.48,134.669732070725,144.691502520468,176.0,,1.17
CCNC1=CC=C(C=C1)C,Odor,PubChem,train,0.99977398601186,0.999808882552315,217.0,208.09,159.391420745582,210.830338157079,217.0,,0.153
CCNC1=CC=CC=C1,Odor,,train,0.999613249558024,0.999712811521022,203.0,188.1,140.529300345383,189.488500755844,203.0,0.204,0.204
CCNC1=NC(=NC(=N1)Cl)NC(C)C,Odorless,PubChem,train,0.103948056697845,0.0180951952934265,,313.03,236.953023557535,112.117762846474,313.03,2.89e-07,2.89e-07
CCNC1CCCCC1,Odor,PubChem,train,0.999699581618188,0.999598355701892,164.0,171.31,148.954679087208,179.336243930075,164.0,,2.08
CCNCC,Odor,,train,0.995932953897864,0.999881581847148,55.5,68.26,52.1976142670945,53.9404886169659,55.5,237.0,237.0
CCNCCO,Odor,PubChem,train,0.998918418656103,0.999419226427563,169.5,156.26,86.915455791616,86.2964164088864,169.5,,0.446
CCO,Odor,,train,0.991319760680199,0.910474106669426,78.2,65.11,-27.258028511109,-46.9592663965611,78.2,59.3,59.3
CCOC,Odor,PubChem,train,0.997973245568573,0.999844376419787,7.4,20.62,17.9719390492515,-6.98841215831516,7.4,1490.0,1490.0
CCOC(=O)C,Odor,,train,0.997023036237806,0.999820219018147,77.1,77.91,84.8549228199891,66.2133742953016,77.1,93.2,93.2
CCOC(=O)C(=C)C,Odor,PubChem,train,0.997935661813244,0.999949600802211,117.0,117.73,130.150072642504,125.82093046411,117.0,20.6,20.6
CCOC(=O)C(=C)C#N,Odor,PubChem,train,0.999871014661039,0.998937675496563,,204.14,146.057754044632,184.231026067413,204.14,0.31,0.31
CCOC(=O)C(=O)OCC,Odor,,train,0.999830177795957,0.999197180382907,185.7,144.16,172.648793392765,176.064765151258,185.7,0.414,0.414
CCOC(=O)C(C(C(=O)OCC)O)O,Odor,,train,0.966531295329332,0.982813306152821,280.0,288.14,229.719727325493,255.177510268773,280.0,,0.000259
CCOC(=O)C(C)C,Odor,,train,0.999377682281192,0.999962430432788,110.1,111.74,133.19707382676,123.402219124641,110.1,25.4,25.4
CCOC(=O)C(C)Cl,Odor,PubChem,train,0.999831304463441,0.999861116579268,147.0,137.87,161.104591343877,156.82944300835,147.0,3.61,3.61
CCOC(=O)C(C)O,Odor,,train,0.999021434108727,0.991843087598681,154.0,166.19,136.1144049921,124.589112120533,154.0,3.75,3.75
CCOC(=O)C1=CC=C(C=C1)N,Odorless,Lab-Tested,test,0.0670827627182007,0.774013891816139,310.0,279.9,193.292803268492,253.133871527592,310.0,,0.000258
CCOC(=O)C1=CC=C(C=C1)O,Odorless,PubChem,train,0.0432139039039612,0.021911084651947,297.5,269.11,194.280783615437,234.714523560127,297.5,,9.29e-05
CCOC(=O)C1=CC=CC=C1,Odor,,train,0.999925431322481,0.999773830160848,212.0,215.57,177.259992718878,214.734820294011,212.0,0.267,0.267
CCOC(=O)C1=CC=CC=C1C(=O)O,Odor,PubChem,train,0.744830667972565,0.980282144621015,,329.1,219.983668478456,273.191021236724,329.1,,7.35e-05
CCOC(=O)C1=CC=CC=C1N,Odor,PubChem,train,0.991574761457741,0.993707966525108,268.0,279.9,193.292803268492,253.133871527592,268.0,,0.0103
CCOC(=O)C1=CC=CC=C1O,Odor,,train,0.998179606278427,0.999236925854348,232.5,269.11,194.280783615437,234.714523560127,232.5,0.0846,0.0846
CCOC(=O)C1=CC=CO1,Odor,Lab-Tested,validation,0.999800350648002,0.999657362262951,196.8,180.88,165.501134765556,-68.1509290238125,196.8,0.405,0.405
CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,Odor,Lab-Tested,train,0.944537878036499,0.998791762744077,273.5,279.16,229.751003622269,196.635230944309,273.5,,0.00317
CCOC(=O)C=C,Odor,,train,0.999642517679604,0.999813849339262,99.4,100.51,107.266851448042,98.5041513513239,99.4,38.6,38.6
CCOC(=O)CC,Odor,,train,0.999675442551961,0.999945237257634,99.1,102.3,110.762172136443,96.0399435041354,99.1,35.8,35.8
CCOC(=O)CC(=O)C,Odor,,train,0.999830177795957,0.999822196390596,180.8,169.06,152.833212499389,151.990981915994,180.8,0.78,0.78
CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,Odor,PubChem,train,0.076140820980072,0.143398106098175,,354.63,294.898562405009,,354.63,9.8e-06,9.8e-06
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,Odor,PubChem,train,0.72800487279892,0.992092031054199,,351.17,302.211205868147,,351.17,3.38e-06,3.38e-06
CCOC(=O)CC(C)C,Odor,,train,0.999634931009496,0.999954265371343,135.0,134.87,152.89925148954,148.629083103074,135.0,8.3,8.3
CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,Odorless,PubChem,train,0.233388066291809,0.0065320134162902,294.0,324.77,275.591429607713,332.164410599689,294.0,0.000687,0.000687
CCOC(=O)CCC(=O)OCC,Odor,PubChem,train,0.998035988304764,0.999674594553653,217.7,186.96,202.133025465618,217.628395772874,217.7,0.0439,0.0439
CCOC(=O)CCSCC1=CC=CO1,Odor,Lab-Tested,train,0.968997858464718,0.998589718714356,,287.12,235.903540735683,,287.12,,0.00191
CCOC(=O)CCl,Odor,PubChem,train,0.999901436734945,0.999854069683352,144.3,141.21,142.459353712055,132.343786235675,144.3,4.87,4.87
CCOC(=O)Cl,Odor,PubChem,train,0.999556917347945,0.999791582056787,95.0,90.21,121.344351900847,105.834725362568,95.0,22.4,22.4
CCOC(=O)N,Odorless,PubChem,train,0.128826975822449,0.0187075734138489,185.0,117.71,86.8169491867994,90.4907027421028,185.0,0.262,0.262
CCOC(=O)NC1=CC=CC=C1,Odor,,train,0.97999195754528,0.99868830840569,238.0,249.87,193.292803268492,253.133871527592,238.0,,0.0271
CCOC(=O)OCC,Odor,PubChem,train,0.999825030419743,0.99966796694207,126.0,144.16,136.1144049921,124.589112120533,126.0,10.8,10.8
CCOC(=O)[C@@H](N[C@H](C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(=O)O)C)CCc1ccccc1,Odorless,Lab-Tested,test,0.0042797923088073,0.0012242197990417,,579.38,335.010326415875,362.440567594917,579.38,,3.8e-11
CCOC(=S)S,Odor,,train,0.998613365110941,0.999970127486449,,183.33,141.993170928105,,183.33,,0.821
CCOC(C)(C)C,Odor,PubChem,train,0.995763581711799,0.999885114724748,72.6,72.53,110.84777317428,92.3310367143183,72.6,124.0,124.0
CCOC(C)OCC,Odor,Lab-Tested,train,0.998573390184902,0.999948850894725,102.2,107.53,136.187766826134,121.13015423513,102.2,27.6,27.6
CCOC(C=C)OCC,Odor,PubChem,train,0.992598068434745,0.999938331406156,123.5,129.11,152.89925148954,148.629083103074,123.5,,16.2
CCOC(OCC)OCC,Odor,PubChem,train,0.999834629095858,0.99724699370563,143.0,154.06,175.03489223453,170.702618779001,143.0,3.86,3.86
CCOC1=C(C=CC(=C1)C=O)O,Odor,Lab-Tested,train,0.871714130043983,0.994048984255642,294.0,290.04,194.280783615437,234.714523560127,294.0,1.04e-05,1.04e-05
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,Odor,PubChem,train,0.946859139949083,0.987950892187655,,316.84,238.148810543992,329.761781104829,316.84,,0.000132
CCOC1=CC2=CC=CC=C2C=C1,Odor,,train,0.985019367188215,0.998965084203519,282.0,283.43,200.236017143704,399.045208290489,282.0,,0.00389
CCOC1=CC=C(C=C1)NC(=O)C,Odorless,PubChem,train,0.0442101359367371,0.006465196609497,243.5,341.09,206.833370526409,270.618160729317,243.5,6.92e-07,6.92e-07
CCOC1=CC=CC2=CC=CC=C21,Odor,,train,0.993701215833426,0.997742110863328,280.5,283.43,200.236017143704,399.045208290489,280.5,,0.00546
CCOC1=CC=CC=C1C(=O)N,Odorless,PubChem,train,0.250342726707458,0.0140560865402222,,332.68,193.292803268492,253.133871527592,332.68,,2.79e-05
CCOC1CCC=CO1,Odor,,train,0.999876705405768,0.999925955751678,,162.13,150.208925785119,162.59483423353,162.13,,2.99
CCOC=C,Odor,PubChem,train,0.998947941698134,0.99994549312396,35.5,45.07,49.6903622481967,31.7867071296175,35.5,511.0,511.0
CCOC=O,Odor,,train,0.988316800445318,0.999765312793897,54.4,55.0,54.4108216975083,33.5398753003881,54.4,245.0,245.0
CCOCC,Odor,,train,0.998947941698134,0.999932533457468,34.6,47.02,54.5290514736744,29.3063205134517,34.6,538.0,538.0
CCOCC(C)O,Odor,PubChem,train,0.999596036795992,0.998998362571001,131.0,139.49,114.186043161681,93.750814159785,131.0,,3.86
CCOCCC(=O)OCC,Odor,PubChem,train,0.999859350064071,0.999919051348115,,170.88,172.706873666746,172.89838695393,170.88,,1.5
CCOCCCO,Odor,PubChem,train,0.970225349068642,0.99965958102257,,159.94,114.186043161681,93.750814159785,159.94,,0.028
CCOCCO,Odor,,train,0.998956473311409,0.998736914130859,135.0,137.83,88.8349682567961,63.8996803340932,135.0,5.31,5.31
CCOCCOC(=O)C,Odor,,train,0.999902575167653,0.999856559836189,156.4,149.23,155.479269635807,149.663475395556,156.4,2.0,2.0
CCOCCOCC,Odor,PubChem,train,0.998829053482041,0.999965886225255,119.4,121.68,136.187766826134,121.13015423513,119.4,33.7,33.7
CCOCCOCCO,Odor,,train,0.856973424553871,0.994551482610404,196.0,202.21,158.081237423359,147.456965942057,196.0,0.126,0.126
CCOCCOCCOC(=O)C,Odor,,train,0.998943596496247,0.999380559660494,218.5,212.21,204.042952753795,215.414957818275,218.5,0.0989,0.0989
CCOCCOCCOCCO,Odorless,PubChem,train,0.101743221282959,0.0182198882102966,255.8,258.23,205.927802857503,213.283246819854,255.8,0.01,0.01
CCOCOCC,Odor,Lab-Tested,train,0.999556917347945,0.999922349205008,88.0,98.03,114.186043161681,93.750814159785,88.0,34.1,34.1
CCON=O,Odor,PubChem,train,0.997518660500646,0.998074276489206,18.0,30.46,56.7375487437378,59.8082747763355,18.0,,983.0
CCOP(=O)(C#N)N(C)C,Odor,PubChem,train,0.787380680441856,0.994389407802373,240.0,266.6,190.164309611051,,240.0,0.07,0.07
CCOP(=O)(CC)OCC,Odor,PubChem,train,0.994984426070005,0.999649047560524,198.0,213.74,194.270735824388,,198.0,0.0724,0.0724
CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,Odor,PubChem,train,0.859837800264359,0.99435114255175,,390.08,289.654463833258,,390.08,9e-07,9e-07
CCOP(=O)(O)O,Odor,PubChem,train,0.907511666417122,0.976945627480745,,282.38,147.321430101719,,282.38,,0.000235
CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],Odor,PubChem,train,0.0342009663581848,0.85000941157341,,375.05,274.984768026233,,375.05,1.1e-06,1.1e-06
CCOP(=O)(OCC)OCC,Odor,PubChem,train,0.999914102700131,0.999538576055784,215.5,233.27,209.516086826681,,215.5,0.393,0.393
CCOP(=S)(CC)SC1=CC=CC=C1,Odor,PubChem,train,0.992896495852619,0.999320395523682,,323.68,257.924829108261,,323.68,0.000338,0.000338
CCOP(=S)(OCC)Cl,Odor,PubChem,train,0.999880069088249,0.999844546982786,,198.05,215.229689945965,,198.05,,0.398
CCOP(=S)(OCC)SCCSCC,Odor,PubChem,train,0.829993084073067,0.999158016580623,,332.07,274.558338521253,,332.07,9.75e-05,9.75e-05
CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl,Odor,PubChem,train,0.0230857729911804,0.987792891450226,,400.67,307.59945422242,,400.67,3e-07,3e-07
CCOP(=S)(OCC)SCSCC,Odor,PubChem,train,0.749681711196899,0.999786131011206,,319.06,266.522952126295,,319.06,0.000638,0.000638
CCOP(OCC)OCC,Odor,PubChem,train,0.99952472752193,0.999560916185146,157.9,182.11,194.270735824388,,157.9,,2.77
CCOS(=O)(=O)OCC,Odor,PubChem,train,0.999796757401782,0.999444088956807,208.0,227.93,181.723210210812,,208.0,0.212,0.212
CCO[N+](=O)[O-],Odor,PubChem,train,0.998835776699707,0.997565069003031,87.2,87.25,90.6563354027883,274.894235668175,87.2,64.0,64.0
CCO[Si](OCC)(OCC)OCC,Odor,,train,0.998127018450759,0.998659788747318,168.5,172.51,231.390757438361,,168.5,1.88,1.88
CCP(=S)(Cl)Cl,Odor,PubChem,train,0.999798548393301,0.999078541295603,,143.48,191.05031424538,,143.48,,5.42
CCP(Cl)Cl,Odor,PubChem,train,0.998104653786868,0.999526041356148,112.0,89.18,153.86026560528,,112.0,,22.3
CCS,Odor,,train,0.998947941698134,0.999927612145257,35.1,58.02,23.7518446918639,,35.1,529.0,529.0
CCSC,Odor,,train,0.998603183310479,0.999936356056423,66.7,68.17,59.2881999291233,,66.7,160.0,160.0
CCSC(=O)C,Odor,,train,0.999603820033371,0.999921303329756,116.4,138.64,114.219594192905,,116.4,,18.3
CCSC(=O)Cl,Odor,PubChem,train,0.999891435698373,0.999936776592222,,149.78,145.311312310687,,149.78,,4.05
CCSC(=O)N1CCCCCC1,Odor,PubChem,train,0.925496287643909,0.999365227529779,,298.69,214.105315461952,,298.69,0.0056,0.0056
CCSCC,Odor,,train,0.998470392893068,0.99988299611141,92.1,92.92,88.9712654223278,,92.1,60.2,60.2
CCSCCOP(=S)(OC)OC,Odor,PubChem,train,0.831385314464569,0.998774708015844,,277.38,247.362422966305,,277.38,,0.00615
CCSCCSP(=O)(OC)OC,Odor,PubChem,train,0.96968249976635,0.998692366760224,,309.39,247.362422966305,,309.39,0.0003,0.0003
CCSCCSP(=S)(OC)OC,Odor,PubChem,train,0.940466679632664,0.99965529012843,,305.14,257.943802084367,,305.14,1.7e-05,1.7e-05
CCSSCC,Odor,,train,0.99962103474536,0.999932554943371,154.1,158.83,142.063892294431,,154.1,4.28,4.28
CCSSSCC,Odor,,train,0.999265076650772,0.99987194944697,,217.31,181.876274101999,,217.31,,0.15
CC[As](Cl)Cl,Odor,PubChem,train,0.9997732664051,0.997706775553524,,115.13,202.769331297931,,115.13,2.29,2.29
CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C,Odorless,Lab-Tested,validation,0.0151395201683044,0.0018141865730285,,510.59,330.993594734672,465.13156048087,510.59,,1.34e-12
CC[N+](=O)[O-],Odor,PubChem,train,0.998835776699707,0.989819210022688,114.0,91.28,56.7375487437378,272.391439656166,114.0,20.8,20.8
CC[Pb](CC)(CC)CC,Odor,PubChem,train,0.999881177704083,0.999164414650295,200.0,200.52,,,200.0,0.26,0.26
CC[Si](C1=CC=CC=C1)(Cl)Cl,Odor,PubChem,train,0.999588260485325,0.999420446576551,230.0,229.76,228.896156853642,,230.0,0.205,0.205
CC[Si](CC)(Cl)Cl,Odor,PubChem,train,0.999674064281862,0.999051977705676,131.0,120.07,184.883593361388,,131.0,11.9,11.9
CC[Si](Cl)(Cl)Cl,Odor,PubChem,train,0.998846067348495,0.998434738838114,100.5,108.31,191.562988819917,,100.5,47.2,47.2
CCc1ccccc1,Odor,van Gemert 2011,train,0.997092636069283,0.999851869302802,136.1,148.3,117.524537065882,142.576981538567,136.1,9.6,9.6
CCl,Odor,,train,0.985886750742793,0.999418927414808,-24.0,10.88,-11.8940287505008,-34.4807091122092,-24.0,4300.0,4300.0
CF,Odor,PubChem,train,0.9920399710536,0.965808495879173,-78.4,-62.24,-76.1760337968935,-87.5178702773355,-78.4,2850.0,2850.0
CI,Odor,PubChem,train,0.982835795730352,0.999516441399464,42.5,64.05,167.665155550454,62.8529605208921,42.5,405.0,405.0
CN,Odor,,train,0.9950423813425,0.988815753720701,-6.3,10.16,-90.1763542340181,-52.6840039883439,-6.3,2650.0,2650.0
CN(C)C,Odor,,train,0.997303750831634,0.99980001799122,2.87,18.82,15.1317326181309,20.0473480185457,2.87,1610.0,1610.0
CN(C)C(=O)Cl,Odor,PubChem,train,0.999028179910965,0.99991534982837,167.0,149.4,119.76212456863,126.707824203193,167.0,1.95,1.95
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,Odorless,PubChem,train,0.0390484929084778,0.0151534080505371,,353.86,249.261973509188,341.496547663832,353.86,6.9e-08,6.9e-08
CN(C)C(=O)NC1=CC=C(C=C1)Cl,Odor,PubChem,train,0.0059624910354614,0.418170571327209,,334.78,223.684927166815,309.069090313991,334.78,5.03e-07,5.03e-07
CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,Odorless,PubChem,train,0.0018577575683593,0.0035229325294494,,431.37,283.29613059539,416.478626249204,431.37,3.9e-09,3.9e-09
CN(C)C(=S)SSC(=S)N(C)C,Odor,PubChem,train,0.897016830742359,0.999225955223665,,339.43,254.151397682906,,339.43,1.72e-05,1.72e-05
CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,Odor,PubChem,train,0.761760607361794,0.861071079969406,,351.21,262.918141032026,389.711174786128,351.21,,2.82e-05
CN(C)C1=CC=CC=C1,Odor,PubChem,train,0.999798304881551,0.999796903066454,193.0,169.39,140.529300345383,189.488500755844,193.0,0.7,0.7
CN(C)C1CCCCC1,Odor,PubChem,train,0.999699581618188,0.999646751239197,160.0,151.94,148.954679087208,179.336243930075,160.0,,2.51
CN(C)C=O,Odor,,train,0.998807422234677,0.999518535274547,152.8,117.42,52.0778587563204,58.6000429787709,152.8,3.87,3.87
CN(C)CC#N,Odor,PubChem,train,0.998206307063811,0.999626863951562,137.5,142.34,76.7367223641386,127.730905692208,137.5,,7.12
CN(C)CC1=CC(=C(C(=C1)CN(C)C)O)CN(C)C,Odor,PubChem,train,0.852084383368492,0.986597967334092,,359.59,269.463152461238,384.05623149772,359.59,,1.61e-06
CN(C)CC1=CC=CC=C1,Odor,PubChem,train,0.999908487065113,0.999469644681085,181.0,190.19,159.391420745582,210.830338157079,181.0,,0.92
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,Odorless,PubChem,train,0.296484172344208,0.0129570960998535,,357.08,274.763428460844,178.446054294804,357.08,,1.12e-05
CN(C)CCN(C)C,Odor,PubChem,train,0.998433321597986,0.999919360227068,121.0,118.57,133.28670864314,162.283507664262,121.0,,15.0
CN(C)CCN(C)CCN(C)C,Odor,,train,0.999901736475294,0.999848984269192,,204.05,201.302561466427,264.056892673203,204.05,,0.295
CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,Odor,PubChem,train,0.82742565870285,0.990841245278716,,356.66,263.51900705972,165.710110416037,356.66,,1.11e-05
CN(C)CCO,Odor,,train,0.99937549373135,0.999025162425824,134.0,136.32,86.915455791616,86.2964164088864,134.0,3.18,3.18
CN(C)CCOC(=O)C=C,Odor,PubChem,train,0.999859350064071,0.999632814287907,,167.87,169.182179577154,193.781113865054,167.87,,1.73
CN(C)N,Odor,PubChem,train,0.989760505966842,0.999510214314796,63.9,62.03,18.0007042758387,51.3015562452771,63.9,163.0,163.0
CN(C)N=O,Odor,PubChem,train,0.998281325679272,0.997690964257345,152.0,156.49,54.4344738114751,86.9943277345138,152.0,2.7,2.7
CN(C)NC(=O)CCC(=O)O,Odorless,PubChem,train,0.0252997875213623,0.0127096772193909,,350.31,188.135381022704,233.861761602621,350.31,0.0002,0.0002
CN(C)P(=O)(N(C)C)F,Odor,PubChem,train,0.999450377828907,0.997735908487812,,172.62,181.657563359192,,172.62,0.36,0.36
CN(C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Odorless,PubChem,train,0.0061169862747192,0.0040996670722961,,432.11,281.421265467313,910.440554190019,432.11,,1.17e-07
